tranche,species,organization_state,C_star,S_star,D,n_climate_cells,mean_bio4,mean_bio15,spatial_niche_turnover,hv3d_rarefied20,regional_centroid_sep,regional_gaussian_overlap,metric_status,geographic_radius_95_km,S,x,y
reserve,Filipendula rubra,local_cooccurrence_only,True,False,0.643664485425342,76,1025.0009251644738,21.60911704991993,0.7883238852205687,2.226703282318353,0.9871267678960554,0.2151910258612046,complete,887.5547970437012,False,6.789596319349353,1.1714609603819257
reserve,Frasera fastigiata,local_cooccurrence_only,True,False,0.41125,33,739.6066358161695,33.42504437764486,0.4749859100857689,0.1202129662478264,,,complete,107.017739847261,False,4.682295471480386,0.11351881566664006
reserve,Geobalanus oblongifolius,local_cooccurrence_only,True,False,0.46875,72,527.2606976826986,39.26251025994619,1.4544239942263717,0.4900444772288337,1.7322335159469375,0.028998911441059,complete,587.2125998325077,False,6.377088446890991,0.39880597000100093
reserve,Gilia tricolor,local_cooccurrence_only,True,False,0.1871240810871017,71,573.716342764841,84.31261779892613,1.4646891727946134,3.072746121307193,,,complete,743.5233430884928,False,6.612744205680209,1.4043174946113939
reserve,Gymnadenia rhellicani,local_cooccurrence_only,True,False,0.6515369146796897,87,619.7480370532508,24.45826814366483,0.1122182251133978,2.9863709387703974,,,complete,366.36022073410567,False,5.90634289455689,1.3828812778647657
reserve,Herbertia lahue,local_cooccurrence_only,True,False,0.4834710743801652,100,545.1720300292968,30.501948218345643,0.5352777199287011,7.451737994169256,0.9185437819975136,0.1698301395322194,complete,12865.632680991068,False,9.462392625407572,2.13437210000324
reserve,Heuchera cylindrica,local_cooccurrence_only,True,False,0.3199999999999998,100,777.8574371337891,34.97229719161987,0.316399178341201,2.771939912215775,0.6747749059350867,0.7711449698583231,complete,664.7725370291722,False,6.500948076211455,1.327589434690928
reserve,Hibiscus pedunculatus,local_cooccurrence_only,True,False,0.5304,66,282.5411897139116,43.761111909692936,0.9657833280210366,1.20034655741191,,,complete,1078.0292945252572,False,6.983817114588621,0.7886148740546602
reserve,Impatiens balsamina,local_cooccurrence_only,True,False,0.436381960191484,96,383.3932504057884,71.06390823920567,0.1929211556100494,56.16821336376928,0.3745377805178503,0.8726074502488025,complete,12720.973000017488,False,9.45108593493006,4.045998033497873
reserve,Ipomopsis rubra,local_cooccurrence_only,True,False,0.4783057851239669,87,745.5598547924524,32.18165895308572,1.8814499515512175,1.2473359812407614,,,complete,1327.503321524053,False,7.19180826540303,0.8097455063872485
reserve,Kennedia coccinea,local_cooccurrence_only,True,False,0.2631427750646367,54,372.1255391438802,67.47264763160989,0.995135576962752,0.3838274793395674,1.4613838310339056,0.1499828716783511,complete,222.54273483986384,False,5.409602603113029,0.32485319576918315
reserve,Kunzea capitata,local_cooccurrence_only,True,False,0.515,31,383.8721234721522,29.53907560533093,0.5127557944021485,0.5868887450081407,,,complete,440.5198396986946,False,6.090222956064262,0.4617753351222496
reserve,Lactuca perennis,local_cooccurrence_only,True,False,0.4861928474422816,100,631.1021215820313,24.64971809387207,0.1058915100325631,4.176991524737202,0.8821889211672608,0.49691806509525,complete,805.6124145470641,False,6.692843273527202,1.644224100819178
reserve,Legousia speculum-veneris,local_cooccurrence_only,True,False,0.2823691460055095,91,669.7563691191621,31.288391165680935,1.1118822287889425,3.60929267189981,1.6444992077241578,0.3378852373066572,complete,1396.9719949477142,False,7.242777890366866,1.5280744118090714
reserve,Lepidium perfoliatum,local_cooccurrence_only,True,False,0.2565289256198347,86,869.6905130785565,33.193354473557584,0.5871078222462144,3.9791918698370665,0.4748583096860738,0.5346837501645032,complete,8261.351174218296,False,9.019464471800237,1.6052676027354085
reserve,Linum alpinum,local_cooccurrence_only,True,False,0.5439053254437869,70,637.6856750488281,22.863881397247315,0.3053893800651852,2.1759859930886134,,,complete,697.3602325819119,False,6.548735062156657,1.1556181331385815
reserve,Lomatium macrocarpum,spatial_segregation_only,False,True,0.364158163265306,100,790.7795370483399,46.46557428359986,1.243093361757671,5.279299444578886,1.3425940847314988,0.5105019566659637,complete,1042.6622055117955,True,6.9504911581475275,1.8372584208465572
reserve,Lupinus excubitus,local_cooccurrence_only,True,False,0.2965976331360948,38,612.6940942061575,75.17367132086503,0.2726483664086253,0.468174809532408,,,complete,192.53033831564574,False,5.265434287340974,0.38402000316580415
reserve,Lupinus formosus,local_cooccurrence_only,True,False,0.46875,41,503.9224860958937,89.98902567421517,0.506146088719748,0.5330703839988177,1.232999524187574,0.3511323523448512,complete,560.3474265213389,False,6.33034001244846,0.42727251142464856
reserve,Marcus-kochia littorea,local_cooccurrence_only,True,False,0.6320153061224489,56,400.9945951189314,57.79001998901367,0.9863286909949476,1.2541568644744334,,,complete,1020.3931407161997,False,6.9289227986204045,0.8127760070178895
reserve,Matelea edwardsensis,local_cooccurrence_only,True,False,0.336734693877551,44,727.8636141690341,33.94274312799627,1.023184587838852,0.1260565320102425,,,complete,244.03032183612714,False,5.501381965483206,0.11872173450538992
reserve,Moricandia arvensis,local_cooccurrence_only,True,False,0.4855820576717694,71,621.528348680953,38.10628595486493,0.8371043523580348,1.1229333320160888,1.263311237031858,0.3641105579410166,complete,876.5741715041248,False,6.777161477698532,0.7527987795036385
reserve,Nemastylis geminiflora,local_cooccurrence_only,True,False,0.5732248520710058,94,805.1762214822973,32.31668299817024,1.396129896370948,0.8637268840096414,1.0781850107614184,0.1407807248874226,complete,625.6269718821176,False,6.440351422408347,0.6225781840740274
reserve,Nymphoides indica,local_cooccurrence_only,True,False,0.2456140350877192,98,331.31112441238093,71.42275438503343,1.0626518269850398,10.647826385639531,0.7558203204963877,0.4386522281439345,complete,7804.465227654163,False,8.962579437534984,2.4551195862642246
reserve,Opuntia fragilis,local_cooccurrence_only,True,False,0.2705112960760997,99,964.9245300292968,41.59834051613856,0.4804283666036637,3.959847615048208,0.5783178091501815,0.3982319881785109,complete,1307.7389553085814,False,7.176819323034395,1.6013750174923433
reserve,Oxalis smalliana,local_cooccurrence_only,True,False,0.5897542690545606,64,382.0009026527405,86.2166051864624,0.68954420131327,0.8242589592249585,1.1544403727348904,0.1270124844627063,complete,377.73002844449746,False,5.93682362525375,0.6011738548341877
reserve,Palafoxia texana,local_cooccurrence_only,True,False,0.3461457676958621,25,553.1490454101563,56.525273132324216,1.217569627747582,0.5757049359099039,,,complete,111.62142123009998,False,4.7240319394422805,0.454702750499776
reserve,Philotheca spicata,local_cooccurrence_only,True,False,0.5122865472719701,43,417.7522533328034,81.26803606609965,1.235408230636758,0.2472715009546241,1.4228831957291224,0.3623398979294058,complete,249.75518042115255,False,5.52447708633413,0.22095836629923987
reserve,Pigea calycina,local_cooccurrence_only,True,False,0.4621487603305785,34,434.5238602582146,83.74184642118566,1.0930537559125872,0.0755274090265164,,,complete,211.8433727611802,False,5.360556556065593,0.0728111543163162
reserve,Polygala virgata,local_cooccurrence_only,True,False,0.6287499999999999,81,345.5200575840326,42.14575023415648,0.6205510460397949,2.9770846069166894,1.116777197041759,0.5002903380873236,complete,6148.8379096006065,False,8.724181004290731,1.3805490400542526
reserve,Pontederia azurea,local_cooccurrence_only,True,False,0.3705621301775147,80,289.2638806819916,44.087450629472734,0.9972704799074376,12.818614862522724,,,complete,3333.4319545480716,False,8.11205761537084,2.6260165862920553
reserve,Primula pauciflora,spatial_segregation_only,False,True,0.5293005671077504,100,804.7658276367188,38.15312103271484,0.7272324181466547,9.392175977354206,0.3911355059432082,0.609581349899605,complete,1676.423063672751,True,7.425014004111652,2.3410532131504604
reserve,Prunus ilicifolia,local_cooccurrence_only,True,False,0.2543402777777778,71,459.56208414426993,90.17185538923236,0.3421483391356836,0.7148533836486873,0.8615434405739655,0.4194242551622177,complete,471.1400470322974,False,6.157275651390093,0.5393275863795192
reserve,Pseudorchis albida,local_cooccurrence_only,True,False,0.5207939508506616,99,622.9096183391532,25.907373621006204,0.4616786341100224,5.252223748722177,,,complete,2635.278642714773,False,7.8771235966802955,1.8329372002621211
reserve,Pulsatilla pratensis,local_cooccurrence_only,True,False,0.4973230220107079,95,838.3318468595805,29.542464808413857,1.310839671409309,0.91000893133991,1.4707029252562949,0.3381388403243605,complete,1166.3978085314159,False,7.062532455546253,0.6471079181417994
reserve,Ranunculus glacialis,local_cooccurrence_only,True,False,0.3305858765872131,88,627.6147037852894,22.75356554443186,0.8318937740919526,4.643903265027509,1.1786899795024957,0.3925187149335258,complete,2407.948830961181,False,7.786945761609366,1.7305758944084464
reserve,Rhexia alifanus,local_cooccurrence_only,True,False,0.4019753086419754,63,643.7477184477307,24.811417685614693,1.3105571282191968,0.30613727468794,1.6853691046064216,0.0002382440764509,complete,809.4997636028602,False,6.697651049507409,0.26707413611757796
reserve,Rosa rubiginosa,spatial_segregation_only,False,True,0.673913043478261,100,451.8563830566407,39.309732036590574,0.0311021050598174,11.125706953426082,0.5578858438960832,0.6577466304344878,complete,14786.867349886608,True,9.601562349897723,2.4953277405610534
reserve,Sabatia angularis,local_cooccurrence_only,True,False,0.50439453125,100,830.1531866455078,16.951308660507202,0.7392025692826023,1.3939566770051182,0.680812563717411,0.5554869199312759,complete,835.2731732359586,False,6.728955321953516,0.8729475104829478
reserve,Salsola australis,local_cooccurrence_only,True,False,0.2962500000000001,63,425.9869253976004,78.0037749305604,0.5852378310058318,2.709327803992128,1.3318223861624363,0.0600976821309978,complete,11749.947867367222,False,9.37168918588186,1.3108506752955933
reserve,Salvia longispicata,local_cooccurrence_only,True,False,0.5376000000000001,70,217.0375846862793,102.48108869280134,1.0111762113181952,2.414476335743477,0.9791624959506696,0.3088244791440693,complete,413.2537527338887,False,6.026478715369776,1.2280241388761672
reserve,Salvia misella,local_cooccurrence_only,True,False,0.5425347222222223,100,303.1103757095337,90.28290775299072,1.0653930192766734,9.433031183026728,,,complete,1863.5974396972092,False,7.530800458750639,2.3449768483653615
reserve,Salvia tiliifolia,local_cooccurrence_only,True,False,0.4296,100,295.9499614143372,91.7750075149536,0.3609558201921111,3.579404894315265,0.5577210938087637,0.7180779937797405,complete,14162.679444779076,False,9.558436181288252,1.521569053944689
reserve,Scaevola nitida,local_cooccurrence_only,True,False,0.499054820415879,28,327.8762751988002,72.12088625771659,1.897619794150664,0.1972585837552827,,,complete,304.03814434609495,False,5.720436832217453,0.18003442977452364
reserve,Schelhammera undulata,local_cooccurrence_only,True,False,0.5559076505205975,40,364.82912826538086,22.68318104743957,0.4234384822218108,0.3720408443406052,0.6725682709774992,0.4417171498269888,complete,253.2343521982529,False,5.5382564880917435,0.3162992987881328
reserve,Scutellaria serrata,local_cooccurrence_only,True,False,0.3178980228928201,83,812.0980687888272,12.895648197955396,0.7681799849141537,0.3432324325130184,0.9504371606159436,0.4442739701478749,complete,380.845182866952,False,5.9450152460052506,0.29507897219622653
reserve,Sidalcea sparsifolia,local_cooccurrence_only,True,False,0.5036982248520709,22,500.1012864546343,83.41114893826571,0.5796752594196228,0.5068993217174902,,,complete,79.52702315492898,False,4.388592819458355,0.41005411032407235
reserve,Simethis mattiazzi,local_cooccurrence_only,True,False,0.2426697530864195,99,468.0984796080927,46.68652862009376,0.8624132846641822,2.2949690310051216,0.95370274074465,0.621542195677957,complete,991.7249429234986,False,6.900453629625838,1.1923967691258166
reserve,Spiraea douglasii,local_cooccurrence_only,True,False,0.388468809073724,100,580.6565919494628,51.46442461967468,0.2026746837978685,9.951314142395434,,,complete,7215.029597506931,False,8.884060163384122,2.3934594620656746
reserve,Thymbra capitata,local_cooccurrence_only,True,False,0.6451247165532881,97,569.4154335887162,79.58997329239993,0.451975429739711,0.596122346017362,0.5577950504544327,0.6580072643146857,complete,2419.152893597472,False,7.791585996327521,0.46757715399516525
reserve,Trichostema lanceolatum,local_cooccurrence_only,True,False,0.5175619834710743,100,535.2566848754883,88.66548950195312,0.3406278697933589,1.18738695189372,0.4284455991018084,0.5653473705708447,complete,521.6962848045767,False,6.2590005779924045,0.7827076587799205
reserve,Trifolium depauperatum,local_cooccurrence_only,True,False,0.5377999094612946,96,541.8305784861246,87.94614414374034,0.7127437287946234,1.1231441654336929,0.544260839842939,0.5303037499584458,complete,618.0998948126086,False,6.428266640621454,0.7528980868845819
reserve,Vernonia noveboracensis,local_cooccurrence_only,True,False,0.4767397154940407,100,875.1817602539063,11.910497031211854,0.847309397392172,0.8127750223043034,0.7702654979349225,0.5968753802499676,complete,639.4945467952533,False,6.462240607319676,0.5948588326796366
reserve,Veronica alpina,local_cooccurrence_only,True,False,0.3565181174510621,85,632.1136302274816,25.1301895422094,0.4434903749271392,8.312962489112046,0.7040873835952011,0.6336226162428257,complete,3216.768873770814,False,8.076443502030369,2.231407245732853
reserve,Veronica elliptica,local_cooccurrence_only,True,False,0.3594104308390022,56,294.14982877458846,17.21523414339338,0.6162135738100588,6.51531879691153,,,complete,708.1441293498372,False,6.564058791274195,2.0169434437172216
reserve,Vicia ludoviciana,local_cooccurrence_only,True,False,0.5105462412114657,94,664.6127189473902,32.92612531337332,1.6368198870806248,3.12425257564491,,,complete,810.852795065166,False,6.699319036861668,1.4168848095860156
reserve,Viola cornuta,local_cooccurrence_only,True,False,0.4208579881656804,41,585.9083043540396,20.26251641715445,1.113217345230174,0.948309782696853,,,complete,389.32205347386844,False,5.966972176494635,0.6669622186021239
reserve,Wahlenbergia capensis,local_cooccurrence_only,True,False,0.4789670970428987,57,385.1201552006236,66.2327427111174,0.4992678401915016,1.1525924198738675,1.0245448282646583,0.4300943663303793,complete,4606.2167971420085,False,8.435379222031886,0.7666728924602141
