cell_id,latitude,longitude,opportunity_A,evaluable_A_ge_minimum,shared_transition_intensity,antirrhinum_majus_detectable,antirrhinum_majus_edge_count,antirrhinum_majus_transition_intensity,dactylorhiza_sambucina_detectable,dactylorhiza_sambucina_edge_count,dactylorhiza_sambucina_transition_intensity,gentiana_lutea_detectable,gentiana_lutea_edge_count,gentiana_lutea_transition_intensity,ipomoea_purpurea_detectable,ipomoea_purpurea_edge_count,ipomoea_purpurea_transition_intensity,lysimachia_arvensis_detectable,lysimachia_arvensis_edge_count,lysimachia_arvensis_transition_intensity,raphanus_sativus_detectable,raphanus_sativus_edge_count,raphanus_sativus_transition_intensity
23,-70.8118635463,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
24,-70.8118635463,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
25,-70.8118635463,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
26,-70.8118635463,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
27,-70.8118635463,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
28,-70.8118635463,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
29,-70.8118635463,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
30,-70.8118635463,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
31,-70.8118635463,135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
32,-70.8118635463,145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
33,-70.8118635463,155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
34,-70.8118635463,165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
35,-70.8118635463,175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
36,-56.4426902381,-175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
37,-56.4426902381,-165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
38,-56.4426902381,-155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
39,-56.4426902381,-145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
40,-56.4426902381,-135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
41,-56.4426902381,-125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
42,-56.4426902381,-115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
43,-56.4426902381,-105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
44,-56.4426902381,-95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
45,-56.4426902381,-85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
46,-56.4426902381,-75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
47,-56.4426902381,-65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
48,-56.4426902381,-55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
49,-56.4426902381,-45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
50,-56.4426902381,-35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
51,-56.4426902381,-25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
52,-56.4426902381,-15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
53,-56.4426902381,-5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
54,-56.4426902381,5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
55,-56.4426902381,15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
56,-56.4426902381,25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
57,-56.4426902381,35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
58,-56.4426902381,45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
59,-56.4426902381,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
60,-56.4426902381,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
61,-56.4426902381,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
62,-56.4426902381,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
63,-56.4426902381,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
64,-56.4426902381,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
65,-56.4426902381,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
66,-56.4426902381,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
67,-56.4426902381,135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
68,-56.4426902381,145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
69,-56.4426902381,155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
70,-56.4426902381,165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
71,-56.4426902381,175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
72,-46.2382573073,-175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
73,-46.2382573073,-165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
74,-46.2382573073,-155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
75,-46.2382573073,-145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
76,-46.2382573073,-135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
77,-46.2382573073,-125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
78,-46.2382573073,-115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
79,-46.2382573073,-105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
80,-46.2382573073,-95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
81,-46.2382573073,-85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
82,-46.2382573073,-75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
83,-46.2382573073,-65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
84,-46.2382573073,-55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
85,-46.2382573073,-45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
86,-46.2382573073,-35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
87,-46.2382573073,-25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
88,-46.2382573073,-15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
89,-46.2382573073,-5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
90,-46.2382573073,5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
91,-46.2382573073,15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
92,-46.2382573073,25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
93,-46.2382573073,35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
94,-46.2382573073,45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
95,-46.2382573073,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
96,-46.2382573073,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
97,-46.2382573073,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
98,-46.2382573073,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
99,-46.2382573073,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
100,-46.2382573073,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
101,-46.2382573073,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
102,-46.2382573073,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
103,-46.2382573073,135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
104,-46.2382573073,145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
105,-46.2382573073,155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
106,-46.2382573073,165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
107,-46.2382573073,175,2,True,0.594583987441,True,2,0.683673469388,False,0,,False,0,,False,0,,True,21,0.505494505495,False,0,
108,-37.6698869643,-175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
109,-37.6698869643,-165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
110,-37.6698869643,-155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
111,-37.6698869643,-145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
112,-37.6698869643,-135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
113,-37.6698869643,-125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
114,-37.6698869643,-115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
115,-37.6698869643,-105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
116,-37.6698869643,-95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
117,-37.6698869643,-85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
118,-37.6698869643,-75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
119,-37.6698869643,-65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
120,-37.6698869643,-55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
121,-37.6698869643,-45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
122,-37.6698869643,-35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
123,-37.6698869643,-25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
124,-37.6698869643,-15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
125,-37.6698869643,-5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
126,-37.6698869643,5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
127,-37.6698869643,15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
128,-37.6698869643,25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
129,-37.6698869643,35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
130,-37.6698869643,45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
131,-37.6698869643,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
132,-37.6698869643,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
133,-37.6698869643,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
134,-37.6698869643,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
135,-37.6698869643,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
136,-37.6698869643,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
137,-37.6698869643,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
138,-37.6698869643,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
139,-37.6698869643,135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
140,-37.6698869643,145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
141,-37.6698869643,155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
142,-37.6698869643,165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
143,-37.6698869643,175,2,True,0.366588379513,False,0,,False,0,,False,0,,False,0,,True,9,0.415087328131,True,3,0.318089430894
144,-30,-175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
145,-30,-165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
146,-30,-155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
147,-30,-145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
148,-30,-135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
149,-30,-125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
150,-30,-115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
151,-30,-105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
152,-30,-95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
153,-30,-85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
154,-30,-75,0,False,,False,1,,False,0,,False,0,,False,0,,False,0,,False,0,
155,-30,-65,0,False,,False,0,,False,0,,False,0,,False,1,,False,0,,False,0,
156,-30,-55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
157,-30,-45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
158,-30,-35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
159,-30,-25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
160,-30,-15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
161,-30,-5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
162,-30,5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
163,-30,15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
164,-30,25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
165,-30,35,1,False,,False,0,,False,0,,False,0,,True,2,0.73125,False,0,,False,0,
166,-30,45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
167,-30,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
168,-30,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
169,-30,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
170,-30,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
171,-30,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
172,-30,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
173,-30,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
174,-30,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
175,-30,135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
176,-30,145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
177,-30,155,0,False,,False,0,,False,0,,False,0,,False,0,,False,1,,False,0,
178,-30,165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
179,-30,175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
180,-22.8853804762,-175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
181,-22.8853804762,-165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
182,-22.8853804762,-155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
183,-22.8853804762,-145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
184,-22.8853804762,-135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
185,-22.8853804762,-125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
186,-22.8853804762,-115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
187,-22.8853804762,-105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
188,-22.8853804762,-95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
189,-22.8853804762,-85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
190,-22.8853804762,-75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
191,-22.8853804762,-65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
192,-22.8853804762,-55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
193,-22.8853804762,-45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
194,-22.8853804762,-35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
195,-22.8853804762,-25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
196,-22.8853804762,-15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
197,-22.8853804762,-5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
198,-22.8853804762,5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
199,-22.8853804762,15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
200,-22.8853804762,25,0,False,,False,0,,False,0,,False,0,,False,1,,False,0,,False,0,
201,-22.8853804762,35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
202,-22.8853804762,45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
203,-22.8853804762,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
204,-22.8853804762,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
205,-22.8853804762,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
206,-22.8853804762,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
207,-22.8853804762,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
208,-22.8853804762,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
209,-22.8853804762,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
210,-22.8853804762,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
211,-22.8853804762,135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
212,-22.8853804762,145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
213,-22.8853804762,155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
214,-22.8853804762,165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
215,-22.8853804762,175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
216,-16.1276202132,-175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
217,-16.1276202132,-165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
218,-16.1276202132,-155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
219,-16.1276202132,-145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
220,-16.1276202132,-135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
221,-16.1276202132,-125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
222,-16.1276202132,-115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
223,-16.1276202132,-105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
224,-16.1276202132,-95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
225,-16.1276202132,-85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
226,-16.1276202132,-75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
227,-16.1276202132,-65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
228,-16.1276202132,-55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
229,-16.1276202132,-45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
230,-16.1276202132,-35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
231,-16.1276202132,-25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
232,-16.1276202132,-15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
233,-16.1276202132,-5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
234,-16.1276202132,5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
235,-16.1276202132,15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
236,-16.1276202132,25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
237,-16.1276202132,35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
238,-16.1276202132,45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
239,-16.1276202132,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
240,-16.1276202132,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
241,-16.1276202132,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
242,-16.1276202132,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
243,-16.1276202132,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
244,-16.1276202132,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
245,-16.1276202132,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
246,-16.1276202132,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
247,-16.1276202132,135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
248,-16.1276202132,145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
249,-16.1276202132,155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
250,-16.1276202132,165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
251,-16.1276202132,175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
252,-9.59406822686,-175,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
253,-9.59406822686,-165,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
254,-9.59406822686,-155,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
255,-9.59406822686,-145,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
256,-9.59406822686,-135,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
257,-9.59406822686,-125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
258,-9.59406822686,-115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
259,-9.59406822686,-105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
260,-9.59406822686,-95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
261,-9.59406822686,-85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
262,-9.59406822686,-75,0,False,,False,0,,False,0,,False,0,,False,1,,False,0,,False,0,
263,-9.59406822686,-65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
264,-9.59406822686,-55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
265,-9.59406822686,-45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
266,-9.59406822686,-35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
267,-9.59406822686,-25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
268,-9.59406822686,-15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
269,-9.59406822686,-5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
270,-9.59406822686,5,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
271,-9.59406822686,15,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
272,-9.59406822686,25,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
273,-9.59406822686,35,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
274,-9.59406822686,45,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
275,-9.59406822686,55,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
276,-9.59406822686,65,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
277,-9.59406822686,75,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
278,-9.59406822686,85,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
279,-9.59406822686,95,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
280,-9.59406822686,105,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
281,-9.59406822686,115,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
282,-9.59406822686,125,0,False,,False,0,,False,0,,False,0,,False,0,,False,0,,False,0,
