species,n_classifiable,D,second_fraction,primary_second_ge_0_10,sensitivity_second_ge_0_20,spatial_observed_rho,log1p_span_primary,D_unbiased
Drosera spatulata,43,0.6803677663601947,0.3255813953488372,True,True,0.1573675071283231,9.149570035541828,0.6965669988925802
Dyssodia pinnata,78,0.0,0.0,False,False,-0.0035775432334954,6.844397781830535,0.0
Echium gaditanum,62,0.2814776274713838,0.1129032258064516,True,False,0.0345909946367437,5.877610156931575,0.2860920148069802
Echium rosulatum,53,0.4841580633677466,0.320754716981132,True,True,0.2711843434390857,7.092040138498167,0.49346879535558785
Ehretia anacua,50,0.0,0.0,False,False,0.0217426759344006,6.937635497093264,0.0
Elephantopus carolinianus,62,0.1227887617065557,0.032258064516129,False,False,0.1104325521199217,7.751323786636931,0.1248016922263353
Epacris obtusifolia,41,0.2141582391433669,0.1219512195121951,True,False,-0.0508376505108628,7.620971251821025,0.21951219512195105
Erechtites hieraciifolius,47,0.4762335898596649,0.3404255319148936,True,True,0.0761016998743585,9.8879627986852,0.4865864939870489
Erigeron foliosus,50,0.6024,0.24,True,True,-0.052264305395894,7.287131118883942,0.6146938775510205
Erigeron linearis,86,0.0886965927528393,0.0465116279069767,False,False,0.0514398243753541,7.291741601858699,0.08974008207934328
Eriodictyon crassifolium,54,0.1680384087791495,0.0925925925925925,False,False,0.0328753721712507,5.860153852245376,0.17120894479385043
Eriogonum jamesii,66,0.1400367309458219,0.0757575757575757,False,False,0.123774261306428,6.999032143331932,0.1421911421911422
Eriogonum latifolium,70,0.2240816326530612,0.1285714285714285,True,False,0.1158388134739911,6.576580196061828,0.22732919254658382
Eriogonum niveum,44,0.0878099173553718,0.0227272727272727,False,False,-0.0077143755098618,6.646069032985306,0.08985200845665951
Eriophorum vaginatum,45,0.345679012345679,0.2222222222222222,True,True,-0.0613462393888656,9.103193040896462,0.35353535353535354
Eriophyllum confertiflorum,82,0.0,0.0,False,False,0.0354920111116875,6.707087482615456,0.0
Eryngium planum,51,0.2137639369473281,0.0784313725490196,False,False,0.1373990715167185,9.860706920256536,0.21803921568627466
Erythranthe dentata,67,0.0579193584317219,0.0298507462686567,False,False,0.0256816792312864,6.83394995619966,0.058796924468566165
Erythranthe erubescens,45,0.5698765432098767,0.2888888888888888,True,True,-0.0247348358469786,6.302241536805216,0.5828282828282829
Erythrina humeana,52,0.2921597633136095,0.1538461538461538,True,False,0.2639268112366662,7.09244451673833,0.29788838612368024
Eschscholzia minutiflora,72,0.0,0.0,False,False,0.10964140950518,7.0916824750980725,0.0
Euonymus obovatus,41,0.4997025580011898,0.4878048780487805,True,True,-0.0018307581925839,7.149106966512085,0.5121951219512195
Eupatorium altissimum,55,0.1943801652892562,0.109090909090909,True,False,0.071204409289202,7.713159363521775,0.19797979797979798
Euphorbia cyparissias,85,0.0,0.0,False,False,-0.0079261445312812,9.283665299257828,0.0
Eurybia divaricata,44,0.086776859504132,0.0454545454545454,False,False,0.1112547415094012,7.440681881653157,0.08879492600422809
Eutrochium fistulosum,47,0.2933454051607062,0.1276595744680851,True,False,0.1605967876088387,7.851440209109199,0.2997224791859389
Eutrochium maculatum,47,0.2978723404255319,0.1063829787234042,True,False,-0.0093202484098883,8.550958505672208,0.30434782608695654
Eysenhardtia texana,46,0.0831758034026464,0.0434782608695652,False,False,-0.0454681611943406,6.959489444735932,0.08502415458937188
Falcaria vulgaris,69,0.0285654274312119,0.0144927536231884,False,False,0.0929859394925835,8.28010066303249,0.02898550724637678
Fritillaria pyrenaica,47,0.6889995473064736,0.3617021276595745,True,True,0.1345691627001458,6.910255022813143,0.7039777983348752
Galinsoga parviflora,64,0.35888671875,0.234375,True,True,0.0344807306979648,9.901092619161192,0.3645833333333333
Gazania rigens,71,0.0277722674072604,0.0140845070422535,False,False,0.0222827568521331,9.898242326776032,0.028169014084506977
Gentiana acaulis,71,0.2051180321364807,0.0845070422535211,False,False,-0.0155349084726039,7.619873743342864,0.20804828973843043
Gentiana parryi,45,0.1649382716049382,0.0666666666666666,False,False,0.0528173979852356,6.77970039491577,0.1686868686868686
Geranium macrorrhizum,45,0.5244444444444445,0.2888888888888888,True,True,0.0455896369405106,9.226450474520831,0.5363636363636364
Geranium molle,52,0.6427514792899409,0.2692307692307692,True,True,0.0164008520537438,9.903579010318197,0.6553544494720966
Geranium richardsonii,56,0.0695153061224488,0.0178571428571428,False,False,0.0686227988116714,7.988767802772457,0.0707792207792206
Geranium yeoi,63,0.5840262030738221,0.4444444444444444,True,True,0.2009128101090579,9.86041649614495,0.5934459805427548
Geum canadense,51,0.0384467512495194,0.0196078431372549,False,False,-0.0525975825234279,8.15579321411313,0.03921568627450979
Geum macrophyllum,67,0.0855424370683894,0.044776119402985,False,False,-0.0516212109589317,9.155786719288754,0.08683853459972864
Geum urbanum,65,0.1155029585798816,0.0615384615384615,False,False,0.0392933635487131,9.903735234445511,0.11730769230769225
Gompholobium huegelii,66,0.3673094582185492,0.2424242424242424,True,True,0.1607089443360443,7.395153687429999,0.37296037296037304
Goodenia ovata,74,0.0525931336742147,0.027027027027027,False,False,0.0077298241721977,7.329123393779183,0.05331358756016284
Grevillea alpina,42,0.5770975056689343,0.4047619047619047,True,True,0.0201253024316169,6.461724795227876,0.5911730545876888
Grevillea lavandulacea,46,0.1247637051039697,0.0217391304347826,False,False,-0.136659665059295,6.573026196183617,0.1275362318840579
Guzmania monostachia,45,0.4404938271604938,0.2222222222222222,True,True,0.1033684630560048,7.986373291781087,0.45050505050505046
Hedypnois rhagadioloides,61,0.0322493953238376,0.0163934426229508,False,False,-0.0021231907415409,9.845737993035502,0.03278688524590156
Helenium autumnale,81,0.0,0.0,False,False,-0.0131655921941208,9.045979395130292,0.0
Helianthus divaricatus,57,0.0677131425053862,0.0350877192982456,False,False,-0.0314799186814985,7.719891884845379,0.06892230576441095
Hepatica acutiloba,59,0.0333237575409364,0.0169491525423728,False,False,-0.097903266950566,7.642402813483986,0.03389830508474565
Hibbertia cuneiformis,62,0.1222684703433923,0.0483870967741935,False,False,-0.0220144070995887,7.805005380621406,0.12427287149656267
Hibiscus denudatus,52,0.3565088757396449,0.1346153846153846,True,False,0.2844284808442466,7.444309602540218,0.363499245852187
Hofmeisteria fasciculata,56,0.1670918367346938,0.0535714285714285,False,False,-0.0406460045548459,6.781475020124178,0.17012987012987005
Homogyne alpina,50,0.3656,0.14,True,False,0.1479444110433733,7.767692242154183,0.3730612244897959
Hyacinthoides non-scripta,61,0.1504971781779092,0.081967213114754,False,False,-0.0351369260146223,9.061665363771496,0.15300546448087435
Hypocalymma robustum,47,0.2670891806247171,0.0638297872340425,False,False,0.0050059571884198,5.75612935290131,0.27289546716003704
Iliamna rivularis,52,0.2122781065088758,0.0576923076923076,False,False,-0.0065454861758725,7.445863096343614,0.21644042232277533
Ipomoea cairica,48,0.5720486111111112,0.2083333333333333,True,True,-0.0203405021337648,9.893758600195085,0.5842198581560284
Ipomoea pes-caprae,48,0.5512152777777778,0.1875,True,False,0.0153781863800772,9.897223954819063,0.5629432624113476
Jacobaea adonidifolia,75,0.0263111111111109,0.0133333333333333,False,False,-0.09661370519616,6.820883184650039,0.02666666666666645
Jaumea carnosa,75,0.051911111111111,0.0266666666666666,False,False,0.0524238412762079,7.838571042869718,0.0526126126126125
Johnstonella angustifolia,60,0.0,0.0,False,False,-0.0060987959919572,6.902314677626938,0.0
Lachenalia reflexa,54,0.0713305898491085,0.037037037037037,False,False,0.1022360550649051,9.075000242834284,0.07267645003494073
Lamprocapnos spectabilis,60,0.1550000000000001,0.0666666666666666,False,False,-0.1186917628962562,9.35419083576009,0.1576271186440679
Lantana involucrata,56,0.1945153061224489,0.0892857142857142,False,False,0.0018534462060538,7.971228934386644,0.19805194805194798
Lathyrus japonicus,47,0.5015844273426889,0.2978723404255319,True,True,0.074845484534774,9.344264730100846,0.5124884366327473
Lathyrus palustris,41,0.62819750148721,0.2926829268292683,True,True,0.0224319771807962,9.253490246807695,0.6439024390243901
Lathyrus pratensis,71,0.0817298155127951,0.028169014084507,False,False,-0.0149435513534146,9.897249711962802,0.08289738430583503
Lepidium campestre,68,0.2076124567474049,0.1176470588235294,True,False,0.0272201651893142,9.29532749252444,0.2107111501316945
Lepidium fremontii,72,0.0798611111111109,0.0416666666666666,False,False,0.0044866071692439,6.770027182320619,0.08098591549295753
Leucaena leucocephala,49,0.3898375676801332,0.2653061224489796,True,True,0.012320682119905,9.903496525663016,0.39795918367346933
Leucopogon affinis,65,0.0596449704142012,0.0307692307692307,False,False,0.1164151135318843,7.332070193529695,0.06057692307692309
Leucopogon microphyllus,68,0.028979238754325,0.0147058823529411,False,False,0.1222233471008293,6.891292312355327,0.02941176470588209
Ligustrum obtusifolium,61,0.0322493953238376,0.0163934426229508,False,False,0.0174947568650149,9.451536812959228,0.03278688524590156
Linum catharticum,57,0.1009541397353033,0.0350877192982456,False,False,-0.1064611550763557,9.901477102265554,0.10275689223057657
Linum lewisii,69,0.5402226423020373,0.463768115942029,True,True,-0.0063623460956724,8.520937206895066,0.5481670929241261
Lithospermum canescens,79,0.0,0.0,False,False,0.0010959210066405,7.972940244927821,0.0
Lobelia erinus,64,0.26806640625,0.140625,True,False,0.0676692562833622,9.892873626191024,0.27232142857142855
Loeselia glandulosa,52,0.632396449704142,0.2884615384615384,True,True,0.0607935289311671,8.130861063152576,0.6447963800904978
Ludwigia peruviana,43,0.0,0.0,False,False,-0.0109731739284947,9.896850365820653,0.0
Lupinus arizonicus,46,0.2003780718336484,0.0652173913043478,False,False,0.106324153965227,6.9267224808465,0.20483091787439614
Lupinus havardii,60,0.126111111111111,0.05,False,False,0.0057733877402259,5.721319126564259,0.12824858757062135
Lupinus microcarpus,47,0.5667722951561793,0.1702127659574468,True,False,-0.0768379650449548,9.226466033216976,0.5790934320074006
Lysimachia loeflingii,64,0.14697265625,0.046875,False,False,0.0242062959936838,9.903024069610945,0.14930555555555555
Lysimachia quadrifolia,66,0.059228650137741,0.0151515151515151,False,False,-0.0233269576595585,7.607132887705549,0.06013986013986009
Malacothrix saxatilis,63,0.0619803476946334,0.0158730158730158,False,False,-0.0011854584892738,6.112668886266451,0.0629800307219662
Malva moschata,53,0.481310074759701,0.2264150943396226,True,True,0.031157536612903,9.187877826092077,0.4905660377358491
Malva thuringiaca,58,0.4114149821640903,0.1896551724137931,True,False,-0.034995071404838,9.171405304793767,0.4186327888687234
Mazus miquelii,61,0.4934157484547166,0.4426229508196721,True,True,0.0245509090462562,9.445830092200833,0.5016393442622952
Mecardonia procumbens,50,0.2688000000000001,0.16,True,False,0.1106805118655859,9.888427080433576,0.2742857142857144
Medicago lupulina,69,0.1361058601134215,0.0579710144927536,False,False,-0.0039280704313845,9.903957920363954,0.13810741687979533
Medicago marina,75,0.0767999999999999,0.04,False,False,0.0509718023109122,8.289188762443386,0.07783783783783772
Melaleuca citrina,40,0.40875,0.15,True,False,0.0563901451336916,9.805118013763964,0.41923076923076924
Melastoma candidum,52,0.7071005917159763,0.3076923076923077,True,True,0.0555135115931408,8.905073501260658,0.7209653092006033
Melastoma malabathricum,41,0.6329565734681737,0.3902439024390244,True,True,0.0039842689866729,9.47288506792605,0.648780487804878
Melothria pendula,52,0.176775147928994,0.0769230769230769,False,False,-0.0391063933658366,9.897527530884028,0.18024132730015074
Micranthes petiolaris,49,0.0,0.0,False,False,-0.0864100130191088,6.501449933265966,0.0
Mitchella repens,49,0.0399833402748854,0.0204081632653061,False,False,0.145742484176656,8.067520196990175,0.04081632653061218
Moraea flaccida,51,0.3752402921953095,0.196078431372549,True,False,-0.0009845384145023,9.36424821351677,0.38274509803921575
Muscari armeniacum,80,0.0721874999999998,0.0375,False,False,0.0350051360863513,9.872336766038009,0.0731012658227846
Muscari botryoides,65,0.0880473372781063,0.0461538461538461,False,False,-0.0020151787451162,9.341203698178225,0.08942307692307672
Myosotis latifolia,76,0.375,0.25,True,True,-0.0779532290817343,9.828172694625565,0.38
Myosotis laxa,65,0.0889940828402365,0.0307692307692307,False,False,-0.0703830847992308,9.899495882150404,0.09038461538461519
Myosotis sparsiflora,74,0.0777940102264427,0.0405405405405405,False,False,0.1236184907163429,8.441005592001263,0.07885968159940766
Myrica gale,40,0.3037500000000001,0.1,True,False,-0.0331889737845368,9.03794230055555,0.3115384615384616
Myrtus communis,67,0.2102918244597906,0.1194029850746268,True,False,0.0150829644011537,9.281724536890795,0.2134780642243329
Nama hispida,61,0.6057511421660844,0.2622950819672131,True,True,0.0652887999074655,7.606735541473425,0.615846994535519
Navarretia heterodoxa,65,0.4373964497041419,0.3230769230769231,True,True,0.004520258160335,4.846244864096015,0.4442307692307691
Nelumbo nucifera,43,0.6414277988101676,0.3953488372093023,True,True,-0.002593295706634,9.894673843293344,0.6566998892580288
Nicandra physalodes,45,0.5175308641975308,0.2222222222222222,True,True,0.0186125497724653,9.898101132511249,0.5292929292929293
Nicotiana longiflora,51,0.075355632449058,0.0392156862745098,False,False,0.0842893601671656,9.596213317627496,0.07686274509803917
Ochna serrulata,59,0.4699798908359667,0.3389830508474576,True,True,0.0118502881268169,9.835675585386069,0.47808299240210406
Odontites luteus,66,0.0298438934802571,0.0151515151515151,False,False,-0.0944396881263646,8.243259654595219,0.030303030303030287
Olearia lirata,68,0.028979238754325,0.0147058823529411,False,False,0.1052469570365909,6.865035183150432,0.02941176470588209
Olsynium biflorum,47,0.2978723404255319,0.1063829787234042,True,False,0.0356598234942695,6.892482755929157,0.30434782608695654
Omphalodes verna,62,0.3668054110301768,0.2419354838709677,True,True,-0.042055945467454,7.878332778026518,0.3728186144896879
Oreomecon alpina,73,0.2927378495027211,0.1780821917808219,True,False,0.3602882958612977,7.6070280434459745,0.2968036529680366
Ornithopus compressus,52,0.1420118343195264,0.0769230769230769,False,False,0.0895887389772616,9.901200384018066,0.14479638009049753
Oxalis violacea,50,0.6232,0.24,True,True,-3.6549693286776375e-05,8.119227294595788,0.6359183673469387
Oxytropis campestris,45,0.4612345679012345,0.1555555555555555,True,False,0.0809348233126851,9.118616901997656,0.47171717171717165
Papaver dubium,44,0.5619834710743802,0.3636363636363636,True,True,-0.0844049854192041,9.902679435273958,0.5750528541226215
Parthenium confertum,82,0.0240928019036288,0.0121951219512195,False,False,-0.0420626241610061,7.149133487506482,0.024390243902439032
Passiflora mixta,41,0.3367043426531826,0.0975609756097561,False,False,0.2756552539090194,8.988593593949485,0.34512195121951217
Pectis multiseta,82,0.0,0.0,False,False,0.0222132281357455,5.281591483803245,0.0
Pectis papposa,79,0.0,0.0,False,False,0.0286546876292991,7.560963555231274,0.0
Penstemon speciosus,60,0.0327777777777777,0.0166666666666666,False,False,-4.045097322298678e-05,7.327338812556045,0.03333333333333325
Pentanema squarrosum,42,0.0464852607709751,0.0238095238095238,False,False,-0.044258109322273,8.296738157364556,0.04761904761904766
Persicaria nepalensis,61,0.2918570276807309,0.0655737704918032,False,False,0.0462394347280438,9.895839752802686,0.29672131147540975
Persicaria pensylvanica,72,0.1315586419753086,0.0416666666666666,False,False,0.0914112673677708,9.104070941254506,0.1334115805946791
Phlomoides tuberosa,63,0.3764172335600906,0.1111111111111111,True,False,0.0268611972782782,9.16222944823391,0.3824884792626727
