species,n,D,second_fraction,T,R1,R2,R12,SD_M1,SD_M2,mean_M1,mean_M2,p_white,p_yellow_orange,p_red_pink,p_blue_purple
Drosera spatulata,43,0.6803677663601947,0.32558139534883723,0.3107008084806843,0.15646516903000518,0.25551183221941826,0.41197700124942344,0.2204854972933357,0.2817582879827215,-0.18474657715783102,0.1184435408894229,0.32558139534883723,0.3023255813953488,0.3488372093023256,0.023255813953488372
Dyssodia pinnata,78,0.0,0.0,0.06334451978494675,0.030106108866890354,0.039182019522026566,0.06928812838891693,0.043669863851018544,0.04981933571242376,0.0750805697679893,-0.17254238169269592,0.0,1.0,0.0,0.0
Echium gaditanum,62,0.28147762747138383,0.11290322580645161,0.14183459436664939,0.08013244401720657,0.125387295650532,0.20551973966773857,0.10660934617935114,0.13335762526876496,-0.11727051753113774,0.007822435353921037,0.11290322580645161,0.0,0.04838709677419355,0.8387096774193549
Echium rosulatum,53,0.4841580633677466,0.32075471698113206,0.1534902821843116,0.04095423416126356,0.08254282067835236,0.12349705483961593,0.0792847838999055,0.11255896604984134,-0.06169721024402185,-0.009199502648559217,0.03773584905660377,0.0,0.32075471698113206,0.6415094339622641
Ehretia anacua,50,0.0,0.0,0.05123317302824436,0.4787877002672498,0.30958887022120907,0.788376570488459,0.15661996389856309,0.12594133616752637,-0.3216129588556481,0.4223413042423595,1.0,0.0,0.0,0.0
Elephantopus carolinianus,62,0.12278876170655573,0.03225806451612903,0.07660617093534215,0.37905707155009427,0.3123926004359144,0.6914496719860087,0.17040572413336574,0.15469712650185102,-0.4416589687742871,0.47303733579847884,0.9354838709677419,0.03225806451612903,0.0,0.03225806451612903
Epacris obtusifolia,41,0.21415823914336696,0.12195121951219512,0.09961474213010825,0.3378351297266507,0.37469757545333504,0.7125327051799857,0.18344851956396915,0.193197832170966,-0.4117449099394322,0.40534752964899856,0.8780487804878049,0.12195121951219512,0.0,0.0
Erechtites hieraciifolius,47,0.4762335898596649,0.3404255319148936,0.19965908507966382,0.36521661862393145,0.3033755674235652,0.6685921860474967,0.2700348420673574,0.24611316142643183,-0.24700102616132222,0.32268880371022873,0.6382978723404256,0.3404255319148936,0.02127659574468085,0.0
Erigeron foliosus,50,0.6024,0.24,0.15667060734578386,0.187392998572166,0.23144863601117482,0.4188416345833408,0.17134460860689152,0.19042373374457297,-0.20896550721824433,0.1566077071231026,0.54,0.24,0.0,0.22
Erigeron linearis,86,0.08869659275283936,0.046511627906976744,0.0885223343030152,0.13786939610008306,0.19038643626857762,0.3282558323686607,0.11047407284845785,0.12982084485215276,0.05893380389211176,-0.1437854476857719,0.046511627906976744,0.9534883720930233,0.0,0.0
Eriodictyon crassifolium,54,0.16803840877914955,0.09259259259259259,0.08298862539074131,0.15451851903308436,0.3081860486325307,0.462704567665615,0.11323992004575406,0.1599247840099147,-0.38268443980259986,0.2128360890513653,0.9074074074074074,0.0,0.0,0.09259259259259259
Eriogonum jamesii,66,0.14003673094582192,0.07575757575757576,0.08029583684082568,0.40254804746490597,0.2571486673872653,0.6596967148521712,0.1797857957121058,0.1436940062784931,-0.2594926523372098,0.41591808775195704,0.9242424242424242,0.07575757575757576,0.0,0.0
Eriogonum latifolium,70,0.22408163265306125,0.12857142857142856,0.08548226396105187,0.2113716908669478,0.4426554580861973,0.6540271489531451,0.1344192347567203,0.19452298247745595,-0.39839060992757586,0.2755129992345553,0.8714285714285714,0.12857142857142856,0.0,0.0
Eriogonum niveum,44,0.0878099173553718,0.022727272727272728,0.06374353031865157,0.20364839723851488,0.37757708657973665,0.5812254838182516,0.11393536669409576,0.15513895856948237,-0.452885782173087,0.3529212683744596,0.9545454545454546,0.022727272727272728,0.022727272727272728,0.0
Eriophorum vaginatum,45,0.345679012345679,0.2222222222222222,0.16894233758305444,0.22505135579757107,0.3349390563712775,0.5599904121688486,0.19498897949545085,0.23787683185048952,-0.31886525705899815,0.24985024946472215,0.7777777777777778,0.2222222222222222,0.0,0.0
Eriophyllum confertiflorum,82,0.0,0.0,0.04402345031523863,0.033726409360299324,0.0716971582882156,0.10542356764851493,0.03853249157249679,0.05618145855747304,0.0883442533800349,-0.1720635096090222,0.0,1.0,0.0,0.0
Eryngium planum,51,0.2137639369473281,0.0784313725490196,0.1049474329080125,0.2572167270732539,0.2990824665532899,0.5562991936265438,0.16429922460967028,0.17716641073455286,-0.3063259276078329,0.2265006185481159,0.8823529411764706,0.0392156862745098,0.0,0.0784313725490196
Erythranthe dentata,67,0.05791935843172191,0.029850746268656716,0.10892303376727336,0.1375397324984336,0.2810786906493471,0.41861842314778075,0.12239789592664013,0.1749741229806848,0.12075639839420026,-0.14280295554732422,0.029850746268656716,0.9701492537313433,0.0,0.0
Erythranthe erubescens,45,0.5698765432098767,0.28888888888888886,0.17178084759237028,0.1659808375041775,0.3112972760204524,0.4772781135246299,0.16885594141326235,0.23124642684372304,-0.2712968651414156,0.22809648646119152,0.5777777777777777,0.022222222222222223,0.28888888888888886,0.1111111111111111
Erythrina humeana,52,0.2921597633136095,0.15384615384615385,0.06883218008751549,0.053535578778414424,0.08773038369833283,0.14126596247674725,0.060703958681170005,0.07770890277098552,-0.03566708177628009,-0.03811875294715194,0.019230769230769232,0.15384615384615385,0.8269230769230769,0.0
Eschscholzia minutiflora,72,0.0,0.0,0.05769160709576394,0.056502458806653603,0.07380434783784035,0.13030680664449396,0.05709393709859258,0.06525252054457191,0.08954465865183556,-0.18868911244963787,0.0,1.0,0.0,0.0
Euonymus obovatus,41,0.4997025580011898,0.4878048780487805,0.30166375026776027,0.49023050930678946,0.19513024159300613,0.6853607508997956,0.3845578941240972,0.24261846687669986,0.07658185386303604,0.2946898560093174,0.5121951219512195,0.4878048780487805,0.0,0.0
Eupatorium altissimum,55,0.19438016528925628,0.10909090909090909,0.11600953989617376,0.32094340441963964,0.32164041921779296,0.6425838236374326,0.1929572405467958,0.19316665614300157,-0.2079865745414044,0.342268242785427,0.8909090909090909,0.10909090909090909,0.0,0.0
Euphorbia cyparissias,85,0.0,0.0,0.0724781498476928,0.1021482355061488,0.14771243262462821,0.249860668130777,0.08604368146291781,0.10346943426024437,0.2058246822182913,-0.0988253212308599,0.0,1.0,0.0,0.0
Eurybia divaricata,44,0.08677685950413205,0.045454545454545456,0.07879831392257353,0.2746679310728446,0.41361629325929905,0.6882842243321435,0.14711685782785672,0.18053328368956645,-0.3420632067132901,0.3960140728131897,0.9545454545454546,0.045454545454545456,0.0,0.0
Eutrochium fistulosum,47,0.2933454051607062,0.1276595744680851,0.1442091402707728,0.22092686475124054,0.31490887032533443,0.535835735076575,0.17849278200670665,0.21310264534551598,-0.2787683007737976,0.21756104904309365,0.8297872340425532,0.1276595744680851,0.0425531914893617,0.0
Eutrochium maculatum,47,0.2978723404255319,0.10638297872340426,0.1079241233426721,0.16539181864652805,0.3740145265714177,0.5394063452179457,0.13360302030821292,0.20091090039528664,-0.30231064238125627,0.21031226180882848,0.8297872340425532,0.0425531914893617,0.10638297872340426,0.02127659574468085
Eysenhardtia texana,46,0.08317580340264641,0.043478260869565216,0.0692597295591256,0.594924809829497,0.19029554953413466,0.7852203593636317,0.20298850075017844,0.1148033897454224,-0.23856204477721704,0.4494277244322986,0.9565217391304348,0.043478260869565216,0.0,0.0
Falcaria vulgaris,69,0.02856542743121193,0.014492753623188406,0.09176708292466411,0.5635950599355583,0.2645937285434415,0.8281887884789997,0.22741916058467326,0.15582360099995143,-0.24006296741963024,0.39358671582524063,0.9855072463768116,0.0,0.0,0.014492753623188406
Fritillaria pyrenaica,47,0.6889995473064736,0.3617021276595745,0.23897910792864516,0.08579403372353041,0.14817656776315413,0.23397060148668453,0.1431886226096522,0.1881783834024701,-0.14133018155195742,-0.06421780868227404,0.3617021276595745,0.3829787234042553,0.14893617021276595,0.10638297872340426
Galinsoga parviflora,64,0.35888671875,0.234375,0.10812253334548387,0.27807955666843587,0.21061928504558222,0.4886988417140181,0.17339742252576973,0.15090623138407155,-0.029440439580977022,0.14580346046468062,0.234375,0.765625,0.0,0.0
Gazania rigens,71,0.027772267407260465,0.014084507042253521,0.05514549969318992,0.020004666741137246,0.17316360851458507,0.1931682752557223,0.03321396308235064,0.09771997605511736,0.10505970136684496,-0.18575221613818804,0.014084507042253521,0.9859154929577465,0.0,0.0
Gentiana acaulis,71,0.20511803213648072,0.08450704225352113,0.1918883974248427,0.09636188051525121,0.16474831277313537,0.2611101932883866,0.13598061194492297,0.17780126466502896,-0.07404623001577534,-0.001131116325115987,0.08450704225352113,0.014084507042253521,0.014084507042253521,0.8873239436619719
Gentiana parryi,45,0.16493827160493824,0.06666666666666667,0.1303765306017411,0.09215872649121551,0.12537955642055015,0.21753828291176566,0.10961448364426776,0.12785363340357822,-0.08077416787738809,-0.013778283459441806,0.06666666666666667,0.022222222222222223,0.0,0.9111111111111111
Geranium macrorrhizum,45,0.5244444444444445,0.28888888888888886,0.21773904392077642,0.15086500894649013,0.1753514808962649,0.3262164898427551,0.18124349039098794,0.19539924206722248,-0.10819857829903319,0.10950149021414152,0.28888888888888886,0.022222222222222223,0.6222222222222222,0.06666666666666667
Geranium molle,52,0.6427514792899409,0.2692307692307692,0.27548557583406597,0.22815010095730634,0.1820739184299796,0.410224019387286,0.2507031350797669,0.22396146602272382,-0.07418984336358249,0.14770403886591973,0.2692307692307692,0.019230769230769232,0.4807692307692308,0.23076923076923078
Geranium richardsonii,56,0.06951530612244883,0.017857142857142856,0.03714422390778028,0.5081488436659805,0.2664568016813712,0.7746056453473517,0.13738556848377056,0.09948533109661878,-0.5235658786027141,0.5872978602277372,0.9642857142857143,0.017857142857142856,0.0,0.017857142857142856
Geranium yeoi,63,0.5840262030738221,0.4444444444444444,0.2865053530437258,0.07747178211373612,0.061666432822786534,0.13913821493652268,0.1489834899759788,0.13292013807862096,-0.019627709697527463,0.013962393760315451,0.07936507936507936,0.015873015873015872,0.4444444444444444,0.4603174603174603
Geum canadense,51,0.03844675124951946,0.0196078431372549,0.08728050797330122,0.6811170004084998,0.145012998845673,0.8261299992541727,0.24382009307049549,0.11250248087034388,-0.2102752618579408,0.49277395541083274,0.9803921568627451,0.0196078431372549,0.0,0.0
Geum macrophyllum,67,0.08554243706838949,0.04477611940298507,0.11518665430858946,0.18958581816081127,0.2784458126512231,0.4680316308120344,0.14777603357209337,0.1790900375943081,0.16510411017123347,-0.07901998060512791,0.04477611940298507,0.9552238805970149,0.0,0.0
Geum urbanum,65,0.11550295857988169,0.06153846153846154,0.10293343015121066,0.14415211142474735,0.2192562295941674,0.3634083410189147,0.12181162215687287,0.15022914429014442,0.1256618637555688,-0.10606462577867312,0.06153846153846154,0.9384615384615385,0.0,0.0
Gompholobium huegelii,66,0.3673094582185492,0.24242424242424243,0.21337844448109364,0.2668661251027401,0.38075460960539176,0.6476207347081319,0.23862832744483548,0.28503478090682993,-0.028867357030788108,-0.034023806776488724,0.24242424242424243,0.7575757575757576,0.0,0.0
Goodenia ovata,74,0.0525931336742147,0.02702702702702703,0.053918177596548184,0.12932326188435547,0.3083531064542083,0.43767636833856377,0.08350374004585416,0.12894121744518053,0.11291470386883247,-0.13952141010849975,0.02702702702702703,0.972972972972973,0.0,0.0
Grevillea alpina,42,0.5770975056689343,0.40476190476190477,0.15251270391945868,0.0678691798178049,0.13429824192019266,0.20216742173799757,0.101739432506818,0.14311599493724725,-0.07532881531777517,0.017142059612693515,0.09523809523809523,0.5,0.40476190476190477,0.0
Grevillea lavandulacea,46,0.12476370510396972,0.021739130434782608,0.12257335807367914,0.08212890316063548,0.06928436127184313,0.1514132644324786,0.1003335210949316,0.092154309845388,-0.05738047726807495,-0.03557489260126642,0.021739130434782608,0.021739130434782608,0.9347826086956522,0.021739130434782608
Guzmania monostachia,45,0.4404938271604938,0.2222222222222222,0.20588967985314002,0.12320923713632305,0.15721053623824324,0.2804197733745663,0.15927181291410972,0.1799111641217197,-0.11723355113814829,0.07584999346914088,0.2222222222222222,0.06666666666666667,0.7111111111111111,0.0
Hedypnois rhagadioloides,61,0.03224939532383764,0.01639344262295082,0.09031202988434855,0.11432475704164755,0.15209291672470823,0.2664176737663558,0.10161151939847252,0.11719991484826081,0.10927642887777134,-0.1955219535144251,0.01639344262295082,0.9836065573770492,0.0,0.0
Helenium autumnale,81,0.0,0.0,0.036328226325077796,0.05721410324646261,0.05137450189214961,0.10858860513861221,0.045590425439162786,0.04320120984505119,0.1165722584723777,-0.17155458264583826,0.0,1.0,0.0,0.0
Helianthus divaricatus,57,0.06771314250538629,0.03508771929824561,0.09519800558503727,0.16375785796862555,0.23364348732836024,0.3974013452969858,0.1248576048043969,0.14913884139147932,0.0995210253803769,-0.1563846730909117,0.03508771929824561,0.9649122807017544,0.0,0.0
Hepatica acutiloba,59,0.033323757540936416,0.01694915254237288,0.06580651080885612,0.4119859789938509,0.2548643862203568,0.6668503652142077,0.1646552755904165,0.12950573727291925,-0.4705179602942962,0.5302727811956511,0.9830508474576272,0.0,0.0,0.01694915254237288
Hibbertia cuneiformis,62,0.12226847034339239,0.04838709677419355,0.09911296369735476,0.06989648332107941,0.10095679929069916,0.17085328261177857,0.08323249133586538,0.10003063322352908,0.10627919448226128,-0.17552706885167374,0.016129032258064516,0.9354838709677419,0.04838709677419355,0.0
Hibiscus denudatus,52,0.35650887573964496,0.1346153846153846,0.1576071536237566,0.24649862727541177,0.31533219591458367,0.5618308231899954,0.19710389904068598,0.22293185022339515,-0.3860439454830728,0.31429814532167455,0.7884615384615384,0.057692307692307696,0.1346153846153846,0.019230769230769232
Hofmeisteria fasciculata,56,0.16709183673469385,0.05357142857142857,0.11477212033919797,0.21282581960367505,0.3347506861995059,0.5475765058031808,0.15628970080859916,0.19601032125915918,-0.40123440656028503,0.33664793574098095,0.9107142857142857,0.05357142857142857,0.017857142857142856,0.017857142857142856
Homogyne alpina,50,0.36560000000000004,0.14,0.13780013529925628,0.23981303039568916,0.366690544831443,0.6065035752271322,0.18178632521466134,0.22478880463833348,-0.2959421260439091,0.17986942492024563,0.78,0.14,0.08,0.0
Hyacinthoides non-scripta,61,0.1504971781779092,0.08196721311475409,0.09436273452858489,0.07332034532051136,0.09087655760019624,0.1641969029207076,0.08317877301946444,0.09260324227422585,-0.0928618210159,0.02074327070500225,0.08196721311475409,0.0,0.0,0.9180327868852459
Hypocalymma robustum,47,0.2670891806247171,0.06382978723404255,0.11325042390597623,0.0886697182676167,0.13982914809449834,0.22849886636211506,0.10020919709004296,0.12584001865906358,-0.10950432394661212,0.0065396971455174546,0.06382978723404255,0.02127659574468085,0.851063829787234,0.06382978723404255
Iliamna rivularis,52,0.2122781065088758,0.057692307692307696,0.1492497212247136,0.3301416985248326,0.27058989359922025,0.6007315921240528,0.2219764772886639,0.20096135495639086,-0.33190408897627244,0.3318779498060626,0.8846153846153846,0.019230769230769232,0.038461538461538464,0.057692307692307696
Ipomoea cairica,48,0.5720486111111112,0.20833333333333334,0.25642377199397093,0.2248045107893614,0.2311011461642695,0.4559056569536309,0.24009419113728553,0.24343341514995842,-0.2648571783691858,0.2588774155453619,0.6041666666666666,0.0625,0.125,0.20833333333333334
Ipomoea pes-caprae,48,0.5512152777777778,0.1875,0.2423146261884794,0.12429555132203281,0.12094130880833233,0.24523686013036516,0.17354719835102303,0.17118950912552003,-0.08280295615746852,0.055058191751816754,0.14583333333333334,0.041666666666666664,0.625,0.1875
Jacobaea adonidifolia,75,0.026311111111110952,0.013333333333333334,0.06467201462553304,0.12078635776773329,0.12863109508855497,0.24941745285628827,0.08838267418515754,0.09120763160429812,0.10156842197398448,-0.13623013048341395,0.013333333333333334,0.9866666666666667,0.0,0.0
Jaumea carnosa,75,0.05191111111111102,0.02666666666666667,0.060448732357298585,0.09967089761805022,0.149644633054361,0.24931553067241122,0.07762074087462209,0.09510955983606077,0.08830536765298057,-0.1613191424368915,0.02666666666666667,0.9733333333333334,0.0,0.0
Johnstonella angustifolia,60,0.0,0.0,0.03440867593855275,0.39067008727591745,0.38529319559396313,0.7759632828698806,0.11594153885455877,0.11514090805843985,-0.4898093466863486,0.48775433780264194,1.0,0.0,0.0,0.0
Lachenalia reflexa,54,0.07133058984910856,0.037037037037037035,0.13082642370602346,0.21518513973332676,0.24166449130370543,0.45684963103703224,0.16778528620231295,0.17780917055652437,0.11097913630656356,-0.10652577398648681,0.037037037037037035,0.9629629629629629,0.0,0.0
Lamprocapnos spectabilis,60,0.15500000000000014,0.06666666666666667,0.12474740051894619,0.1051470223383426,0.20141788130990612,0.30656490364824873,0.1145286763610573,0.15851295565802953,-0.10379140352033761,0.009936489874906723,0.06666666666666667,0.016666666666666666,0.9166666666666666,0.0
Lantana involucrata,56,0.19451530612244894,0.08928571428571429,0.12078704819835583,0.5232079040765789,0.238392561831649,0.7616004659082279,0.251389614597458,0.16969011125015185,-0.3304718707764827,0.414866121371237,0.8928571428571429,0.08928571428571429,0.017857142857142856,0.0
Lathyrus japonicus,47,0.5015844273426889,0.2978723404255319,0.10833394214281929,0.04122738302921121,0.06784907508458186,0.10907645811379307,0.06683056881238118,0.0857342275561919,-0.06706921653981882,-0.01462470993240621,0.0425531914893617,0.02127659574468085,0.2978723404255319,0.6382978723404256
Lathyrus palustris,41,0.62819750148721,0.2926829268292683,0.21388725323610752,0.1261369030049137,0.19088206698173735,0.317018969986651,0.16425308434069152,0.20205751903543334,-0.1456439422182227,0.10754138321099502,0.2926829268292683,0.04878048780487805,0.14634146341463414,0.5121951219512195
Lathyrus pratensis,71,0.08172981551279512,0.028169014084507043,0.07211666305090726,0.10473247511488744,0.2307507693485845,0.3354832444634719,0.08690774774637683,0.12899990496837385,0.12611195254231014,-0.1350528818694452,0.028169014084507043,0.9577464788732394,0.0,0.014084507042253521
Lepidium campestre,68,0.20761245674740492,0.11764705882352941,0.10572166339409052,0.5942753219413814,0.15960603220848435,0.7538813541498659,0.2506546938513251,0.12989925023960586,-0.013648327558268605,0.41170154229681005,0.8823529411764706,0.11764705882352941,0.0,0.0
Lepidium fremontii,72,0.07986111111111094,0.041666666666666664,0.06161105216616995,0.30426934762159363,0.31953884891422846,0.6238081965358221,0.13691732778900012,0.14031081458523587,-0.3174884388819875,0.34753284320417344,0.9583333333333334,0.041666666666666664,0.0,0.0
Leucaena leucocephala,49,0.3898375676801332,0.2653061224489796,0.11367282050481312,0.244026879489218,0.297910341823165,0.5419372213123831,0.16655096418372226,0.18402257690998722,-0.2075793788978116,0.3279478504293122,0.7346938775510204,0.2653061224489796,0.0,0.0
Leucopogon affinis,65,0.05964497041420125,0.03076923076923077,0.062048307850398776,0.24658553728957675,0.47840385425095316,0.7249893915405299,0.12369403918216773,0.17229088665794384,-0.39524260698494545,0.39156983756071057,0.9692307692307692,0.03076923076923077,0.0,0.0
Leucopogon microphyllus,68,0.028979238754325065,0.014705882352941176,0.06434419149181923,0.2988158989254416,0.44960307339711797,0.7484189723225595,0.13866170134993555,0.17008629059972652,-0.4429792343853176,0.3981770240919434,0.9852941176470589,0.014705882352941176,0.0,0.0
Ligustrum obtusifolium,61,0.03224939532383764,0.01639344262295082,0.053601612044825865,0.5166851620322638,0.286528687133536,0.8032138491657999,0.1664186215679345,0.12392901003173185,-0.27667232322129426,0.501537619925228,0.9836065573770492,0.01639344262295082,0.0,0.0
Linum catharticum,57,0.10095413973530332,0.03508771929824561,0.08438393248324984,0.2562957794614464,0.30702035920424864,0.5633161386656951,0.14706204727874755,0.160958333931718,-0.3610409880336325,0.4176833438260436,0.9473684210526315,0.03508771929824561,0.0,0.017543859649122806
Linum lewisii,69,0.5402226423020373,0.463768115942029,0.24133422051631162,0.17578341671407907,0.24076104242309926,0.4165444591371783,0.20596736113371522,0.24104746110231756,-0.24277066345598855,0.21136496117122422,0.463768115942029,0.043478260869565216,0.0,0.4927536231884058
Lithospermum canescens,79,0.0,0.0,0.08140233793457653,0.015595298321282165,0.04272556395432612,0.05832086227560828,0.035629955713409815,0.05897423840504782,0.10462286749636333,-0.17169424533290817,0.0,1.0,0.0,0.0
Lobelia erinus,64,0.26806640625,0.140625,0.25597060699759805,0.09372607241636696,0.09831372581606576,0.19203979823243272,0.15489066998343795,0.158636137350018,-0.10285582102144136,0.06634904920672113,0.140625,0.0,0.015625,0.84375
Loeselia glandulosa,52,0.632396449704142,0.28846153846153844,0.1859582846978975,0.1533787509383643,0.21587101849578938,0.36924976943415366,0.16888472232148252,0.20035719182366554,-0.20463872668278546,0.16105634436334654,0.4807692307692308,0.0,0.23076923076923078,0.28846153846153844
Ludwigia peruviana,43,0.0,0.0,0.1174465945615729,0.11132961148939537,0.1164104242474128,0.22774003573680815,0.11434720697635097,0.1169273616367298,0.09986882344715392,-0.17117375949861577,0.0,1.0,0.0,0.0
Lupinus arizonicus,46,0.20037807183364842,0.06521739130434782,0.09714021830725542,0.057821477928008444,0.06445302769036447,0.12227450561837291,0.07494525327714148,0.07912636210774247,-0.07835743644076648,-0.0463760856747173,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.8913043478260869
Lupinus havardii,60,0.12611111111111106,0.05,0.09530005807604536,0.04724095162865957,0.0877050449531112,0.13494599658177076,0.06709743239334055,0.09142371616595808,-0.10937862210171899,-0.045695347063510645,0.016666666666666666,0.05,0.0,0.9333333333333333
Lupinus microcarpus,47,0.5667722951561793,0.1702127659574468,0.24383932118403942,0.16152866960362208,0.2988711157840122,0.46039978538763426,0.19846168685141266,0.2699565335276959,-0.23919600680747122,0.16726584377165737,0.6170212765957447,0.1702127659574468,0.0851063829787234,0.1276595744680851
Lysimachia loeflingii,64,0.14697265625,0.046875,0.09817330270743727,0.08940760275885433,0.0986965984196761,0.1881042011785304,0.0936879909593076,0.09843460282263163,-0.03949866760028785,-0.03028877909044666,0.046875,0.03125,0.0,0.921875
Lysimachia quadrifolia,66,0.059228650137741035,0.015151515151515152,0.05150096364815167,0.1738408482193688,0.20301312106067246,0.3768539692800412,0.09462014164388872,0.10225151034504824,0.1594878102780318,-0.13306609148147397,0.015151515151515152,0.9696969696969697,0.0,0.015151515151515152
Malacothrix saxatilis,63,0.06198034769463345,0.015873015873015872,0.05248217522688424,0.24683162154345317,0.3403524961454907,0.5871841176889439,0.11381678440976746,0.13365043711718674,-0.49806862461730933,0.47654097370715987,0.9682539682539683,0.015873015873015872,0.0,0.015873015873015872
Malva moschata,53,0.481310074759701,0.22641509433962265,0.18029565868279798,0.221739250662987,0.3235969773368934,0.5453362279998804,0.19994655349396068,0.24154322631098069,-0.3572985738501096,0.345584779080298,0.6792452830188679,0.018867924528301886,0.22641509433962265,0.07547169811320754
Malva thuringiaca,58,0.41141498216409034,0.1896551724137931,0.15354750922367572,0.2174059227380728,0.28923238591547495,0.5066383086535478,0.18270779383186136,0.2107389675502424,-0.36138703294377594,0.3586443989408364,0.7413793103448276,0.017241379310344827,0.1896551724137931,0.05172413793103448
Mazus miquelii,61,0.4934157484547166,0.4426229508196721,0.12334380860835609,0.2593778755752684,0.24741819863758607,0.5067960742128546,0.17886490724062645,0.1746925955470885,-0.2875968557894823,0.26486332990063155,0.5573770491803278,0.0,0.0,0.4426229508196721
Mecardonia procumbens,50,0.26880000000000015,0.16,0.16764088020335532,0.2603812416557581,0.33564590559419316,0.5960271472499512,0.20892711776984302,0.2372087162194148,0.0607112355968622,-0.05133648513488032,0.16,0.84,0.0,0.0
Medicago lupulina,69,0.13610586011342152,0.057971014492753624,0.11110417105077328,0.19665253959659704,0.2023360827504345,0.39898862234703153,0.1478137929860041,0.14993459489940172,0.14559126867952113,-0.028657503497113143,0.057971014492753624,0.927536231884058,0.014492753623188406,0.0
Medicago marina,75,0.07679999999999998,0.04,0.06424195802615186,0.15566087418889857,0.2086227622655047,0.36428363645440326,0.09999979672958004,0.11576845311552024,0.11436374070935128,-0.055561105482261786,0.04,0.96,0.0,0.0
Melaleuca citrina,40,0.40875000000000006,0.15,0.1685347492661413,0.08333335927283558,0.12696400990652118,0.21029736917935674,0.11850977516877086,0.1462800313625186,-0.10454064190272883,-0.05276635876373782,0.075,0.15,0.75,0.025
Melastoma candidum,52,0.7071005917159763,0.3076923076923077,0.3119428606451686,0.13829954023150426,0.1380253955157845,0.2763249357472888,0.20770545059224374,0.20749948606894097,-0.10074754317295304,0.09592591698284868,0.2692307692307692,0.07692307692307693,0.3076923076923077,0.34615384615384615
Melastoma malabathricum,41,0.6329565734681737,0.3902439024390244,0.3117727965896025,0.09159325944489068,0.06200195239339046,0.15359521183828115,0.16898605458998855,0.13903424790929297,-0.028056099584103683,0.04146388235925866,0.14634146341463414,0.024390243902439025,0.3902439024390244,0.43902439024390244
Melothria pendula,52,0.17677514792899407,0.07692307692307693,0.1269431445250966,0.17019915096759167,0.24633076763893041,0.4165299186065221,0.14698848737002407,0.17683326111726472,0.08283767624842693,-0.07488609026003937,0.07692307692307693,0.9038461538461539,0.0,0.019230769230769232
Micranthes petiolaris,49,0.0,0.0,0.032881529477975624,0.33324620548471373,0.3895198108197993,0.722766016304513,0.10467877019276228,0.11317246635876911,-0.43032781051905333,0.4527030877211786,1.0,0.0,0.0,0.0
Mitchella repens,49,0.03998334027488548,0.02040816326530612,0.14249420915020614,0.5662745436038152,0.2754323184164041,0.8417068620202195,0.2840613371311196,0.19810984424594671,-0.4479045756047133,0.5442368640718531,0.9795918367346939,0.02040816326530612,0.0,0.0
Moraea flaccida,51,0.3752402921953095,0.19607843137254902,0.2709232045412414,0.13535423024759932,0.16547858429815174,0.300832814545751,0.19149569657538687,0.2117356567538949,-0.10412721711373905,0.08066686872693637,0.19607843137254902,0.7647058823529411,0.0392156862745098,0.0
Muscari armeniacum,80,0.07218749999999985,0.0375,0.11584799568623383,0.052922971648882225,0.06753311061694356,0.12045608226582578,0.07830083135754297,0.08845097799023835,-0.06275025699994471,-0.009216302742089882,0.0375,0.0,0.0,0.9625
Muscari botryoides,65,0.08804733727810632,0.046153846153846156,0.1024415321921622,0.0863018620125831,0.14486976728198345,0.23117162929456656,0.09402603349926857,0.12182233345609644,-0.09605597221449753,0.03536741519281214,0.046153846153846156,0.0,0.0,0.9538461538461539
Myosotis latifolia,76,0.375,0.25,0.14073609966664505,0.18842312917211473,0.2540841869622752,0.44250731613438987,0.1628432875087821,0.18910001972512122,-0.3690149565899757,0.37956108810188166,0.75,0.0,0.0,0.25
Myosotis laxa,65,0.08899408284023658,0.03076923076923077,0.06685593758121613,0.4810506463788721,0.22569259218625817,0.7067432385651302,0.1793351387422709,0.12283684242012793,-0.35119636343560806,0.4807422721398853,0.9538461538461539,0.03076923076923077,0.0,0.015384615384615385
Myosotis sparsiflora,74,0.07779401022644272,0.04054054054054054,0.07768638079759148,0.501437924301415,0.1941300675744459,0.6955679918758609,0.19736995093892476,0.12280579120648413,-0.34656100906489673,0.5149530916750376,0.9594594594594594,0.0,0.0,0.04054054054054054
Myrica gale,40,0.3037500000000001,0.1,0.20549575501659528,0.13904625780925467,0.13085489220466734,0.269901150013922,0.16903672894002933,0.1639820870437174,-0.06019021049047875,-0.02648704795475209,0.075,0.825,0.1,0.0
Myrtus communis,67,0.21029182445979067,0.11940298507462686,0.10390571152611658,0.37443485410055655,0.3680171454995904,0.7424519996001469,0.19724583629444745,0.1955481612210795,-0.3373000070840569,0.4103821042741547,0.8805970149253731,0.11940298507462686,0.0,0.0
Nama hispida,61,0.6057511421660844,0.26229508196721313,0.21304160923762386,0.13320558687337988,0.1690153930811454,0.3022209799545253,0.16845869697628246,0.18975592567278837,-0.14200508019478902,0.07336690782194417,0.26229508196721313,0.01639344262295082,0.18032786885245902,0.5409836065573771
Navarretia heterodoxa,65,0.43739644970414193,0.3230769230769231,0.12914383697806253,0.14550466335544238,0.18177424926885502,0.3272789126242974,0.13708037979201515,0.1532156128284148,-0.20172936532971053,0.11612113996347571,0.3230769230769231,0.0,0.0,0.676923076923077
