outcome,outcome_short,metric,omitted_family,estimate,odds_ratio
C_local_coexistence_documented,C,pca_hull_area,Ericaceae,-0.15300285876679998,0.8581272686221416
C_local_coexistence_documented,C,pca_hull_area,Gentianaceae,-0.442495591876319,0.6424311728779438
C_local_coexistence_documented,C,pca_hull_area,Iridaceae,-0.4232798809636284,0.6548953147275782
C_local_coexistence_documented,C,pca_hull_area,Liliaceae,-0.4537252118989238,0.6352572704034919
C_local_coexistence_documented,C,pca_hull_area,Melanthiaceae,-0.41647410107790994,0.659367589484133
C_local_coexistence_documented,C,pca_hull_area,Nyctaginaceae,-0.6440581664309895,0.5251569196753014
C_local_coexistence_documented,C,pca_hull_area,Orchidaceae,-0.5666566925015282,0.5674193283028626
C_local_coexistence_documented,C,pca_hull_area,Orobanchaceae,-0.42581703178403396,0.6532358525855866
C_local_coexistence_documented,C,pca_hull_area,Papaveraceae,-0.42223625663809117,0.6555791361729902
C_local_coexistence_documented,C,pca_hull_area,Phrymaceae,-0.4497295350661488,0.6378006310013838
C_local_coexistence_documented,C,pca_hull_area,Plantaginaceae,-0.5079609147867329,0.60172128970744
C_local_coexistence_documented,C,pca_hull_area,Plumbaginaceae,-0.24913025806691294,0.7794784334177067
C_local_coexistence_documented,C,pca_hull_area,Polemoniaceae,-0.5407741105257373,0.582297315378028
C_local_coexistence_documented,C,pca_hull_area,Primulaceae,-0.4964488531659831,0.6086883680466586
C_local_coexistence_documented,C,pca_hull_area,Proteaceae,-0.6005345083475877,0.5485183700768302
C_local_coexistence_documented,C,pca_hull_area,Ranunculaceae,-0.2826320651723964,0.7537970850434768
C_local_coexistence_documented,C,pca_hull_area,Solanaceae,-0.4287610617467922,0.6513155347863954
C_local_coexistence_documented,C,pca_hull_area,Violaceae,-0.442325022911406,0.6425407610440338
S_spatial_segregation_documented,S,temperature_breadth,Asteraceae,-0.08535805478621616,0.9181834655529233
S_spatial_segregation_documented,S,temperature_breadth,Bignoniaceae,0.060078372435810545,1.061919768523057
S_spatial_segregation_documented,S,temperature_breadth,Brassicaceae,-0.35453781081343144,0.7014975928954021
S_spatial_segregation_documented,S,temperature_breadth,Caryophyllaceae,-0.13999495341997154,0.8693626226957846
S_spatial_segregation_documented,S,temperature_breadth,Convolvulaceae,0.0474076345340531,1.0485493468993667
S_spatial_segregation_documented,S,temperature_breadth,Ericaceae,-0.2875711134032656,0.7500832239035237
S_spatial_segregation_documented,S,temperature_breadth,Gentianaceae,0.03160837117021165,1.0321132208526704
S_spatial_segregation_documented,S,temperature_breadth,Iridaceae,-0.08705187240996615,0.9166295466162927
S_spatial_segregation_documented,S,temperature_breadth,Liliaceae,-0.10974576925976584,0.8960619128246696
S_spatial_segregation_documented,S,temperature_breadth,Melanthiaceae,-0.2861618554341215,0.7511410298499934
S_spatial_segregation_documented,S,temperature_breadth,Nyctaginaceae,-0.09160127842829023,0.9124688980562516
S_spatial_segregation_documented,S,temperature_breadth,Orchidaceae,0.013341957448516975,1.013431358515422
S_spatial_segregation_documented,S,temperature_breadth,Orobanchaceae,-0.19015676505469456,0.8268295058103456
S_spatial_segregation_documented,S,temperature_breadth,Papaveraceae,-0.14173896954493753,0.8678477616183992
S_spatial_segregation_documented,S,temperature_breadth,Phrymaceae,-0.10521273054056064,0.9001330164342216
S_spatial_segregation_documented,S,temperature_breadth,Plantaginaceae,-0.0933789103408408,0.9108483050595239
S_spatial_segregation_documented,S,temperature_breadth,Plumbaginaceae,-0.10408783601734824,0.9011461408567953
S_spatial_segregation_documented,S,temperature_breadth,Polemoniaceae,-0.15043816446965536,0.8603309273818188
S_spatial_segregation_documented,S,temperature_breadth,Primulaceae,-0.12873678014150627,0.8792053594008067
S_spatial_segregation_documented,S,temperature_breadth,Proteaceae,-0.078539152536029,0.9244658640399279
S_spatial_segregation_documented,S,temperature_breadth,Ranunculaceae,-0.19111713220564824,0.826035827086015
S_spatial_segregation_documented,S,temperature_breadth,Solanaceae,-0.15003937529622335,0.8606740864607423
S_spatial_segregation_documented,S,temperature_breadth,Violaceae,-0.09814896786482329,0.9065138522620003
S_spatial_segregation_documented,S,moisture_breadth,Asteraceae,-0.13557907565476573,0.873210110537095
S_spatial_segregation_documented,S,moisture_breadth,Bignoniaceae,0.0017533999471763583,1.0017549380517032
S_spatial_segregation_documented,S,moisture_breadth,Brassicaceae,-0.09368788373952247,0.9105669206354157
S_spatial_segregation_documented,S,moisture_breadth,Caryophyllaceae,-0.08623644119387285,0.917377299791404
S_spatial_segregation_documented,S,moisture_breadth,Convolvulaceae,-0.07679407937412765,0.9260805330563809
S_spatial_segregation_documented,S,moisture_breadth,Ericaceae,-0.35251162325184204,0.7029203995424069
S_spatial_segregation_documented,S,moisture_breadth,Gentianaceae,-0.21797839000351044,0.8041428190022927
S_spatial_segregation_documented,S,moisture_breadth,Iridaceae,-0.12940522824285722,0.8786178526283869
S_spatial_segregation_documented,S,moisture_breadth,Liliaceae,-0.14128848522746734,0.8682388014970133
S_spatial_segregation_documented,S,moisture_breadth,Melanthiaceae,-0.25971965400781427,0.7712677773282126
S_spatial_segregation_documented,S,moisture_breadth,Nyctaginaceae,-0.07116150241224305,0.931311470932121
S_spatial_segregation_documented,S,moisture_breadth,Orchidaceae,-0.10800089958693454,0.8976267889367402
S_spatial_segregation_documented,S,moisture_breadth,Orobanchaceae,-0.11104720253656396,0.8948965065469938
S_spatial_segregation_documented,S,moisture_breadth,Papaveraceae,-0.15226998038732545,0.8587564020551381
S_spatial_segregation_documented,S,moisture_breadth,Phrymaceae,0.03974516902397549,1.0405455771585885
S_spatial_segregation_documented,S,moisture_breadth,Plantaginaceae,-0.2818700047241494,0.7543717429222022
S_spatial_segregation_documented,S,moisture_breadth,Plumbaginaceae,-0.2536326606404509,0.7759767965178859
S_spatial_segregation_documented,S,moisture_breadth,Polemoniaceae,-0.168892802947751,0.8445994371034625
S_spatial_segregation_documented,S,moisture_breadth,Primulaceae,-0.1978474170038942,0.8204950371781727
S_spatial_segregation_documented,S,moisture_breadth,Proteaceae,-0.12271089059153431,0.8845193484640507
S_spatial_segregation_documented,S,moisture_breadth,Ranunculaceae,-0.2169907860241737,0.8049373859444489
S_spatial_segregation_documented,S,moisture_breadth,Solanaceae,-0.20739030557187324,0.8127023858071547
S_spatial_segregation_documented,S,moisture_breadth,Violaceae,-0.13682507581899758,0.872122768151029
S_spatial_segregation_documented,S,climatic_heterogeneity,Asteraceae,-0.03635495790542548,0.9642979475478518
S_spatial_segregation_documented,S,climatic_heterogeneity,Bignoniaceae,0.19541029409296398,1.215809723716074
S_spatial_segregation_documented,S,climatic_heterogeneity,Brassicaceae,-0.16474089565260777,0.8481134254969284
S_spatial_segregation_documented,S,climatic_heterogeneity,Caryophyllaceae,-0.07410492487495011,0.9285742581917422
S_spatial_segregation_documented,S,climatic_heterogeneity,Convolvulaceae,0.15837068231180246,1.1716004057724374
S_spatial_segregation_documented,S,climatic_heterogeneity,Ericaceae,-0.20257490748781629,0.8166253089565764
S_spatial_segregation_documented,S,climatic_heterogeneity,Gentianaceae,0.002240343009910564,1.0022428544534596
S_spatial_segregation_documented,S,climatic_heterogeneity,Iridaceae,-0.028607864572372518,0.9717974659745152
S_spatial_segregation_documented,S,climatic_heterogeneity,Liliaceae,-0.059366108314064754,0.9423616995414681
S_spatial_segregation_documented,S,climatic_heterogeneity,Melanthiaceae,-0.22777194056522046,0.7963058441893917
S_spatial_segregation_documented,S,climatic_heterogeneity,Nyctaginaceae,-0.0020188104881615006,0.9979832259391146
S_spatial_segregation_documented,S,climatic_heterogeneity,Orchidaceae,0.035281735582440465,1.0359115208264542
S_spatial_segregation_documented,S,climatic_heterogeneity,Orobanchaceae,-0.09034862012834152,0.9136126259954378
S_spatial_segregation_documented,S,climatic_heterogeneity,Papaveraceae,-0.055992029177587097,0.9455466726449699
S_spatial_segregation_documented,S,climatic_heterogeneity,Phrymaceae,-0.014753904340707304,0.9853544012084671
S_spatial_segregation_documented,S,climatic_heterogeneity,Plantaginaceae,-0.11096423283781863,0.8949707589208562
S_spatial_segregation_documented,S,climatic_heterogeneity,Plumbaginaceae,-0.11123531557978067,0.8947281806744257
S_spatial_segregation_documented,S,climatic_heterogeneity,Polemoniaceae,-0.14084062453101853,0.8686277386196599
S_spatial_segregation_documented,S,climatic_heterogeneity,Primulaceae,-0.13035621897613253,0.8777826923702222
S_spatial_segregation_documented,S,climatic_heterogeneity,Proteaceae,-0.02421299577741082,0.9760777871682872
S_spatial_segregation_documented,S,climatic_heterogeneity,Ranunculaceae,-0.17193147868053027,0.8420368686690748
S_spatial_segregation_documented,S,climatic_heterogeneity,Solanaceae,-0.11510422742583491,0.8912732439496214
S_spatial_segregation_documented,S,climatic_heterogeneity,Violaceae,-0.041987008788585196,0.9588822375334386
S_spatial_segregation_documented,S,pca_dispersion,Asteraceae,0.060330173759682554,1.0621871949943738
S_spatial_segregation_documented,S,pca_dispersion,Bignoniaceae,0.22804182284569766,1.2561378595936492
S_spatial_segregation_documented,S,pca_dispersion,Brassicaceae,-0.20838196164601966,0.8118968640160955
S_spatial_segregation_documented,S,pca_dispersion,Caryophyllaceae,0.020982728238051137,1.0212044134856773
S_spatial_segregation_documented,S,pca_dispersion,Convolvulaceae,0.3058529586471516,1.35778264167225
S_spatial_segregation_documented,S,pca_dispersion,Ericaceae,-0.07033934810429854,0.9320774675105321
S_spatial_segregation_documented,S,pca_dispersion,Gentianaceae,0.08857739465039242,1.0926188121891893
S_spatial_segregation_documented,S,pca_dispersion,Iridaceae,0.056825387133305594,1.0584709716076892
S_spatial_segregation_documented,S,pca_dispersion,Liliaceae,0.020688894538728048,1.0209043932952775
S_spatial_segregation_documented,S,pca_dispersion,Melanthiaceae,-0.12468216639344418,0.8827774343367659
S_spatial_segregation_documented,S,pca_dispersion,Nyctaginaceae,0.08277532014321164,1.0862977119131243
S_spatial_segregation_documented,S,pca_dispersion,Orchidaceae,0.10200001642045196,1.1073834899116706
S_spatial_segregation_documented,S,pca_dispersion,Orobanchaceae,-0.048283406555606374,0.9528637009877691
S_spatial_segregation_documented,S,pca_dispersion,Papaveraceae,0.018729786051493055,1.0189062887246068
S_spatial_segregation_documented,S,pca_dispersion,Phrymaceae,0.05879685692455172,1.0605597734814773
S_spatial_segregation_documented,S,pca_dispersion,Plantaginaceae,0.006165443501393222,1.0061844889693112
S_spatial_segregation_documented,S,pca_dispersion,Plumbaginaceae,-0.0021983371357371466,0.9978040774376712
S_spatial_segregation_documented,S,pca_dispersion,Polemoniaceae,-0.0360813892997309,0.9645617852800514
S_spatial_segregation_documented,S,pca_dispersion,Primulaceae,-0.05866718320113253,0.9430205700224845
S_spatial_segregation_documented,S,pca_dispersion,Proteaceae,0.05800613172217827,1.059721493608151
S_spatial_segregation_documented,S,pca_dispersion,Ranunculaceae,-0.08728506219397072,0.9164158228903683
S_spatial_segregation_documented,S,pca_dispersion,Solanaceae,-0.02391680587349151,0.9763669343734139
S_spatial_segregation_documented,S,pca_dispersion,Violaceae,0.041934091881774584,1.0428257458032155
S_spatial_segregation_documented,S,pca_hull_area,Asteraceae,-0.10672884261557376,0.8987693478972656
S_spatial_segregation_documented,S,pca_hull_area,Bignoniaceae,0.05428481513911536,1.0557852629632194
S_spatial_segregation_documented,S,pca_hull_area,Brassicaceae,0.05307584384108768,1.0545096201465667
S_spatial_segregation_documented,S,pca_hull_area,Caryophyllaceae,-0.12065184330304059,0.8863424919553289
S_spatial_segregation_documented,S,pca_hull_area,Convolvulaceae,0.17815695627172837,1.1950128712807815
S_spatial_segregation_documented,S,pca_hull_area,Ericaceae,-0.25680560098242555,0.773518570400546
S_spatial_segregation_documented,S,pca_hull_area,Gentianaceae,-0.1040395551946673,0.9011896499841515
S_spatial_segregation_documented,S,pca_hull_area,Iridaceae,-0.05455046383359686,0.9469107229069521
S_spatial_segregation_documented,S,pca_hull_area,Liliaceae,-0.09583554669827057,0.9086134282609785
S_spatial_segregation_documented,S,pca_hull_area,Melanthiaceae,-0.2270913462667934,0.7968479898764557
S_spatial_segregation_documented,S,pca_hull_area,Nyctaginaceae,-0.041321048020389516,0.959521028166097
S_spatial_segregation_documented,S,pca_hull_area,Orchidaceae,-0.011489428504856083,0.9885763229224704
S_spatial_segregation_documented,S,pca_hull_area,Orobanchaceae,-0.06934853670247816,0.9330014381574584
S_spatial_segregation_documented,S,pca_hull_area,Papaveraceae,-0.05430975172661626,0.9471386832174883
S_spatial_segregation_documented,S,pca_hull_area,Phrymaceae,-0.0818868794180834,0.9213761794110626
S_spatial_segregation_documented,S,pca_hull_area,Plantaginaceae,-0.18361818723480708,0.8322535081843239
S_spatial_segregation_documented,S,pca_hull_area,Plumbaginaceae,-0.17188900573246366,0.8420726332167755
S_spatial_segregation_documented,S,pca_hull_area,Polemoniaceae,-0.16786687980945914,0.8454663758387901
S_spatial_segregation_documented,S,pca_hull_area,Primulaceae,-0.17617675121118478,0.8384697696916543
S_spatial_segregation_documented,S,pca_hull_area,Proteaceae,-0.06112639745821688,0.9407043296249994
S_spatial_segregation_documented,S,pca_hull_area,Ranunculaceae,-0.1631331115158669,0.8494781055701146
S_spatial_segregation_documented,S,pca_hull_area,Solanaceae,-0.15740702812953797,0.854356241013933
S_spatial_segregation_documented,S,pca_hull_area,Violaceae,-0.09041968661757836,0.9135477010606068
