species,D,D_min4,D_max4,D_interval_width,ambiguous_palette_rate,technical_failure_rate
Rubus chamaemorus,0.1575505350772887,0.1551278368284976,0.1855788566503877,0.0304510198218901,0.01,0.41
Rubus odoratus,0.4919999999999999,0.404733727810651,0.650414201183432,0.2456804733727809,0.15,0.35
Rubus trivialis,0.0,0.0,0.0317377731529655,0.0317377731529655,0.01,0.38
Rudbeckia triloba,0.0263111111111109,0.0263111111111109,0.0263111111111109,0.0,0.0,0.25
Sagittaria lancifolia,0.0965239873599539,0.095,0.126111111111111,0.0311111111111109,0.01,0.4
Sagittaria latifolia,0.0570934256055364,0.0555102040816326,0.1097959183673469,0.0542857142857142,0.02,0.3
Sairocarpus pusillus,0.2520281233098973,0.2160707420222991,0.4482891195693964,0.2322183775470973,0.08,0.49
Salvia amarissima,0.4789670970428987,0.4606621573513706,0.550373798504806,0.0897116411534354,0.04,0.47
Salvia hispanica,0.5020155872077399,0.4938271604938272,0.5321239606953894,0.0382968002015621,0.02,0.37
Salvia lavanduloides,0.501584427342689,0.4614876033057851,0.6208264462809918,0.1593388429752067,0.08,0.45
Salvia polystachia,0.505137912385073,0.4880036215482118,0.5803531009506564,0.0923494794024445,0.04,0.53
Salvia prunelloides,0.1866319444444444,0.1738165680473373,0.3039940828402367,0.1301775147928994,0.04,0.48
Salvia verticillata,0.6064049586776861,0.4624489795918368,0.7416326530612245,0.2791836734693876,0.26,0.3
Sambucus mexicana,0.3402646502835538,0.3199999999999998,0.4383999999999999,0.1184,0.04,0.5
Sanguinaria canadensis,0.2076124567474049,0.2076124567474049,0.2076124567474049,0.0,0.0,0.32
Satureja montana,0.0961111111111111,0.0945982262832572,0.1252351518409028,0.0306369255576456,0.01,0.39
Saxifraga granulata,0.0285654274312119,0.0273919753086417,0.1068672839506172,0.0794753086419755,0.03,0.28
Saxifraga tridactylites,0.3173076923076923,0.2907253269916765,0.4441141498216407,0.1533888228299642,0.06,0.42
Scilla bifolia,0.3152633602460591,0.3017832647462277,0.387517146776406,0.0857338820301782,0.03,0.46
Scilla luciliae,0.4481470841712152,0.4116782188615836,0.5860113421550095,0.1743331232934258,0.1,0.31
Scilla verna,0.4303350970017637,0.3812326869806094,0.5917590027700831,0.2105263157894736,0.13,0.24
Senecio mohavensis,0.1152433425160697,0.1120242214532871,0.1656574394463669,0.0536332179930797,0.02,0.32
Senecio ovatus,0.0,0.0,0.0,0.0,0.0,0.57
Senecio triangularis,0.1617122473246134,0.1566666666666667,0.2150000000000002,0.0583333333333334,0.02,0.4
Senecio vernalis,0.0240928019036288,0.0240928019036288,0.0240928019036288,0.0,0.0,0.18
Senegalia berlandieri,0.177742511406467,0.1712929145361579,0.2421475529583636,0.0708546384222057,0.03,0.26
Senna artemisioides,0.0,0.0,0.0259695290858725,0.0259695290858725,0.01,0.24
Senna hebecarpa,0.25350837483024,0.2448979591836735,0.3123698458975426,0.067471886713869,0.02,0.51
Sericocarpus linifolius,0.0,0.0,0.0370238519045924,0.0370238519045924,0.01,0.47
Sesbania drummondii,0.1652892561983472,0.1587901701323253,0.2353497164461249,0.0765595463137995,0.02,0.54
Sidalcea candida,0.1395514417942327,0.1395514417942327,0.1395514417942327,0.0,0.0,0.47
Sideranthus spinulosus,0.0673336938885882,0.0658574380165288,0.1089876033057849,0.043130165289256,0.02,0.12
Sisymbrium irio,0.0880473372781063,0.086776859504132,0.1152433425160697,0.0284664830119376,0.01,0.34
Sixalix atropurpurea,0.2573927530195752,0.2211652794292509,0.4500594530321045,0.2288941736028535,0.09,0.42
Solanum crispum,0.5428681276432141,0.49072265625,0.6796875,0.18896484375,0.13,0.36
Solanum elaeagnifolium,0.5475258098967605,0.4903581267217631,0.67722681359045,0.1868686868686868,0.13,0.34
Solanum furcatum,0.2543402777777778,0.2543402777777778,0.2543402777777778,0.0,0.0,0.52
Solanum laxum,0.1918402777777776,0.1882548937942524,0.224073302790504,0.0358184089962516,0.01,0.51
Solanum lycopersicum,0.5094517958412098,0.5094517958412098,0.5094517958412098,0.0,0.0,0.54
Solanum pseudocapsicum,0.5102880658436215,0.4906636024130997,0.5837403045101982,0.0930767020970985,0.05,0.41
Solidago ptarmicoides,0.1199868507560815,0.1199868507560815,0.1199868507560815,0.0,0.0,0.22
Solidago uliginosa,0.1472,0.1445597846981932,0.1799307958477508,0.0353710111495576,0.01,0.49
Solidago virgaurea,0.0,0.0,0.0,0.0,0.0,0.37
Sparaxis tricolor,0.5776627218934911,0.5376669186192995,0.6863189720332579,0.1486520534139583,0.11,0.37
Sphaeralcea ambigua,0.3224852071005917,0.278876170655567,0.5057232049947971,0.22684703433923,0.1,0.38
Sphaeralcea coccinea,0.193290243151739,0.1789802289281998,0.3126951092611862,0.1337148803329864,0.05,0.38
Stachys palustris,0.6479177934018389,0.5444772910507927,0.7417360924482665,0.1972588013974738,0.18,0.39
Stevia serrata,0.0575259515570933,0.0575259515570933,0.0575259515570933,0.0,0.0,0.32
Streptosolen jamesonii,0.0649999999999999,0.0639613007256113,0.0951357162053211,0.0311744154797097,0.01,0.39
Stypandra glauca,0.2505386272699291,0.235958075786079,0.3413061005106154,0.1053480247245363,0.04,0.39
Symphyotrichum puniceum,0.2325702393340271,0.2085714285714286,0.3873469387755103,0.1787755102040816,0.08,0.3
Symphyotrichum subulatum,0.1379757785467126,0.1379757785467126,0.1379757785467126,0.0,0.0,0.32
Symphytum officinale,0.5189035916824196,0.4294444444444446,0.6666666666666666,0.237222222222222,0.14,0.4
Symplocos tinctoria,0.5175308641975309,0.5032,0.6024,0.0992,0.05,0.5
Talinum fruticosum,0.3541666666666666,0.3160330578512395,0.4905785123966942,0.1745454545454547,0.07,0.45
Talinum paniculatum,0.422716049382716,0.3549346016646848,0.6236623067776457,0.2687277051129608,0.13,0.42
Tanacetum vulgare,0.0232525951557092,0.0224690082644627,0.0880681818181816,0.0655991735537189,0.03,0.12
Taraxacum erythrospermum,0.231111111111111,0.2285318559556786,0.2510387811634349,0.0225069252077563,0.01,0.24
Telekia speciosa,0.0317377731529655,0.0317377731529655,0.0317377731529655,0.0,0.0,0.38
Tetratheca thymifolia,0.5590277777777778,0.5136741973840666,0.673602853745541,0.1599286563614743,0.1,0.42
Thysanocarpus curvipes,0.2585463947141626,0.2550000000000001,0.2827777777777777,0.0277777777777775,0.01,0.4
Tiarella stolonifera,0.1049382716049383,0.1014030612244898,0.1670918367346938,0.065688775510204,0.02,0.44
Tinantia erecta,0.5659259259259259,0.5170118343195267,0.6494082840236686,0.1323964497041418,0.07,0.48
Tithonia tubaeformis,0.0807291666666665,0.0776000000000001,0.1512,0.0735999999999998,0.02,0.5
Trachymene composita,0.1244444444444443,0.1207075962539023,0.1795005202913632,0.0587929240374608,0.02,0.38
Tragopogon porrifolius,0.7076446280991735,0.5998959417273673,0.7476586888657648,0.1477627471383975,0.18,0.38
Trifolium incarnatum,0.2714497041420118,0.2292768959435626,0.4817334341143865,0.2524565381708239,0.11,0.37
Trifolium repens,0.0798611111111109,0.0767999999999999,0.1511111111111109,0.074311111111111,0.03,0.25
Tripolium pannonicum,0.1604081632653061,0.1337024221453286,0.412733564013841,0.2790311418685123,0.15,0.15
Triteleia laxa,0.2956194571351787,0.2588734567901234,0.4826388888888889,0.2237654320987655,0.11,0.28
Trixis inula,0.0,0.0,0.0,0.0,0.0,0.17
Trollius albiflorus,0.2003121748178979,0.1871240810871017,0.3123190020049008,0.125194920917799,0.05,0.33
Turnera subulata,0.3394444444444444,0.3275384227765181,0.399596875787352,0.0720584530108339,0.03,0.37
Verbascum thapsus,0.2921597633136095,0.2876468494126023,0.3182627269490922,0.0306158775364898,0.01,0.47
Verbena rigida,0.52978515625,0.51867142052918,0.6278851566898105,0.1092137361606304,0.09,0.27
Veronica cymbalaria,0.2921597633136095,0.2832647462277091,0.3422496570644719,0.0589849108367628,0.02,0.46
Veronica longifolia,0.4694429421308814,0.4108367626886146,0.6392318244170097,0.228395061728395,0.11,0.46
Veronica officinalis,0.086776859504132,0.0843425605536332,0.1392733564013839,0.0549307958477507,0.02,0.32
Veronica polita,0.5423553719008264,0.5007396449704142,0.6516272189349113,0.150887573964497,0.08,0.48
Veronica prostrata,0.3918183524113342,0.3744247205785667,0.4644970414201184,0.0900723208415517,0.05,0.22
Veronica spicata,0.3867743175701653,0.3441539787417409,0.5239873599540361,0.1798333812122952,0.08,0.41
Vicia lathyroides,0.5975056689342404,0.5367166474432911,0.6958861976163014,0.1591695501730103,0.09,0.49
Viminaria juncea,0.0363511659807955,0.0363511659807955,0.0363511659807955,0.0,0.0,0.46
Vincetoxicum hirundinaria,0.297086368366285,0.2789039875250614,0.3942971708621074,0.115393183337046,0.05,0.33
Viola blanda,0.0767999999999999,0.0767999999999999,0.0767999999999999,0.0,0.0,0.5
Viola cucullata,0.3394444444444444,0.32373046875,0.41748046875,0.09375,0.04,0.36
Viola hirta,0.1675739644970415,0.1567346938775511,0.2795918367346939,0.1228571428571427,0.05,0.3
Viola lutea,0.5776631620710176,0.5701241782322864,0.6095690284879474,0.0394448502556609,0.03,0.26
Viola mirabilis,0.4886621315192743,0.4408000000000001,0.6208,0.1799999999999999,0.08,0.5
Viola pedunculata,0.0,0.0,0.026661796932067,0.026661796932067,0.01,0.26
Viola rostrata,0.3349932095971026,0.3061587753648984,0.4706301174795302,0.1644713421146317,0.06,0.47
Viola tricolor,0.5328925619834712,0.4911723864312637,0.688355485022813,0.1971830985915492,0.16,0.29
Viscaria vulgaris,0.3166666666666667,0.2775510204081632,0.4800000000000001,0.2024489795918368,0.1,0.3
Vitex agnus-castus,0.4260355029585799,0.3673094582185492,0.6212121212121212,0.253902662993572,0.14,0.34
Whipplea modesta,0.0317377731529655,0.0317377731529655,0.0317377731529655,0.0,0.0,0.38
Wyethia angustifolia,0.11865234375,0.1169230769230769,0.1453254437869821,0.0284023668639051,0.01,0.35
Zanthoxylum americanum,0.1913265306122449,0.188365650969529,0.2191443521083411,0.030778701138812,0.01,0.43
Zephyranthes atamasco,0.3271999999999999,0.3271999999999999,0.3271999999999999,0.0,0.0,0.5
