dataset_id,species,population_id,site_id,location_label,latitude,longitude,individual_id,metabolic_rate,metabolic_rate_unit
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026554,2.59,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026555,4.23,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026556,2.75,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026557,1.12,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026558,1.84,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026559,2.98,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026560,2.55,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026561,2.12,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026562,2.53,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026563,1.55,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026564,2.01,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026565,2.56,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026566,2.22,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026567,3.23,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026568,2.06,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026569,2.47,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026570,3.73,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026571,4.78,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026572,5.28,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026573,4.71,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026574,5.88,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026575,3.25,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026576,3.05,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026577,3.65,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026578,4.28,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026579,3.17,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026580,3.85,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026581,5.86,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026582,4.62,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026583,1.02,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026584,2.68,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026585,2.75,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026586,2.06,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026587,3.19,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026588,2.04,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026589,3.74,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026590,2.42,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026591,3.54,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026592,4.25,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026593,3.61,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026594,2.42,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026595,6.65,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026596,7.06,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026597,7.42,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026598,6.88,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026599,5.09,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026600,5.85,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026601,4.38,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026602,4.52,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026603,1.83,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026604,4.83,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026605,3.11,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026606,2.76,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026607,3.88,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026608,5.2,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026609,3.01,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026610,2.61,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026611,3.33,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026612,3.84,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026613,2.93,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026614,4.11,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026615,2.91,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026616,4.34,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026617,3.24,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP076,TRASIT067,Quarantia_Italy,45.763,13.498,TRAIND026618,3.52,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026619,2.58,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026620,2.49,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026621,1.88,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026622,1.58,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026623,2.88,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026624,1.83,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026625,1.26,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026626,1.28,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026627,0.82,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026628,1.87,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026629,1.31,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026630,1.79,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026631,1.42,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026632,1.79,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026633,3.09,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026634,1.52,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026635,3.1,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026636,2.13,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026637,0.93,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026638,1.76,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026639,0.73,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026640,0.47,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026641,0.21,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026642,1.97,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026643,2.02,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026644,3.34,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026645,2.67,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026646,1.6,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026647,3.77,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026648,2.96,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026649,2.01,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026650,3.7,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026651,2.07,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026652,2,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026653,2.3,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026654,2.49,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026655,0.82,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026656,1.71,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026657,1.09,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026658,1.75,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026659,0.91,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026660,0.4,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026661,1.93,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026662,0.78,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026663,4.07,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026664,4.78,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026665,4.25,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026666,2.32,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026667,2.18,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026668,6.1,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026669,5.69,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026670,2.19,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026671,3.73,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026672,4.74,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026673,4.08,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026674,5.04,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026675,2.55,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026676,2.75,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026677,2.09,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026678,2.2,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026679,2.59,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026680,2.49,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026681,2.86,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026682,4.01,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026683,3.2,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026684,4.84,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026685,2.61,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026686,3.88,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026687,3.06,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026688,3.22,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026689,1.38,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026690,3.61,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026691,0.85,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026692,0.34,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026693,1.86,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026694,0.64,Joule/day
