scope,condition_id,species,rows,nonzero_fraction,mean_T_white,mean_white_fraction_change
all,fixed_ev_m0_5,Hippocrepis comosa,100,0.76,0.03410092973130916,-0.011625709314355253
all,fixed_ev_m0_5,Hoita macrostachya,100,0.35,0.41015708233632064,-0.0650548017458908
all,fixed_ev_m0_5,Hypericum hypericoides,100,0.35,0.3748949095811698,-9.742425362877573e-05
all,fixed_ev_m0_5,Hypochaeris sessiliflora,100,0.6,0.18485598850297677,-0.019927995781759265
all,fixed_ev_m0_5,Ilex glabra,100,0.54,0.3504189639187385,0.009537449219847357
all,fixed_ev_m0_5,Ipomoea hederacea,100,0.63,0.46427375430272133,-0.06211152811991223
all,fixed_ev_m0_5,Ipomoea nil,100,0.57,0.4717744917745826,-0.06428289479585027
all,fixed_ev_m0_5,Ipomoea pes-caprae,100,0.64,0.18858576476267314,-0.04119063088706564
all,fixed_ev_m0_5,Iris sibirica,100,0.63,0.4976286195830103,-0.056558506607519876
all,fixed_ev_m0_5,Ixeris chinensis,100,0.78,0.09305166980981773,-0.01613563327488387
all,fixed_ev_m0_5,Juncus effusus,100,0.37,0.32464081005487766,-0.04161267467451003
all,fixed_ev_m0_5,Kallstroemia grandiflora,100,0.57,0.026429427434026025,-0.01963076740788483
all,fixed_ev_m0_5,Knightia excelsa,100,0.19,0.3290767810508698,0.016445226953084518
all,fixed_ev_m0_5,Koeleria macrantha,100,0.29,0.31234715148357917,-0.05488215767902069
all,fixed_ev_m0_5,Lagenophora strangulata,100,0.53,0.46553306336487926,0.031159687934627672
all,fixed_ev_m0_5,Lamarckia aurea,100,0.18,0.27945406594216454,-0.05284328896748168
all,fixed_ev_m0_5,Lambertia formosa,100,0.32,0.2851426211320031,-0.02409018656074503
all,fixed_ev_m0_5,Lantana achyranthifolia,100,0.73,0.4363145208892815,-0.03878926736593066
all,fixed_ev_m0_5,Lantana involucrata,100,0.57,0.3442111417747823,0.0036189884850796224
all,fixed_ev_m0_5,Lathyrus aphaca,100,0.67,0.16807720726849357,-0.010244356728726247
all,fixed_ev_m0_5,Leucaena leucocephala,100,0.6,0.2962839667158065,-0.020604373450828335
all,fixed_ev_m0_5,Leucopogon affinis,100,0.63,0.43696997073581967,-0.01868888805191743
all,fixed_ev_m0_5,Leucopogon microphyllus,100,0.7,0.4436485674206119,0.003166673380634764
all,fixed_ev_m0_5,Linaria canadensis,100,0.71,0.4615098573349136,-0.0999555135165722
all,fixed_ev_m0_5,Linaria texana,100,0.68,0.5220130570091841,-0.08615014019184176
all,fixed_ev_m0_5,Linaria triornithophora,100,0.48,0.11664908494401843,-0.027823206736676622
all,fixed_ev_m0_5,Linum narbonense,100,0.57,0.501694108173519,-0.06017251893662105
all,fixed_ev_m0_5,Linum usitatissimum,100,0.63,0.48980618075372967,-0.07623523370116264
all,fixed_ev_m0_5,Lithophragma parviflorum,100,0.73,0.5258760270789189,0.0013661413086767979
all,fixed_ev_m0_5,Lobelia pedunculata,100,0.72,0.4023454530670344,-0.01183575424322698
all,fixed_ev_m0_5,Lobelia siphilitica,100,0.59,0.4819833753648119,-0.0652810060946608
all,fixed_ev_m0_5,Lomatium macrocarpum,100,0.53,0.3623111148322203,-0.011340162017627244
all,fixed_ev_m0_5,Lomatium multifidum,100,0.55,0.25640694317527035,-0.0039117033445672505
all,fixed_ev_m0_5,Lonicera canadensis,100,0.11,0.31377801011759543,-0.03451219640474933
all,fixed_ev_m0_5,Lonicera implexa,100,0.37,0.32873318504204546,-0.03446366378570851
all,fixed_ev_m0_5,Lonicera morrowii,100,0.38,0.28627938946645665,-0.019473068985256504
all,fixed_ev_m0_5,Lonicera periclymenum,100,0.32,0.2902418403175204,-0.0706216002343141
all,fixed_ev_m0_5,Lupinus concinnus,100,0.41,0.3536074749170818,-0.07388434746576246
all,fixed_ev_m0_5,Lupinus havardii,100,0.63,0.4008771990771824,-0.04412847313795324
all,fixed_ev_m0_5,Lupinus latifolius,100,0.68,0.5229628258765416,-0.07499528753456265
all,fixed_ev_m0_5,Lupinus subcarnosus,100,0.77,0.5382065216833327,-0.05866640983951505
all,fixed_ev_m0_5,Lygodesmia aphylla,100,0.52,0.4855513568320205,-0.057847131955508065
all,fixed_ev_m0_5,Lygodesmia texana,100,0.54,0.4038894561926398,-0.07933721062196215
all,fixed_ev_m0_5,Lysimachia europaea,100,0.71,0.3383996046574777,0.007819818490629293
all,fixed_ev_m0_5,Lysimachia quadrifolia,100,0.66,0.08337384118773707,-0.004053733902139447
all,fixed_ev_m0_5,Maianthemum dilatatum,100,0.56,0.4831927069500415,0.00434483240339153
all,fixed_ev_m0_5,Malacothrix saxatilis,100,0.69,0.3362542874830508,-0.026087255359433577
all,fixed_ev_m0_5,Malva moschata,100,0.58,0.4409432850383704,-0.07717287310753405
all,fixed_ev_m0_5,Malva multiflora,100,0.59,0.42844049168447695,-0.06668127539825204
all,fixed_ev_m0_5,Malva nicaeensis,100,0.57,0.5590063579901169,-0.07670451733384567
all,fixed_ev_m0_5,Marah oregana,100,0.56,0.3874160536135243,0.025898561408849326
all,fixed_ev_m0_5,Matelea reticulata,100,0.37,0.3939015828747106,0.011064503614724544
all,fixed_ev_m0_5,Matthiola incana,100,0.69,0.1093805360263278,-0.025748035672162228
all,fixed_ev_m0_5,Medicago arborea,100,0.58,0.03219534384681068,-0.015176550991363625
all,fixed_ev_m0_5,Melaleuca citrina,100,0.49,0.19128414492331614,-0.02994978896534802
all,fixed_ev_m0_5,Melampyrum cristatum,100,0.63,0.18627398116872004,-0.015053760078092148
all,fixed_ev_m0_5,Melampyrum nemorosum,100,0.58,0.3253178998464416,-0.06313244567560544
all,fixed_ev_m0_5,Mentha longifolia,100,0.78,0.47763580941170775,-0.045811023527143814
all,fixed_ev_m0_5,Moricandia arvensis,100,0.76,0.3947391483312125,-0.07374108856212647
all,fixed_ev_m0_5,Muscari comosum,100,0.54,0.29885069629575156,-0.055568190677131986
all,fixed_ev_m0_5,Mycelis muralis,100,0.6,0.19835516842987497,-0.014285005185404596
all,fixed_ev_m0_5,Myoporum insulare,100,0.55,0.3185761489895679,-0.00671672014661559
all,fixed_ev_m0_5,Myosotis latifolia,100,0.68,0.47457188593253824,-0.06580792385545253
all,fixed_ev_m0_5,Myrtus communis,100,0.62,0.34679268393295937,-0.04722425298012369
all,fixed_ev_m0_5,Narcissus assoanus,100,0.77,0.050378790536560365,-0.007387158921091569
all,fixed_ev_m0_5,Narcissus deficiens,100,0.47,0.2577271992905901,-0.005421855181338688
all,fixed_ev_m0_5,Narthecium ossifragum,100,0.53,0.059514166494549554,-0.011200464617368112
all,fixed_ev_m0_5,Navarretia heterodoxa,100,0.77,0.5256505159942244,-0.08436349911661543
all,fixed_ev_m0_5,Nelumbo lutea,100,0.53,0.24857100509990268,0.015206351536231552
all,fixed_ev_m0_5,Nelumbo nucifera,100,0.46,0.5039936392809963,-0.06894087260912275
all,fixed_ev_m0_5,Nicotiana longiflora,100,0.49,0.47449145435914575,-0.009635181995462979
all,fixed_ev_m0_5,Oenothera acaulis,100,0.61,0.3680251315977208,-0.01991465281285882
all,fixed_ev_m0_5,Olearia arborescens,100,0.63,0.32307841609731736,-0.012923548828760265
all,fixed_ev_m0_5,Ophrys scolopax,100,0.42,0.36286059695164197,-0.05291225883523535
all,fixed_ev_m0_5,Opuntia cespitosa,100,0.56,0.13054253287742865,-0.03301423053630447
all,fixed_ev_m0_5,Opuntia humifusa,100,0.66,0.11799348055336963,-0.020349135710988713
all,fixed_ev_m0_5,Orchis mascula,100,0.52,0.07659670200584417,-0.03041745855761215
all,fixed_ev_m0_5,Ornithogalum umbellatum,100,0.69,0.3175462080024408,-0.004984234212522453
all,fixed_ev_m0_5,Ornithopus compressus,100,0.52,0.08728878110840577,-0.011207523482118977
all,fixed_ev_m0_5,Orobanche gracilis,100,0.31,0.16123128359626485,-0.032523374951123854
all,fixed_ev_m0_5,Orthilia secunda,100,0.29,0.34292002812404354,0.047999225289073806
all,fixed_ev_m0_5,Packera sanguisorbae,100,0.67,0.046311478198641925,-0.008157912127890852
all,fixed_ev_m0_5,Palafoxia texana,100,0.8,0.5043081726440011,-0.06442613234134104
all,fixed_ev_m0_5,Pancratium illyricum,100,0.42,0.21056130261896988,0.0015322382681569454
all,fixed_ev_m0_5,Pancratium maritimum,100,0.17,0.5593350617387838,-0.05488810529834456
all,fixed_ev_m0_5,Paspalum dilatatum,100,0.19,0.34579109662475965,-0.020348788007925833
all,fixed_ev_m0_5,Pattalias palustris,100,0.34,0.2056025015720258,-0.04302332192300785
all,fixed_ev_m0_5,Pectis papposa,100,0.9,0.01542752758112464,-0.006040480804248782
all,fixed_ev_m0_5,Pectocarya recurvata,100,0.43,0.3654747971109052,-0.005692022776287894
all,fixed_ev_m0_5,Pedicularis bracteosa,100,0.37,0.2923045103790166,0.005672454619778555
all,fixed_ev_m0_5,Pelargonium betulinum,100,0.49,0.3365473721654014,-0.03281495065334143
all,fixed_ev_m0_5,Pelargonium grossularioides,100,0.46,0.22121968546717607,-0.039357984935399666
all,fixed_ev_m0_5,Penstemon barbatus,100,0.57,0.1392945563803566,-0.02033968183434099
all,fixed_ev_m0_5,Penstemon heterophyllus,100,0.71,0.16479573548561982,-0.031827093291409106
all,fixed_ev_m0_5,Persicaria attenuata,100,0.5,0.4483072959199906,-0.028930889252316693
all,fixed_ev_m0_5,Persicaria nepalensis,100,0.67,0.37175371030481036,-0.04062985437829567
all,fixed_ev_m0_5,Persicaria punctata,100,0.34,0.40369595263265723,0.029287401027640308
all,fixed_ev_m0_5,Peumus boldus,100,0.38,0.3304288927658684,-0.07517761010072327
all,fixed_ev_m0_5,Phacelia fremontii,100,0.81,0.4340326641953292,-0.07878797318251814
all,fixed_ev_m0_5,Phlox diffusa,100,0.84,0.4811009539851612,-0.05723168216980326
all,fixed_ev_m0_5,Pholisma arenarium,100,0.54,0.4890591502244761,0.023151871394183753
all,fixed_ev_m0_5,Physalis heterophylla,100,0.17,0.4092140652067027,-0.03417264135171722
all,fixed_ev_m0_5,Phytolacca heterotepala,100,0.31,0.377894645087356,-0.06133773145722993
all,fixed_ev_m0_5,Phytolacca icosandra,100,0.37,0.33982192512906256,-0.02852264101504803
all,fixed_ev_m0_5,Phytolacca octandra,100,0.37,0.3198630758150601,-0.026420054292756952
all,fixed_ev_m0_5,Pimelea serpyllifolia,100,0.55,0.12727488297408326,-0.023432117769255044
all,fixed_ev_m0_5,Pimpinella saxifraga,100,0.76,0.4665616798814439,-0.007366107324121365
