scope,condition_id,species,rows,nonzero_fraction,mean_T_white,mean_white_fraction_change
P,full_ev_p1_0,Myrtus communis,20,0.35,0.12549844352856115,0.013970704679870462
P,full_ev_p1_0,Navarretia heterodoxa,20,0.6,0.5586462129722997,0.17309330086772592
P,full_ev_p1_0,Nelumbo nucifera,20,0.15,0.6609677446007697,0.38442550651394497
P,full_ev_p1_0,Nicotiana longiflora,20,0.5,0.537360770715693,0.01339240222505278
P,full_ev_p1_0,Olearia arborescens,20,0.5,0.24691554412890904,0.007667251576781076
P,full_ev_p1_0,Opuntia humifusa,20,0.45,0.39011564707022006,0.050046289205329615
P,full_ev_p1_0,Orchis mascula,20,0.35,0.29742920932670286,0.1046634904854119
P,full_ev_p1_0,Ornithogalum umbellatum,20,0.7,0.272076901768309,-0.01874628995567332
P,full_ev_p1_0,Ornithopus compressus,20,0.45,0.2669952747354858,0.1416276974803622
P,full_ev_p1_0,Orobanche gracilis,20,0.1,0.13864027546350308,0.1521415098462497
P,full_ev_p1_0,Palafoxia texana,20,0.65,0.6216705339562141,0.15752926958981667
P,full_ev_p1_0,Pancratium maritimum,20,0.05,0.22735952528185296,-0.0008823613780442052
P,full_ev_p1_0,Paspalum dilatatum,20,0.15,0.6370972307850019,0.3666241180872814
P,full_ev_p1_0,Pectis papposa,20,0.65,0.06677144230547528,0.05180938823388488
P,full_ev_p1_0,Pelargonium betulinum,20,0.3,0.5588620050507235,0.20747638653075504
P,full_ev_p1_0,Pelargonium grossularioides,20,0.25,0.3705015265673655,0.1834237248841059
P,full_ev_p1_0,Persicaria nepalensis,20,0.4,0.4426384592729568,-0.002375677257513028
P,full_ev_p1_0,Peumus boldus,20,0.25,0.23288043869283276,0.11251051210200416
P,full_ev_p1_0,Phlox diffusa,20,0.7,0.49820920751120357,0.14690958120686334
P,full_ev_p1_0,Phytolacca icosandra,20,0.2,0.2078179577813446,0.1221357538686905
P,full_ev_p1_0,Phytolacca octandra,20,0.2,0.564809943260968,0.10612141157784163
P,full_ev_p1_0,Pimelea serpyllifolia,20,0.45,0.47390153962390447,0.14400799742391146
P,full_ev_p1_0,Portulaca pilosa,20,0.75,0.3240683807006472,0.09402945813929688
P,full_ev_p1_0,Portulaca suffrutescens,20,0.4,0.17149726344748123,0.15356751064846808
P,full_ev_p1_0,Prunus amygdalus,20,0.3,0.45396619100512714,0.045070068300854915
P,full_ev_p1_0,Prunus ilicifolia,20,0.4,0.24943750379988988,0.13113786767034838
P,full_ev_p1_0,Prunus mahaleb,20,0.35,0.2030305959893119,0.041920504307632174
P,full_ev_p1_0,Pseudorchis albida,20,0.4,0.3177278218692371,0.038120440088965965
P,full_ev_p1_0,Rafinesquia neomexicana,20,0.65,0.49367803806458865,-0.01446824651015195
P,full_ev_p1_0,Ranunculus glacialis,20,0.5,0.3595423686247333,0.05900023212203974
P,full_ev_p1_0,Ranunculus lyallii,20,0.6,0.38326151319600626,-0.04784958481957733
P,full_ev_p1_0,Ranunculus reflexus,20,0.3,0.4030552265337961,0.10372244754320832
P,full_ev_p1_0,Ranunculus uncinatus,20,0.2,0.5626316633545756,0.11818291636219339
P,full_ev_p1_0,Raphanus raphanistrum,20,0.5,0.44660034080024325,0.1742682511720974
P,full_ev_p1_0,Ribes speciosum,20,0.25,0.4933859674392454,0.18040478622499914
P,full_ev_p1_0,Rorippa palustris,20,0.25,0.5043903206952887,0.08973354371401397
P,full_ev_p1_0,Rubus pubescens,20,0.2,0.4761293284742933,-0.018346323229628814
P,full_ev_p1_0,Ruellia metziae,20,0.75,0.4819785286411626,0.033599757305700695
P,full_ev_p1_0,Salvia longispicata,20,0.15,0.5769737209263099,0.16786678068012262
P,full_ev_p1_0,Salvia lyrata,20,0.2,0.5613810947784333,0.30401954078509896
P,full_ev_p1_0,Sanguinaria canadensis,20,0.3,0.3475707354605368,0.016816935791683973
P,full_ev_p1_0,Saxifraga tridactylites,20,0.35,0.4450891975408599,-0.07477270202796325
P,full_ev_p1_0,Schelhammera undulata,20,0.3,0.37881554159776165,0.18627571965747922
P,full_ev_p1_0,Searsia lucida,20,0.25,0.275425197849381,-0.047773410524580465
P,full_ev_p1_0,Sedum sarmentosum,20,0.25,0.18167475796254468,0.02437755034949308
P,full_ev_p1_0,Senecio mohavensis,20,0.55,0.1656481131274107,0.10085903471248982
P,full_ev_p1_0,Senna hebecarpa,20,0.4,0.3541316526346582,0.11560672220625721
P,full_ev_p1_0,Silene dioica,20,0.25,0.5999624911222916,0.2738640735536235
P,full_ev_p1_0,Silene rotundifolia,20,0.4,0.20710918612744428,0.09582304385758914
P,full_ev_p1_0,Silphium integrifolium,20,0.65,0.36616461127664485,0.04292377644692827
P,full_ev_p1_0,Sisymbrium irio,20,0.55,0.22027392324443193,0.04796799057429433
P,full_ev_p1_0,Solanum dulcamara,20,0.45,0.5916761019987935,0.2259521458879085
P,full_ev_p1_0,Styphelia sieberi,20,0.0,,0.0
P,full_ev_p1_0,Symphyotrichum puniceum,20,0.6,0.38278656012591933,0.17262880011372186
P,full_ev_p1_0,Symphyotrichum subulatum,20,0.7,0.5742323649436998,0.12928045100305977
P,full_ev_p1_0,Taraxacum erythrospermum,20,0.75,0.24323350017093942,0.03144984674010267
P,full_ev_p1_0,Tecoma stans,20,0.4,0.24685922053127518,0.038250025618464106
P,full_ev_p1_0,Thelymitra hatchii,20,0.1,0.4998593108476811,0.02337538335413586
P,full_ev_p1_0,Thunbergia grandiflora,20,0.2,0.607786574499946,0.2972306623444787
P,full_ev_p1_0,Thymus praecox,20,0.45,0.5024965997562316,0.20782469743690724
P,full_ev_p1_0,Trifolium glomeratum,20,0.15,0.28368642282961387,-0.08460476910817655
P,full_ev_p1_0,Trifolium microdon,20,0.1,0.5599298733780504,-0.15497258672415443
P,full_ev_p1_0,Tulipa sylvestris,20,0.35,0.34273682547593703,0.07176607562639416
P,full_ev_p1_0,Vernonia gigantea,20,0.2,0.349450153119404,0.17615222177370288
P,full_ev_p1_0,Vernonia noveboracensis,20,0.6,0.2619921122134785,0.1071335513754371
P,full_ev_p1_0,Veronica alpina,20,0.35,0.5530477253994571,0.24944198998704875
P,full_ev_p1_0,Veronica spicata,20,0.45,0.535186783463971,0.19587157256958182
P,full_ev_p1_0,Vicia hirsuta,20,0.3,0.39051574812183887,0.0080828488259444
P,full_ev_p1_0,Vicia tetrasperma,20,0.3,0.5172736954428058,0.2065657911149954
P,full_ev_p1_0,Vincetoxicum hirundinaria,20,0.5,0.37931802452984364,-0.05294454940236086
P,full_ev_p1_0,Viola cornuta,20,0.55,0.5225527498265646,0.3382170653663103
P,full_ev_p1_0,Viola pedunculata,20,0.6,0.08197572606291088,0.007247114597942371
P,full_ev_p1_0,Viola rostrata,20,0.2,0.6081043003977109,0.2101846166605334
P,full_ev_p1_0,Viola tricolor,20,0.45,0.5043740729745031,0.12648117062213243
P,full_ev_p1_0,Viscaria vulgaris,20,0.5,0.6005765449129347,0.2430486419322862
P,full_ev_p1_0,Yucca brevifolia,20,0.2,0.2523487036869446,0.229698615169737
N,full_ev_p1_0,Abronia latifolia,20,0.6,0.36139037266598706,0.08899913479965964
N,full_ev_p1_0,Abronia umbellata,20,0.6,0.5790390168577809,0.27083657596941174
N,full_ev_p1_0,Acacia decurrens,20,0.4,0.21726882776567935,-0.03526216073462694
N,full_ev_p1_0,Acacia suaveolens,20,0.55,0.5050049334258886,0.01980044059569611
N,full_ev_p1_0,Acer platanoides,20,0.25,0.2854142251531453,0.06464384535422521
N,full_ev_p1_0,Acis autumnalis,20,0.4,0.4340230476974458,-0.015598299220796807
N,full_ev_p1_0,Actaea racemosa,20,0.25,0.559291101664566,0.005222730268519049
N,full_ev_p1_0,Agave deserti,20,0.55,0.16710645840343172,0.06355330180910804
N,full_ev_p1_0,Ailanthus altissima,20,0.1,0.06414956732353258,0.06282473686333895
N,full_ev_p1_0,Amaryllis belladonna,20,0.3,0.4255502347943158,0.18445540430446608
N,full_ev_p1_0,Ampelopsis glandulosa,20,0.4,0.5587478607434035,0.1164256732329974
N,full_ev_p1_0,Anemonastrum canadense,20,0.65,0.5221232723364546,0.008151145819919133
N,full_ev_p1_0,Anthriscus caucalis,20,0.5,0.5090755910331989,-0.07263963874311699
N,full_ev_p1_0,Aquilegia formosa,20,0.2,0.3461392819789958,0.11735948777340532
N,full_ev_p1_0,Arabidopsis lyrata,20,0.7,0.33823502122089516,0.008851619730456292
N,full_ev_p1_0,Arctostaphylos viscida,20,0.1,0.48073724801933715,0.15856406232630338
N,full_ev_p1_0,Argentina anserina,20,0.7,0.2739228574864491,0.03386843710531896
N,full_ev_p1_0,Arum cylindraceum,20,0.0,,
N,full_ev_p1_0,Aruncus dioicus,20,0.1,0.5145313107807508,0.002864262060956968
N,full_ev_p1_0,Arundo donax,20,0.05,0.005165550404351091,0.032156975605466515
N,full_ev_p1_0,Asclepias brachystephana,20,0.2,0.49514039597506965,0.01272014303435301
N,full_ev_p1_0,Asclepias texana,20,0.65,0.40179003105515465,-0.019029412235391428
N,full_ev_p1_0,Bacopa monnieri,20,0.4,0.4712862856381223,-0.022350796060443365
N,full_ev_p1_0,Banksia spinulosa,20,0.2,0.044820824116304885,0.03837680360791416
N,full_ev_p1_0,Bauhinia variegata,20,0.15,0.39714388363532427,0.06671913418256525
N,full_ev_p1_0,Berberis thunbergii,20,0.15,0.2791720294092553,0.12922018502427604
N,full_ev_p1_0,Bidens frondosa,20,0.3,0.2539257816079488,0.0973532892031772
N,full_ev_p1_0,Bidens pilosa,20,0.35,0.21970838592355837,0.05862921371235681
N,full_ev_p1_0,Bignonia capreolata,20,0.2,0.1731537167919376,0.12255218165381865
N,full_ev_p1_0,Blackstonia perfoliata,20,0.5,0.33165234252702375,0.03593056301435185
N,full_ev_p1_0,Borago officinalis,20,0.25,0.5642745949311625,0.4036487185889426
N,full_ev_p1_0,Briza media,20,0.65,0.3317987208113866,0.06216003350292569
N,full_ev_p1_0,Broussonetia papyrifera,20,0.05,0.17836926962856559,0.10777797275806289
N,full_ev_p1_0,Calochortus subalpinus,20,0.4,0.22848655022371697,0.012565172029487703
N,full_ev_p1_0,Calochortus venustus,20,0.35,0.318727353435167,0.07684003891974431
N,full_ev_p1_0,Campanula cochleariifolia,20,0.65,0.546440578726698,0.31807344796325376
N,full_ev_p1_0,Campanula rapunculoides,20,0.35,0.4716870358912272,0.25203923718729715
N,full_ev_p1_0,Campanula trachelium,20,0.4,0.38894705566433724,0.1733941397576001
N,full_ev_p1_0,Caragana arborescens,20,0.35,0.20151289154391452,0.039538644184908066
N,full_ev_p1_0,Cardamine angustata,20,0.2,0.5720818722055606,-0.048756981683878264
N,full_ev_p1_0,Carpodetus serratus,20,0.35,0.40979564841772337,-0.051140396545044826
N,full_ev_p1_0,Castilleja septentrionalis,20,0.25,0.4204428414940395,0.05596345012327912
N,full_ev_p1_0,Catharanthus roseus,20,0.55,0.4559843647652377,0.18513854133907817
N,full_ev_p1_0,Celmisia gracilenta,20,0.45,0.19004166874183462,0.007114800325228154
N,full_ev_p1_0,Cercis occidentalis,20,0.1,0.6712271173376319,0.15260753663870186
N,full_ev_p1_0,Chaenactis fremontii,20,0.7,0.48713989639887645,0.06351824019974026
N,full_ev_p1_0,Clarkia purpurea,20,0.45,0.4085328916402772,0.202372107864959
N,full_ev_p1_0,Clarkia tenella,20,0.7,0.2476624783571493,0.1225828133192037
N,full_ev_p1_0,Cochemiea dioica,20,0.3,0.48169258253782726,0.11768525362494164
N,full_ev_p1_0,Coreopsis basalis,20,0.45,0.03300110808308563,0.006701495720926636
N,full_ev_p1_0,Cotula australis,20,0.5,0.4342475234017441,0.04477869786100941
N,full_ev_p1_0,Crepis capillaris,20,0.7,0.29344638935924733,0.05175762098388275
N,full_ev_p1_0,Crotalaria retusa,20,0.15,0.4320302375229906,0.11288241824596541
N,full_ev_p1_0,Croton glandulosus,20,0.3,0.31210008420402086,0.01970297074087246
N,full_ev_p1_0,Daphne cneorum,20,0.45,0.5578680803496252,0.26850189096072175
N,full_ev_p1_0,Decodon verticillatus,20,0.3,0.6627619175271332,0.2872694772074067
N,full_ev_p1_0,Delphinium variegatum,20,0.3,0.41129678925715263,0.07344863815027568
N,full_ev_p1_0,Draba aizoides,20,0.6,0.4445220991238505,0.0806168056612973
N,full_ev_p1_0,Draba nemorosa,20,0.35,0.4183853243839332,0.08861355033290046
N,full_ev_p1_0,Erinus alpinus,20,0.7,0.4634416053538687,0.24728408376217428
N,full_ev_p1_0,Eriogonum pyrolifolium,20,0.5,0.5084751307007682,0.12579106574555038
N,full_ev_p1_0,Eucrypta chrysanthemifolia,20,0.35,0.46332779696539106,-0.06396101564698917
N,full_ev_p1_0,Euonymus americanus,20,0.55,0.48110462800688014,0.16053864346600313
N,full_ev_p1_0,Eupatorium rotundifolium,20,0.5,0.4523752995897441,-0.05386488943696586
N,full_ev_p1_0,Euphorbia cyathophora,20,0.3,0.27755358796476853,0.23821754286038596
N,full_ev_p1_0,Euphorbia fendleri,20,0.1,0.3780151425115737,0.054010386629466285
N,full_ev_p1_0,Euphorbia maculata,20,0.05,0.5170592570915977,-0.02578677785380923
N,full_ev_p1_0,Euphorbia paralias,20,0.1,0.3811346409454876,0.0635000538666689
N,full_ev_p1_0,Evolvulus alsinoides,20,0.65,0.5788037556809079,0.3039656769908146
N,full_ev_p1_0,Evolvulus nummularius,20,0.45,0.5475155063353827,-0.007683482345996117
N,full_ev_p1_0,Ficinia nodosa,20,0.5,0.43973854416964836,0.1280769740034228
N,full_ev_p1_0,Florestina tripteris,20,0.65,0.39747884725684557,-0.0025393947690733887
N,full_ev_p1_0,Freesia leichtlinii,20,0.35,0.32635977801478905,0.034564457338404374
N,full_ev_p1_0,Galium aparine,20,0.3,0.3798317308059766,0.028222439775000902
N,full_ev_p1_0,Genista hispanica,20,0.65,0.17927942142500897,0.029413947169870835
N,full_ev_p1_0,Gentiana pneumonanthe,20,0.55,0.5291015646779023,0.15125139252352565
N,full_ev_p1_0,Gladiolus undulatus,20,0.15,0.43785930746962104,0.04060806151278593
N,full_ev_p1_0,Glandularia gooddingii,20,0.65,0.5523451981875216,0.11573295486282345
N,full_ev_p1_0,Glycyrrhiza lepidota,20,0.55,0.3282282521075301,-0.09696796317565583
N,full_ev_p1_0,Gypsophila repens,20,0.7,0.4943204561418953,0.0014009018586582259
N,full_ev_p1_0,Habenaria floribunda,20,0.0,,
N,full_ev_p1_0,Hakea lissocarpha,20,0.2,0.5116201501169935,0.027432922053475473
N,full_ev_p1_0,Hedera helix,20,0.4,0.37567663292091286,0.13713728542489934
N,full_ev_p1_0,Helianthemum nummularium,20,0.55,0.13418361727417588,0.010538230201762784
N,full_ev_p1_0,Helianthus maximiliani,20,0.6,0.14418346962070344,0.03833703552408481
N,full_ev_p1_0,Helichrysum arenarium,20,0.75,0.3492862391196868,0.08495653512826745
N,full_ev_p1_0,Hypericum hypericoides,20,0.25,0.46640689474401126,0.2273903571456281
N,full_ev_p1_0,Hypochaeris sessiliflora,20,0.6,0.3835575666765525,0.03837205737774201
N,full_ev_p1_0,Ipomoea hederacea,20,0.35,0.46285663420411105,0.2693586382058519
N,full_ev_p1_0,Ixeris chinensis,20,0.6,0.3872737724842617,0.13886411566515755
N,full_ev_p1_0,Kallstroemia grandiflora,20,0.45,0.1702896768534764,0.10764446773674283
N,full_ev_p1_0,Lagenophora strangulata,20,0.5,0.364529183208815,0.005641477688060001
N,full_ev_p1_0,Lamarckia aurea,20,0.0,,
N,full_ev_p1_0,Lantana achyranthifolia,20,0.55,0.34777572650854544,0.09700076720387228
N,full_ev_p1_0,Linaria canadensis,20,0.5,0.48514309600341665,0.29681915933342107
N,full_ev_p1_0,Linaria texana,20,0.4,0.4128717986080756,0.14801640839760083
N,full_ev_p1_0,Linum narbonense,20,0.45,0.5198345994252477,0.31608317571316696
N,full_ev_p1_0,Lithophragma parviflorum,20,0.4,0.446039666958938,0.02093701169785768
N,full_ev_p1_0,Lobelia siphilitica,20,0.5,0.5173315104057371,0.22932101767953053
N,full_ev_p1_0,Lomatium multifidum,20,0.6,0.45611883533470327,0.04667661461934406
N,full_ev_p1_0,Lupinus latifolius,20,0.3,0.4554840034547997,0.19839273852140152
N,full_ev_p1_0,Lupinus subcarnosus,20,0.7,0.5833116235300689,0.21966670841989905
N,full_ev_p1_0,Lygodesmia aphylla,20,0.4,0.48440484014238927,0.19969968353977943
N,full_ev_p1_0,Lygodesmia texana,20,0.3,0.6463246169473204,0.3272337211563094
N,full_ev_p1_0,Maianthemum dilatatum,20,0.45,0.4290551546386722,0.014621746122774892
N,full_ev_p1_0,Malva multiflora,20,0.35,0.46519076066866083,0.2239905390379948
N,full_ev_p1_0,Malva nicaeensis,20,0.4,0.5279574752528282,0.1545817665464101
N,full_ev_p1_0,Matelea reticulata,20,0.2,0.3796244502961184,-0.029420582653103183
N,full_ev_p1_0,Matthiola incana,20,0.55,0.17394902679695984,0.07285164189448746
N,full_ev_p1_0,Medicago arborea,20,0.6,0.19676621294238783,0.015748155658009935
N,full_ev_p1_0,Melampyrum cristatum,20,0.4,0.36113170788219984,0.029428680580815575
N,full_ev_p1_0,Melampyrum nemorosum,20,0.35,0.5434309747803457,0.2155408512930232
N,full_ev_p1_0,Mentha longifolia,20,0.45,0.5577314709090473,0.06169387842363313
N,full_ev_p1_0,Muscari comosum,20,0.45,0.31474024545030127,0.15242857219102846
N,full_ev_p1_0,Mycelis muralis,20,0.3,0.5364563066051844,0.11445186630789361
N,full_ev_p1_0,Myoporum insulare,20,0.45,0.28688442818069987,0.009650520028997923
N,full_ev_p1_0,Narcissus assoanus,20,0.75,0.2965341341838458,0.055544389255203525
N,full_ev_p1_0,Narcissus deficiens,20,0.4,0.23601219437983495,0.09967460842306872
N,full_ev_p1_0,Narthecium ossifragum,20,0.45,0.27898079884003335,0.06702970384510289
N,full_ev_p1_0,Nelumbo lutea,20,0.35,0.4394015941667595,0.07155960061783058
N,full_ev_p1_0,Oenothera acaulis,20,0.55,0.3573702009272807,0.0024480431762458443
N,full_ev_p1_0,Ophrys scolopax,20,0.2,0.5800998681095579,0.2315268472380832
N,full_ev_p1_0,Opuntia cespitosa,20,0.45,0.3796140774366256,0.08679714701914532
N,full_ev_p1_0,Orthilia secunda,20,0.05,0.46252487133285697,-0.2572781815578101
N,full_ev_p1_0,Packera sanguisorbae,20,0.75,0.2729451388041127,0.0784285371711577
N,full_ev_p1_0,Pancratium illyricum,20,0.5,0.30294022447924085,-0.00511348429034533
N,full_ev_p1_0,Pattalias palustris,20,0.3,0.3314330184761281,0.032729784052469055
N,full_ev_p1_0,Pectocarya recurvata,20,0.1,0.7417205815016723,-0.11473325967578729
N,full_ev_p1_0,Pedicularis bracteosa,20,0.35,0.3103920101152018,0.11213983602905153
N,full_ev_p1_0,Penstemon barbatus,20,0.25,0.36761013070842374,0.10193371740669602
N,full_ev_p1_0,Penstemon heterophyllus,20,0.45,0.21338988290019728,0.12445754024159328
N,full_ev_p1_0,Persicaria attenuata,20,0.35,0.2862188869748551,0.01528423268746304
N,full_ev_p1_0,Persicaria punctata,20,0.25,0.44516882212605563,0.00897937438497839
N,full_ev_p1_0,Phacelia fremontii,20,0.65,0.4455007984372539,0.1979137628713349
N,full_ev_p1_0,Pholisma arenarium,20,0.3,0.5310873935370847,0.014192651417904314
N,full_ev_p1_0,Physalis heterophylla,20,0.0,,
N,full_ev_p1_0,Phytolacca heterotepala,20,0.1,0.16016958138673515,0.12819660956213086
N,full_ev_p1_0,Pimpinella saxifraga,20,0.7,0.33861769340203646,-0.0040111106763670535
N,full_ev_p1_0,Pisum sativum,20,0.25,0.5179594233078052,0.008964314006854438
N,full_ev_p1_0,Platycodon grandiflorus,20,0.5,0.48921704058630217,0.1710003760821575
N,full_ev_p1_0,Praxelis clematidea,20,0.6,0.46527827867052257,0.08366782297943597
N,full_ev_p1_0,Primula mistassinica,20,0.65,0.4919770908872933,0.19124695489810214
N,full_ev_p1_0,Prospero autumnale,20,0.45,0.34906961380110474,0.15153181151326386
N,full_ev_p1_0,Reynoutria japonica,20,0.15,0.6281909182449196,0.2668389449822507
N,full_ev_p1_0,Rhododendron lapponicum,20,0.4,0.28434722735992357,0.14260620746884214
N,full_ev_p1_0,Rhus copallinum,20,0.35,0.1870449895059035,0.09614733297364694
N,full_ev_p1_0,Rhus typhina,20,0.35,0.23201634680054198,0.0902900453102489
N,full_ev_p1_0,Ribes rubrum,20,0.25,0.4050100827404665,-0.0010576090001495147
N,full_ev_p1_0,Ricinocarpos pinifolius,20,0.5,0.4437478433034279,0.015823344400578955
N,full_ev_p1_0,Robinia neomexicana,20,0.55,0.36600354329526447,0.08698331701818872
N,full_ev_p1_0,Rosa californica,20,0.4,0.5147236477159136,0.19022292088544684
N,full_ev_p1_0,Roseodendron donnell-smithii,20,0.15,0.1982861981839548,0.17424831719058897
N,full_ev_p1_0,Rudbeckia fulgida,20,0.4,0.15884039969774424,0.06965345732039158
N,full_ev_p1_0,Russelia equisetiformis,20,0.2,0.14754979212073618,0.06703411020494009
N,full_ev_p1_0,Salix interior,20,0.25,0.5413241572188281,0.11786935743407115
N,full_ev_p1_0,Salvia carduacea,20,0.5,0.5758116589820697,0.2179582705406955
N,full_ev_p1_0,Sambucus ebulus,20,0.4,0.33416317371834336,-0.002369561681970049
N,full_ev_p1_0,Saxifraga tricuspidata,20,0.65,0.16477844911052303,0.04273782454670053
N,full_ev_p1_0,Scaevola ramosissima,20,0.45,0.3875750480125662,0.26879453603501907
N,full_ev_p1_0,Senecio hispidulus,20,0.35,0.4684468775608813,0.0391210287319937
N,full_ev_p1_0,Senecio pterophorus,20,0.7,0.1052032842832263,0.0304728781372679
N,full_ev_p1_0,Senna armata,20,0.4,0.011372371661270196,0.03189919832225273
N,full_ev_p1_0,Senna septemtrionalis,20,0.35,0.14838397747309243,0.03414109614436705
N,full_ev_p1_0,Silene colorata,20,0.45,0.689706129452983,0.36073130096027006
N,full_ev_p1_0,Silene nutans,20,0.3,0.3350539390374732,0.024218623571999748
N,full_ev_p1_0,Solanum carolinense,20,0.4,0.48008603246567355,0.027561062539832287
N,full_ev_p1_0,Spergularia marina,20,0.4,0.5198069903018524,0.10655114657854732
N,full_ev_p1_0,Spigelia marilandica,20,0.4,0.10744846940662053,0.046104704714085384
N,full_ev_p1_0,Stachys chamissonis,20,0.2,0.3263279563693257,0.1053472834772338
N,full_ev_p1_0,Streptopus amplexifolius,20,0.1,0.5399040484124613,-0.03698095169982679
N,full_ev_p1_0,Styphelia nesophila,20,0.05,0.5455952189145092,-0.005223712107411016
N,full_ev_p1_0,Symphoricarpos albus,20,0.45,0.4592384669978375,0.09998375127024778
N,full_ev_p1_0,Symphoricarpos occidentalis,20,0.3,0.5184752990825343,0.11014642913863143
N,full_ev_p1_0,Tabebuia rosea,20,0.1,0.6100447093892862,0.09325360910096442
N,full_ev_p1_0,Taenidia integerrima,20,0.65,0.5240311734545957,0.1444928430575662
N,full_ev_p1_0,Tanacetum corymbosum,20,0.6,0.3669827832403452,0.003144894700201619
N,full_ev_p1_0,Tecomaria capensis,20,0.25,0.12132057222525912,0.1560364766830046
N,full_ev_p1_0,Tephroseris palustris,20,0.45,0.22872230389070924,0.0622062305365161
N,full_ev_p1_0,Tetratheca ciliata,20,0.4,0.27359702071532455,0.23687508495071993
N,full_ev_p1_0,Thalictrum dasycarpum,20,0.8,0.29259504226240995,-0.04482836972397081
N,full_ev_p1_0,Torenia concolor,20,0.3,0.3873826472474586,0.23301726639335074
N,full_ev_p1_0,Tradescantia fluminensis,20,0.45,0.3134226887392035,0.09300113527842366
N,full_ev_p1_0,Trifolium angustifolium,20,0.1,0.5673377283400335,0.3007954197662735
N,full_ev_p1_0,Trifolium wormskioldii,20,0.55,0.3812397645536974,0.0975847258874159
N,full_ev_p1_0,Triglochin maritima,20,0.2,0.2828584304418835,0.044383423499158
N,full_ev_p1_0,Trillium rugelii,20,0.05,0.5860473103025867,0.5407600598041037
N,full_ev_p1_0,Utricularia macrorhiza,20,0.3,0.498556571894875,0.07975293187038042
N,full_ev_p1_0,Vaccinium arboreum,20,0.3,0.4229303300174298,0.0059800927546734455
N,full_ev_p1_0,Vaccinium pallidum,20,0.05,0.0065134932806803335,0.003891588646057209
N,full_ev_p1_0,Valeriana edulis,20,0.65,0.3418807172154035,0.07252597832573583
N,full_ev_p1_0,Viburnum rafinesqueanum,20,0.35,0.3016510088149708,-0.01222092273246351
N,full_ev_p1_0,Vicia americana,20,0.2,0.391127540622515,0.14410246476524036
N,full_ev_p1_0,Vicia grandiflora,20,0.1,0.4629519029971238,0.021380063982166297
N,full_ev_p1_0,Viola arvensis,20,0.45,0.49669072013003723,-0.08921851058098858
N,full_ev_p1_0,Volkameria inermis,20,0.35,0.36386908671959245,0.04155468458463024
N,full_ev_p1_0,Wedelia hispida,20,0.6,0.1995747314702352,0.05580011051531261
N,full_ev_p1_0,Wurmbea dioica,20,0.3,0.47768269852110573,-0.06521647351162073
N,full_ev_p1_0,Xyris jupicai,20,0.4,0.43688958539507355,0.15160019145258935
N,full_ev_p1_0,Zephyranthes candida,20,0.4,0.31324952024900776,-0.039868949108888885
N,full_ev_p1_0,Zeuxine strateumatica,20,0.25,0.5076669064592625,-0.03059916160297944
all,jitter_base,Abronia latifolia,20,0.0,,0.0
all,jitter_base,Abronia umbellata,20,0.0,,0.0
all,jitter_base,Acacia decurrens,20,0.0,,0.0
all,jitter_base,Acacia suaveolens,20,0.0,,0.0
all,jitter_base,Acacia ulicifolia,20,0.0,,0.0
all,jitter_base,Acer platanoides,20,0.0,,0.0
all,jitter_base,Aciphylla glacialis,20,0.0,,0.0
all,jitter_base,Acis autumnalis,20,0.0,,0.0
all,jitter_base,Actaea racemosa,20,0.0,,0.0
all,jitter_base,Actaea spicata,20,0.0,,0.0
all,jitter_base,Aegopodium podagraria,20,0.0,,0.0
all,jitter_base,Agave deserti,20,0.0,,0.0
all,jitter_base,Agrimonia pilosa,20,0.0,,0.0
all,jitter_base,Agrostemma githago,20,0.0,,0.0
all,jitter_base,Ailanthus altissima,20,0.0,,0.0
all,jitter_base,Allium praecox,20,0.0,,0.0
all,jitter_base,Allium vineale,20,0.0,,0.0
all,jitter_base,Amaryllis belladonna,20,0.0,,0.0
all,jitter_base,Amelanchier arborea,20,0.0,,0.0
all,jitter_base,Ampelopsis glandulosa,20,0.0,,0.0
all,jitter_base,Andropogon gerardi,20,0.0,,0.0
all,jitter_base,Anemonastrum canadense,20,0.0,,0.0
all,jitter_base,Anemone virginiana,20,0.0,,0.0
all,jitter_base,Anemonoides quinquefolia,20,0.0,,0.0
all,jitter_base,Anthriscus caucalis,20,0.0,,0.0
all,jitter_base,Aquilegia formosa,20,0.0,,0.0
all,jitter_base,Arabidopsis lyrata,20,0.0,,0.0
all,jitter_base,Arbutus unedo,20,0.0,,0.0
all,jitter_base,Arctium minus,20,0.0,,0.0
all,jitter_base,Arctostaphylos viscida,20,0.0,,0.0
all,jitter_base,Argentina anserina,20,0.0,,0.0
all,jitter_base,Arisaema dracontium,20,0.0,,0.0
all,jitter_base,Artemisia californica,20,0.0,,0.0
all,jitter_base,Artemisia vulgaris,20,0.0,,0.0
all,jitter_base,Arum cylindraceum,20,0.0,,0.0
all,jitter_base,Aruncus dioicus,20,0.0,,0.0
all,jitter_base,Arundo donax,20,0.0,,0.0
all,jitter_base,Asarum reflexum,20,0.0,,0.0
all,jitter_base,Asclepias brachystephana,20,0.0,,0.0
all,jitter_base,Asclepias texana,20,0.0,,0.0
all,jitter_base,Asclepias viridis,20,0.0,,0.0
all,jitter_base,Bacopa monnieri,20,0.0,,0.0
all,jitter_base,Banksia spinulosa,20,0.0,,0.0
all,jitter_base,Baptisia australis,20,0.0,,0.0
