condition_id,panel,species,n_classifiable,D
baseline_excl_high_background_near_clip,N,Lygodesmia texana,41,0.6793575252825699
baseline_excl_high_background_near_clip,N,Maianthemum dilatatum,57,0.03447214527546949
baseline_excl_high_background_near_clip,N,Malva multiflora,47,0.476233589859665
baseline_excl_high_background_near_clip,N,Malva nicaeensis,50,0.14959999999999996
baseline_excl_high_background_near_clip,N,Matthiola incana,56,0.6230867346938775
baseline_excl_high_background_near_clip,N,Medicago arborea,55,0.03570247933884296
baseline_excl_high_background_near_clip,N,Melampyrum cristatum,50,0.6752
baseline_excl_high_background_near_clip,N,Melampyrum nemorosum,41,0.5639500297441999
baseline_excl_high_background_near_clip,N,Mentha longifolia,76,0.025969529085872578
baseline_excl_high_background_near_clip,N,Muscari comosum,43,0.35586803677663614
baseline_excl_high_background_near_clip,N,Mycelis muralis,57,0.28931979070483216
baseline_excl_high_background_near_clip,N,Myoporum insulare,53,0.14311142755428985
baseline_excl_high_background_near_clip,N,Narcissus assoanus,71,0.027772267407260465
baseline_excl_high_background_near_clip,N,Narcissus deficiens,44,0.16528925619834722
baseline_excl_high_background_near_clip,N,Narthecium ossifragum,52,0.07396449704142016
baseline_excl_high_background_near_clip,N,Nelumbo lutea,49,0.3998334027488546
baseline_excl_high_background_near_clip,N,Oenothera acaulis,60,0.2627777777777779
baseline_excl_high_background_near_clip,N,Opuntia cespitosa,53,0.141687433250267
baseline_excl_high_background_near_clip,N,Packera sanguisorbae,63,0.11892164273116657
baseline_excl_high_background_near_clip,N,Pancratium illyricum,41,0.479476502082094
baseline_excl_high_background_near_clip,N,Pectocarya recurvata,41,0.0
baseline_excl_high_background_near_clip,N,Penstemon barbatus,51,0.18146866589773158
baseline_excl_high_background_near_clip,N,Penstemon heterophyllus,60,0.2138888888888889
baseline_excl_high_background_near_clip,N,Persicaria attenuata,48,0.15625
baseline_excl_high_background_near_clip,N,Phacelia fremontii,63,0.5301083396321492
baseline_excl_high_background_near_clip,N,Pholisma arenarium,48,0.11892361111111105
baseline_excl_high_background_near_clip,N,Pimpinella saxifraga,75,0.10097777777777783
baseline_excl_high_background_near_clip,N,Platycodon grandiflorus,51,0.2798923490965014
baseline_excl_high_background_near_clip,N,Praxelis clematidea,69,0.20793950850661624
baseline_excl_high_background_near_clip,N,Primula mistassinica,65,0.24804733727810646
baseline_excl_high_background_near_clip,N,Prospero autumnale,43,0.5830178474851271
baseline_excl_high_background_near_clip,N,Rhododendron lapponicum,51,0.41676278354479057
baseline_excl_high_background_near_clip,N,Ribes rubrum,43,0.5127095727420227
baseline_excl_high_background_near_clip,N,Ricinocarpos pinifolius,73,0.027021955338712766
baseline_excl_high_background_near_clip,N,Rosa californica,40,0.5449999999999999
baseline_excl_high_background_near_clip,N,Rudbeckia fulgida,50,0.0
baseline_excl_high_background_near_clip,N,Salvia carduacea,51,0.2698961937716263
baseline_excl_high_background_near_clip,N,Sambucus ebulus,62,0.0931321540062433
baseline_excl_high_background_near_clip,N,Saxifraga tricuspidata,65,0.14201183431952646
baseline_excl_high_background_near_clip,N,Scaevola ramosissima,61,0.15372211771029298
baseline_excl_high_background_near_clip,N,Senecio hispidulus,44,0.4080578512396694
baseline_excl_high_background_near_clip,N,Senecio pterophorus,70,0.0
baseline_excl_high_background_near_clip,N,Senna armata,60,0.032777777777777795
baseline_excl_high_background_near_clip,N,Senna septemtrionalis,59,0.06549841999425454
baseline_excl_high_background_near_clip,N,Silene colorata,53,0.5496618013527946
baseline_excl_high_background_near_clip,N,Silene nutans,48,0.1171875
baseline_excl_high_background_near_clip,N,Solanum carolinense,54,0.13991769547325106
baseline_excl_high_background_near_clip,N,Spergularia marina,54,0.13923182441700954
baseline_excl_high_background_near_clip,N,Stachys chamissonis,47,0.3313716613852423
baseline_excl_high_background_near_clip,N,Symphoricarpos occidentalis,49,0.03998334027488548
baseline_excl_high_background_near_clip,N,Taenidia integerrima,55,0.22611570247933888
baseline_excl_high_background_near_clip,N,Tanacetum corymbosum,71,0.08093632215830193
baseline_excl_high_background_near_clip,N,Tephroseris palustris,64,0.03076171875
baseline_excl_high_background_near_clip,N,Tetratheca ciliata,55,0.5871074380165289
baseline_excl_high_background_near_clip,N,Thalictrum dasycarpum,62,0.0931321540062433
baseline_excl_high_background_near_clip,N,Torenia concolor,49,0.14993752603082044
baseline_excl_high_background_near_clip,N,Tradescantia fluminensis,49,0.3248646397334445
baseline_excl_high_background_near_clip,N,Trifolium wormskioldii,44,0.6115702479338844
baseline_excl_high_background_near_clip,N,Utricularia macrorhiza,68,0.0843425605536332
baseline_excl_high_background_near_clip,N,Vaccinium arboreum,41,0.0
baseline_excl_high_background_near_clip,N,Valeriana edulis,60,0.3911111111111112
baseline_excl_high_background_near_clip,N,Viburnum rafinesqueanum,69,0.0
baseline_excl_high_background_near_clip,N,Viola arvensis,62,0.09209157127991663
baseline_excl_high_background_near_clip,N,Volkameria inermis,58,0.21224732461355522
baseline_excl_high_background_near_clip,N,Wedelia hispida,76,0.0
baseline_excl_high_background_near_clip,N,Wurmbea dioica,41,0.09280190362879237
baseline_excl_high_background_near_clip,N,Xyris jupicai,53,0.17087931648273402
baseline_excl_high_background_near_clip,N,Zephyranthes candida,56,0.10140306122448983
baseline_excl_high_background_near_clip,N,Zeuxine strateumatica,41,0.04759071980963725
baseline_excl_high_background_near_clip,P,Acacia ulicifolia,74,0.3067932797662527
baseline_excl_high_background_near_clip,P,Aciphylla glacialis,80,0.13874999999999993
baseline_excl_high_background_near_clip,P,Actaea spicata,62,0.12070759625390237
baseline_excl_high_background_near_clip,P,Aegopodium podagraria,82,0.0
baseline_excl_high_background_near_clip,P,Agrimonia pilosa,71,0.10632810950208293
baseline_excl_high_background_near_clip,P,Agrostemma githago,55,0.5533884297520661
baseline_excl_high_background_near_clip,P,Allium praecox,72,0.12924382716049387
baseline_excl_high_background_near_clip,P,Allium vineale,41,0.48542534205829857
baseline_excl_high_background_near_clip,P,Amelanchier arborea,46,0.19754253308128555
baseline_excl_high_background_near_clip,P,Anemone virginiana,45,0.3693827160493828
baseline_excl_high_background_near_clip,P,Anemonoides quinquefolia,52,0.037721893491124314
baseline_excl_high_background_near_clip,P,Arctium minus,43,0.5667928610059492
baseline_excl_high_background_near_clip,P,Baptisia australis,70,0.26489795918367354
baseline_excl_high_background_near_clip,P,Barbarea orthoceras,70,0.028163265306122343
baseline_excl_high_background_near_clip,P,Biscutella laevigata,70,0.17999999999999994
baseline_excl_high_background_near_clip,P,Brodiaea coronaria,55,0.07074380165289251
baseline_excl_high_background_near_clip,P,Bryonia alba,40,0.54125
baseline_excl_high_background_near_clip,P,Buddleja davidii,43,0.5949161709031909
baseline_excl_high_background_near_clip,P,Calycadenia multiglandulosa,61,0.0
baseline_excl_high_background_near_clip,P,Campanula giesekiana,74,0.1523009495982468
baseline_excl_high_background_near_clip,P,Campanula latifolia,43,0.4348296376419686
baseline_excl_high_background_near_clip,P,Campanula scouleri,42,0.046485260770975145
baseline_excl_high_background_near_clip,P,Carduus acanthoides,57,0.510310864881502
baseline_excl_high_background_near_clip,P,Centaurea solstitialis,72,0.054012345679012475
baseline_excl_high_background_near_clip,P,Chelone lyonii,42,0.3526077097505669
baseline_excl_high_background_near_clip,P,Cochlospermum vitifolium,48,0.11892361111111105
baseline_excl_high_background_near_clip,P,Conopholis alpina,47,0.222725215029425
baseline_excl_high_background_near_clip,P,Conradina canescens,74,0.07852447041636235
baseline_excl_high_background_near_clip,P,Convolvulus elegantissimus,55,0.5765289256198347
baseline_excl_high_background_near_clip,P,Corethrogyne filaginifolia,46,0.554820415879017
baseline_excl_high_background_near_clip,P,Cornus suecica,60,0.0
baseline_excl_high_background_near_clip,P,Cypripedium guttatum,43,0.28772309356408865
baseline_excl_high_background_near_clip,P,Delairea odorata,58,0.0
baseline_excl_high_background_near_clip,P,Delphinium glaucum,42,0.20975056689342408
baseline_excl_high_background_near_clip,P,Delphinium nuttallianum,52,0.14423076923076905
baseline_excl_high_background_near_clip,P,Dillwynia floribunda,59,0.0
baseline_excl_high_background_near_clip,P,Disphyma crassifolium,45,0.48691358024691356
baseline_excl_high_background_near_clip,P,Distimake dissectus,51,0.247597078046905
baseline_excl_high_background_near_clip,P,Elephantopus tomentosus,50,0.11440000000000006
baseline_excl_high_background_near_clip,P,Erica arborea,40,0.22375
baseline_excl_high_background_near_clip,P,Erica tetralix,51,0.6136101499423299
baseline_excl_high_background_near_clip,P,Erigeron divergens,82,0.07108863771564555
baseline_excl_high_background_near_clip,P,Erigeron linearis,90,0.08493827160493828
baseline_excl_high_background_near_clip,P,Erigeron quercifolius,75,0.05191111111111102
baseline_excl_high_background_near_clip,P,Erythranthe bicolor,66,0.058769513314967714
baseline_excl_high_background_near_clip,P,Erythranthe dentata,53,0.10679957280170882
baseline_excl_high_background_near_clip,P,Eutrochium fistulosum,40,0.18374999999999997
baseline_excl_high_background_near_clip,P,Falcaria vulgaris,67,0.029405212742259046
baseline_excl_high_background_near_clip,P,Filipendula rubra,40,0.65125
baseline_excl_high_background_near_clip,P,Gardenia jasminoides,44,0.08677685950413205
baseline_excl_high_background_near_clip,P,Gazania rigens,69,0.02856542743121193
baseline_excl_high_background_near_clip,P,Geranium macrorrhizum,43,0.5094645754461872
baseline_excl_high_background_near_clip,P,Geranium yeoi,65,0.5817751479289941
baseline_excl_high_background_near_clip,P,Gilia tricolor,69,0.2780928376391515
baseline_excl_high_background_near_clip,P,Gompholobium huegelii,66,0.3673094582185492
baseline_excl_high_background_near_clip,P,Grewia occidentalis,44,0.4700413223140496
baseline_excl_high_background_near_clip,P,Grindelia squarrosa,69,0.02856542743121193
baseline_excl_high_background_near_clip,P,Guzmania monostachia,41,0.446162998215348
baseline_excl_high_background_near_clip,P,Herbertia lahue,61,0.44074173609244827
baseline_excl_high_background_near_clip,P,Heterotheca grandiflora,68,0.05709342560553643
baseline_excl_high_background_near_clip,P,Hippocrepis comosa,73,0.0
baseline_excl_high_background_near_clip,P,Ilex glabra,57,0.03447214527546949
baseline_excl_high_background_near_clip,P,Ipomoea nil,56,0.5503826530612245
baseline_excl_high_background_near_clip,P,Ipomoea pes-caprae,49,0.6155768429820909
baseline_excl_high_background_near_clip,P,Iris sibirica,57,0.16251154201292717
baseline_excl_high_background_near_clip,P,Lantana involucrata,55,0.19768595041322323
baseline_excl_high_background_near_clip,P,Lathyrus aphaca,67,0.18712408108710177
baseline_excl_high_background_near_clip,P,Leucaena leucocephala,52,0.375
baseline_excl_high_background_near_clip,P,Leucopogon affinis,64,0.060546875
baseline_excl_high_background_near_clip,P,Leucopogon microphyllus,66,0.029843893480257178
baseline_excl_high_background_near_clip,P,Linum usitatissimum,57,0.3705755617112958
baseline_excl_high_background_near_clip,P,Lobelia pedunculata,71,0.05475104146002763
baseline_excl_high_background_near_clip,P,Lomatium macrocarpum,53,0.4699181203275187
baseline_excl_high_background_near_clip,P,Lupinus havardii,59,0.09767308244757245
baseline_excl_high_background_near_clip,P,Lysimachia europaea,74,0.0525931336742147
baseline_excl_high_background_near_clip,P,Lysimachia quadrifolia,63,0.0
baseline_excl_high_background_near_clip,P,Malacothrix saxatilis,64,0.09033203125
baseline_excl_high_background_near_clip,P,Malva moschata,50,0.4296
baseline_excl_high_background_near_clip,P,Marah oregana,56,0.1026785714285714
baseline_excl_high_background_near_clip,P,Moricandia arvensis,48,0.47829861111111116
baseline_excl_high_background_near_clip,P,Myosotis latifolia,64,0.28466796875
baseline_excl_high_background_near_clip,P,Myrtus communis,59,0.12640045963803503
baseline_excl_high_background_near_clip,P,Navarretia heterodoxa,61,0.41601719967750606
baseline_excl_high_background_near_clip,P,Nicotiana longiflora,51,0.07535563244905807
baseline_excl_high_background_near_clip,P,Olearia arborescens,58,0.15755053507728878
baseline_excl_high_background_near_clip,P,Opuntia humifusa,61,0.06342381080354742
baseline_excl_high_background_near_clip,P,Orchis mascula,43,0.5765278528934559
baseline_excl_high_background_near_clip,P,Ornithogalum umbellatum,67,0.029405212742259046
baseline_excl_high_background_near_clip,P,Ornithopus compressus,51,0.1445597846981932
baseline_excl_high_background_near_clip,P,Palafoxia texana,70,0.34244897959183673
baseline_excl_high_background_near_clip,P,Pectis papposa,83,0.0
baseline_excl_high_background_near_clip,P,Persicaria nepalensis,58,0.2782401902497027
baseline_excl_high_background_near_clip,P,Phlox diffusa,73,0.2664665040345281
baseline_excl_high_background_near_clip,P,Pimelea serpyllifolia,55,0.2975206611570247
baseline_excl_high_background_near_clip,P,Portulaca pilosa,65,0.06011834319526632
baseline_excl_high_background_near_clip,P,Portulaca suffrutescens,55,0.2591735537190084
baseline_excl_high_background_near_clip,P,Prunus ilicifolia,46,0.2637051039697542
baseline_excl_high_background_near_clip,P,Prunus mahaleb,53,0.07262370950516206
baseline_excl_high_background_near_clip,P,Pseudorchis albida,47,0.5196921684019918
baseline_excl_high_background_near_clip,P,Rafinesquia neomexicana,68,0.05752595155709339
baseline_excl_high_background_near_clip,P,Ranunculus glacialis,65,0.35928994082840227
baseline_excl_high_background_near_clip,P,Ranunculus lyallii,70,0.10775510204081629
baseline_excl_high_background_near_clip,P,Ranunculus uncinatus,42,0.2777777777777777
baseline_excl_high_background_near_clip,P,Raphanus raphanistrum,51,0.43521722414455977
baseline_excl_high_background_near_clip,P,Rorippa palustris,62,0.17481789802289294
baseline_excl_high_background_near_clip,P,Rubus pubescens,48,0.1527777777777779
baseline_excl_high_background_near_clip,P,Ruellia metziae,68,0.028979238754325065
baseline_excl_high_background_near_clip,P,Salvia longispicata,51,0.5182622068435218
baseline_excl_high_background_near_clip,P,Salvia lyrata,40,0.22375
baseline_excl_high_background_near_clip,P,Sanguinaria canadensis,62,0.031737773152965554
baseline_excl_high_background_near_clip,P,Saxifraga tridactylites,55,0.3034710743801652
baseline_excl_high_background_near_clip,P,Schelhammera undulata,47,0.5432322317790855
baseline_excl_high_background_near_clip,P,Senecio mohavensis,64,0.11865234375
baseline_excl_high_background_near_clip,P,Senna hebecarpa,44,0.23553719008264462
baseline_excl_high_background_near_clip,P,Silene dioica,46,0.27126654064272204
baseline_excl_high_background_near_clip,P,Silene rotundifolia,52,0.17677514792899407
baseline_excl_high_background_near_clip,P,Silphium integrifolium,59,0.0660729675380638
baseline_excl_high_background_near_clip,P,Sisymbrium irio,59,0.06549841999425454
baseline_excl_high_background_near_clip,P,Symphyotrichum puniceum,70,0.13428571428571423
baseline_excl_high_background_near_clip,P,Symphyotrichum subulatum,63,0.14814814814814825
baseline_excl_high_background_near_clip,P,Taraxacum erythrospermum,72,0.23919753086419737
baseline_excl_high_background_near_clip,P,Tecoma stans,61,0.12416017199677498
baseline_excl_high_background_near_clip,P,Thunbergia grandiflora,40,0.33999999999999986
baseline_excl_high_background_near_clip,P,Thymus praecox,43,0.5310978907517577
baseline_excl_high_background_near_clip,P,Tulipa sylvestris,51,0.07535563244905807
baseline_excl_high_background_near_clip,P,Vernonia gigantea,44,0.515495867768595
baseline_excl_high_background_near_clip,P,Vernonia noveboracensis,48,0.5078125
baseline_excl_high_background_near_clip,P,Veronica alpina,49,0.37900874635568516
baseline_excl_high_background_near_clip,P,Veronica spicata,55,0.3411570247933884
baseline_excl_high_background_near_clip,P,Vicia hirsuta,47,0.0
baseline_excl_high_background_near_clip,P,Vicia tetrasperma,49,0.15410245730945438
baseline_excl_high_background_near_clip,P,Vincetoxicum hirundinaria,61,0.3606557377049181
baseline_excl_high_background_near_clip,P,Viola cornuta,50,0.41359999999999997
baseline_excl_high_background_near_clip,P,Viola pedunculata,66,0.0
baseline_excl_high_background_near_clip,P,Viola rostrata,51,0.40830449826989623
baseline_excl_high_background_near_clip,P,Viola tricolor,47,0.5749207786328656
baseline_excl_high_background_near_clip,P,Viscaria vulgaris,50,0.25040000000000007
baseline_excl_high_flower_near_clip,N,Abronia latifolia,68,0.11202422145328716
baseline_excl_high_flower_near_clip,N,Abronia umbellata,44,0.5619834710743802
baseline_excl_high_flower_near_clip,N,Acacia decurrens,43,0.045429962141698255
baseline_excl_high_flower_near_clip,N,Acacia suaveolens,66,0.21303948576675857
baseline_excl_high_flower_near_clip,N,Actaea racemosa,45,0.04345679012345682
baseline_excl_high_flower_near_clip,N,Agave deserti,54,0.14060356652949246
baseline_excl_high_flower_near_clip,N,Anemonastrum canadense,67,0.029405212742259046
baseline_excl_high_flower_near_clip,N,Anthriscus caucalis,53,0.07262370950516206
baseline_excl_high_flower_near_clip,N,Arabidopsis lyrata,70,0.028163265306122343
baseline_excl_high_flower_near_clip,N,Argentina anserina,57,0.03447214527546949
baseline_excl_high_flower_near_clip,N,Asclepias brachystephana,44,0.45867768595041325
baseline_excl_high_flower_near_clip,N,Asclepias texana,60,0.0
baseline_excl_high_flower_near_clip,N,Bacopa monnieri,59,0.09767308244757245
baseline_excl_high_flower_near_clip,N,Bidens frondosa,56,0.27933673469387743
baseline_excl_high_flower_near_clip,N,Bidens pilosa,54,0.4444444444444444
baseline_excl_high_flower_near_clip,N,Blackstonia perfoliata,51,0.07535563244905807
baseline_excl_high_flower_near_clip,N,Briza media,58,0.5112960760998813
baseline_excl_high_flower_near_clip,N,Calochortus subalpinus,51,0.18146866589773158
baseline_excl_high_flower_near_clip,N,Calochortus venustus,49,0.49396084964598086
baseline_excl_high_flower_near_clip,N,Campanula cochleariifolia,72,0.17554012345679015
baseline_excl_high_flower_near_clip,N,Campanula rapunculoides,50,0.3383999999999999
baseline_excl_high_flower_near_clip,N,Campanula trachelium,43,0.4542996214169821
baseline_excl_high_flower_near_clip,N,Caragana arborescens,50,0.11280000000000001
baseline_excl_high_flower_near_clip,N,Carpodetus serratus,60,0.032777777777777795
baseline_excl_high_flower_near_clip,N,Catharanthus roseus,49,0.6172428154935443
baseline_excl_high_flower_near_clip,N,Celmisia gracilenta,60,0.2550000000000001
baseline_excl_high_flower_near_clip,N,Chaenactis fremontii,76,0.12430747922437668
baseline_excl_high_flower_near_clip,N,Clarkia purpurea,60,0.4127777777777778
baseline_excl_high_flower_near_clip,N,Clarkia tenella,67,0.5373134328358209
baseline_excl_high_flower_near_clip,N,Coreopsis basalis,48,0.04079861111111116
baseline_excl_high_flower_near_clip,N,Cotula australis,56,0.5
baseline_excl_high_flower_near_clip,N,Crepis capillaris,62,0.0
baseline_excl_high_flower_near_clip,N,Crotalaria retusa,47,0.19013128112268007
baseline_excl_high_flower_near_clip,N,Croton glandulosus,47,0.1602535083748302
baseline_excl_high_flower_near_clip,N,Daphne cneorum,61,0.06342381080354742
baseline_excl_high_flower_near_clip,N,Delphinium variegatum,52,0.10872781065088755
baseline_excl_high_flower_near_clip,N,Draba aizoides,78,0.025312294543063718
baseline_excl_high_flower_near_clip,N,Draba nemorosa,59,0.09652398735995393
baseline_excl_high_flower_near_clip,N,Erinus alpinus,64,0.58349609375
baseline_excl_high_flower_near_clip,N,Eriogonum pyrolifolium,67,0.28514145689463144
baseline_excl_high_flower_near_clip,N,Eucrypta chrysanthemifolia,43,0.08869659275283936
baseline_excl_high_flower_near_clip,N,Euonymus americanus,56,0.5739795918367347
baseline_excl_high_flower_near_clip,N,Eupatorium rotundifolium,51,0.07535563244905807
baseline_excl_high_flower_near_clip,N,Evolvulus alsinoides,69,0.4343625288804873
baseline_excl_high_flower_near_clip,N,Evolvulus nummularius,61,0.03224939532383764
baseline_excl_high_flower_near_clip,N,Ficinia nodosa,55,0.5064462809917356
baseline_excl_high_flower_near_clip,N,Florestina tripteris,75,0.026311111111110952
baseline_excl_high_flower_near_clip,N,Freesia leichtlinii,44,0.20144628099173545
baseline_excl_high_flower_near_clip,N,Galium aparine,41,0.1356335514574658
baseline_excl_high_flower_near_clip,N,Genista hispanica,82,0.024092801903628835
baseline_excl_high_flower_near_clip,N,Gentiana pneumonanthe,54,0.07133058984910856
baseline_excl_high_flower_near_clip,N,Glandularia gooddingii,60,0.331111111111111
baseline_excl_high_flower_near_clip,N,Glycyrrhiza lepidota,50,0.2744000000000002
baseline_excl_high_flower_near_clip,N,Gypsophila repens,82,0.0
baseline_excl_high_flower_near_clip,N,Hedera helix,49,0.4997917534360683
baseline_excl_high_flower_near_clip,N,Helianthemum nummularium,50,0.039200000000000124
baseline_excl_high_flower_near_clip,N,Helianthus maximiliani,55,0.0700826446280991
baseline_excl_high_flower_near_clip,N,Helichrysum arenarium,82,0.1356335514574658
baseline_excl_high_flower_near_clip,N,Hypochaeris sessiliflora,44,0.47830578512396704
baseline_excl_high_flower_near_clip,N,Ipomoea hederacea,49,0.49062890462307374
baseline_excl_high_flower_near_clip,N,Ixeris chinensis,70,0.17999999999999994
baseline_excl_high_flower_near_clip,N,Kallstroemia grandiflora,48,0.0
baseline_excl_high_flower_near_clip,N,Lagenophora strangulata,51,0.2368319876970395
baseline_excl_high_flower_near_clip,N,Lantana achyranthifolia,65,0.06011834319526632
baseline_excl_high_flower_near_clip,N,Linaria canadensis,56,0.5133928571428572
baseline_excl_high_flower_near_clip,N,Linaria texana,55,0.4614876033057851
baseline_excl_high_flower_near_clip,N,Linum narbonense,41,0.3224271267102915
baseline_excl_high_flower_near_clip,N,Lithophragma parviflorum,65,0.05964497041420125
baseline_excl_high_flower_near_clip,N,Lobelia siphilitica,48,0.21875
baseline_excl_high_flower_near_clip,N,Lomatium multifidum,55,0.4317355371900826
baseline_excl_high_flower_near_clip,N,Lupinus latifolius,54,0.5109739368998629
baseline_excl_high_flower_near_clip,N,Lupinus subcarnosus,71,0.22138464590359064
baseline_excl_high_flower_near_clip,N,Lygodesmia aphylla,44,0.40392561983471076
baseline_excl_high_flower_near_clip,N,Maianthemum dilatatum,56,0.035076530612244916
baseline_excl_high_flower_near_clip,N,Malva multiflora,47,0.44907197827071066
baseline_excl_high_flower_near_clip,N,Malva nicaeensis,50,0.14959999999999996
baseline_excl_high_flower_near_clip,N,Matthiola incana,57,0.6131117266851339
baseline_excl_high_flower_near_clip,N,Medicago arborea,56,0.0
baseline_excl_high_flower_near_clip,N,Melampyrum cristatum,49,0.6788837984173262
baseline_excl_high_flower_near_clip,N,Melampyrum nemorosum,41,0.5639500297441999
baseline_excl_high_flower_near_clip,N,Mentha longifolia,76,0.025969529085872578
baseline_excl_high_flower_near_clip,N,Muscari comosum,44,0.38119834710743805
baseline_excl_high_flower_near_clip,N,Mycelis muralis,49,0.18325697625989168
baseline_excl_high_flower_near_clip,N,Myoporum insulare,53,0.14311142755428985
baseline_excl_high_flower_near_clip,N,Narcissus assoanus,66,0.029843893480257178
baseline_excl_high_flower_near_clip,N,Narcissus deficiens,41,0.17608566329565734
baseline_excl_high_flower_near_clip,N,Narthecium ossifragum,52,0.07396449704142016
baseline_excl_high_flower_near_clip,N,Nelumbo lutea,49,0.46397334443981675
baseline_excl_high_flower_near_clip,N,Oenothera acaulis,58,0.2705112960760997
baseline_excl_high_flower_near_clip,N,Opuntia cespitosa,53,0.141687433250267
baseline_excl_high_flower_near_clip,N,Packera sanguisorbae,65,0.11550295857988169
baseline_excl_high_flower_near_clip,N,Pancratium illyricum,41,0.479476502082094
baseline_excl_high_flower_near_clip,N,Penstemon barbatus,47,0.19556360344047086
baseline_excl_high_flower_near_clip,N,Penstemon heterophyllus,61,0.23703305563020693
baseline_excl_high_flower_near_clip,N,Persicaria attenuata,49,0.15326947105372768
baseline_excl_high_flower_near_clip,N,Phacelia fremontii,66,0.5431588613406795
baseline_excl_high_flower_near_clip,N,Pholisma arenarium,50,0.14959999999999996
baseline_excl_high_flower_near_clip,N,Pimpinella saxifraga,76,0.09972299168975085
baseline_excl_high_flower_near_clip,N,Platycodon grandiflorus,50,0.2208
baseline_excl_high_flower_near_clip,N,Praxelis clematidea,71,0.20273755207300137
baseline_excl_high_flower_near_clip,N,Primula mistassinica,59,0.2418845159436943
baseline_excl_high_flower_near_clip,N,Prospero autumnale,44,0.5805785123966942
baseline_excl_high_flower_near_clip,N,Rhododendron lapponicum,54,0.4005486968449933
baseline_excl_high_flower_near_clip,N,Ribes rubrum,44,0.5154958677685951
baseline_excl_high_flower_near_clip,N,Ricinocarpos pinifolius,67,0.05791935843172191
baseline_excl_high_flower_near_clip,N,Rudbeckia fulgida,45,0.04345679012345682
baseline_excl_high_flower_near_clip,N,Salvia carduacea,54,0.28326474622770914
baseline_excl_high_flower_near_clip,N,Sambucus ebulus,63,0.09171075837742515
baseline_excl_high_flower_near_clip,N,Saxifraga tricuspidata,62,0.148283038501561
baseline_excl_high_flower_near_clip,N,Scaevola ramosissima,55,0.13685950413223147
baseline_excl_high_flower_near_clip,N,Senecio hispidulus,43,0.4348296376419686
baseline_excl_high_flower_near_clip,N,Senecio pterophorus,71,0.0
baseline_excl_high_flower_near_clip,N,Senna armata,61,0.03224939532383764
baseline_excl_high_flower_near_clip,N,Senna septemtrionalis,54,0.036351165980795574
baseline_excl_high_flower_near_clip,N,Silene colorata,54,0.5432098765432098
baseline_excl_high_flower_near_clip,N,Silene nutans,48,0.07986111111111094
baseline_excl_high_flower_near_clip,N,Solanum carolinense,55,0.16925619834710748
baseline_excl_high_flower_near_clip,N,Spergularia marina,55,0.13685950413223147
baseline_excl_high_flower_near_clip,N,Stachys chamissonis,47,0.3313716613852423
baseline_excl_high_flower_near_clip,N,Symphoricarpos albus,40,0.37749999999999995
baseline_excl_high_flower_near_clip,N,Symphoricarpos occidentalis,50,0.039200000000000124
baseline_excl_high_flower_near_clip,N,Taenidia integerrima,59,0.21258259120942258
baseline_excl_high_flower_near_clip,N,Tanacetum corymbosum,67,0.08554243706838949
baseline_excl_high_flower_near_clip,N,Tephroseris palustris,68,0.05709342560553643
baseline_excl_high_flower_near_clip,N,Tetratheca ciliata,56,0.5873724489795918
baseline_excl_high_flower_near_clip,N,Thalictrum dasycarpum,62,0.0931321540062433
baseline_excl_high_flower_near_clip,N,Tradescantia fluminensis,42,0.36281179138322006
baseline_excl_high_flower_near_clip,N,Trifolium wormskioldii,45,0.6044444444444443
baseline_excl_high_flower_near_clip,N,Utricularia macrorhiza,52,0.10872781065088755
baseline_excl_high_flower_near_clip,N,Vaccinium arboreum,41,0.0
baseline_excl_high_flower_near_clip,N,Valeriana edulis,59,0.3952887101407643
baseline_excl_high_flower_near_clip,N,Viburnum rafinesqueanum,66,0.0
baseline_excl_high_flower_near_clip,N,Viola arvensis,54,0.1049382716049383
baseline_excl_high_flower_near_clip,N,Volkameria inermis,48,0.24913194444444442
baseline_excl_high_flower_near_clip,N,Wedelia hispida,53,0.0
baseline_excl_high_flower_near_clip,N,Xyris jupicai,51,0.20761245674740492
baseline_excl_high_flower_near_clip,N,Zephyranthes candida,54,0.1049382716049383
baseline_excl_high_flower_near_clip,N,Zeuxine strateumatica,42,0.09070294784580502
baseline_excl_high_flower_near_clip,P,Acacia ulicifolia,73,0.31000187652467637
baseline_excl_high_flower_near_clip,P,Aciphylla glacialis,80,0.13874999999999993
baseline_excl_high_flower_near_clip,P,Actaea spicata,60,0.12444444444444436
baseline_excl_high_flower_near_clip,P,Aegopodium podagraria,84,0.0
baseline_excl_high_flower_near_clip,P,Agrimonia pilosa,69,0.10922075194286918
baseline_excl_high_flower_near_clip,P,Agrostemma githago,55,0.5408264462809917
baseline_excl_high_flower_near_clip,P,Allium praecox,70,0.13265306122448983
baseline_excl_high_flower_near_clip,P,Allium vineale,40,0.4937499999999999
baseline_excl_high_flower_near_clip,P,Amelanchier arborea,46,0.19754253308128555
baseline_excl_high_flower_near_clip,P,Anemone virginiana,41,0.3926234384295062
baseline_excl_high_flower_near_clip,P,Anemonoides quinquefolia,48,0.04079861111111116
baseline_excl_high_flower_near_clip,P,Arctium minus,44,0.5754132231404958
baseline_excl_high_flower_near_clip,P,Baptisia australis,71,0.2618528069827415
baseline_excl_high_flower_near_clip,P,Barbarea orthoceras,71,0.027772267407260465
