scope,condition_id,species,rows,complete_state_disagreement,both_classifiable_rows,morph_flip_joint,mean_hellinger,baseline_classifiable_fraction,counterfactual_classifiable_fraction,morph_flip_rate_both_classifiable,classifiability_change
all,fixed_ev_m0_5,Castilleja septentrionalis,100,0.02,34.0,1.0,0.14758859788449943,0.34,0.35,0.029411764705882353,0.009999999999999953
all,fixed_ev_m0_5,Catharanthus roseus,100,0.14,55.0,3.0,0.12000182067611359,0.62,0.59,0.05454545454545454,-0.030000000000000027
all,fixed_ev_m0_5,Celmisia gracilenta,100,0.0,69.0,0.0,0.07354311251570124,0.69,0.69,0.0,0.0
all,fixed_ev_m0_5,Centaurea solstitialis,100,0.0,75.0,0.0,0.13684570435493587,0.75,0.75,0.0,0.0
all,fixed_ev_m0_5,Cercis occidentalis,100,0.03,23.0,0.0,0.12468550180943397,0.25,0.24,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Chaenactis fremontii,100,0.03,75.0,0.0,0.061038203335247426,0.76,0.77,0.0,0.010000000000000009
all,fixed_ev_m0_5,Chelone lyonii,99,0.1717171717171717,36.0,2.0,0.1399504659367185,0.4444444444444444,0.43434343434343436,0.05555555555555555,-0.010101010101010055
all,fixed_ev_m0_5,Chiloglottis valida,100,0.01,17.0,0.0,0.115657249606599,0.17,0.18,0.0,0.009999999999999981
all,fixed_ev_m0_5,Clarkia purpurea,100,0.19,50.0,4.0,0.14826325097719475,0.6,0.55,0.08,-0.04999999999999993
all,fixed_ev_m0_5,Clarkia tenella,100,0.07,66.0,2.0,0.1242624676661368,0.69,0.68,0.030303030303030304,-0.009999999999999898
all,fixed_ev_m0_5,Clematis pitcheri,100,0.1,26.0,1.0,0.10622058391636063,0.28,0.33,0.038461538461538464,0.04999999999999999
all,fixed_ev_m0_5,Cochemiea dioica,100,0.09,35.0,1.0,0.13278327434481355,0.38,0.4,0.02857142857142857,0.020000000000000018
all,fixed_ev_m0_5,Cochlospermum vitifolium,100,0.0,51.0,0.0,0.16261490362271558,0.51,0.51,0.0,0.0
all,fixed_ev_m0_5,Conopholis alpina,100,0.1,49.0,0.0,0.17839765040826616,0.53,0.55,0.0,0.020000000000000018
all,fixed_ev_m0_5,Conradina canescens,100,0.06,70.0,1.0,0.07586490107568264,0.75,0.7,0.014285714285714285,-0.050000000000000044
all,fixed_ev_m0_5,Convolvulus elegantissimus,100,0.14,52.0,5.0,0.11711617300836628,0.55,0.58,0.09615384615384616,0.029999999999999916
all,fixed_ev_m0_5,Coreopsis basalis,100,0.0,67.0,0.0,0.11901092936472264,0.67,0.67,0.0,0.0
all,fixed_ev_m0_5,Corethrogyne filaginifolia,100,0.05,44.0,0.0,0.09271282435338137,0.48,0.45,0.0,-0.02999999999999997
all,fixed_ev_m0_5,Cornus suecica,100,0.0,61.0,0.0,0.03589951384255266,0.61,0.61,0.0,0.0
all,fixed_ev_m0_5,Corybas macranthus,100,0.02,14.0,2.0,0.1727958806808441,0.14,0.14,0.14285714285714285,0.0
all,fixed_ev_m0_5,Cotula australis,100,0.1,59.0,4.0,0.16950055276351023,0.6,0.64,0.06779661016949153,0.040000000000000036
all,fixed_ev_m0_5,Crepis capillaris,100,0.02,72.0,0.0,0.08680501855230198,0.72,0.74,0.0,0.020000000000000018
all,fixed_ev_m0_5,Crotalaria retusa,100,0.01,51.0,0.0,0.10584843332848955,0.52,0.51,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Croton glandulosus,100,0.04,51.0,1.0,0.09270043438963142,0.54,0.51,0.0196078431372549,-0.030000000000000027
all,fixed_ev_m0_5,Cypripedium guttatum,100,0.06,46.0,0.0,0.10364564211169694,0.47,0.51,0.0,0.040000000000000036
all,fixed_ev_m0_5,Daphne cneorum,100,0.08,64.0,1.0,0.09259711789835574,0.65,0.7,0.015625,0.04999999999999993
all,fixed_ev_m0_5,Datura stramonium,100,0.01,23.0,0.0,0.11189699412509857,0.24,0.23,0.0,-0.009999999999999981
all,fixed_ev_m0_5,Decodon verticillatus,100,0.15,26.0,0.0,0.11775949869969124,0.35,0.32,0.0,-0.02999999999999997
all,fixed_ev_m0_5,Delairea odorata,100,0.0,59.0,0.0,0.11189124488299189,0.59,0.59,0.0,0.0
all,fixed_ev_m0_5,Delphinium glaucum,100,0.03,42.0,0.0,0.06715635718464645,0.43,0.44,0.0,0.010000000000000009
all,fixed_ev_m0_5,Delphinium nuttallianum,100,0.02,51.0,1.0,0.05647130554087468,0.52,0.51,0.0196078431372549,-0.010000000000000009
all,fixed_ev_m0_5,Delphinium variegatum,100,0.0,52.0,0.0,0.04887035573571886,0.52,0.52,0.0,0.0
all,fixed_ev_m0_5,Dicentra canadensis,100,0.0,32.0,0.0,0.03614807790152089,0.32,0.32,0.0,0.0
all,fixed_ev_m0_5,Dillwynia floribunda,100,0.0,62.0,0.0,0.14078579104258904,0.62,0.62,0.0,0.0
all,fixed_ev_m0_5,Disphyma crassifolium,100,0.15,36.0,0.0,0.1190239761027082,0.48,0.39,0.0,-0.08999999999999997
all,fixed_ev_m0_5,Distimake dissectus,100,0.04,51.0,0.0,0.08029407112928225,0.53,0.53,0.0,0.0
all,fixed_ev_m0_5,Draba aizoides,100,0.01,78.0,0.0,0.1000907017634753,0.79,0.78,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Draba nemorosa,100,0.02,59.0,1.0,0.10712844843084714,0.59,0.6,0.01694915254237288,0.010000000000000009
all,fixed_ev_m0_5,Dracophyllum secundum,100,0.03,33.0,0.0,0.09342024771266604,0.34,0.35,0.0,0.009999999999999953
all,fixed_ev_m0_5,Drosera spatulata,100,0.08,37.0,1.0,0.13454163177923087,0.38,0.43,0.02702702702702703,0.04999999999999999
all,fixed_ev_m0_5,Earina mucronata,100,0.09,31.0,2.0,0.18004021207431872,0.33,0.36,0.06451612903225806,0.02999999999999997
all,fixed_ev_m0_5,Elephantopus tomentosus,100,0.11,50.0,1.0,0.09067640705435699,0.52,0.58,0.02,0.05999999999999994
all,fixed_ev_m0_5,Epacris longiflora,100,0.06,34.0,0.0,0.08836199805750738,0.36,0.38,0.0,0.020000000000000018
all,fixed_ev_m0_5,Erica arborea,100,0.03,41.0,2.0,0.07668492175140301,0.41,0.42,0.04878048780487805,0.010000000000000009
all,fixed_ev_m0_5,Erica tetralix,100,0.16,43.0,1.0,0.11840962550129236,0.51,0.5,0.023255813953488372,-0.010000000000000009
all,fixed_ev_m0_5,Erigeron divergens,100,0.05,80.0,0.0,0.07095734290971797,0.84,0.81,0.0,-0.029999999999999916
all,fixed_ev_m0_5,Erigeron linearis,100,0.02,88.0,0.0,0.11017722243009077,0.9,0.88,0.0,-0.020000000000000018
all,fixed_ev_m0_5,Erigeron quercifolius,100,0.12,68.0,1.0,0.1078348649342405,0.76,0.71,0.014705882352941176,-0.050000000000000044
all,fixed_ev_m0_5,Erinus alpinus,100,0.26,60.0,4.0,0.13913097654814427,0.68,0.74,0.06666666666666667,0.05999999999999994
all,fixed_ev_m0_5,Eriogonum pyrolifolium,100,0.09,64.0,1.0,0.0948137300068738,0.67,0.69,0.015625,0.019999999999999907
all,fixed_ev_m0_5,Erythranthe bicolor,100,0.01,68.0,0.0,0.09188521559173678,0.68,0.69,0.0,0.009999999999999898
all,fixed_ev_m0_5,Erythranthe dentata,100,0.0,58.0,0.0,0.0994847349682577,0.58,0.58,0.0,0.0
all,fixed_ev_m0_5,Eucrypta chrysanthemifolia,100,0.02,49.0,1.0,0.07069486825090922,0.5,0.49,0.02040816326530612,-0.010000000000000009
all,fixed_ev_m0_5,Euonymus americanus,100,0.11,53.0,4.0,0.17591647639802924,0.56,0.57,0.07547169811320754,0.009999999999999898
all,fixed_ev_m0_5,Eupatorium rotundifolium,100,0.02,51.0,2.0,0.05445127952145829,0.51,0.51,0.0392156862745098,0.0
all,fixed_ev_m0_5,Euphorbia cyathophora,100,0.08,39.0,3.0,0.20740443172322706,0.41,0.42,0.07692307692307693,0.010000000000000009
all,fixed_ev_m0_5,Euphorbia fendleri,100,0.0,18.0,0.0,0.1566115370427325,0.18,0.18,0.0,0.0
all,fixed_ev_m0_5,Euphorbia maculata,100,0.04,22.0,2.0,0.12845986515465288,0.22,0.24,0.09090909090909091,0.01999999999999999
all,fixed_ev_m0_5,Euphorbia paralias,100,0.01,33.0,1.0,0.1725906338146703,0.33,0.33,0.030303030303030304,0.0
all,fixed_ev_m0_5,Eutrochium fistulosum,100,0.03,39.0,1.0,0.06240098652418194,0.41,0.39,0.02564102564102564,-0.019999999999999962
all,fixed_ev_m0_5,Evolvulus alsinoides,100,0.05,73.0,1.0,0.07643804058807123,0.74,0.76,0.0136986301369863,0.020000000000000018
all,fixed_ev_m0_5,Evolvulus nummularius,100,0.01,67.0,1.0,0.03447541292779026,0.67,0.67,0.014925373134328358,0.0
all,fixed_ev_m0_5,Falcaria vulgaris,100,0.0,69.0,0.0,0.05724501959156334,0.69,0.69,0.0,0.0
all,fixed_ev_m0_5,Ficinia nodosa,100,0.13,52.0,4.0,0.09891566598870061,0.56,0.57,0.07692307692307693,0.009999999999999898
all,fixed_ev_m0_5,Filipendula rubra,100,0.05,41.0,0.0,0.09043565002428122,0.42,0.45,0.0,0.030000000000000027
all,fixed_ev_m0_5,Florestina tripteris,100,0.02,77.0,1.0,0.051035154096208256,0.77,0.78,0.012987012987012988,0.010000000000000009
all,fixed_ev_m0_5,Freesia leichtlinii,100,0.01,46.0,0.0,0.12730733266066005,0.46,0.47,0.0,0.009999999999999953
all,fixed_ev_m0_5,Fritillaria camschatcensis,100,0.06,31.0,2.0,0.14932405051607966,0.33,0.33,0.06451612903225806,0.0
all,fixed_ev_m0_5,Fumaria capreolata,100,0.02,27.0,0.0,0.06360753037358766,0.28,0.28,0.0,0.0
all,fixed_ev_m0_5,Galium aparine,100,0.02,48.0,0.0,0.10512204966538072,0.5,0.48,0.0,-0.020000000000000018
all,fixed_ev_m0_5,Gardenia jasminoides,100,0.01,44.0,0.0,0.07572892413039187,0.45,0.44,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Gaylussacia baccata,100,0.02,27.0,0.0,0.12884149474243597,0.27,0.29,0.0,0.019999999999999962
all,fixed_ev_m0_5,Gazania rigens,100,0.01,72.0,0.0,0.10538203691545493,0.72,0.73,0.0,0.010000000000000009
all,fixed_ev_m0_5,Genista hispanica,100,0.01,87.0,1.0,0.12662599195831536,0.87,0.87,0.011494252873563218,0.0
all,fixed_ev_m0_5,Gentiana pneumonanthe,100,0.02,54.0,0.0,0.06507709948244897,0.54,0.56,0.0,0.020000000000000018
all,fixed_ev_m0_5,Geobalanus oblongifolius,100,0.09,38.0,0.0,0.16756458463415227,0.4,0.45,0.0,0.04999999999999999
all,fixed_ev_m0_5,Geranium macrorrhizum,100,0.15,37.0,3.0,0.13152088966641814,0.44,0.42,0.08108108108108109,-0.020000000000000018
all,fixed_ev_m0_5,Geranium yeoi,100,0.11,64.0,8.0,0.13850947528117208,0.65,0.66,0.125,0.010000000000000009
all,fixed_ev_m0_5,Gilia tricolor,100,0.1,66.0,1.0,0.07400508599487236,0.73,0.68,0.015151515151515152,-0.04999999999999993
all,fixed_ev_m0_5,Gladiolus undulatus,100,0.02,16.0,0.0,0.1262764275405978,0.18,0.16,0.0,-0.01999999999999999
all,fixed_ev_m0_5,Glandularia gooddingii,100,0.22,61.0,6.0,0.08986866251590722,0.66,0.72,0.09836065573770492,0.05999999999999994
all,fixed_ev_m0_5,Glycyrrhiza lepidota,100,0.07,46.0,0.0,0.15172748558498697,0.5,0.49,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Gompholobium huegelii,100,0.02,65.0,1.0,0.11385202801108919,0.66,0.65,0.015384615384615385,-0.010000000000000009
all,fixed_ev_m0_5,Goodyera pubescens,100,0.0,37.0,0.0,0.05138350324379778,0.37,0.37,0.0,0.0
all,fixed_ev_m0_5,Govenia liliacea,100,0.01,39.0,0.0,0.06506331272798879,0.39,0.4,0.0,0.010000000000000009
all,fixed_ev_m0_5,Grewia occidentalis,100,0.07,40.0,0.0,0.1216630761345101,0.45,0.42,0.0,-0.030000000000000027
all,fixed_ev_m0_5,Grindelia squarrosa,100,0.01,70.0,0.0,0.1251204662294502,0.71,0.7,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Guzmania monostachia,100,0.07,42.0,0.0,0.10597052503181122,0.44,0.47,0.0,0.02999999999999997
all,fixed_ev_m0_5,Gypsophila repens,100,0.02,84.0,1.0,0.035507957517835295,0.85,0.84,0.011904761904761904,-0.010000000000000009
all,fixed_ev_m0_5,Habenaria floribunda,100,0.03,24.0,0.0,0.13383915600542784,0.26,0.25,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Hakea lissocarpha,100,0.0,33.0,0.0,0.0744064603378015,0.33,0.33,0.0,0.0
all,fixed_ev_m0_5,Hedera helix,100,0.11,46.0,3.0,0.17706409849359545,0.5,0.5,0.06521739130434782,0.0
all,fixed_ev_m0_5,Helianthemum nummularium,100,0.02,61.0,0.0,0.08645402685278564,0.62,0.62,0.0,0.0
all,fixed_ev_m0_5,Helianthus maximiliani,100,0.0,60.0,0.0,0.12397992833481311,0.6,0.6,0.0,0.0
all,fixed_ev_m0_5,Helichrysum arenarium,100,0.06,83.0,3.0,0.14478294363616057,0.84,0.85,0.03614457831325301,0.010000000000000009
all,fixed_ev_m0_5,Herbertia lahue,100,0.2,55.0,4.0,0.11188983943829003,0.67,0.59,0.07272727272727272,-0.08000000000000007
all,fixed_ev_m0_5,Heterotheca grandiflora,100,0.01,67.0,0.0,0.11255954521020044,0.68,0.67,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Heuchera micrantha,100,0.04,34.0,1.0,0.12530247518065477,0.37,0.34,0.029411764705882353,-0.02999999999999997
all,fixed_ev_m0_5,Heuchera rubescens,100,0.05,34.0,0.0,0.07231569260826821,0.36,0.37,0.0,0.010000000000000009
all,fixed_ev_m0_5,Hibiscus lasiocarpos,100,0.07,30.0,1.0,0.1080018336607511,0.34,0.32,0.03333333333333333,-0.020000000000000018
all,fixed_ev_m0_5,Hippocrepis comosa,100,0.0,76.0,0.0,0.10803362458070118,0.76,0.76,0.0,0.0
all,fixed_ev_m0_5,Hoita macrostachya,100,0.12,15.0,0.0,0.10608882900320633,0.19,0.23,0.0,0.04000000000000001
all,fixed_ev_m0_5,Hypericum hypericoides,100,0.01,35.0,0.0,0.057880643437774076,0.36,0.35,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Hypochaeris sessiliflora,100,0.02,57.0,0.0,0.09116460587215322,0.58,0.58,0.0,0.0
all,fixed_ev_m0_5,Ilex glabra,100,0.04,57.0,2.0,0.10454190594495821,0.58,0.58,0.03508771929824561,0.0
all,fixed_ev_m0_5,Ipomoea hederacea,100,0.12,53.0,3.0,0.0766028243411421,0.56,0.59,0.05660377358490566,0.029999999999999916
all,fixed_ev_m0_5,Ipomoea nil,100,0.04,55.0,1.0,0.09443462901669596,0.57,0.56,0.01818181818181818,-0.009999999999999898
all,fixed_ev_m0_5,Ipomoea pes-caprae,100,0.19,45.0,5.0,0.14615916968690493,0.49,0.55,0.1111111111111111,0.06000000000000005
all,fixed_ev_m0_5,Iris sibirica,100,0.06,56.0,0.0,0.07329372431293428,0.57,0.61,0.0,0.040000000000000036
all,fixed_ev_m0_5,Ixeris chinensis,100,0.01,77.0,1.0,0.0947963243718093,0.77,0.77,0.012987012987012988,0.0
all,fixed_ev_m0_5,Juncus effusus,100,0.02,37.0,1.0,0.16146735208870786,0.37,0.38,0.02702702702702703,0.010000000000000009
all,fixed_ev_m0_5,Kallstroemia grandiflora,100,0.01,56.0,0.0,0.1937066003322399,0.56,0.57,0.0,0.009999999999999898
all,fixed_ev_m0_5,Knightia excelsa,100,0.01,18.0,1.0,0.14830539763924233,0.18,0.18,0.05555555555555555,0.0
all,fixed_ev_m0_5,Koeleria macrantha,100,0.02,27.0,0.0,0.1366076418652393,0.27,0.29,0.0,0.019999999999999962
all,fixed_ev_m0_5,Lagenophora strangulata,100,0.05,54.0,1.0,0.0900455481173955,0.55,0.57,0.018518518518518517,0.019999999999999907
all,fixed_ev_m0_5,Lamarckia aurea,100,0.03,17.0,1.0,0.12682812123588225,0.19,0.17,0.058823529411764705,-0.01999999999999999
all,fixed_ev_m0_5,Lambertia formosa,100,0.03,26.0,0.0,0.08349833278116973,0.28,0.27,0.0,-0.010000000000000009
all,fixed_ev_m0_5,Lantana achyranthifolia,100,0.04,65.0,0.0,0.09342237349007308,0.67,0.67,0.0,0.0
all,fixed_ev_m0_5,Lantana involucrata,100,0.07,53.0,3.0,0.09772845232362964,0.56,0.54,0.05660377358490566,-0.020000000000000018
all,fixed_ev_m0_5,Lathyrus aphaca,100,0.01,68.0,0.0,0.08368902451294245,0.69,0.68,0.0,-0.009999999999999898
all,fixed_ev_m0_5,Leucaena leucocephala,100,0.06,52.0,0.0,0.11973626156253621,0.53,0.57,0.0,0.039999999999999925
all,fixed_ev_m0_5,Leucopogon affinis,100,0.0,64.0,0.0,0.053294386043116655,0.64,0.64,0.0,0.0
