tranche,species,organization_state,C_star,S_star,D,n_climate_cells,mean_bio4,mean_bio15,spatial_niche_turnover,hv3d_rarefied20,regional_centroid_sep,regional_gaussian_overlap,metric_status
reserve,Erythronium montanum,local_cooccurrence_only,True,False,0.2149104539775095,47,535.0835727123504,61.6304619971742,0.5981645388667286,1.3939924462848858,1.1056080272391324,0.3715931189301127,complete
reserve,Filipendula rubra,local_cooccurrence_only,True,False,0.643664485425342,76,1025.0009251644738,21.60911704991993,0.7883238852205687,2.226703282318353,0.9871267678960554,0.21519102586120462,complete
reserve,Frasera fastigiata,local_cooccurrence_only,True,False,0.41125,33,739.6066358161695,33.42504437764486,0.47498591008576896,0.12021296624782646,,,complete
reserve,Fumaria officinalis,unresolved_photo_state,False,False,0.3940024989587672,100,765.811513671875,32.39428557395935,0.9967393260709219,12.883578198541445,,,complete
reserve,Geobalanus oblongifolius,local_cooccurrence_only,True,False,0.46875,72,527.2606976826986,39.26251025994619,1.4544239942263717,0.49004447722883376,1.7322335159469375,0.028998911441059056,complete
reserve,Geranium caespitosum,cooccurrence_and_segregation,True,True,0.5536332179930796,85,750.7267707375919,48.91270611706902,0.5794290547476043,2.337785814031573,1.072691687450507,0.5026976273513835,complete
reserve,Gilia tricolor,local_cooccurrence_only,True,False,0.1871240810871017,71,573.716342764841,84.31261779892613,1.4646891727946134,3.072746121307193,,,complete
reserve,Glandularia bipinnatifida,cooccurrence_and_segregation,True,True,0.5093877551020408,100,635.7528398132324,55.03284530639648,1.390007882001982,9.97723120561014,1.6568943762676749,0.006937472371679104,complete
reserve,Globularia repens,cooccurrence_and_segregation,True,True,0.302866414277988,63,601.9835742768787,22.447151199219718,0.33593870569587503,1.323528768754527,,,complete
reserve,Goodyera pubescens,unresolved_photo_state,False,False,0.25350837483024,100,898.0766430664063,17.684619421958924,1.298631004421805,2.6935844277911403,0.3887663418247335,0.6285319878833256,complete
reserve,Grewia occidentalis,cooccurrence_and_segregation,True,True,0.4716553287981859,86,327.7526258424271,51.655563764793925,0.8978044660716876,3.469632017317228,,,complete
reserve,Gymnadenia rhellicani,local_cooccurrence_only,True,False,0.6515369146796897,87,619.7480370532508,24.45826814366483,0.11221822511339781,2.9863709387703974,,,complete
reserve,Herbertia lahue,local_cooccurrence_only,True,False,0.4834710743801652,100,545.1720300292968,30.501948218345643,0.5352777199287011,7.451737994169256,0.9185437819975137,0.16983013953221948,complete
reserve,Heuchera cylindrica,local_cooccurrence_only,True,False,0.3199999999999998,100,777.8574371337891,34.97229719161987,0.31639917834120107,2.771939912215775,0.6747749059350867,0.7711449698583231,complete
reserve,Hibiscus pedunculatus,local_cooccurrence_only,True,False,0.5304,66,282.5411897139116,43.761111909692936,0.9657833280210366,1.2003465574119099,,,complete
reserve,Honckenya peploides,unresolved_photo_state,False,False,0.4763705103969753,97,655.0217319763813,32.39080617354088,0.5218533094080984,32.20774702098477,0.4643593269243423,0.8043429341833563,complete
reserve,Impatiens balsamina,local_cooccurrence_only,True,False,0.436381960191484,96,383.3932504057884,71.06390823920567,0.19292115561004944,56.168213363769276,0.37453778051785036,0.8726074502488025,complete
reserve,Ipomoea nil,unresolved_photo_state,False,False,0.5546457814168744,100,292.00118337631227,76.58828816413879,0.2620371989777743,25.244130017037826,0.22481967755671506,0.8508496594737117,complete
reserve,Ipomoea triloba,unresolved_photo_state,False,False,0.6235207100591715,100,342.47364082336424,65.6732874584198,0.12936890333596995,37.62400204837881,0.5327312291212801,0.7280348802201163,complete
reserve,Ipomopsis rubra,local_cooccurrence_only,True,False,0.4783057851239669,87,745.5598547924524,32.181658953085716,1.8814499515512177,1.2473359812407614,,,complete
reserve,Kennedia coccinea,local_cooccurrence_only,True,False,0.2631427750646367,54,372.1255391438802,67.47264763160989,0.9951355769627521,0.38382747933956746,1.4613838310339056,0.14998287167835114,complete
reserve,Kunzea capitata,local_cooccurrence_only,True,False,0.515,31,383.8721234721522,29.53907560533093,0.5127557944021485,0.5868887450081407,,,complete
reserve,Lactuca biennis,unresolved_photo_state,False,False,0.3487499999999999,90,997.4279680040147,23.23124124738905,1.378665116658456,8.000295567538567,,,complete
reserve,Lactuca perennis,local_cooccurrence_only,True,False,0.4861928474422816,100,631.1021215820313,24.64971809387207,0.10589151003256314,4.176991524737202,0.8821889211672608,0.49691806509525005,complete
reserve,Lathyrus aphaca,unresolved_photo_state,False,False,0.1823146397815584,93,619.0931005990633,45.10765961677797,0.3163121825502189,6.107580855264662,,,complete
reserve,Legousia speculum-veneris,local_cooccurrence_only,True,False,0.2823691460055095,91,669.7563691191621,31.288391165680938,1.1118822287889423,3.60929267189981,1.6444992077241578,0.3378852373066572,complete
reserve,Lepidium perfoliatum,local_cooccurrence_only,True,False,0.2565289256198347,86,869.6905130785565,33.193354473557584,0.5871078222462144,3.9791918698370665,0.47485830968607384,0.5346837501645032,complete
reserve,Leucanthemum vulgare,unresolved_photo_state,False,False,0.2631135098667567,100,798.1813074493408,29.309821434020996,0.5650144629455826,25.17140843899424,0.5252559266216907,0.594874640750952,complete
reserve,Lilium martagon,unresolved_photo_state,False,False,0.548907388137357,100,770.5562948608399,32.93157828330994,1.2798015239794216,9.984647032688597,1.975886399429849,0.0745256181903433,complete
reserve,Linaria purpurea,unresolved_photo_state,False,False,0.3760092272202999,100,490.0466064453125,26.587854070663454,0.3772408024566876,8.115623319740157,1.0665738031193148,0.4935102524752944,complete
reserve,Linum alpinum,local_cooccurrence_only,True,False,0.5439053254437869,70,637.6856750488281,22.863881397247315,0.3053893800651852,2.1759859930886134,,,complete
reserve,Linum usitatissimum,unresolved_photo_state,False,False,0.3662306777645661,100,645.2016151428222,35.20677274703979,0.6519317693556709,33.89344597601281,0.4903460424372867,0.7400411337918937,complete
reserve,Lomatium columbianum,local_cooccurrence_only,True,False,0.4918032786885244,11,,,,,,,insufficient_cells
reserve,Lomatium macrocarpum,spatial_segregation_only,False,True,0.364158163265306,100,790.7795370483399,46.46557428359986,1.243093361757671,5.279299444578886,1.3425940847314988,0.5105019566659637,complete
reserve,Lunaria annua,unresolved_photo_state,False,False,0.6030615877536489,100,708.0114331054688,30.940580549240114,0.4851080681764398,17.805913764476756,0.6368637758398559,0.6081271993830092,complete
reserve,Lupinus excubitus,local_cooccurrence_only,True,False,0.2965976331360948,38,612.6940942061575,75.17367132086503,0.2726483664086253,0.468174809532408,,,complete
reserve,Lupinus formosus,local_cooccurrence_only,True,False,0.46875,41,503.92248609589365,89.98902567421517,0.506146088719748,0.5330703839988177,1.232999524187574,0.35113235234485124,complete
reserve,Marcus-kochia littorea,local_cooccurrence_only,True,False,0.6320153061224489,56,400.9945951189314,57.79001998901367,0.9863286909949475,1.2541568644744334,,,complete
reserve,Matelea edwardsensis,local_cooccurrence_only,True,False,0.336734693877551,44,727.8636141690341,33.94274312799627,1.0231845878388521,0.1260565320102425,,,complete
reserve,Monarda citriodora,unresolved_photo_state,False,False,0.5375878853434289,100,731.8683514404297,42.54790282249451,1.0464445070405382,16.814953375655364,1.1200701569480558,0.2524208426040704,complete
reserve,Moricandia arvensis,local_cooccurrence_only,True,False,0.4855820576717694,71,621.528348680953,38.10628595486493,0.8371043523580348,1.1229333320160888,1.263311237031858,0.36411055794101665,complete
reserve,Nandina domestica,unresolved_photo_state,False,False,0.2975206611570247,99,727.6227836223563,26.28060568221892,1.098027077370469,7.373497800005371,1.1328607624960558,0.4048869369110337,complete
reserve,Nemastylis geminiflora,local_cooccurrence_only,True,False,0.5732248520710058,94,805.1762214822973,32.31668299817024,1.396129896370948,0.8637268840096414,1.0781850107614184,0.14078072488742266,complete
reserve,Nymphoides indica,local_cooccurrence_only,True,False,0.2456140350877192,98,331.31112441238093,71.42275438503343,1.0626518269850398,10.647826385639531,0.7558203204963877,0.4386522281439345,complete
reserve,Oenothera speciosa,unresolved_photo_state,False,False,0.3277501131733816,100,727.789533996582,41.215138597488405,0.4845268598677702,16.318813136821447,0.4403676341027099,0.6506738998691102,complete
reserve,Opuntia fragilis,local_cooccurrence_only,True,False,0.2705112960760997,99,964.9245300292969,41.598340516138556,0.4804283666036637,3.9598476150482074,0.5783178091501815,0.39823198817851096,complete
reserve,Oxalis smalliana,local_cooccurrence_only,True,False,0.5897542690545606,64,382.0009026527405,86.2166051864624,0.68954420131327,0.8242589592249585,1.1544403727348904,0.1270124844627063,complete
reserve,Palafoxia texana,local_cooccurrence_only,True,False,0.3461457676958621,25,553.1490454101563,56.525273132324216,1.217569627747582,0.5757049359099039,,,complete
reserve,Papaver somniferum,unresolved_photo_state,False,False,0.6144000000000001,100,649.086241607666,37.547559385299685,0.4020792312264148,28.254107441720606,0.7243717130898002,0.5663720931730921,complete
reserve,Pedicularis sylvatica,unresolved_photo_state,False,False,0.510410469958358,100,482.8992398071289,28.513343353271484,0.7087684550469128,6.423989870394857,0.8709926098269909,0.48464950544472163,complete
reserve,Persicaria capitata,unresolved_photo_state,False,False,0.3326124567474048,100,361.97632555007937,56.833071823120115,0.16298458523654455,29.123375782030568,0.4661995175917669,0.8916233131384539,complete
reserve,Philotheca spicata,local_cooccurrence_only,True,False,0.5122865472719701,43,417.75225333280343,81.26803606609965,1.235408230636758,0.24727150095462413,1.4228831957291224,0.36233989792940585,complete
reserve,Pigea calycina,local_cooccurrence_only,True,False,0.4621487603305785,34,434.5238602582146,83.74184642118566,1.0930537559125872,0.07552740902651646,,,complete
reserve,Polygala virgata,local_cooccurrence_only,True,False,0.6287499999999999,81,345.5200575840326,42.14575023415648,0.6205510460397949,2.9770846069166894,1.116777197041759,0.5002903380873236,complete
reserve,Pontederia azurea,local_cooccurrence_only,True,False,0.3705621301775147,80,289.26388068199157,44.087450629472734,0.9972704799074377,12.818614862522724,,,complete
reserve,Portulaca umbraticola,unresolved_photo_state,False,False,0.6039150354019158,100,449.6292016220093,58.134475793838504,0.3602264471707147,40.20596073541652,0.6186742250931423,0.7115817798258495,complete
reserve,Primula pauciflora,spatial_segregation_only,False,True,0.5293005671077504,100,804.7658276367188,38.15312103271484,0.7272324181466547,9.392175977354206,0.39113550594320823,0.609581349899605,complete
reserve,Primula vulgaris,unresolved_photo_state,False,False,0.3348765432098766,100,565.8360891723632,27.478269262313844,0.7821936211932072,9.866416440295215,,,complete
reserve,Prunus ilicifolia,local_cooccurrence_only,True,False,0.2543402777777778,71,459.56208414426993,90.17185538923236,0.3421483391356836,0.7148533836486873,0.8615434405739655,0.4194242551622177,complete
reserve,Pseudorchis albida,local_cooccurrence_only,True,False,0.5207939508506616,99,622.9096183391532,25.907373621006204,0.4616786341100224,5.252223748722177,,,complete
reserve,Pulsatilla pratensis,local_cooccurrence_only,True,False,0.4973230220107079,95,838.3318468595805,29.542464808413857,1.310839671409309,0.91000893133991,1.4707029252562949,0.33813884032436053,complete
reserve,Ranunculus glacialis,local_cooccurrence_only,True,False,0.3305858765872131,88,627.6147037852894,22.75356554443186,0.8318937740919526,4.643903265027509,1.1786899795024957,0.3925187149335258,complete
reserve,Raphanus raphanistrum,unresolved_photo_state,False,False,0.4833531510107015,100,613.2100625610351,43.19013794898987,0.14957841026180918,34.69941763813234,0.6410535445911334,0.610053911803032,complete
reserve,Rhexia alifanus,local_cooccurrence_only,True,False,0.4019753086419754,63,643.7477184477307,24.811417685614693,1.3105571282191968,0.30613727468794,1.6853691046064216,0.00023824407645099848,complete
reserve,Rosa rubiginosa,spatial_segregation_only,False,True,0.673913043478261,100,451.85638305664065,39.309732036590574,0.031102105059817402,11.125706953426082,0.5578858438960832,0.6577466304344878,complete
reserve,Rosa woodsii,unresolved_photo_state,False,False,0.546639231824417,100,853.6448114013672,41.74694755554199,0.5958446372407769,5.175305450282057,0.6208000810597623,0.7429036655783925,complete
reserve,Ruellia simplex,unresolved_photo_state,False,False,0.3985890652557319,100,335.1466580581665,59.53282427787781,0.03756207074959938,28.157671211298098,0.3113910145810769,0.8754261433154193,complete
reserve,Sabatia angularis,local_cooccurrence_only,True,False,0.50439453125,100,830.1531866455078,16.951308660507202,0.7392025692826023,1.3939566770051182,0.680812563717411,0.5554869199312759,complete
reserve,Salsola australis,local_cooccurrence_only,True,False,0.2962500000000001,63,425.98692539760043,78.0037749305604,0.5852378310058318,2.709327803992128,1.3318223861624365,0.060097682130997886,complete
reserve,Salvia longispicata,local_cooccurrence_only,True,False,0.5376000000000001,70,217.0375846862793,102.48108869280134,1.0111762113181952,2.4144763357434775,0.9791624959506695,0.30882447914406935,complete
reserve,Salvia misella,local_cooccurrence_only,True,False,0.5425347222222223,100,303.1103757095337,90.28290775299072,1.0653930192766734,9.433031183026728,,,complete
reserve,Salvia nemorosa,unresolved_photo_state,False,False,0.3319452706722189,100,866.7552737426757,28.935088777542113,0.9506400068230092,5.0175980325820975,,,complete
reserve,Salvia tiliifolia,local_cooccurrence_only,True,False,0.4296,100,295.94996141433717,91.77500751495361,0.3609558201921111,3.579404894315265,0.5577210938087637,0.7180779937797405,complete
reserve,Scaevola nitida,local_cooccurrence_only,True,False,0.499054820415879,28,327.8762751988002,72.12088625771659,1.8976197941506638,0.1972585837552827,,,complete
reserve,Schelhammera undulata,local_cooccurrence_only,True,False,0.5559076505205975,40,364.82912826538086,22.683181047439575,0.42343848222181085,0.3720408443406052,0.6725682709774992,0.4417171498269888,complete
reserve,Scutellaria serrata,local_cooccurrence_only,True,False,0.3178980228928201,83,812.0980687888272,12.895648197955396,0.7681799849141537,0.34323243251301844,0.9504371606159435,0.4442739701478749,complete
reserve,Sidalcea sparsifolia,local_cooccurrence_only,True,False,0.5036982248520709,22,500.10128645463425,83.41114893826571,0.5796752594196228,0.5068993217174902,,,complete
reserve,Simethis mattiazzi,local_cooccurrence_only,True,False,0.2426697530864195,99,468.09847960809265,46.68652862009376,0.8624132846641822,2.2949690310051216,0.9537027407446499,0.621542195677957,complete
reserve,Solanum americanum,unresolved_photo_state,False,False,0.3047520661157024,100,345.9885034942627,58.88126750946045,0.044152508003955995,38.601084431772705,0.4550475262172727,0.8641409718278863,complete
reserve,Spiraea douglasii,local_cooccurrence_only,True,False,0.388468809073724,100,580.6565919494628,51.46442461967468,0.2026746837978685,9.951314142395434,,,complete
reserve,Spiranthes australis,unresolved_photo_state,False,False,0.3367626886145405,100,786.6333540344239,51.81006285667419,1.1817195766501618,29.541718733296406,1.0466220654094593,0.25584173894966455,complete
reserve,Strophostyles helvola,unresolved_photo_state,False,False,0.4556811421772755,100,839.8606781005859,22.2793385219574,0.7704245536051821,5.4361403710634875,0.581053274045529,0.5422444353905491,complete
reserve,Tagetes minuta,unresolved_photo_state,False,False,0.48,100,410.9468422317505,58.104606313705446,0.4655592842360088,10.071415045320489,0.8842642434208349,0.6061933999625788,complete
reserve,Thunbergia grandiflora,unresolved_photo_state,False,False,0.3796646836127637,100,195.36805912017823,56.67522122383118,0.34284859631966613,13.60792245392927,0.37239495131618117,0.8721118672499759,complete
reserve,Thymbra capitata,local_cooccurrence_only,True,False,0.6451247165532881,97,569.4154335887162,79.58997329239993,0.45197542973971105,0.596122346017362,0.5577950504544327,0.6580072643146857,complete
reserve,Thymus praecox,unresolved_photo_state,False,False,0.5560493827160493,100,489.7984826660156,25.273226404190062,0.6345188100495904,11.945867927524256,0.9261490858054829,0.21126904408621344,complete
reserve,Trichostema lanceolatum,local_cooccurrence_only,True,False,0.5175619834710743,100,535.2566848754883,88.66548950195312,0.3406278697933589,1.18738695189372,0.42844559910180846,0.5653473705708447,complete
reserve,Trifolium depauperatum,local_cooccurrence_only,True,False,0.5377999094612946,96,541.8305784861246,87.94614414374034,0.7127437287946234,1.1231441654336929,0.544260839842939,0.5303037499584458,complete
reserve,Trifolium hybridum,unresolved_photo_state,False,False,0.1913265306122449,100,938.4577825927735,33.84887662887573,0.27903131033602435,19.13008035960171,0.43576561930494395,0.6816467543654352,complete
reserve,Trifolium lupinaster,cooccurrence_and_segregation,True,True,0.5490196078431373,81,1227.4295043945312,55.81489989198285,1.3672613727705623,2.012989606342416,0.9209234280186135,0.5395577828717628,complete
reserve,Tropaeolum tricolor,cooccurrence_and_segregation,True,True,0.4218496484586262,82,364.7796024229468,103.33204357798506,0.8602164295642738,2.1740499761455925,0.9530931706448553,0.19336149044365833,complete
reserve,Vernonia gigantea,unresolved_photo_state,False,False,0.5169760072430964,100,824.2273165893555,19.843551015853883,1.2955108688666046,3.0921994583219616,1.3240446159858146,0.15546965971778373,complete
reserve,Vernonia noveboracensis,local_cooccurrence_only,True,False,0.4767397154940407,100,875.1817602539063,11.910497031211854,0.847309397392172,0.8127750223043034,0.7702654979349225,0.5968753802499676,complete
reserve,Veronica alpina,local_cooccurrence_only,True,False,0.3565181174510621,85,632.1136302274816,25.1301895422094,0.4434903749271392,8.312962489112046,0.7040873835952011,0.6336226162428257,complete
reserve,Veronica elliptica,local_cooccurrence_only,True,False,0.3594104308390022,56,294.14982877458846,17.21523414339338,0.6162135738100588,6.51531879691153,,,complete
reserve,Veronica regina-nivalis,cooccurrence_and_segregation,True,True,0.439508506616257,87,513.3729732118804,66.75033643875999,0.7541974964755179,1.322208623502247,0.9065139929086335,0.3112803074657641,complete
reserve,Vicia ludoviciana,local_cooccurrence_only,True,False,0.5105462412114657,94,664.6127189473902,32.92612531337332,1.6368198870806248,3.12425257564491,,,complete
reserve,Vicia sativa,unresolved_photo_state,False,False,0.6014814814814814,100,620.7038479614258,38.050213222503665,0.2989027548296055,24.912220773479422,0.43681488461725976,0.8361719177251148,complete
reserve,Vicia sepium,unresolved_photo_state,False,False,0.4661979448350459,100,759.1492868041992,28.153193335533143,1.3017713814724314,6.96080132325579,1.4286283649599267,0.1862716730619391,complete
reserve,Viola adunca,unresolved_photo_state,False,False,0.3335798816568047,100,924.5441040039062,46.112882432937624,0.5606601220709252,15.642429731614294,0.9264811207052099,0.3691081612090941,complete
reserve,Viola cornuta,local_cooccurrence_only,True,False,0.4208579881656804,41,585.9083043540396,20.26251641715445,1.113217345230174,0.948309782696853,,,complete
reserve,Wahlenbergia capensis,local_cooccurrence_only,True,False,0.4789670970428987,57,385.1201552006236,66.2327427111174,0.4992678401915016,1.1525924198738677,1.0245448282646583,0.43009436633037934,complete
reserve,Xyris caroliniana,cooccurrence_and_segregation,True,True,0.4985520160392069,84,559.2012474423364,39.35983283179147,1.2813131133468714,0.6725090267202476,1.1901641564125354,0.010706684942174242,complete
reserve,Zinnia elegans,unresolved_photo_state,False,False,0.4262152777777779,100,444.67958557128907,57.704444828033445,0.07787154698412667,56.118253244943645,0.31469300681708035,0.8174812577015645,complete
