species,classifiable_photos,occupied_h1_cells,cell_pairs,null_mean_before_centering,null_sd_ddof1,reliable_74,weight_equal188,weight_paircount188,weight_inverse_null_variance188
Catharanthus roseus,65,36,630,0.008127321778526788,0.037866126200466275,True,0.005319148936170213,0.08835904628330996,0.1240711077171475
Celosia argentea,9,8,28,0.014584760575603721,0.25548134367865255,False,0.005319148936170213,0.003927068723702665,0.002725549239667291
Centratherum punctatum,7,7,21,0.0034348846018410133,0.2037844563392821,False,0.005319148936170213,0.0029453015427769987,0.004283811036474857
Chamaenerion angustifolium,71,23,253,0.04931496868186043,0.0764675731124789,True,0.005319148936170213,0.035483870967741936,0.03042410432595785
Chamaenerion latifolium,34,11,55,0.10139058445587215,0.1793218579097293,True,0.005319148936170213,0.007713884992987377,0.0055323029730815
Cichorium intybus,13,7,21,0.017734349855187844,0.2600081594460911,True,0.005319148936170213,0.0029453015427769987,0.0026314702327296657
Cirsium arvense,8,8,28,-0.008283827568991167,0.3084893273829752,False,0.005319148936170213,0.003927068723702665,0.0018693564827201843
Cirsium vulgare,11,8,28,0.015097794470255015,0.1741780332016083,True,0.005319148936170213,0.003927068723702665,0.0058638877898656875
Cleome rutidosperma,6,5,10,0.0398150747977844,0.3564825105153134,False,0.005319148936170213,0.001402524544179523,0.001399896604949053
Clitoria ternatea,17,12,66,-0.008789871115247297,0.1858461260034714,True,0.005319148936170213,0.009256661991584854,0.005150689742586078
Coccinia grandis,8,8,28,0.004986511123258666,0.28458524873976965,False,0.005319148936170213,0.003927068723702665,0.002196583138902713
Cochlospermum vitifolium,5,4,6,-0.037780637780637796,0.4687373514929704,False,0.005319148936170213,0.0008415147265077139,0.0008096797765975605
Commelina benghalensis,24,15,105,0.03094424220683339,0.1400700863482778,True,0.005319148936170213,0.014726507713884993,0.009067375952506446
Commelina communis,14,7,21,0.0010489540233270605,0.2458460499618818,True,0.005319148936170213,0.0029453015427769987,0.0029433773664622556
Commelina diffusa,12,7,21,-0.013930629924045616,0.2060189163430615,True,0.005319148936170213,0.0029453015427769987,0.0041913914071963895
Commelina erecta,16,11,55,-0.03032683674192816,0.15029771009017964,True,0.005319148936170213,0.007713884992987377,0.007875310541414441
Commelina forskaolii,8,3,3,0.05605605605605604,0.7466430288202203,False,0.005319148936170213,0.00042075736325385696,0.00031911438849875314
Convolvulus arvensis,25,16,120,-0.01136685839261406,0.1518778141831322,True,0.005319148936170213,0.016830294530154277,0.007712296883052793
Cordia subcordata,9,6,15,0.01658444158444158,0.29279615079614735,False,0.005319148936170213,0.0021037868162692847,0.0020751127057596227
Crotalaria retusa,17,10,45,0.011258830930406295,0.17415329696257922,True,0.005319148936170213,0.006311360448807854,0.005865553688057936
Cyanthillium cinereum,21,13,78,0.045206135848799,0.18272789967344835,True,0.005319148936170213,0.01093969144460028,0.005327981288248799
Cypripedium acaule,6,3,3,-0.004004004004004005,0.7626580351252229,False,0.005319148936170213,0.00042075736325385696,0.00030585297923250206
Cypripedium calceolus,5,3,3,0.030030030030030016,0.6110202866357711,False,0.005319148936170213,0.00042075736325385696,0.00047649808152389793
Dactylis glomerata,7,7,21,-0.0014707790735202654,0.3427266186826528,False,0.005319148936170213,0.0029453015427769987,0.0015145260341741943
Delonix regia,9,9,36,0.001510811219093234,0.17606428651860936,False,0.005319148936170213,0.005049088359046283,0.005738916070173357
Desmodium incanum,9,5,10,0.060733460733460726,0.3513458358534649,False,0.005319148936170213,0.001402524544179523,0.0014411287899466637
Desmodium intortum,8,4,6,0.18598598598598595,0.393945902663963,False,0.005319148936170213,0.0008415147265077139,0.001146302500939977
Desmodium uncinatum,8,6,15,0.033948233948233944,0.31380577097262985,False,0.005319148936170213,0.0021037868162692847,0.0018065524015109403
Digitalis purpurea,5,4,6,-0.10624910624910625,0.4082018311917663,False,0.005319148936170213,0.0008415147265077139,0.0010676343009910097
Distimake aegyptius,5,4,6,0.14549409273079963,0.46737288271155947,False,0.005319148936170213,0.0008415147265077139,0.0008144143065395017
Duranta erecta,7,7,21,-0.001674839585256695,0.1940854682191481,False,0.005319148936170213,0.0029453015427769987,0.004722656693801197
Echium plantagineum,10,7,21,-0.023705972180136217,0.2284263223375949,True,0.005319148936170213,0.0029453015427769987,0.0034094169840372945
Echium vulgare,6,5,10,0.04475620894661537,0.3934244104609317,False,0.005319148936170213,0.001402524544179523,0.001149343410404235
Emilia fosbergii,9,6,15,-0.06264069776697011,0.2595389387248821,False,0.005319148936170213,0.0021037868162692847,0.0026409937093279257
Erigeron karvinskianus,5,3,3,-0.0025025025025025016,0.63407242443004,False,0.005319148936170213,0.00042075736325385696,0.00044248105712930936
Erodium cicutarium,7,7,21,0.005287105287105284,0.2556478807665158,False,0.005319148936170213,0.0029453015427769987,0.0027219993789149278
Erodium moschatum,6,4,6,-0.03595023595023595,0.44995182340358697,False,0.005319148936170213,0.0008415147265077139,0.0008786995083517926
Eulophia cucullata,5,3,3,0.27077077077077066,0.7218369647738567,False,0.005319148936170213,0.00042075736325385696,0.00034142410465402904
Euploca procumbens,5,3,3,0.023523523523523524,0.8105622860930984,False,0.005319148936170213,0.00042075736325385696,0.000270769429329829
Fritillaria camschatcensis,9,3,3,-0.009009009009009002,0.7084650763783733,False,0.005319148936170213,0.00042075736325385696,0.00035443411936092467
Geranium pratense,8,5,10,0.07119240452573786,0.3569077962900999,False,0.005319148936170213,0.001402524544179523,0.0013965624026149866
Geranium robertianum,10,7,21,0.1015147915607529,0.2660130478257608,True,0.005319148936170213,0.0029453015427769987,0.0025140073172169523
Geranium sibiricum,8,6,15,0.03150482526964682,0.27626257652466685,False,0.005319148936170213,0.0021037868162692847,0.0023309250000099905
Geranium sylvaticum,12,6,15,0.02101826677235506,0.26420078408678943,True,0.005319148936170213,0.0021037868162692847,0.002548614861804849
Glechoma hederacea,7,5,10,-0.03321269727132925,0.3708550540258716,False,0.005319148936170213,0.001402524544179523,0.0012934927882347874
Gloriosa superba,37,18,153,0.015928303593964247,0.10651943170608583,True,0.005319148936170213,0.021458625525946705,0.0156788690934845
Guettarda speciosa,5,4,6,0.011640211640211628,0.37945821431043014,False,0.005319148936170213,0.0008415147265077139,0.0012355049745112732
Hellenia speciosa,6,3,3,0.02352352352352352,0.7065377473100393,False,0.005319148936170213,0.00042075736325385696,0.0003563704430636895
Hesperis matronalis,6,6,15,-0.004122428451750853,0.22665132543247526,False,0.005319148936170213,0.0021037868162692847,0.0034630270940970115
Hibiscus tiliaceus,14,11,55,0.013774301315793998,0.16060233093665563,True,0.005319148936170213,0.007713884992987377,0.006897135008332197
Hippobroma longiflora,15,10,45,0.007035007290299436,0.15622665572033068,True,0.005319148936170213,0.006311360448807854,0.0072889025418528255
Hydrocotyle bonariensis,8,4,6,0.05974545974545973,0.4273948069142025,False,0.005319148936170213,0.0008415147265077139,0.0009738990310449134
Impatiens balsamina,6,5,10,0.0954707486189084,0.3335710337365574,False,0.005319148936170213,0.001402524544179523,0.0015988059431200745
Impatiens glandulifera,7,7,21,0.004828090967518618,0.1850710944237817,False,0.005319148936170213,0.0029453015427769987,0.005193919679273103
Impatiens walleriana,7,6,15,-0.006604110194582695,0.35881156231867484,False,0.005319148936170213,0.0021037868162692847,0.0013817820830361613
Ipomoea aquatica,5,5,10,0.00899687566354233,0.4050895953569824,False,0.005319148936170213,0.001402524544179523,0.0010841022318267355
Ipomoea cairica,18,15,105,0.015496547829096522,0.11359359146924368,True,0.005319148936170213,0.014726507713884993,0.01378684058909884
Ipomoea indica,15,12,66,-0.009831602488956948,0.10488722466834248,True,0.005319148936170213,0.009256661991584854,0.01617064069921751
Ipomoea pes-caprae,38,24,276,0.016139582969713524,0.07457588001948975,True,0.005319148936170213,0.03870967741935484,0.03198715699311217
Ipomoea purpurea,8,8,28,0.00043076199659829525,0.21688537857763207,False,0.005319148936170213,0.003927068723702665,0.0037819158903418743
Ipomoea triloba,6,4,6,-0.029429429429429423,0.4621780202821023,False,0.005319148936170213,0.0008415147265077139,0.0008328251653020592
Jatropha gossypiifolia,10,8,28,-0.011429363248756649,0.1814826846724539,True,0.005319148936170213,0.003927068723702665,0.005401346336459478
Jatropha integerrima,6,5,10,-0.04926359313632122,0.39248370162611396,False,0.005319148936170213,0.001402524544179523,0.0011548595284411188
Kalmia polifolia,7,4,6,-0.14056914056914055,0.4779011492778818,False,0.005319148936170213,0.0008415147265077139,0.0007789261169979172
Kalmia procumbens,24,6,15,0.045829277483411195,0.2746508702975421,True,0.005319148936170213,0.0021037868162692847,0.002358361935210216
Lamium amplexicaule,9,7,21,0.04243223321446935,0.22769452556701786,False,0.005319148936170213,0.0029453015427769987,0.0034313675313698134
Lamium purpureum,15,8,28,-0.03199394691513811,0.17249385704804837,True,0.005319148936170213,0.003927068723702665,0.005978953130322611
Lantana camara,48,29,406,0.004256161063605149,0.04367441348311215,True,0.005319148936170213,0.05694249649368864,0.09326490512610078
Lathyrus japonicus,7,7,21,-0.0070383829111470885,0.1867656331141026,False,0.005319148936170213,0.0029453015427769987,0.005100097595574883
Lathyrus tuberosus,30,9,36,0.12750306440928907,0.22185239808856613,True,0.005319148936170213,0.005049088359046283,0.0036144661390224964
Leucaena leucocephala,18,12,66,0.0030833874952098856,0.08653135273556352,True,0.005319148936170213,0.009256661991584854,0.02375885075886064
Linaria vulgaris,8,7,21,0.01397565225740262,0.2242682653873101,False,0.005319148936170213,0.0029453015427769987,0.0035370139088891353
Luffa aegyptiaca,11,7,21,0.008021753341310745,0.20969996703372082,True,0.005319148936170213,0.0029453015427769987,0.004045532470098233
Lupinus nootkatensis,16,5,10,-0.1209786798188525,0.23450782384033256,True,0.005319148936170213,0.001402524544179523,0.003234876779255974
Lysimachia arvensis,9,8,28,0.0010059320404147993,0.16181213155188667,False,0.005319148936170213,0.003927068723702665,0.0067943866515499125
Medicago lupulina,9,8,28,-0.00321591792716197,0.1920977068609697,False,0.005319148936170213,0.003927068723702665,0.004820899239559621
Melastoma malabathricum,6,6,15,0.009009023424334467,0.2708765863836622,False,0.005319148936170213,0.0021037868162692847,0.00242454070669921
Mertensia maritima,7,3,3,-0.030030030030030023,0.785387015826182,False,0.005319148936170213,0.00042075736325385696,0.000288406458290922
Mesosphaerum suaveolens,7,6,15,-0.007873718146849269,0.28877309119392475,False,0.005319148936170213,0.0021037868162692847,0.00213333457468089
Metrosideros collina,15,3,3,0.5510510510510509,0.4441744908851728,False,0.005319148936170213,0.00042075736325385696,0.0009017064768459262
Mimosa pudica,36,19,171,0.013672402761384948,0.11379110937837159,True,0.005319148936170213,0.023983169705469844,0.01373901990205616
Mirabilis jalapa,5,5,10,-0.00948220948220948,0.30591843972579735,False,0.005319148936170213,0.001402524544179523,0.0019009080265085753
Momordica charantia,17,13,78,0.020336183268721945,0.1232460972288323,True,0.005319148936170213,0.01093969144460028,0.011711865181276496
Morinda citrifolia,11,10,45,-0.013707150013469577,0.1847153588240272,True,0.005319148936170213,0.006311360448807854,0.005213944449402103
Nelumbo nucifera,6,5,10,0.02769436102769436,0.3121670441701933,False,0.005319148936170213,0.001402524544179523,0.0018255692474849758
Nerium oleander,6,5,10,0.012964479631146301,0.36506529128462917,False,0.005319148936170213,0.001402524544179523,0.0013348465003463208
Nicotiana glauca,10,9,36,-0.02975862845446681,0.19277097526570813,True,0.005319148936170213,0.005049088359046283,0.004787283275369319
Nymphaea nouchali,5,4,6,0.0912312380426075,0.4145285203084497,False,0.005319148936170213,0.0008415147265077139,0.0010352937287790634
Nymphaea rubra,6,4,6,0.0353210353210353,0.5042376946764359,False,0.005319148936170213,0.0008415147265077139,0.0006996837674690864
Oenothera rosea,11,5,10,0.09661377694703088,0.3600183850090816,True,0.005319148936170213,0.001402524544179523,0.0013725338273655823
Oldenlandia corymbosa,9,8,28,0.00770485825784954,0.22628912894649417,False,0.005319148936170213,0.003927068723702665,0.003474121750373423
Oreomecon radicata,10,4,6,-0.029187658197057865,0.4514245209635987,False,0.005319148936170213,0.0008415147265077139,0.0008729756376437513
Oxalis barrelieri,13,6,15,-0.004426233182051979,0.2072159170549773,True,0.005319148936170213,0.0021037868162692847,0.004143107397771011
Oxalis corniculata,20,15,105,-0.010830817175201301,0.16774575963623645,True,0.005319148936170213,0.014726507713884993,0.006322215778325055
Oxalis debilis,13,9,36,0.03749830438121421,0.1797636078952109,True,0.005319148936170213,0.005049088359046283,0.005505146286801811
Oxalis latifolia,5,4,6,-0.044816244816244806,0.4153973388518907,False,0.005319148936170213,0.0008415147265077139,0.0010309675492132728
Oxalis obtusa,10,3,3,-0.08858858858858856,0.7140936699403009,False,0.005319148936170213,0.00042075736325385696,0.0003488687338190821
Oxalis purpurea,7,4,6,0.03297583297583296,0.4026864312537497,False,0.005319148936170213,0.0008415147265077139,0.001097080317431809
Parnassia palustris,36,14,91,0.009761189728508856,0.11517550316751723,True,0.005319148936170213,0.012762973352033661,0.013410722597202808
Pemphis acidula,16,10,45,-0.027521329528086384,0.16946856207643096,True,0.005319148936170213,0.006311360448807854,0.006194326977659884
Persicaria capitata,14,10,45,0.006766773453860008,0.14166161405956154,True,0.005319148936170213,0.006311360448807854,0.008864781675635888
Phyla nodiflora,11,8,28,0.015463739601670641,0.19091373918257626,True,0.005319148936170213,0.003927068723702665,0.004880879077284864
Physalis angulata,5,5,10,0.0045490828466738156,0.4120003545092942,False,0.005319148936170213,0.001402524544179523,0.0010480384983014082
Pilosella aurantiaca,6,5,10,-0.003403403403403407,0.30201737330760303,False,0.005319148936170213,0.001402524544179523,0.0019503320758877223
Pinguicula vulgaris,5,3,3,-0.04354354354354353,0.7098334896452121,False,0.005319148936170213,0.00042075736325385696,0.00035306888411606026
Plantago lanceolata,8,7,21,-0.0109005109005109,0.18666690127924412,False,0.005319148936170213,0.0029453015427769987,0.005105494108366405
Platanthera convallariifolia,10,3,3,0.4359359359359358,0.5853076712635669,False,0.005319148936170213,0.00042075736325385696,0.0005192828542805474
Pontederia crassipes,17,13,78,-0.002217843402602402,0.09817410711258513,True,0.005319148936170213,0.01093969144460028,0.01845773878208166
Prunella vulgaris,9,8,28,-0.0009894921297700942,0.2476985106586257,False,0.005319148936170213,0.003927068723702665,0.002899516770574681
Pulsatilla nuttalliana,14,8,28,0.12850559968745207,0.20257275669000965,True,0.005319148936170213,0.003927068723702665,0.004335211991033161
Pulsatilla patens,8,4,6,0.05295706406735327,0.4991522435705687,False,0.005319148936170213,0.0008415147265077139,0.0007140133971898128
Rhizophora stylosa,7,3,3,0.049549549549549536,0.6462449709066534,False,0.005319148936170213,0.00042075736325385696,0.0004259690670969347
Rhodiola rosea,6,4,6,0.12129272129272127,0.4224090937574499,False,0.005319148936170213,0.0008415147265077139,0.000997024653121578
Rhododendron lapponicum,6,3,3,-0.01851851851851851,0.8180745071237819,False,0.005319148936170213,0.00042075736325385696,0.0002658194143817253
Rivina humilis,9,7,21,-0.04513136983406602,0.22697334758954896,False,0.005319148936170213,0.0029453015427769987,0.0034532076119173577
Rubus arcticus,6,4,6,-0.010839410839410833,0.4010529831950017,False,0.005319148936170213,0.0008415147265077139,0.0011060351097176874
Rubus chamaemorus,19,11,55,0.007993949923146025,0.14685284224628184,True,0.005319148936170213,0.007713884992987377,0.008249121546211461
Rubus rosifolius,7,4,6,0.08560182958832449,0.5007200729205199,False,0.005319148936170213,0.0008415147265077139,0.0007095490322225946
Ruellia simplex,13,8,28,-0.0346347363603464,0.1652167392564231,True,0.005319148936170213,0.003927068723702665,0.006517249124699525
Ruellia tuberosa,5,4,6,-0.009123409123409143,0.5618209912173598,False,0.005319148936170213,0.0008415147265077139,0.000563607147868661
Saxifraga oppositifolia,17,7,21,0.12636139695921283,0.22621561614902796,True,0.005319148936170213,0.0029453015427769987,0.003476380072854556
Saxifraga tricuspidata,9,4,6,0.11894751894751893,0.4733427244130171,False,0.005319148936170213,0.0008415147265077139,0.0007940009158935331
Scaevola taccada,36,19,171,0.001469451495562761,0.0941792148584882,True,0.005319148936170213,0.023983169705469844,0.020056829586577417
Sida acuta,6,5,10,-0.017939151272484605,0.3336820800719681,False,0.005319148936170213,0.001402524544179523,0.0015977419842830888
Silene acaulis,18,8,28,-0.019378707781118953,0.21214202073653243,True,0.005319148936170213,0.003927068723702665,0.003952928990969544
Silene involucrata,13,3,3,0.1526526526526526,0.6891446227698912,False,0.005319148936170213,0.00042075736325385696,0.0003745861123416017
Silene latifolia,6,5,10,0.06612066612066612,0.5189687036023246,False,0.005319148936170213,0.001402524544179523,0.0006605262454061617
Silybum marianum,10,7,21,0.03420693420693421,0.2704602742209591,True,0.005319148936170213,0.0029453015427769987,0.0024320105107786608
Sisyrinchium micranthum,6,6,15,0.0007042757042757066,0.36170437501870834,False,0.005319148936170213,0.0021037868162692847,0.0013597682362038548
Sisyrinchium montanum,5,3,3,-0.21821821821821816,0.6959865105547497,False,0.005319148936170213,0.00042075736325385696,0.0003672575824210938
Solanum nigrum,6,5,10,-0.014469014469014479,0.3427804460438185,False,0.005319148936170213,0.001402524544179523,0.0015140504146344074
Sonchus oleraceus,8,6,15,0.0033748033748033715,0.267660963848847,False,0.005319148936170213,0.0021037868162692847,0.0024831464878469585
Spathodea campanulata,11,8,28,-0.001575723703211894,0.23056730352603044,True,0.005319148936170213,0.003927068723702665,0.003346393242118589
Spathoglottis plicata,15,10,45,0.07490236787040425,0.16953438337766444,True,0.005319148936170213,0.006311360448807854,0.006189518047389372
Stachys palustris,6,4,6,0.07272987272987272,0.4451968316939042,False,0.005319148936170213,0.0008415147265077139,0.0008975699116098336
Stachytarpheta jamaicensis,8,6,15,-0.0036730221191401424,0.25395122288502486,False,0.005319148936170213,0.0021037868162692847,0.0027584924437845885
Suriana maritima,8,5,10,0.015655538567147544,0.28689871240262627,False,0.005319148936170213,0.001402524544179523,0.0021613008155257486
Synedrella nodiflora,21,13,78,-0.00808604443007918,0.16807905107515653,True,0.005319148936170213,0.01093969144460028,0.006297167431024524
Tabebuia heterophylla,5,4,6,0.006377806377806386,0.30143579801088344,False,0.005319148936170213,0.0008415147265077139,0.001957865083981236
Talinum fruticosum,6,5,10,0.07541828234325176,0.3176323763342294,False,0.005319148936170213,0.001402524544179523,0.0017632865229333156
Taraxacum officinale,24,16,120,-0.017306020326047528,0.16156347736147708,True,0.005319148936170213,0.016830294530154277,0.00681531654010475
Tecoma stans,6,6,15,-0.007186814346120772,0.2888325062876745,False,0.005319148936170213,0.0021037868162692847,0.002132456977914385
Thysanotus patersonii,8,5,10,0.030863311029060068,0.31414776830607405,False,0.005319148936170213,0.001402524544179523,0.0018026211318197573
Tiarella trifoliata,5,3,3,0.17597913610434543,0.8483818809617524,False,0.005319148936170213,0.00042075736325385696,0.0002471665219362969
Tribulus terrestris,8,7,21,0.010618194262020734,0.21258415854530352,False,0.005319148936170213,0.0029453015427769987,0.003936503290405664
Tridax procumbens,56,29,406,0.02212064618074446,0.06218533117924497,True,0.005319148936170213,0.05694249649368864,0.046004097207907615
Trifolium lupinaster,5,4,6,0.10378950378950377,0.4095543884332408,False,0.005319148936170213,0.0008415147265077139,0.0010605942004639024
Trifolium pratense,21,16,120,-0.005562676787892526,0.10915243735290106,True,0.005319148936170213,0.016830294530154277,0.014931572244705421
Trifolium repens,23,15,105,0.02457861855513694,0.12386875291992741,True,0.005319148936170213,0.014726507713884993,0.011594416176623256
Tripleurospermum inodorum,10,5,10,0.07961294627961295,0.4451659336924518,True,0.005319148936170213,0.001402524544179523,0.0008976945126935251
Tripleurospermum maritimum,7,4,6,-0.012129343989125277,0.4742782734710376,False,0.005319148936170213,0.0008415147265077139,0.0007908715540401082
Tropaeolum majus,5,5,10,0.003779537112870447,0.3820681663728096,False,0.005319148936170213,0.001402524544179523,0.0012186828720672704
Turnera subulata,23,11,55,-0.008642662282335902,0.15725460483600642,True,0.005319148936170213,0.007713884992987377,0.007193921134143574
Urena lobata,6,5,10,0.015852215852215856,0.3332820089116986,False,0.005319148936170213,0.001402524544179523,0.0016015801401148277
Vaccinium vitis-idaea,5,5,10,0.0007263495952449754,0.31164563125162076,False,0.005319148936170213,0.001402524544179523,0.001831683061272771
Veronica chamaedrys,11,5,10,0.007292002248167581,0.3804265461597395,True,0.005319148936170213,0.001402524544179523,0.0012292233088031952
Veronica longifolia,6,4,6,0.08777348777348774,0.44523094283646697,False,0.005319148936170213,0.0008415147265077139,0.0008974323831525266
Veronica persica,11,7,21,0.0031670188486558008,0.25046302885161636,True,0.005319148936170213,0.0029453015427769987,0.00283586243112143
Vicia cracca,9,8,28,0.009821693914531946,0.19047054976221983,False,0.005319148936170213,0.003927068723702665,0.004903619291975014
Vinca minor,8,5,10,0.042654775988109316,0.2936763984237685,False,0.005319148936170213,0.001402524544179523,0.002062691717507727
Viola altaica,20,3,3,0.2502502502502502,0.6840125611456616,False,0.005319148936170213,0.00042075736325385696,0.00038022814549334885
Viola tricolor,11,6,15,0.03692881128162282,0.2586750826520506,True,0.005319148936170213,0.0021037868162692847,0.0026586625772330825
