species,main__terrain_structure,main__thermal_regime,main__water_balance,main__atmospheric_energy_dryness,main__edaphic_regime,interaction__atmospheric_energy_dryness_x_edaphic_regime,interaction__atmospheric_energy_dryness_x_terrain_structure,interaction__edaphic_regime_x_terrain_structure,interaction__thermal_regime_x_atmospheric_energy_dryness,interaction__thermal_regime_x_edaphic_regime,interaction__thermal_regime_x_terrain_structure,interaction__thermal_regime_x_water_balance,interaction__water_balance_x_atmospheric_energy_dryness,interaction__water_balance_x_edaphic_regime,interaction__water_balance_x_terrain_structure,PC1_score,PC2_score,PC3_score,PC4_score,PC5_score
Aquilegia coerulea,0.0709073772946685,0.0835479506891074,0.2326829524821494,0.0539404346916954,0.0044810352054298,-0.134372275447024,-0.0131097918206513,0.0373841999478553,-0.067725918186504,0.0086336281623862,0.0123585262954037,0.0654303169071048,-0.0615351273808158,-0.013191834256786,-0.0127510313431964,1.0325078513749797,1.6790242011602505,1.4278736845073121,1.8347326651411315,-0.9553421607079241
Asclepias incarnata,0.2172681463326994,0.2594633308648069,0.0017270482082878,0.1929727278660488,-0.033592490114452,0.1610246726411039,0.1204744559034172,0.1907413084678972,0.1911953065305042,0.0313069669921854,0.1416818175414878,-0.0148406549618556,0.1454580179873046,0.1037094895898501,0.1378391348211466,-4.613077308558825,3.6896461362248716,3.055532609510448,-1.2509344398099642,-0.9176438520329875
Asclepias ovalifolia,-0.0008206365311479,-0.0436738353187987,-0.0079947232369961,-0.0362368256915691,-0.1374558253641122,-0.0775858801320079,-0.07234077251479,-0.1005765948367432,-0.06709041220277,-0.1180926334442483,-0.0054530141633179,0.0548395343257892,-0.0253625545850337,-0.0147928394454534,0.0449371490849169,1.3163750053784267,-0.40100568261967545,-1.5497552377212351,0.1351356795329384,-1.4408382894168015
Asclepias perennis,0.0628674208355315,0.1995099796056468,0.0934447333018457,0.0592688329296477,0.0844294288816129,0.0669163541722933,0.0272678592546919,0.0316886179908321,0.0163821594012491,0.03629196948606,-0.0054846305003033,0.0303790364439993,0.0435165479489972,-0.036410756861527,0.0168461570676861,-0.6036962460127374,1.9574637383256743,1.7803645960921703,-0.020719495384231623,0.3425446291671898
Asclepias quadrifolia,0.0022795424703763,-0.0188827409385935,0.0584778259815088,0.0642612534837668,0.0184934551450753,-0.0536348458048932,-0.0023485664849044,-0.0259385572223565,-0.0316640298498174,0.0154667588714372,0.0503819614103212,0.041242987383514,-0.0640929092570825,-0.034305771745826,-0.0034473053161441,0.40590118698682454,0.42366862403979944,0.16045481651667579,1.057565363698429,-0.45342117839138246
Asclepias viridis,0.0524868132223461,0.0074740421362438,0.0075839989202022,-0.0103930467458801,-0.0522095601747982,-0.0707182418836583,-0.0017170998094502,0.0107543400089815,0.0333965039355996,0.0625340420696805,0.0160575522747358,0.0031724660257484,-0.0378451443104049,-0.0170291091126042,0.0507541802119875,-0.15574805169026704,0.04742248858561246,-0.007597288170634529,0.292782844361651,-1.1211660658043994
Astragalus glycyphyllos,-0.0314655341255131,-0.009915423836051,-0.0423788257117255,0.040210203352552,0.0299592954767554,-0.0586690413956143,0.0557920354168796,0.0661710380995494,0.0076903709706506,0.0184752657233587,-0.0850442918842788,0.0059527100193947,0.0547345876224661,0.0436617968767348,-0.037685378217268,-0.2891091443721149,-0.4807734399128123,0.09262790888906909,-0.49136185596392057,0.9004524727619324
Austroflourensia thurifera,-0.0163261545121689,0.0802794368175516,-0.016586412121856,-0.0161067145683534,0.0174976031043074,-0.0036331395288086,0.1099720301991862,0.0471836140603368,0.0882362761547212,-0.0209542337614239,0.0364804155071142,0.0451473237370371,0.0634374402445663,-0.0170902834884088,0.0174532286593277,-1.7066037996916839,1.1266437831791603,-0.654129983551821,-0.4289148845335005,0.5198759381335418
Baptisia australis,0.08531111687721,0.0764077437869891,-0.0118290992686636,0.1111205070497195,0.107332443452809,0.015008438546436,-0.0832636264198219,-0.0390590070159806,-0.0587436177555049,0.0396013906681273,-0.0180832959015545,-0.0150638400751171,-0.0568177813770406,-0.0106247035911571,0.0878722620217381,0.9150610021265814,0.42455814906788525,1.5898581364966295,1.0204460525911385,-0.5253427244844081
Baptisia tinctoria,0.0321167525161586,-0.099857298412659,0.0359899299919843,-0.029727638424202,0.0973161957261812,0.0701504075161578,-0.0091238177772592,0.0142276608441357,-0.0650176723922457,0.028505473173055,-0.0040153633410131,-0.0435963327388414,-0.0446858578040587,0.0598175404220851,-0.0716086030082303,0.5747957894642706,-1.447028936237003,0.9486231185273417,0.5995581313561675,0.9443078890309649
Barbarea orthoceras,0.0472909230300516,0.0121725623232493,-0.0195646858546081,-0.0384188023183779,-0.0519604059736618,0.0187629723146588,-0.1131660772406581,-0.1242356209908625,-0.0963014059345705,0.0474502532491144,-0.0781170586366605,-0.0485860169100236,-0.0561788022046722,-0.0167843670743873,-0.1093557532164298,2.686495533378291,-1.4674533216600805,0.7961534042713183,-0.9040838592411959,-0.5261709396963636
Bellis annua,-0.0365035552320157,0.0093879393455328,-0.0825522636655911,0.0741311110801683,0.0113375673779621,-0.0960183423804422,0.0450049987883016,0.062284084383195,0.0413744313138991,-0.0680440683005499,0.0034516433273618,0.0490938175607219,-0.0450509536211586,-0.0546521010922773,0.070115371477241,-0.2986207399749358,0.4692050013510631,-1.003853396467207,0.6909616430839725,-0.25906168552389713
Bidens aristosa,0.0749853518347648,0.1041008679635926,0.0889301333490773,0.0627036788412334,0.1799658809551971,0.1179643155287831,-0.0672827442108029,0.1192490666076375,-0.062204645703945,0.0434888830650005,-0.0320263001742018,-0.0332671620503387,-0.0613984594100899,0.1018368047357576,-0.134681824181762,0.9324555282692932,-0.4001400627054497,3.7579823513514574,0.6459706808860874,1.3555810990191195
Bidens bipinnata,0.0884973510194685,0.1273714371914389,0.2492668757010277,0.0838384370969858,0.1389628750560678,0.1002782606384644,0.0316535814947553,0.1488595008870295,0.0889909552127597,0.1013440974314115,0.1515644171705794,0.0505396082281166,0.0421873026345439,0.1092900304952309,0.1355093397046727,-3.422067704590698,2.4596336933323806,2.940758980264734,1.9057737024583434,0.061477918779791474
Bidens cernua,-0.0116115342893431,0.0424579544382942,0.0043643625660927,-0.0612095368203004,0.0967078980280747,-0.0951819098595507,0.0246899181343787,-0.1484196466414505,-0.0724333098014735,-0.0139888117667325,-0.075537470666745,-0.0544426996577571,0.0133695428575219,-0.0642298120094013,0.0136787226785644,1.8228992364068946,0.24653224525041767,-0.8989896346879572,0.452708895682429,0.5388423393952974
Biscutella laevigata,-0.1123427026472564,-0.0195903504452901,0.018430035003478,0.0505935885631886,-0.1141962113812684,-0.0461997040747549,-0.0036587075314975,0.076497476019076,-0.036247284141715,-0.0051963286130757,0.0013077008087661,0.1009286344758268,0.0441993951714332,0.0678783011603423,0.0449164841252039,-1.0655563465983469,-0.692509002875697,-0.46419523193592555,0.35088813364736043,-0.7006049628628621
Brodiaea coronaria,0.0326907248018396,-0.0478961119400729,-0.024709374570691,-0.0666555250285581,-0.2232864454888142,0.1471893625186817,-0.0056841428382068,0.1498059205722047,0.0360003745450933,0.0237265236339575,0.0728888992065018,0.0383763178096411,0.0061517678342015,-0.0448752710067701,0.0176469605636859,-1.689304200130558,-1.2782111288131444,-0.20149591472506603,-1.0298283452151438,-1.417988558673135
Bryonia alba,0.1644422904896855,0.1172273803736481,0.126618105730298,0.1142530784326656,-0.0012267755182893,-0.0030632948660152,0.0011065129636664,-0.1116771115658619,0.1503750698141467,0.0127739597422219,0.0795907367084136,0.0328317675966927,0.0784237803915353,0.0296948845157581,0.0854703232594479,-1.5670044944870256,3.472707788201405,1.2217043685914166,-0.8413444752038404,-0.7244841230876023
Buddleja davidii,-0.0920799897007293,0.0071989228266126,0.1008949541384553,-0.0782636860802549,-0.2144720390488259,0.0146942573154273,0.0336149223255908,0.1617410543511285,0.0281640342856075,0.051563864399433,-0.0538787633523497,-0.037897032697162,0.0511336385138748,0.0936422709648513,0.0894331784331637,-1.4346592473397335,-1.35897233633019,0.23565684452550664,-0.1495931857623494,-1.2192483786505506
Bursaria spinosa,-0.0424680899089534,-0.0675853007468801,0.1308513352927826,-0.0298166023222669,0.0537972763964293,0.0348673111600725,-0.031914398554993,0.1140434298278208,0.0392360906155679,-0.0614899494884551,0.0408051708426634,-0.0019981676397031,0.00998072797772,0.1329548225728781,0.0766319528260527,-1.246300558464348,-0.48473203738176446,0.5328231690818737,1.3706188082119892,0.6246314880137984
Calochortus concolor,0.0366012976604961,-0.0951117399068119,-0.0311136621706404,-0.0966831346233799,0.044266161563945,-0.0599769343127122,0.0006078011823027,0.0185665470535246,0.0197487996047929,0.0022932568927946,0.1279938732068576,0.0581833550535219,0.0968075068231422,-0.0074048502116785,0.0966552928237735,-1.8413967871405221,-0.05897257510494778,-1.8064062811411834,0.7819469021927686,0.12854255797168535
Calochortus flexuosus,0.0440994179641668,0.0006117248169024,-0.0184243346403113,0.0252376238266862,-0.083264683752646,0.0237817973491408,-0.1200151107263898,-0.0279607250711889,0.0136011393491972,-0.0096066086176169,-0.1284498400953864,-0.008426476579353,0.0348267570247449,-0.132333827178222,0.0312402142894156,1.3562562840521428,-0.32737034041227214,0.04197128169469797,-1.5297204457066833,-0.35355196355402285
Calochortus leichtlinii,-0.0449290909678383,-0.0213564891674544,-0.1099948819085735,0.0885992326945477,-0.0960212176840252,-0.0143726168010127,-0.0463090170607969,-0.0432838888627274,0.1004071581276744,-0.0192990662995339,0.0226044754223127,-0.0201272494290032,0.0476538084003399,0.0054941172567084,-0.0069543673355911,-0.41617701626786685,-0.1658809101485271,-0.5051297235066792,-1.6398938322165744,-0.23159887631697332
Calochortus monophyllus,0.1607099355779903,0.00405392301921,-0.0097054752135127,0.0426474780019051,-0.0518528651351002,-0.0197474495573521,-0.0143498055511308,-0.0439921852858054,-0.0866404054639144,-0.0450974958418076,-0.0029842900608865,-0.0458278664775249,-0.0197891897317105,-0.0529157869435887,0.0246477850758043,1.3455232999192155,0.5399548132561698,0.41575433916105353,0.08288066876339274,-1.220866728875561
Calycadenia multiglandulosa,-0.0239915141744219,0.0712735141707569,0.0074494783881078,0.1212140236632214,0.0649646188277345,-0.1013439819013522,-0.0813853034802105,-0.0973931829523261,-0.0805974641154573,-0.1278062926670316,-0.0187699998732684,-0.1795349821637622,-0.0911552462060955,-0.1576726521953142,-0.2320381175837675,4.812089012764667,0.6868057749608665,0.9960819291619654,-0.11728433591632878,0.9211615137795336
Calystegia tuguriorum,-0.0187830906863974,-0.1152654564277142,-0.0379873464259618,-0.0466726975077169,-0.0033128407500227,0.1717505434211483,0.0958136312434372,0.0697149927392379,0.0984023653652031,0.2409788423975062,0.0410728741503317,0.1211465495427615,0.0632125643289788,0.1942376031114632,-0.0358922853617779,-4.183053514191108,-2.067147431899876,0.6117106450511283,-1.302972137655249,0.7369415783477162
Campanula latifolia,-0.0558660031972695,0.0282899511339802,-0.0032695018001608,0.0220880188636536,0.062375345420749,-0.029007022172246,-0.0425664234209476,-0.0692294722485165,-0.054508996446551,-0.0816230942820496,-0.1091462266088983,-0.1051071158177548,-0.0001896602195141,-0.1699095481331707,-0.0847147668187243,2.9954420939145363,-0.02819878552292305,-0.2217264722903436,-0.4899853180972135,1.2407305381038327
Campanula patula,0.0259320029674623,0.0596436691256568,-0.0491820553433033,0.0446713967772434,-0.1139226622799025,-0.0497302808721335,-0.0177467899847754,-0.0368080862762871,0.0592907153202608,-0.022384535188098,0.0406453456090162,0.0273783613733141,0.0712012424821714,0.0722188101855974,0.1281279970692787,-1.2904769899511055,0.7645853190551766,-0.4620204794742623,-0.5330517982351576,-1.436381227782131
Cardamine amara,-0.0095620274366367,0.0565074845989655,-0.0691192284285133,-0.0091794840982505,-0.0106494829122043,0.0090365265223637,-0.0899316184917121,-0.0144866303780871,-0.0195787024159647,-0.0417291383787709,-0.1091653252853613,-0.1190890255670864,-0.0897089028221801,0.04555883777114,-0.0472305839224279,2.3787412452742744,-1.4924900522535622,1.0407367894653812,-0.45167152455397613,-0.09872390932633485
Cardamine concatenata,-0.0576103708337534,-0.0934108882597116,-0.0703242890573673,-0.1369436067772275,-0.0293421445354496,-0.0719552013442531,-0.1088257337869106,0.0943760210038617,-0.0015828379569232,-0.0817081893754457,0.0216024177581771,0.1236435189152951,0.0389437152076582,0.0262886594976852,-0.0455351295329833,-0.1890800842891276,-1.891047959503278,-1.782214712485389,-0.033479462438355444,0.5346341422635591
Cardamine hirsuta,0.0996535979639949,0.0795028021501534,-0.0320530497447787,-0.006729896814457,-0.0041010837971495,0.0043297876436155,0.1066899702944778,0.0485989908055852,0.0295526256518684,0.0187540942743767,0.0812922784588775,-0.004772830060746,-0.0013141951687448,0.1458389399810446,0.0417805178122538,-1.7365519567281935,0.5891185902083471,0.7210593188129617,0.35264220444731126,-0.7754366071050457
Carlina hispanica,0.0105429340119142,0.0342391330746022,-0.0002319164957199,0.0389153421291075,-0.0172278518210208,0.0229677769974137,-0.017834553055157,-0.0076619922128761,0.0001788230866659,-0.0167386044660595,-0.0777753506342762,-0.0111674352581241,-0.0175302007770705,0.0782585235717996,-0.1187231401141294,0.9400704882801986,-0.5225434404546071,1.2063088507344544,-1.0904629894446867,0.44368989343904536
Carlina vulgaris,0.0016913546550015,-0.0737648573546675,0.0103027305110872,0.1111883832187501,-0.0339638232572075,-0.0504414544508393,0.1212421991111551,-0.1773881011301409,0.1078239043504265,-0.0401099860204333,0.0801535912914131,-0.01464856826687,-0.0583166447519392,-0.1203008921516223,-0.0877140954296472,0.31126177203526467,1.7943309867118689,-1.1677797409655353,-0.9330764830446195,0.04515822625026822
Carthamus mitissimus,0.0079406782598826,0.0045351159287281,0.0306220084474353,-0.0112911184845602,0.0368594327090594,-0.1142573304314913,0.0311094711919874,0.0158579067295075,-0.0547678326262917,-0.0035915424241022,-0.0156104106099381,0.0973160060453996,0.0209035424698038,0.0499268565182199,0.0492551005945333,-0.3626117972967138,0.1909280342130037,-0.5258017270376337,1.1142485623560021,-0.16621600438531203
Castilleja exserta,0.0690680389223275,0.1334645818465101,-0.013740335771295,0.0482011830480388,0.0412208305473848,-0.1116663076203004,-0.0919531021719539,-0.1092375280501121,0.0843825513931652,-0.043454652909015,-0.1601166294560531,0.0442251659041531,0.0221562921477407,0.0717869271887036,-0.152743190623351,1.9248911128109134,0.8959273838587559,1.111302710324551,-2.188417941199658,0.9241046388726364
Castilleja foliolosa,0.0907010202298561,0.0038457917934699,-0.0947744022994288,-0.0468232427807515,0.1629443911926756,-0.0274745308327078,0.0634178317993132,0.0469221783435398,-0.0461932646035,-0.0294027245061118,-0.0184361971303998,-0.0297211673151422,0.0069682162493228,-0.0177727333110413,-0.0273538258326432,0.37543006412447133,-0.198684073419642,-0.15416183744205894,0.5144878002897878,1.2000794433148052
Centranthus calcitrapae,-0.0245862564018846,-0.0504213340900015,-0.014002324308311,0.0344680374851845,-0.106015709805282,-0.0430886770079719,0.0594946087545009,-0.1019841195858318,-0.0062555775632263,0.0136036219055691,0.0457296929717807,3.171130434897726e-05,-0.1051537995482414,0.0505170798414862,0.0042334120950048,0.2088326298514999,-0.3896071302037353,-0.5362570127506905,0.3162905124500241,-1.4432605169549357
Centrosema virginianum,0.0676671973025949,-0.0236570388096585,-0.0021783861400628,0.1615575390383349,-0.02239570657806,-0.042218818458898,0.0819893140996921,0.0380155919309756,0.0660310912553261,0.0323451098597568,0.0136126885933152,-0.019472039893512,-0.0330851684056934,-0.0767803050340469,0.1065963250171597,-0.8249598864720583,1.3314972751151473,0.3054462340993643,0.334083102021785,-0.9007200195611156
Cerastium fontanum,0.006242594863563,0.0863484086728938,-0.0514674998266101,0.0170510431132751,-0.018003266000652,-0.1203042268029545,0.0512380484594985,-0.0795664051314619,0.0767635996255318,-0.0355011800441663,0.0768458830334952,0.1358610326594973,0.0832027326050561,-0.085359700538957,-0.0113199618130511,-0.9994574760234799,2.0419285718853724,-1.761258664155646,-0.8233836644780035,-0.08208771465016043
Chaenorhinum origanifolium,0.0520646365280599,0.1971600683890604,0.1204176172019929,0.192130059141677,-0.0407042651597353,-0.0524597250253582,-0.0198445011436177,0.0796791325637517,0.046070089411583,0.084560283174889,0.0051471816524043,0.0123667058549162,0.0023200466595305,-0.001314756405446,-0.0305788554756752,-0.11654937670871088,2.108731858105107,2.802387793212557,-0.163992239721423,-0.8838867479936641
