species,main__thermal_regime,main__water_balance,main__atmospheric_energy_dryness,main__edaphic_regime,main__terrain_structure,interaction__thermal_regime_x_water_balance,interaction__thermal_regime_x_atmospheric_energy_dryness,interaction__thermal_regime_x_edaphic_regime,interaction__thermal_regime_x_terrain_structure,interaction__water_balance_x_atmospheric_energy_dryness,interaction__water_balance_x_edaphic_regime,interaction__water_balance_x_terrain_structure,interaction__atmospheric_energy_dryness_x_edaphic_regime,interaction__atmospheric_energy_dryness_x_terrain_structure,interaction__edaphic_regime_x_terrain_structure
Ajuga genevensis,0.08736731130203561,0.08352925831381888,-0.04233280074332519,-0.026698339167142374,0.033067532333116226,-0.007603983710423625,-0.0024715320897691607,-0.02226685457436601,0.006478236308041516,-0.0366078254744294,0.08016929394441114,-0.13429143709778718,0.07438223915863214,-0.04660057033112939,0.010253031338901392
Alchemilla alpina,-0.10509832968703776,0.09616814097471116,0.18826559804764958,0.027314081429786922,0.15584073961186182,-0.11825814596259586,0.04602873010162218,0.009950330574986174,-0.022596016461963034,-0.03688610080338541,-0.07181922420673649,0.008443140915800711,0.14518985555026273,-0.026310227555319192,0.11533914564447079
Allium drummondii,0.06406938879625024,-0.041071612606223114,0.004702052174430469,-0.06872550520601096,0.01887948960220367,-0.08474130596396812,-0.06238103242056842,-0.044403569474279085,-0.027856559385279863,-0.010687224392811149,-0.023913107971823618,0.046366883106387244,-0.11161897828106511,0.01433559747558476,-0.039977238253217945
Allium praecox,0.0013497734594289377,-0.002865380501564594,-0.050112871288798405,-0.04602598192746936,-0.07665031101752671,-0.02205428397470765,-0.01586670570865921,-0.23361599345627218,0.01407974481631887,-0.12426047706128676,-0.2784897087873934,0.011555290134824502,-0.34538279879877953,-0.03703021772242415,-0.33206572794134104
Allium schoenoprasum,0.16852637279884325,0.023160543374266183,0.11261231931421667,0.1865040469139366,-0.04771751975466116,0.0068184899571052775,0.054436095161032275,0.07253409104005967,-0.042180352146143865,0.0780062442012052,-0.038311618018821034,0.008157640705889178,0.02631566917558438,0.07314702677707152,-0.019384809871890243
Allium tuberosum,0.058291413052907734,0.049306105084669385,0.0066998975652264245,-0.049253136400102905,0.019876628454566597,-0.11939048387966242,-0.08692255299752906,-0.11167265198212159,-0.044069242519047494,-0.10045907338262931,-0.06271751783643827,-0.025990444150478263,-0.013473797812684797,-0.03982190160811884,0.07796840814187898
Althaea officinalis,-0.10337634076349173,-0.0941527764286658,-0.06502308818543706,0.054450666579242545,-0.06607031750533812,0.09092436029990313,-0.024703528859380226,0.08149061326921585,0.0563006103442879,-0.026977566194222553,0.026315980850691607,0.06671155639722989,0.023449624046236586,-0.07642554572791625,0.03898749044970072
Alyxia buxifolia,0.25980736090679973,-0.05815461302322876,-0.05999468080369535,-0.15542938289617256,-0.14530934925160385,0.1075858435600394,-0.04084299877643319,0.13120852665053714,-0.08091222343226567,-0.07928082657075075,0.06582226508793937,0.15769447203588285,-0.19913707052490193,-0.15368535538788047,-0.037919862408824674
Amsinckia tessellata,0.018811841709280075,-0.10360563353346298,-0.06660771768628178,-0.06936267906254548,-0.16334970786919434,-0.008332457172145553,0.004873593633185307,0.029322693935902165,-0.05761299436472327,-0.02905591342804042,-0.0037511989559148545,-0.04844847937543779,-0.040991233169797685,-0.029583446532687747,-0.009464810157931249
Anchusa arvensis,0.012444419137930223,0.01758447733291447,0.04261085194930829,0.13056521697044854,0.006961506788394231,-0.031547551384400976,-0.011048041602835105,-0.19914033003314296,0.044687704999254854,-0.11685348362463777,-0.00234719063695991,-0.09241968806022664,0.02021452804498949,-0.05437806926543425,-0.003956954913773303
Andromeda polifolia,-0.021246768162364073,0.1776977576412914,0.05068692265096651,0.10925957757340707,-0.00719562987482012,0.12629944121767678,-0.02098324758797649,0.0411488278591664,0.09323126972912067,0.06593742401298502,0.0280477305897916,0.14918119616574627,-0.018842370671887387,0.01500096811626323,-0.06505341560845714
Androsace villosa,-0.09011938919768814,-0.045246415248921944,0.004701071834174306,-0.024311356526025302,-0.0001228873666398741,-0.0838482036781738,-0.011642298201738698,-0.02309065555028737,-0.08884601164818591,0.022436577136010362,-0.021016593394706167,0.04477819685403401,0.05064389201934386,0.022965560937928658,-0.03899808120965109
Andryala integrifolia,0.05373450921264398,0.061722316868848444,0.04551073750045973,0.021802446778328904,0.07838542518541103,-0.022824072370330725,0.05938097306718031,-0.013402765919330534,0.04802918032798136,-0.007467286550683248,-0.007815062161279833,0.03465980091858712,0.04073777295511862,-0.08603683675103177,-0.032792965894807936
Anemone pavonina,-0.08725494984737539,-0.1354800557987928,-0.04099073730781411,0.1405619869852511,-0.06479386038539765,0.08264705010033846,0.09842035274834902,0.056867188473062935,-0.009996210144892296,0.007971168461854299,0.014841229641729962,-0.0009425891228153605,0.05278952724921356,-0.03620759875520483,0.016171081459428107
Anemonoides blanda,-0.03455297549465228,-0.04375043074449028,0.03634972415497387,-0.12716975232681443,-0.014668287638302996,-0.06879901024055976,0.0001358115163021313,-0.011167677251679779,-0.022069950013591362,-0.010564079001605567,-0.00972780946423984,-0.028569752770574854,-0.06320954174687411,0.08482310810058893,-0.025858102369436867
Anemonoides quinquefolia,-0.09675782825957585,0.16017258666538844,-0.1201045154661278,0.06236589291740811,-0.06978280764608323,0.09179853570097957,-0.09017741376283034,-0.07358108990878859,-0.0416899506326803,-0.017364534741305726,-0.03572539576262172,0.03579583444525846,-0.05940342711134742,-0.03410250099180544,-0.008376820156068939
Antennaria dioica,0.09567535404597224,-0.07473250218339234,-0.03321217793775327,-0.00012830897229284811,-0.06219116211295619,0.07865960768438103,0.07804923141297097,-0.004595311429090854,0.007487619680043666,0.00607379081404916,-0.02648628705920335,0.017372266709047304,-0.07394463489175013,-0.051081084766459145,-0.03683783614436718
Aquilegia coerulea,0.08354795068910748,0.23268295248214946,0.053940434691695446,0.004481035205429877,0.07090737729466856,0.06543031690710487,-0.06772591818650409,0.008633628162386251,0.01235852629540375,-0.06153512738081589,-0.013191834256786026,-0.012751031343196408,-0.13437227544702404,-0.013109791820651348,0.03738419994785531
Asclepias incarnata,0.25946333086480694,0.0017270482082878318,0.19297272786604885,-0.03359249011445204,0.21726814633269945,-0.014840654961855663,0.1911953065305042,0.031306966992185485,0.1416818175414878,0.14545801798730465,0.10370948958985013,0.13783913482114662,0.16102467264110396,0.12047445590341727,0.1907413084678972
Asclepias ovalifolia,-0.043673835318798725,-0.007994723236996138,-0.03623682569156918,-0.13745582536411222,-0.0008206365311479113,0.05483953432578923,-0.06709041220277004,-0.11809263344424835,-0.005453014163317922,-0.02536255458503376,-0.014792839445453424,0.04493714908491696,-0.07758588013200796,-0.07234077251479004,-0.10057659483674328
Asclepias perennis,0.19950997960564684,0.09344473330184572,0.059268832929647755,0.08442942888161291,0.06286742083553157,0.03037903644399936,0.016382159401249183,0.036291969486060026,-0.005484630500303322,0.04351654794899727,-0.036410756861527005,0.016846157067686163,0.0669163541722933,0.027267859254691974,0.03168861799083212
Asclepias quadrifolia,-0.01888274093859359,0.058477825981508885,0.06426125348376686,0.01849345514507533,0.0022795424703763857,0.04124298738351408,-0.03166402984981749,0.015466758871437267,0.050381961410321266,-0.06409290925708254,-0.034305771745826046,-0.003447305316144136,-0.05363484580489324,-0.002348566484904447,-0.025938557222356592
Asclepias viridis,0.007474042136243813,0.007583998920202274,-0.010393046745880112,-0.052209560174798206,0.05248681322234617,0.0031724660257484638,0.03339650393559962,0.06253404206968051,0.016057552274735834,-0.037845144310404935,-0.017029109112604236,0.05075418021198753,-0.07071824188365831,-0.001717099809450267,0.010754340008981513
Astragalus glycyphyllos,-0.009915423836051028,-0.042378825711725576,0.04021020335255202,0.02995929547675549,-0.03146553412551311,0.005952710019394714,0.007690370970650605,0.01847526572335871,-0.0850442918842788,0.05473458762246616,0.04366179687673489,-0.03768537821726808,-0.05866904139561436,0.05579203541687963,0.06617103809954947
Austroflourensia thurifera,0.08027943681755167,-0.016586412121856072,-0.01610671456835345,0.01749760310430745,-0.01632615451216896,0.04514732373703717,0.08823627615472125,-0.020954233761423927,0.036480415507114214,0.06343744024456636,-0.017090283488408804,0.01745322865932774,-0.0036331395288086406,0.10997203019918625,0.047183614060336804
Baptisia australis,0.0764077437869891,-0.011829099268663656,0.11112050704971957,0.10733244345280907,0.08531111687721002,-0.015063840075117133,-0.058743617755504914,0.0396013906681273,-0.018083295901554525,-0.056817781377040626,-0.010624703591157117,0.08787226202173817,0.015008438546436062,-0.08326362641982198,-0.039059007015980605
Baptisia tinctoria,-0.09985729841265902,0.035989929991984304,-0.029727638424202094,0.09731619572618128,0.03211675251615867,-0.043596332738841476,-0.0650176723922457,0.028505473173055046,-0.004015363341013179,-0.044685857804058704,0.05981754042208518,-0.07160860300823033,0.07015040751615785,-0.00912381777725925,0.014227660844135754
Barbarea orthoceras,0.01217256232324933,-0.019564685854608178,-0.038418802318377986,-0.05196040597366186,0.04729092303005166,-0.048586016910023636,-0.09630140593457051,0.04745025324911442,-0.07811705863666057,-0.05617880220467225,-0.016784367074387314,-0.1093557532164298,0.018762972314658833,-0.11316607724065812,-0.12423562099086258
Bellis annua,0.009387939345532843,-0.08255226366559112,0.07413111108016837,0.011337567377962186,-0.036503555232015726,0.04909381756072197,0.0413744313138991,-0.06804406830054993,0.0034516433273618784,-0.045050953621158664,-0.054652101092277375,0.07011537147724102,-0.09601834238044227,0.04500499878830162,0.062284084383195076
Bidens aristosa,0.10410086796359262,0.08893013334907734,0.0627036788412334,0.17996588095519717,0.07498535183476482,-0.033267162050338785,-0.06220464570394505,0.043488883065000546,-0.03202630017420189,-0.0613984594100899,0.10183680473575761,-0.13468182418176203,0.11796431552878317,-0.0672827442108029,0.11924906660763758
Bidens bipinnata,0.12737143719143895,0.2492668757010277,0.08383843709698585,0.13896287505606789,0.08849735101946858,0.05053960822811661,0.08899095521275979,0.1013440974314115,0.15156441717057942,0.04218730263454397,0.10929003049523096,0.13550933970467274,0.10027826063846443,0.03165358149475537,0.14885950088702957
Bidens cernua,0.042457954438294206,0.004364362566092798,-0.061209536820300496,0.09670789802807472,-0.011611534289343138,-0.054442699657757165,-0.07243330980147351,-0.013988811766732504,-0.07553747066674507,0.013369542857521918,-0.06422981200940137,0.013678722678564448,-0.09518190985955072,0.024689918134378715,-0.14841964664145052
Biscutella laevigata,-0.019590350445290103,0.01843003500347806,0.05059358856318867,-0.11419621138126841,-0.11234270264725646,0.10092863447582684,-0.03624728414171509,-0.005196328613075714,0.0013077008087661716,0.04419939517143323,0.06787830116034235,0.04491648412520395,-0.04619970407475492,-0.003658707531497568,0.07649747601907601
Brodiaea coronaria,-0.04789611194007297,-0.024709374570691084,-0.06665552502855819,-0.2232864454888142,0.032690724801839606,0.038376317809641194,0.036000374545093354,0.02372652363395753,0.07288889920650185,0.006151767834201542,-0.04487527100677012,0.01764696056368595,0.14718936251868178,-0.00568414283820682,0.1498059205722047
Bryonia alba,0.11722738037364815,0.126618105730298,0.11425307843266562,-0.0012267755182893726,0.1644422904896855,0.032831767596692735,0.15037506981414672,0.01277395974222192,0.07959073670841364,0.07842378039153539,0.029694884515758135,0.08547032325944794,-0.003063294866015256,0.0011065129636664095,-0.11167711156586195
Buddleja davidii,0.007198922826612608,0.10089495413845534,-0.07826368608025495,-0.21447203904882592,-0.0920799897007293,-0.03789703269716203,0.028164034285607598,0.05156386439943303,-0.05387876335234977,0.051133638513874854,0.09364227096485138,0.08943317843316378,0.014694257315427383,0.0336149223255908,0.1617410543511285
Bursaria spinosa,-0.06758530074688016,0.13085133529278267,-0.029816602322266995,0.053797276396429373,-0.04246808990895346,-0.001998167639703136,0.039236090615567994,-0.06148994948845516,0.04080517084266342,0.009980727977720085,0.13295482257287813,0.07663195282605278,0.03486731116007253,-0.031914398554993034,0.11404342982782086
Calochortus concolor,-0.09511173990681195,-0.03111366217064046,-0.09668313462337991,0.044266161563945,0.036601297660496177,0.05818335505352194,0.019748799604792915,0.0022932568927946555,0.1279938732068576,0.09680750682314221,-0.007404850211678544,0.09665529282377357,-0.05997693431271224,0.0006078011823027529,0.018566547053524646
Calochortus flexuosus,0.0006117248169024755,-0.01842433464031132,0.025237623826686234,-0.08326468375264602,0.04409941796416681,-0.008426476579353023,0.01360113934919726,-0.009606608617616941,-0.12844984009538649,0.03482675702474494,-0.13233382717822206,0.031240214289415664,0.023781797349140828,-0.12001511072638986,-0.02796072507118895
Calochortus leichtlinii,-0.021356489167454498,-0.10999488190857354,0.08859923269454772,-0.09602121768402522,-0.04492909096783829,-0.02012724942900323,0.10040715812767448,-0.01929906629953399,0.02260447542231272,0.04765380840033994,0.005494117256708494,-0.00695436733559115,-0.014372616801012775,-0.04630901706079693,-0.04328388886272744
Calochortus monophyllus,0.004053923019210045,-0.009705475213512773,0.042647478001905104,-0.05185286513510025,0.16070993557799032,-0.04582786647752497,-0.0866404054639144,-0.04509749584180764,-0.002984290060886527,-0.019789189731710576,-0.052915786943588776,0.024647785075804333,-0.01974744955735215,-0.01434980555113087,-0.0439921852858054
Calycadenia multiglandulosa,0.07127351417075692,0.0074494783881078755,0.12121402366322141,0.06496461882773456,-0.023991514174421986,-0.1795349821637622,-0.08059746411545732,-0.1278062926670316,-0.018769999873268474,-0.09115524620609558,-0.15767265219531423,-0.23203811758376752,-0.10134398190135226,-0.0813853034802105,-0.09739318295232614
Calystegia tuguriorum,-0.11526545642771427,-0.03798734642596187,-0.04667269750771698,-0.0033128407500227133,-0.01878309068639745,0.12114654954276158,0.09840236536520318,0.24097884239750628,0.0410728741503317,0.06321256432897888,0.19423760311146326,-0.03589228536177798,0.17175054342114834,0.09581363124343728,0.0697149927392379
Campanula latifolia,0.028289951133980223,-0.003269501800160831,0.02208801886365367,0.06237534542074901,-0.055866003197269566,-0.10510711581775486,-0.05450899644655109,-0.08162309428204963,-0.10914622660889833,-0.0001896602195141373,-0.16990954813317072,-0.08471476681872439,-0.029007022172246013,-0.042566423420947665,-0.0692294722485165
Campanula patula,0.05964366912565688,-0.049182055343303346,0.04467139677724344,-0.11392266227990258,0.025932002967462377,0.027378361373314133,0.05929071532026084,-0.02238453518809802,0.04064534560901627,0.07120124248217147,0.0722188101855974,0.1281279970692787,-0.049730280872133506,-0.01774678998477542,-0.03680808627628719
Cardamine amara,0.05650748459896557,-0.06911922842851334,-0.00917948409825055,-0.010649482912204387,-0.009562027436636747,-0.11908902556708645,-0.01957870241596477,-0.04172913837877091,-0.10916532528536135,-0.08970890282218011,0.04555883777114002,-0.047230583922427995,0.009036526522363766,-0.08993161849171213,-0.014486630378087199
Cardamine concatenata,-0.09341088825971165,-0.07032428905736737,-0.1369436067772275,-0.029342144535449633,-0.057610370833753484,0.12364351891529513,-0.0015828379569232903,-0.08170818937544572,0.021602417758177152,0.03894371520765826,0.026288659497685222,-0.04553512953298331,-0.07195520134425318,-0.10882573378691066,0.09437602100386178
Cardamine hirsuta,0.07950280215015344,-0.032053049744778773,-0.006729896814457074,-0.004101083797149534,0.09965359796399491,-0.00477283006074601,0.029552625651868433,0.018754094274376708,0.08129227845887753,-0.0013141951687448419,0.1458389399810446,0.04178051781225389,0.004329787643615563,0.10668997029447785,0.0485989908055852
Carlina hispanica,0.0342391330746022,-0.0002319164957199268,0.03891534212910757,-0.017227851821020854,0.010542934011914216,-0.011167435258124154,0.0001788230866659904,-0.016738604466059546,-0.07777535063427625,-0.01753020077707053,0.07825852357179967,-0.11872314011412943,0.022967776997413702,-0.01783455305515703,-0.007661992212876154
Carlina vulgaris,-0.07376485735466752,0.010302730511087247,0.11118838321875017,-0.033963823257207544,0.0016913546550015187,-0.014648568266870075,0.10782390435042653,-0.04010998602043339,0.08015359129141314,-0.05831664475193926,-0.12030089215162235,-0.08771409542964721,-0.0504414544508393,0.12124219911115514,-0.17738810113014097
Carthamus mitissimus,0.004535115928728192,0.030622008447435387,-0.011291118484560207,0.03685943270905941,0.00794067825988268,0.0973160060453996,-0.05476783262629177,-0.003591542424102259,-0.015610410609938138,0.020903542469803804,0.04992685651821996,0.049255100594533315,-0.11425733043149137,0.03110947119198742,0.015857906729507536
Castilleja exserta,0.13346458184651017,-0.01374033577129505,0.048201183048038825,0.041220830547384804,0.06906803892232753,0.04422516590415312,0.08438255139316521,-0.04345465290901504,-0.16011662945605315,0.022156292147740744,0.07178692718870362,-0.15274319062335104,-0.11166630762030043,-0.09195310217195392,-0.10923752805011212
Castilleja foliolosa,0.0038457917934699073,-0.09477440229942882,-0.04682324278075153,0.1629443911926756,0.0907010202298561,-0.029721167315142297,-0.046193264603500095,-0.02940272450611189,-0.01843619713039982,0.006968216249322875,-0.01777273331104137,-0.02735382583264328,-0.027474530832707893,0.06341783179931323,0.0469221783435398
Centranthus calcitrapae,-0.05042133409000156,-0.014002324308311071,0.03446803748518457,-0.10601570980528201,-0.024586256401884676,3.171130434897726e-05,-0.006255577563226377,0.013603621905569104,0.04572969297178072,-0.1051537995482414,0.05051707984148627,0.004233412095004869,-0.0430886770079719,0.05949460875450092,-0.1019841195858318
Centrosema virginianum,-0.023657038809658526,-0.0021783861400628515,0.16155753903833492,-0.022395706578060025,0.06766719730259492,-0.019472039893512094,0.06603109125532611,0.03234510985975688,0.013612688593315273,-0.03308516840569342,-0.0767803050340469,0.1065963250171597,-0.04221881845889803,0.08198931409969211,0.038015591930975666
Cerastium fontanum,0.08634840867289385,-0.05146749982661015,0.01705104311327519,-0.018003266000652062,0.006242594863563028,0.13586103265949737,0.0767635996255318,-0.035501180044166365,0.07684588303349521,0.08320273260505616,-0.08535970053895701,-0.01131996181305111,-0.1203042268029545,0.0512380484594985,-0.07956640513146199
Chaenorhinum origanifolium,0.1971600683890604,0.12041761720199295,0.19213005914167705,-0.04070426515973537,0.05206463652805997,0.012366705854916256,0.04607008941158302,0.08456028317488908,0.005147181652404375,0.002320046659530531,-0.0013147564054460628,-0.030578855475675275,-0.052459725025358214,-0.019844501143617757,0.07967913256375178
Chelone lyonii,0.0949247823742962,0.015036495448997569,0.1388869504214122,0.031930988271541456,0.06062723689460792,0.01087632135071468,-0.027189089848102425,0.027117841027449293,-0.05405436492225312,0.10496276246085308,-0.01784337668974976,-0.07278529169979459,0.12757717176275063,0.05943168427816914,-0.12807759868690805
Chondrilla juncea,0.026362997911939468,0.053578689578538674,-0.00039938767654930813,0.00949126843321015,0.08957139592658758,0.0632369450422937,0.04914982301210877,-0.004831156339371333,0.057280721597255085,0.0005668207603793346,-0.022289475352760414,0.1102856756123714,-0.014298980685405884,-0.0028560307235742767,-0.13910902729209787
Cipura campanulata,0.10976705276531135,0.08864613114145103,-0.02486963106086913,0.05180287003113128,-0.005482748763906739,0.01856254638791687,0.07252827820598616,-0.11729211060544834,0.13534242990751505,0.0031570232669474877,-0.11604570546666236,0.09890349155164303,-0.1072212600632295,0.17499471011236295,-0.12442333052204137
Cistus albidus,-0.03938192895791304,-0.0004140085104897543,0.1356137780118745,0.0690432011928601,-0.03193296908918397,0.05380193331434016,0.12688519021560626,-0.04411289299930126,0.06659920572147698,0.07024416505056194,-0.0669043031266752,-0.0062570233511200736,-0.07618022037659525,0.03672074905296397,0.010335384481343225
Cistus crispus,0.09621671130902384,0.056626167552092425,0.06970174847422025,0.012244468578606532,0.0093199638702973,0.013123542411765212,-0.07572644770534455,-0.05349329511341624,-0.049567525151057334,-0.13024709749568988,-0.1206721053725352,0.02857789036845288,-0.053443713621050604,-0.08942254232828924,-0.04582295169711387
Clematis virginiana,0.08945097318894933,0.08276977066950722,-0.08165043677497794,0.27386625882367227,-0.09663383228583977,0.05353470763030764,-0.07538474387749917,0.022891763248024707,-0.1348068124879082,0.019222963462793556,0.022028884123555473,-0.05198511126472608,-0.04086358037609523,-0.06017290205515559,-0.09221225650362151
Clinopodium alpinum,0.01745423410875621,0.13221894734587836,0.08747843212859918,-0.07107909665265907,0.05998767379033369,-0.06607921312824575,-0.08454745817226203,0.040237615169006355,0.06907224558749306,-0.080319212464162,0.0004097707020220705,-0.07895642737531948,-0.05964430468311085,-0.1452387950115033,0.04761364097610311
Cneoridium dumosum,0.0784579579370396,-0.12411131181942572,0.09088572111301448,-0.2781873497840717,0.002435109991985834,-0.014956106328984822,0.03805902847983752,0.04498610753721739,0.0082457912227892,0.010866582880829364,0.059010453438058344,0.0596459108298786,0.12774743240235786,0.027021396964304868,0.0825602752444876
Cochlospermum vitifolium,0.18025159714617522,-0.06409343626053116,-0.04148394802240334,-0.006774738407695113,0.12561385435982514,-0.08222523084505613,0.04477412071178149,-0.07241236521067602,-0.040302355494990394,0.03499773963978,-0.17112591440408198,-0.08525012467236422,0.07482410150307983,0.03711433671552306,-0.09891613756690297
Coleogyne ramosissima,0.004704646409974426,-0.06124934624815892,-0.001299299829570365,0.010526646499889368,-0.08874478599820124,-0.06857750353883416,-0.009033833579022082,0.018835098621496127,-0.014908876110615412,-0.006328947674289819,-0.03356810194240152,-0.029164820905335606,-0.015793451387398186,-0.05753898426518867,-0.052312701670225295
Coleostephus myconis,-0.011215726622209142,0.06663894872738581,-0.03129391258343401,0.07187184671670098,0.08144970085847679,0.0640070612011367,0.05798211970656564,0.004917215790439285,-0.05218444222491601,0.01633375682851082,-0.1181717398866029,-0.019203346240908057,-0.06598922164993237,0.0008501271818730412,-0.044517760916845
Collinsia grandiflora,-0.026542660824649473,0.08757581134767929,-0.009359426543830068,-0.21102472121057536,-0.008581468153086741,0.038152967431819645,-0.09927738338426959,0.016007290487953813,-0.008480468130770321,-0.015625814979336534,0.07213887236864586,-0.009942203479244153,-0.042454014805034156,-0.004639568049786697,-0.05582794437890584
Commelina benghalensis,0.11215477830488964,-0.043163091868600206,-0.0593325796033557,0.008337786831542427,-0.01993358314825758,0.07820391726247226,0.008974618091927802,-0.17603524324895256,-0.009375821353903583,0.02240571438041069,-0.25323583638612296,-0.0421103271753391,-0.18536908337152896,0.06396881811513722,-0.16081972193315341
Commelina communis,-0.07135557492691753,0.09632603342680537,0.05441482061041365,-0.04654668272015094,0.2630230389969493,0.02713055423139707,0.0738453034195832,0.2164304499521956,-0.12098487945043614,0.039506269697393535,0.08550271797898361,-0.08003995912974003,0.059997485856952165,-0.11283144014882089,-0.04377880008919815
Commelina diffusa,-0.10522084095570673,0.07068258029106704,0.06509859734315487,0.034944782334991834,-0.004447309154877551,0.030848392082760908,-0.016624914248053135,-0.07610568140946877,-0.03448685515486821,0.14367362738238165,-0.13201276320258742,0.13627600958005098,-0.1705315327635179,0.03884365359636018,-0.006392906524189559
Conoclinium betonicifolium,0.05793614026953014,0.01851660766689573,0.058370474553615,-0.0444647527614775,0.040973991354064064,0.047542996427877064,0.08015920938650276,-0.11058039154554178,0.12092679983255586,0.06507626139866386,0.028476240577666435,0.06402185876112212,0.05256806648304585,0.10758657508144732,-0.09709598633484459
Conopholis alpina,-0.026115139679752396,0.11728860641753257,-0.10339614043449585,0.17265567326645104,0.006742423169452506,0.024657152070818245,0.02555713712386439,-0.02387508502131716,-0.04541245479576599,-0.043715257002413396,-0.013240628536866425,0.12056725034461044,-0.02572869983599813,-0.0052450314866561085,-0.05396845871236522
Conospermum caeruleum,-0.06307666306950516,-0.03441526775562481,-0.0716808980150855,-0.04944431356879213,-0.05616641222801494,-0.04996692782952983,-0.02401522598433236,0.10286783556720132,-0.03259217902195724,-0.09528950310503898,0.04241546246408379,-0.011996926400880566,-0.002397341685979336,-0.006377409037608671,0.08803745384624259
Convolvulus elegantissimus,-0.05750478500132415,0.024654303813810244,0.04783666748073843,0.2804968775348322,0.04971030462174429,-0.07179771064236225,0.057802219103627275,-0.12865298220655194,0.045057066233600895,-0.0719847135209453,-0.1545968744321914,-0.043087024346106825,0.03578456301885136,0.01319420559501298,-0.23611694746565257
Cornus florida,0.08833956250269213,0.007145840462829098,-0.018570413837816116,-0.14488986671156104,0.11850733817483504,-0.035368897331204234,0.024875386252971077,-0.032309645682394486,-0.0014279900693629124,-0.028559772944879484,-0.03976442468707647,0.06432243708675953,0.078737707900155,-0.014300767329799005,-0.008956027535633012
