species,classifiable_photos,occupied_h1_cells,morph_levels,morph_entropy_bits,dominant_morph_fraction,white_n,yellow_orange_n,red_pink_n,blue_purple_n
Costus aureus,1,1,1,-0.0,1.0,0,1,0,0
Costus comosus,1,1,1,-0.0,1.0,0,0,1,0
Costus dubius,1,1,1,-0.0,1.0,1,0,0,0
Costus erythrocoryne,1,1,1,-0.0,1.0,0,0,1,0
Costus giganteus,1,1,1,-0.0,1.0,0,0,1,0
Costus prancei,1,1,1,-0.0,1.0,0,0,1,0
Costus spectabilis,1,1,1,-0.0,1.0,0,1,0,0
Cotoneaster microphyllus,1,1,1,-0.0,1.0,1,0,0,0
Cotula australis,1,1,1,-0.0,1.0,1,0,0,0
Cotula duckittiae,1,1,1,-0.0,1.0,0,1,0,0
Cotyledon woodii,1,1,1,-0.0,1.0,0,0,1,0
Cousinia odontolepis,1,1,1,-0.0,1.0,0,1,0,0
Cousinia pseudomollis,1,1,1,-0.0,1.0,0,1,0,0
Coussarea granvillei,1,1,1,-0.0,1.0,1,0,0,0
Coutoubea spicata,1,1,1,-0.0,1.0,1,0,0,0
Crambe kralikii,1,1,1,-0.0,1.0,0,1,0,0
Crambe maritima,1,1,1,-0.0,1.0,1,0,0,0
Craniotome furcata,1,1,1,-0.0,1.0,1,0,0,0
Craspedia gracilis,1,1,1,-0.0,1.0,0,1,0,0
Crassula coccinea,1,1,1,-0.0,1.0,0,0,1,0
Crassula cotyledonis,1,1,1,-0.0,1.0,1,0,0,0
Crassula granvikii,1,1,1,-0.0,1.0,1,0,0,0
Crassula muscosa,1,1,1,-0.0,1.0,0,1,0,0
Crassula nemorosa,1,1,1,-0.0,1.0,1,0,0,0
Crassula ovata,1,1,1,-0.0,1.0,1,0,0,0
Crassula pubescens,1,1,1,-0.0,1.0,0,1,0,0
Crassula sarmentosa,1,1,1,-0.0,1.0,1,0,0,0
Crassula subulata,1,1,1,-0.0,1.0,0,1,0,0
Crassula umbella,1,1,1,-0.0,1.0,1,0,0,0
Crataegus viridis,1,1,1,-0.0,1.0,1,0,0,0
Craterostigma plantagineum,1,1,1,-0.0,1.0,1,0,0,0
Crateva adansonii,1,1,1,-0.0,1.0,1,0,0,0
Crateva tapia,1,1,1,-0.0,1.0,1,0,0,0
Cratoxylum formosum,1,1,1,-0.0,1.0,1,0,0,0
Crepidiastrum akagii,1,1,1,-0.0,1.0,0,1,0,0
Crepidiastrum denticulatum,1,1,1,-0.0,1.0,0,1,0,0
Crepidiastrum sonchifolium,1,1,1,-0.0,1.0,0,1,0,0
Crepidium taurinum,1,1,1,-0.0,1.0,0,1,0,0
Crepidorhopalon rupestris,1,1,1,-0.0,1.0,1,0,0,0
Crepis bursifolia,1,1,1,-0.0,1.0,0,1,0,0
Crepis capillaris,1,1,1,-0.0,1.0,0,1,0,0
Crepis pulchra,1,1,1,-0.0,1.0,1,0,0,0
Cressa truxillensis,1,1,1,-0.0,1.0,1,0,0,0
Crinum natans,1,1,1,-0.0,1.0,0,1,0,0
Crinum ornatum,1,1,1,-0.0,1.0,1,0,0,0
Crinum uniflorum,1,1,1,-0.0,1.0,1,0,0,0
Cristaria glaucophylla,1,1,1,-0.0,1.0,1,0,0,0
Crithmum maritimum,1,1,1,-0.0,1.0,0,1,0,0
Crocus carpetanus,1,1,1,-0.0,1.0,1,0,0,0
Crocus heuffelianus,1,1,1,-0.0,1.0,0,0,0,1
Crocus serotinus,1,1,1,-0.0,1.0,0,0,0,1
Crocus tommasinianus,1,1,1,-0.0,1.0,0,0,0,1
Crossandra spinescens,1,1,1,-0.0,1.0,0,0,1,0
Crossandra spinosa,1,1,1,-0.0,1.0,0,1,0,0
Crossandra subacaulis,1,1,1,-0.0,1.0,0,1,0,0
Crossopteryx febrifuga,1,1,1,-0.0,1.0,0,1,0,0
Crotalaria anisophylla,1,1,1,-0.0,1.0,0,0,0,1
Crotalaria brevis,1,1,1,-0.0,1.0,0,1,0,0
Crotalaria capensis,1,1,1,-0.0,1.0,0,1,0,0
Crotalaria diosmifolia,1,1,1,-0.0,1.0,0,1,0,0
Crotalaria lanceolata,1,1,1,-0.0,1.0,0,1,0,0
Crotalaria pallida,1,1,1,-0.0,1.0,1,0,0,0
Crotalaria saharae,1,1,1,-0.0,1.0,0,1,0,0
Croton insularis,1,1,1,-0.0,1.0,0,1,0,0
Croton laureltyanus,1,1,1,-0.0,1.0,1,0,0,0
Croton scouleri,1,1,1,-0.0,1.0,0,1,0,0
Cruciata laevipes,1,1,1,-0.0,1.0,0,1,0,0
Cryptandra amara,1,1,1,-0.0,1.0,1,0,0,0
Cryptocarpus pyriformis,1,1,1,-0.0,1.0,1,0,0,0
Ctenodon vigil,1,1,1,-0.0,1.0,0,1,0,0
Cucurbita argyrosperma,1,1,1,-0.0,1.0,0,1,0,0
Cucurbita foetidissima,1,1,1,-0.0,1.0,0,1,0,0
Cullen balsamicum,1,1,1,-0.0,1.0,0,0,0,1
Cullen gaudichaudianum,1,1,1,-0.0,1.0,1,0,0,0
Cullumia sulcata,1,1,1,-0.0,1.0,0,1,0,0
Cunonia capensis,1,1,1,-0.0,1.0,1,0,0,0
Cuphea carthagenensis,1,1,1,-0.0,1.0,0,0,1,0
Cuphea ignea,1,1,1,-0.0,1.0,0,0,1,0
Cuphea impatientifolia,1,1,1,-0.0,1.0,0,0,0,1
Cuphea rupestris,1,1,1,-0.0,1.0,0,0,1,0
Cuphea strigulosa,1,1,1,-0.0,1.0,0,0,1,0
Cuscuta campestris,1,1,1,-0.0,1.0,1,0,0,0
Cuthbertia ornata,1,1,1,-0.0,1.0,1,0,0,0
Cyanicula amplexans,1,1,1,-0.0,1.0,0,0,0,1
Cyanothamnus coerulescens,1,1,1,-0.0,1.0,1,0,0,0
Cyanotis lanata,1,1,1,-0.0,1.0,0,0,0,1
Cyathocline lutea,1,1,1,-0.0,1.0,0,1,0,0
Cyathocline purpurea,1,1,1,-0.0,1.0,0,0,0,1
Cyclamen graecum,1,1,1,-0.0,1.0,0,0,0,1
Cyclamen repandum,1,1,1,-0.0,1.0,0,0,1,0
Cyclospermum leptophyllum,1,1,1,-0.0,1.0,0,1,0,0
Cymbopogon schoenanthus,1,1,1,-0.0,1.0,1,0,0,0
Cynanchum ellipticum,1,1,1,-0.0,1.0,0,1,0,0
Cynanchum thesioides,1,1,1,-0.0,1.0,0,1,0,0
Cynara cardunculus,1,1,1,-0.0,1.0,0,0,0,1
Cynodon dactylon,1,1,1,-0.0,1.0,1,0,0,0
Cynoglossum amplifolium,1,1,1,-0.0,1.0,1,0,0,0
Cynoglossum lanceolatum,1,1,1,-0.0,1.0,1,0,0,0
Cynometra lenticellata,1,1,1,-0.0,1.0,1,0,0,0
Cynophalla hastata,1,1,1,-0.0,1.0,0,1,0,0
Cynorkis anacamptoides,1,1,1,-0.0,1.0,0,0,0,1
Cynorkis debilis,1,1,1,-0.0,1.0,1,0,0,0
Cynorkis fastigiata,1,1,1,-0.0,1.0,1,0,0,0
Cynorkis hologlossa,1,1,1,-0.0,1.0,1,0,0,0
Cynorkis purpurascens,1,1,1,-0.0,1.0,1,0,0,0
Cyperus croceus,1,1,1,-0.0,1.0,0,1,0,0
Cyperus cyperoides,1,1,1,-0.0,1.0,0,1,0,0
Cyperus proteus,1,1,1,-0.0,1.0,0,1,0,0
Cyphostemma sulcatum,1,1,1,-0.0,1.0,0,1,0,0
Cyrtandra balgooyi,1,1,1,-0.0,1.0,0,1,0,0
Cyrtandra samoensis,1,1,1,-0.0,1.0,1,0,0,0
Cyrtochilum cimiciferum,1,1,1,-0.0,1.0,1,0,0,0
Cyrtochilum diodon,1,1,1,-0.0,1.0,0,1,0,0
Cyrtochilum revolutum,1,1,1,-0.0,1.0,0,1,0,0
Cyrtochilum serratum,1,1,1,-0.0,1.0,0,1,0,0
Cyrtorchis crassifolia,1,1,1,-0.0,1.0,0,1,0,0
Cyrtosperma cuspidispathum,1,1,1,-0.0,1.0,1,0,0,0
Cysticapnos cracca,1,1,1,-0.0,1.0,0,1,0,0
Cytinus hypocistis,1,1,1,-0.0,1.0,0,0,1,0
Cytisophyllum sessilifolium,1,1,1,-0.0,1.0,0,1,0,0
Cytisus supranubius,1,1,1,-0.0,1.0,1,0,0,0
Dactyloctenium aegyptium,1,1,1,-0.0,1.0,1,0,0,0
Dactylorhiza incarnata,1,1,1,-0.0,1.0,0,0,1,0
Dactylorhiza sibirica,1,1,1,-0.0,1.0,0,0,0,1
Dactylorhiza viridis,1,1,1,-0.0,1.0,0,1,0,0
Dahlia pinnata,1,1,1,-0.0,1.0,0,1,0,0
Dalea boliviana,1,1,1,-0.0,1.0,0,0,0,1
Dalea purpurea,1,1,1,-0.0,1.0,0,1,0,0
Dalechampia bernieri,1,1,1,-0.0,1.0,1,0,0,0
Dalechampia capensis,1,1,1,-0.0,1.0,0,1,0,0
Dalechampia chlorocephala,1,1,1,-0.0,1.0,0,1,0,0
Dampiera ferruginea,1,1,1,-0.0,1.0,0,0,0,1
Dampiera hederacea,1,1,1,-0.0,1.0,0,0,0,1
Dampiera lindleyi,1,1,1,-0.0,1.0,0,0,0,1
Daphne bholua,1,1,1,-0.0,1.0,0,0,0,1
Daphne gnidium,1,1,1,-0.0,1.0,0,1,0,0
Daphne kamtschatica,1,1,1,-0.0,1.0,0,1,0,0
Daphne papyracea,1,1,1,-0.0,1.0,1,0,0,0
Darwinia vestita,1,1,1,-0.0,1.0,0,1,0,0
Datura discolor,1,1,1,-0.0,1.0,1,0,0,0
Daucus insularis,1,1,1,-0.0,1.0,1,0,0,0
Daucus pusillus,1,1,1,-0.0,1.0,1,0,0,0
Daustinia montana,1,1,1,-0.0,1.0,0,1,0,0
Daviesia argillacea,1,1,1,-0.0,1.0,0,1,0,0
Daviesia brevifolia,1,1,1,-0.0,1.0,0,0,1,0
Daviesia decurrens,1,1,1,-0.0,1.0,0,0,1,0
Daviesia incrassata,1,1,1,-0.0,1.0,0,0,1,0
Daviesia latifolia,1,1,1,-0.0,1.0,0,1,0,0
Decaspermum fruticosum,1,1,1,-0.0,1.0,1,0,0,0
Delilia biflora,1,1,1,-0.0,1.0,1,0,0,0
Delonix boiviniana,1,1,1,-0.0,1.0,1,0,0,0
Delosperma virens,1,1,1,-0.0,1.0,0,0,1,0
Delphinium ajacis,1,1,1,-0.0,1.0,0,0,0,1
Delphinium anthriscifolium,1,1,1,-0.0,1.0,1,0,0,0
Delphinium barbeyi,1,1,1,-0.0,1.0,0,0,0,1
Delphinium chamissonis,1,1,1,-0.0,1.0,0,0,0,1
Delphinium crassifolium,1,1,1,-0.0,1.0,0,0,0,1
Delphinium dictyocarpum,1,1,1,-0.0,1.0,0,0,0,1
Delphinium malabaricum,1,1,1,-0.0,1.0,0,0,0,1
Delphinium nudicaule,1,1,1,-0.0,1.0,0,0,1,0
Delphinium pentagynum,1,1,1,-0.0,1.0,0,0,0,1
Delphinium uliginosum,1,1,1,-0.0,1.0,0,0,0,1
Dendrobium aemulum,1,1,1,-0.0,1.0,1,0,0,0
Dendrobium bullenianum,1,1,1,-0.0,1.0,0,1,0,0
Dendrobium crumenatum,1,1,1,-0.0,1.0,1,0,0,0
Dendrobium cunninghamii,1,1,1,-0.0,1.0,1,0,0,0
Dendrobium infundibulum,1,1,1,-0.0,1.0,1,0,0,0
Dendrobium lancifolium,1,1,1,-0.0,1.0,1,0,0,0
Dendrobium leonis,1,1,1,-0.0,1.0,0,1,0,0
Dendrobium regale,1,1,1,-0.0,1.0,1,0,0,0
Dendrocnide cordifolia,1,1,1,-0.0,1.0,1,0,0,0
Dendrocnide moroides,1,1,1,-0.0,1.0,0,1,0,0
Dendrophorbium peregrinum,1,1,1,-0.0,1.0,0,1,0,0
Dendrophthoe curvata,1,1,1,-0.0,1.0,1,0,0,0
Dendrophthoe falcata,1,1,1,-0.0,1.0,1,0,0,0
Dendrophthoe glabrescens,1,1,1,-0.0,1.0,1,0,0,0
Dendrophthoe incarnata,1,1,1,-0.0,1.0,0,0,1,0
Dentella repens,1,1,1,-0.0,1.0,1,0,0,0
Desmanthus illinoensis,1,1,1,-0.0,1.0,1,0,0,0
Desmanthus leptophyllus,1,1,1,-0.0,1.0,1,0,0,0
Dianella brevicaulis,1,1,1,-0.0,1.0,0,0,0,1
Dianella rara,1,1,1,-0.0,1.0,1,0,0,0
Dianella revoluta,1,1,1,-0.0,1.0,1,0,0,0
Dianthus arenarius,1,1,1,-0.0,1.0,1,0,0,0
Dianthus deltoides,1,1,1,-0.0,1.0,0,0,1,0
Dianthus glacialis,1,1,1,-0.0,1.0,0,0,1,0
Dianthus nudiflorus,1,1,1,-0.0,1.0,1,0,0,0
Dianthus pendulus,1,1,1,-0.0,1.0,0,0,0,1
Dianthus strictus,1,1,1,-0.0,1.0,0,0,1,0
Dianthus sylvestris,1,1,1,-0.0,1.0,0,0,1,0
Dianthus uniflorus,1,1,1,-0.0,1.0,1,0,0,0
Diapensia bulleyana,1,1,1,-0.0,1.0,1,0,0,0
Diastatea micrantha,1,1,1,-0.0,1.0,0,0,0,1
Dicentra eximia,1,1,1,-0.0,1.0,1,0,0,0
Dicerocaryum eriocarpum,1,1,1,-0.0,1.0,1,0,0,0
Dichaetanthera cordifolia,1,1,1,-0.0,1.0,0,0,0,1
Dichelostemma multiflorum,1,1,1,-0.0,1.0,0,0,0,1
Dichondra repens,1,1,1,-0.0,1.0,1,0,0,0
Dichorisandra penduliflora,1,1,1,-0.0,1.0,1,0,0,0
Dichorisandra thyrsiflora,1,1,1,-0.0,1.0,0,0,0,1
Dichrostachys akataensis,1,1,1,-0.0,1.0,0,1,0,0
Dichrostachys arborescens,1,1,1,-0.0,1.0,1,0,0,0
Dicliptera effusa,1,1,1,-0.0,1.0,0,0,1,0
Dicliptera japonica,1,1,1,-0.0,1.0,1,0,0,0
Dicliptera paniculata,1,1,1,-0.0,1.0,0,0,0,1
Dicliptera squarrosa,1,1,1,-0.0,1.0,0,0,1,0
Dicoma elegans,1,1,1,-0.0,1.0,0,0,1,0
Dicoryphe stipulacea,1,1,1,-0.0,1.0,0,1,0,0
Diervilla lonicera,1,1,1,-0.0,1.0,0,1,0,0
Dietes bicolor,1,1,1,-0.0,1.0,1,0,0,0
Dietes iridioides,1,1,1,-0.0,1.0,1,0,0,0
Digera muricata,1,1,1,-0.0,1.0,0,0,1,0
Dillwynia hispida,1,1,1,-0.0,1.0,0,0,1,0
Dimorphanthera microphylla,1,1,1,-0.0,1.0,0,0,1,0
Dionycha bojerii,1,1,1,-0.0,1.0,1,0,0,0
Dioscorea alata,1,1,1,-0.0,1.0,0,1,0,0
Dioscorea edulis,1,1,1,-0.0,1.0,0,1,0,0
Diosma guthriei,1,1,1,-0.0,1.0,1,0,0,0
Diospyros lotus,1,1,1,-0.0,1.0,0,1,0,0
Diphylleia grayi,1,1,1,-0.0,1.0,1,0,0,0
Diplacus bicolor,1,1,1,-0.0,1.0,0,0,1,0
Diplacus longiflorus,1,1,1,-0.0,1.0,0,1,0,0
Diplorhynchus condylocarpon,1,1,1,-0.0,1.0,0,1,0,0
Diplotaxis duveyrieriana,1,1,1,-0.0,1.0,0,1,0,0
Diplotaxis tenuifolia,1,1,1,-0.0,1.0,0,1,0,0
Dipogon lignosus,1,1,1,-0.0,1.0,0,0,1,0
Dipterostemon capitatus,1,1,1,-0.0,1.0,0,0,0,1
Disa afra,1,1,1,-0.0,1.0,0,0,1,0
Disa bracteata,1,1,1,-0.0,1.0,0,1,0,0
Disa flexuosa,1,1,1,-0.0,1.0,0,1,0,0
Disa polygonoides,1,1,1,-0.0,1.0,0,0,1,0
Disa uniflora,1,1,1,-0.0,1.0,0,1,0,0
Dischidia nummularia,1,1,1,-0.0,1.0,1,0,0,0
Discopodium penninervium,1,1,1,-0.0,1.0,1,0,0,0
Disparago tortilis,1,1,1,-0.0,1.0,1,0,0,0
Disperis neilgherrensis,1,1,1,-0.0,1.0,0,0,1,0
Disperis thomensis,1,1,1,-0.0,1.0,1,0,0,0
Disphyma australe,1,1,1,-0.0,1.0,1,0,0,0
Disporum hainanense,1,1,1,-0.0,1.0,1,0,0,0
Distichlis humilis,1,1,1,-0.0,1.0,1,0,0,0
Distimake cissoides,1,1,1,-0.0,1.0,1,0,0,0
Distimake davenportii,1,1,1,-0.0,1.0,1,0,0,0
Distimake dissectus,1,1,1,-0.0,1.0,1,0,0,0
Distimake quinquefolius,1,1,1,-0.0,1.0,0,0,1,0
Diuris chryseopsis,1,1,1,-0.0,1.0,0,1,0,0
Diuris pardina,1,1,1,-0.0,1.0,0,1,0,0
Diuris punctata,1,1,1,-0.0,1.0,1,0,0,0
Diuris sulphurea,1,1,1,-0.0,1.0,0,1,0,0
Dodonaea viscosa,1,1,1,-0.0,1.0,0,0,1,0
Dolianthus subalpinus,1,1,1,-0.0,1.0,1,0,0,0
Dolichandra unguis-cati,1,1,1,-0.0,1.0,0,1,0,0
Dolichandrone falcata,1,1,1,-0.0,1.0,1,0,0,0
Doniophyton anomalum,1,1,1,-0.0,1.0,0,1,0,0
Dontostemon integrifolius,1,1,1,-0.0,1.0,1,0,0,0
Dorcoceras hygrometricum,1,1,1,-0.0,1.0,1,0,0,0
Dorobaea pimpinellifolia,1,1,1,-0.0,1.0,0,1,0,0
Dorstenia carautae,1,1,1,-0.0,1.0,0,1,0,0
Dovyalis rotundifolia,1,1,1,-0.0,1.0,0,1,0,0
Draba aurea,1,1,1,-0.0,1.0,0,1,0,0
Draba corymbosa,1,1,1,-0.0,1.0,1,0,0,0
Draba glabella,1,1,1,-0.0,1.0,1,0,0,0
Draba nemorosa,1,1,1,-0.0,1.0,0,1,0,0
Draba stenopetala,1,1,1,-0.0,1.0,0,1,0,0
Dracaena cinnabari,1,1,1,-0.0,1.0,1,0,0,0
Dracocephalum integrifolium,1,1,1,-0.0,1.0,1,0,0,0
Dracocephalum moldavica,1,1,1,-0.0,1.0,0,0,0,1
Dracocephalum peregrinum,1,1,1,-0.0,1.0,0,0,0,1
Dracocephalum rupestre,1,1,1,-0.0,1.0,0,0,0,1
Dracocephalum ruyschiana,1,1,1,-0.0,1.0,0,0,0,1
Dracontomelon vitiense,1,1,1,-0.0,1.0,1,0,0,0
Dracophyllum minimum,1,1,1,-0.0,1.0,1,0,0,0
Dracophyllum scoparium,1,1,1,-0.0,1.0,1,0,0,0
Drimia salteri,1,1,1,-0.0,1.0,0,1,0,0
Drimys granadensis,1,1,1,-0.0,1.0,1,0,0,0
Drosanthemum parvifolium,1,1,1,-0.0,1.0,1,0,0,0
Drosera aberrans,1,1,1,-0.0,1.0,1,0,0,0
Drosera aquatica,1,1,1,-0.0,1.0,1,0,0,0
Drosera aurantiaca,1,1,1,-0.0,1.0,0,1,0,0
Drosera binata,1,1,1,-0.0,1.0,1,0,0,0
Drosera brevicornis,1,1,1,-0.0,1.0,1,0,0,0
Drosera bulbosa,1,1,1,-0.0,1.0,1,0,0,0
Drosera glanduligera,1,1,1,-0.0,1.0,0,1,0,0
Drosera menziesii,1,1,1,-0.0,1.0,1,0,0,0
Drosera platystigma,1,1,1,-0.0,1.0,0,1,0,0
Drosera pulchella,1,1,1,-0.0,1.0,0,1,0,0
Drosera serpens,1,1,1,-0.0,1.0,0,0,1,0
Drosera spilos,1,1,1,-0.0,1.0,1,0,0,0
Drosera stenopetala,1,1,1,-0.0,1.0,1,0,0,0
Drosera subhirtella,1,1,1,-0.0,1.0,1,0,0,0
Drusa glandulosa,1,1,1,-0.0,1.0,1,0,0,0
Drymaria cordata,1,1,1,-0.0,1.0,1,0,0,0
Drymoanthus adversus,1,1,1,-0.0,1.0,0,1,0,0
Drymocallis rupestris,1,1,1,-0.0,1.0,1,0,0,0
Drymonia coccinea,1,1,1,-0.0,1.0,0,0,1,0
Drymonia lanceolata,1,1,1,-0.0,1.0,1,0,0,0
Dubautia scabra,1,1,1,-0.0,1.0,1,0,0,0
Duboisia myoporoides,1,1,1,-0.0,1.0,1,0,0,0
Duparquetia orchidacea,1,1,1,-0.0,1.0,1,0,0,0
Dyschoriste nagchana,1,1,1,-0.0,1.0,1,0,0,0
Earina aestivalis,1,1,1,-0.0,1.0,1,0,0,0
Earina mucronata,1,1,1,-0.0,1.0,0,0,0,1
Echeveria gibbiflora,1,1,1,-0.0,1.0,0,1,0,0
Echinacea tennesseensis,1,1,1,-0.0,1.0,0,0,1,0
Echinops davuricus,1,1,1,-0.0,1.0,0,0,0,1
Echinops echinatus,1,1,1,-0.0,1.0,1,0,0,0
Echinops nanus,1,1,1,-0.0,1.0,1,0,0,0
Echinops pseudosetifer,1,1,1,-0.0,1.0,1,0,0,0
Echinops sphaerocephalus,1,1,1,-0.0,1.0,1,0,0,0
Echinopsis obrepanda,1,1,1,-0.0,1.0,1,0,0,0
Echiochilon fruticosum,1,1,1,-0.0,1.0,0,0,0,1
Echium auberianum,1,1,1,-0.0,1.0,1,0,0,0
Echium brevirame,1,1,1,-0.0,1.0,0,1,0,0
Echium candicans,1,1,1,-0.0,1.0,0,1,0,0
Echium humile,1,1,1,-0.0,1.0,0,0,0,1
Echium perezii,1,1,1,-0.0,1.0,0,1,0,0
Echium petiolatum,1,1,1,-0.0,1.0,0,0,0,1
Echium rosulatum,1,1,1,-0.0,1.0,0,0,0,1
Echium tuberculatum,1,1,1,-0.0,1.0,0,0,0,1
Echium virescens,1,1,1,-0.0,1.0,1,0,0,0
Edmondia sesamoides,1,1,1,-0.0,1.0,1,0,0,0
Edmundoa lindenii,1,1,1,-0.0,1.0,1,0,0,0
Ehretia amoena,1,1,1,-0.0,1.0,0,1,0,0
Elaeodendron glaucum,1,1,1,-0.0,1.0,0,1,0,0
Elatostema calcareum,1,1,1,-0.0,1.0,1,0,0,0
Eleocharis palustris,1,1,1,-0.0,1.0,1,0,0,0
Elephantopus hirtiflorus,1,1,1,-0.0,1.0,1,0,0,0
Eleutheranthera ruderalis,1,1,1,-0.0,1.0,0,1,0,0
Elsholtzia ciliata,1,1,1,-0.0,1.0,1,0,0,0
Elsholtzia strobilifera,1,1,1,-0.0,1.0,0,1,0,0
Elytraria acaulis,1,1,1,-0.0,1.0,1,0,0,0
Embelia laeta,1,1,1,-0.0,1.0,1,0,0,0
Embothrium coccineum,1,1,1,-0.0,1.0,0,1,0,0
Emilia humifusa,1,1,1,-0.0,1.0,0,1,0,0
Emilia javanica,1,1,1,-0.0,1.0,0,0,1,0
Encelia californica,1,1,1,-0.0,1.0,0,1,0,0
Enkianthus quinqueflorus,1,1,1,-0.0,1.0,0,0,1,0
Enneapogon caerulescens,1,1,1,-0.0,1.0,1,0,0,0
Epacris microphylla,1,1,1,-0.0,1.0,1,0,0,0
Epidendrum bambusiforme,1,1,1,-0.0,1.0,0,0,1,0
Epidendrum cinnabarinum,1,1,1,-0.0,1.0,0,0,1,0
Epidendrum fulgens,1,1,1,-0.0,1.0,0,1,0,0
Epidendrum jamiesonis,1,1,1,-0.0,1.0,0,0,1,0
Epidendrum lankesteri,1,1,1,-0.0,1.0,1,0,0,0
Epidendrum radicans,1,1,1,-0.0,1.0,0,0,1,0
Epidendrum secundum,1,1,1,-0.0,1.0,0,0,1,0
Epilobium canum,1,1,1,-0.0,1.0,0,0,1,0
Epilobium ciliatum,1,1,1,-0.0,1.0,1,0,0,0
Epilobium confertifolium,1,1,1,-0.0,1.0,1,0,0,0
Epilobium keysseri,1,1,1,-0.0,1.0,0,0,0,1
Epilobium pubens,1,1,1,-0.0,1.0,0,1,0,0
Epipactis helleborine,1,1,1,-0.0,1.0,0,1,0,0
Epipactis papillosa,1,1,1,-0.0,1.0,0,1,0,0
Epipactis veratrifolia,1,1,1,-0.0,1.0,0,1,0,0
Epipremnum pinnatum,1,1,1,-0.0,1.0,1,0,0,0
Episcia cupreata,1,1,1,-0.0,1.0,0,0,1,0
Epistephium sclerophyllum,1,1,1,-0.0,1.0,0,0,1,0
Eragrostis tenella,1,1,1,-0.0,1.0,0,1,0,0
Eranthemum capense,1,1,1,-0.0,1.0,1,0,0,0
Eranthemum pulchellum,1,1,1,-0.0,1.0,0,0,0,1
Eremalche rotundifolia,1,1,1,-0.0,1.0,0,0,1,0
Eremophila cuneifolia,1,1,1,-0.0,1.0,1,0,0,0
Eremophila latrobei,1,1,1,-0.0,1.0,0,1,0,0
Eremophila maculata,1,1,1,-0.0,1.0,0,0,1,0
Eremophila rotundifolia,1,1,1,-0.0,1.0,1,0,0,0
Eremophila scoparia,1,1,1,-0.0,1.0,0,0,0,1
Eremurus lactiflorus,1,1,1,-0.0,1.0,1,0,0,0
Erica arborea,1,1,1,-0.0,1.0,1,0,0,0
Erica bruniades,1,1,1,-0.0,1.0,1,0,0,0
Erica cerinthoides,1,1,1,-0.0,1.0,0,0,1,0
Erica eriocephala,1,1,1,-0.0,1.0,1,0,0,0
Erica grandiflora,1,1,1,-0.0,1.0,0,1,0,0
Erica hispidula,1,1,1,-0.0,1.0,1,0,0,0
Erica mammosa,1,1,1,-0.0,1.0,0,0,1,0
Erica manipuliflora,1,1,1,-0.0,1.0,0,0,1,0
Erica paniculata,1,1,1,-0.0,1.0,0,0,1,0
Erica pinea,1,1,1,-0.0,1.0,0,1,0,0
Erica plukenetii,1,1,1,-0.0,1.0,0,0,1,0
Erica ribisaria,1,1,1,-0.0,1.0,0,0,1,0
Erigeron bonariensis,1,1,1,-0.0,1.0,1,0,0,0
Erigeron divergens,1,1,1,-0.0,1.0,1,0,0,0
Erigeron hyssopifolius,1,1,1,-0.0,1.0,1,0,0,0
Erigeron pulchellus,1,1,1,-0.0,1.0,1,0,0,0
Erigeron silenifolius,1,1,1,-0.0,1.0,1,0,0,0
Erigeron strigosus,1,1,1,-0.0,1.0,1,0,0,0
Erigeron sumatrensis,1,1,1,-0.0,1.0,0,1,0,0
Erigeron uniflorus,1,1,1,-0.0,1.0,1,0,0,0
Erigeron vernus,1,1,1,-0.0,1.0,1,0,0,0
Erinus alpinus,1,1,1,-0.0,1.0,0,0,0,1
Eriocaulon latifolium,1,1,1,-0.0,1.0,1,0,0,0
Eriocaulon stellulatum,1,1,1,-0.0,1.0,1,0,0,0
Eriochilus dilatatus,1,1,1,-0.0,1.0,1,0,0,0
Eriogonum cernuum,1,1,1,-0.0,1.0,1,0,0,0
Eriogonum fasciculatum,1,1,1,-0.0,1.0,1,0,0,0
Eriophorum angustifolium,1,1,1,-0.0,1.0,1,0,0,0
Eriophorum virginicum,1,1,1,-0.0,1.0,1,0,0,0
Eriosema glabrum,1,1,1,-0.0,1.0,0,1,0,0
Eriosyce heinrichiana,1,1,1,-0.0,1.0,0,1,0,0
Eriosyce horrida,1,1,1,-0.0,1.0,0,1,0,0
Erisma uncinatum,1,1,1,-0.0,1.0,1,0,0,0
Eritrichium incanum,1,1,1,-0.0,1.0,1,0,0,0
Erodium acaule,1,1,1,-0.0,1.0,1,0,0,0
Erodium botrys,1,1,1,-0.0,1.0,1,0,0,0
Eryngium leavenworthii,1,1,1,-0.0,1.0,0,0,0,1
Eryngium paniculatum,1,1,1,-0.0,1.0,0,1,0,0
Eryngium planum,1,1,1,-0.0,1.0,1,0,0,0
Eryngium yuccifolium,1,1,1,-0.0,1.0,1,0,0,0
Erythranthe corallina,1,1,1,-0.0,1.0,0,1,0,0
Erythranthe lutea,1,1,1,-0.0,1.0,0,1,0,0
Erythranthe pallens,1,1,1,-0.0,1.0,0,1,0,0
Erythranthe primuloides,1,1,1,-0.0,1.0,0,1,0,0
Erythranthe thermalis,1,1,1,-0.0,1.0,0,1,0,0
Erythrina poeppigiana,1,1,1,-0.0,1.0,1,0,0,0
Erythrina velutina,1,1,1,-0.0,1.0,0,1,0,0
Erythrina verna,1,1,1,-0.0,1.0,0,1,0,0
Erythrocephalum longifolium,1,1,1,-0.0,1.0,0,0,1,0
