species,classifiable_photos,occupied_h1_cells,morph_levels,morph_entropy_bits,dominant_morph_fraction,white_n,yellow_orange_n,red_pink_n,blue_purple_n
Armoracia rusticana,1,1,1,-0.0,1.0,1,0,0,0
Arnebia tschimganica,1,1,1,-0.0,1.0,0,1,0,0
Arnica unalaschcensis,1,1,1,-0.0,1.0,0,1,0,0
Artemisia tilesii,1,1,1,-0.0,1.0,1,0,0,0
Artemisia vulgaris,1,1,1,-0.0,1.0,1,0,0,0
Arthroclianthus deplanchei,1,1,1,-0.0,1.0,0,0,1,0
Arthropodium milleflorum,1,1,1,-0.0,1.0,1,0,0,0
Arthropodium strictum,1,1,1,-0.0,1.0,0,0,1,0
Arthrostylis aphylla,1,1,1,-0.0,1.0,1,0,0,0
Asclepias albens,1,1,1,-0.0,1.0,1,0,0,0
Asclepias amplexicaulis,1,1,1,-0.0,1.0,1,0,0,0
Asclepias incarnata,1,1,1,-0.0,1.0,0,0,1,0
Asclepias longifolia,1,1,1,-0.0,1.0,1,0,0,0
Asclepias mexicana,1,1,1,-0.0,1.0,1,0,0,0
Asclepias speciosa,1,1,1,-0.0,1.0,1,0,0,0
Asclepias subulata,1,1,1,-0.0,1.0,0,1,0,0
Asclepias subverticillata,1,1,1,-0.0,1.0,1,0,0,0
Asclepias viridiflora,1,1,1,-0.0,1.0,0,1,0,0
Asemeia violacea,1,1,1,-0.0,1.0,1,0,0,0
Aspalathus kougaensis,1,1,1,-0.0,1.0,0,1,0,0
Aspalathus ternata,1,1,1,-0.0,1.0,0,1,0,0
Asparagus aphyllus,1,1,1,-0.0,1.0,1,0,0,0
Asparagus officinalis,1,1,1,-0.0,1.0,0,1,0,0
Asperugo procumbens,1,1,1,-0.0,1.0,0,0,0,1
Asphodelus cerasiferus,1,1,1,-0.0,1.0,1,0,0,0
Asphodelus tenuifolius,1,1,1,-0.0,1.0,1,0,0,0
Aspidistra attenuata,1,1,1,-0.0,1.0,1,0,0,0
Aster microcephalus,1,1,1,-0.0,1.0,1,0,0,0
Aster vvedenskyi,1,1,1,-0.0,1.0,0,0,0,1
Asteranthera ovata,1,1,1,-0.0,1.0,0,0,1,0
Asteriscus graveolens,1,1,1,-0.0,1.0,0,1,0,0
Astilbe macroflora,1,1,1,-0.0,1.0,1,0,0,0
Astragalus austriacus,1,1,1,-0.0,1.0,1,0,0,0
Astragalus austrosibiricus,1,1,1,-0.0,1.0,1,0,0,0
Astragalus bisulcatus,1,1,1,-0.0,1.0,0,0,0,1
Astragalus buchtormensis,1,1,1,-0.0,1.0,0,1,0,0
Astragalus caprinus,1,1,1,-0.0,1.0,0,1,0,0
Astragalus davuricus,1,1,1,-0.0,1.0,0,0,0,1
Astragalus glycyphyllos,1,1,1,-0.0,1.0,1,0,0,0
Astragalus jelenevskyi,1,1,1,-0.0,1.0,1,0,0,0
Astragalus macrocarpus,1,1,1,-0.0,1.0,1,0,0,0
Astragalus onobrychis,1,1,1,-0.0,1.0,0,0,0,1
Astragalus pectinatus,1,1,1,-0.0,1.0,1,0,0,0
Astragalus platyphyllus,1,1,1,-0.0,1.0,1,0,0,0
Astragalus umbellatus,1,1,1,-0.0,1.0,0,1,0,0
Astragalus vulpinus,1,1,1,-0.0,1.0,0,1,0,0
Astrantia major,1,1,1,-0.0,1.0,1,0,0,0
Astrotricha floccosa,1,1,1,-0.0,1.0,1,0,0,0
Asystasia salicifolia,1,1,1,-0.0,1.0,1,0,0,0
Athanasia trifurcata,1,1,1,-0.0,1.0,0,1,0,0
Athrixia elata,1,1,1,-0.0,1.0,0,0,0,1
Atocion armeria,1,1,1,-0.0,1.0,0,0,1,0
Atocion compactum,1,1,1,-0.0,1.0,0,1,0,0
Atractocarpus hirtus,1,1,1,-0.0,1.0,1,0,0,0
Atractylis aristata,1,1,1,-0.0,1.0,0,1,0,0
Atriplex canescens,1,1,1,-0.0,1.0,1,0,0,0
Atriplex farinosa,1,1,1,-0.0,1.0,0,1,0,0
Augusta longifolia,1,1,1,-0.0,1.0,0,0,1,0
Austrocylindropuntia shaferi,1,1,1,-0.0,1.0,0,0,1,0
Austrocylindropuntia vestita,1,1,1,-0.0,1.0,0,0,1,0
Averrhoa bilimbi,1,1,1,-0.0,1.0,1,0,0,0
Avicennia marina,1,1,1,-0.0,1.0,0,1,0,0
Azadirachta indica,1,1,1,-0.0,1.0,1,0,0,0
Azorella macquariensis,1,1,1,-0.0,1.0,0,1,0,0
Azorella prolifera,1,1,1,-0.0,1.0,0,1,0,0
Azorella selago,1,1,1,-0.0,1.0,0,1,0,0
Azorella trifurcata,1,1,1,-0.0,1.0,0,1,0,0
Babiana mucronata,1,1,1,-0.0,1.0,1,0,0,0
Babingtonia camphorosmae,1,1,1,-0.0,1.0,1,0,0,0
Baccharis glutinosa,1,1,1,-0.0,1.0,1,0,0,0
Baccharis halimifolia,1,1,1,-0.0,1.0,1,0,0,0
Baccharis magellanica,1,1,1,-0.0,1.0,0,1,0,0
Baccharis nivalis,1,1,1,-0.0,1.0,1,0,0,0
Baccharis ochracea,1,1,1,-0.0,1.0,0,1,0,0
Baccharis pilularis,1,1,1,-0.0,1.0,1,0,0,0
Baccharis salicifolia,1,1,1,-0.0,1.0,1,0,0,0
Baccharis ulicina,1,1,1,-0.0,1.0,1,0,0,0
Bacopa caroliniana,1,1,1,-0.0,1.0,0,0,0,1
Baeckea frutescens,1,1,1,-0.0,1.0,1,0,0,0
Baileya pauciradiata,1,1,1,-0.0,1.0,0,1,0,0
Balanophora latisepala,1,1,1,-0.0,1.0,0,1,0,0
Balsamorhiza sagittata,1,1,1,-0.0,1.0,0,1,0,0
Banisteriopsis membranifolia,1,1,1,-0.0,1.0,1,0,0,0
Banksia littoralis,1,1,1,-0.0,1.0,0,1,0,0
Banksia marginata,1,1,1,-0.0,1.0,1,0,0,0
Banksia oblongifolia,1,1,1,-0.0,1.0,0,1,0,0
Banksia ornata,1,1,1,-0.0,1.0,1,0,0,0
Banksia prionotes,1,1,1,-0.0,1.0,1,0,0,0
Banksia sessilis,1,1,1,-0.0,1.0,1,0,0,0
Baphia nitida,1,1,1,-0.0,1.0,1,0,0,0
Barkleyanthus salicifolius,1,1,1,-0.0,1.0,0,1,0,0
Barleria cristata,1,1,1,-0.0,1.0,1,0,0,0
Barleria delamerei,1,1,1,-0.0,1.0,0,0,0,1
Barleria humbertii,1,1,1,-0.0,1.0,1,0,0,0
Barleria prionitis,1,1,1,-0.0,1.0,0,1,0,0
Barleria proxima,1,1,1,-0.0,1.0,0,1,0,0
Barleria repens,1,1,1,-0.0,1.0,0,0,1,0
Barnardia japonica,1,1,1,-0.0,1.0,1,0,0,0
Barringtonia acutangula,1,1,1,-0.0,1.0,0,1,0,0
Barringtonia macrostachya,1,1,1,-0.0,1.0,1,0,0,0
Barringtonia samoensis,1,1,1,-0.0,1.0,1,0,0,0
Bartsia alpina,1,1,1,-0.0,1.0,0,0,0,1
Basella alba,1,1,1,-0.0,1.0,0,0,0,1
Bauera capitata,1,1,1,-0.0,1.0,0,0,1,0
Bauera sessiliflora,1,1,1,-0.0,1.0,0,0,1,0
Bauhinia cheilantha,1,1,1,-0.0,1.0,1,0,0,0
Bauhinia hildebrandtii,1,1,1,-0.0,1.0,0,1,0,0
Bauhinia ungulata,1,1,1,-0.0,1.0,1,0,0,0
Bauhinia variegata,1,1,1,-0.0,1.0,1,0,0,0
Bebbia juncea,1,1,1,-0.0,1.0,0,1,0,0
Begonia annobonensis,1,1,1,-0.0,1.0,1,0,0,0
Begonia cucullata,1,1,1,-0.0,1.0,1,0,0,0
Begonia mannii,1,1,1,-0.0,1.0,0,0,1,0
Begonia mendumiae,1,1,1,-0.0,1.0,1,0,0,0
Begonia princeae,1,1,1,-0.0,1.0,1,0,0,0
Begonia sorsogonensis,1,1,1,-0.0,1.0,1,0,0,0
Begonia subalpestris,1,1,1,-0.0,1.0,1,0,0,0
Begonia tenuifolia,1,1,1,-0.0,1.0,1,0,0,0
Behria tenuiflora,1,1,1,-0.0,1.0,0,0,1,0
Bellis sylvestris,1,1,1,-0.0,1.0,1,0,0,0
Benkara malabarica,1,1,1,-0.0,1.0,1,0,0,0
Berberis aquifolium,1,1,1,-0.0,1.0,0,1,0,0
Berberis darwinii,1,1,1,-0.0,1.0,0,1,0,0
Berberis ilicifolia,1,1,1,-0.0,1.0,0,1,0,0
Berberis nervosa,1,1,1,-0.0,1.0,0,1,0,0
Bergera koenigii,1,1,1,-0.0,1.0,1,0,0,0
Berkheya barbata,1,1,1,-0.0,1.0,0,1,0,0
Berlinia bracteosa,1,1,1,-0.0,1.0,1,0,0,0
Bertiera guianensis,1,1,1,-0.0,1.0,0,0,0,1
Betula nana,1,1,1,-0.0,1.0,0,1,0,0
Betula neoalaskana,1,1,1,-0.0,1.0,1,0,0,0
Bidens acuticaulis,1,1,1,-0.0,1.0,0,1,0,0
Bidens andicola,1,1,1,-0.0,1.0,0,1,0,0
Bidens macroptera,1,1,1,-0.0,1.0,0,1,0,0
Bidens odorata,1,1,1,-0.0,1.0,1,0,0,0
Bidens pachyloma,1,1,1,-0.0,1.0,0,1,0,0
Bidens riparia,1,1,1,-0.0,1.0,0,1,0,0
Bidens ternata,1,1,1,-0.0,1.0,0,1,0,0
Bidens tripartita,1,1,1,-0.0,1.0,0,1,0,0
Bignonia magnifica,1,1,1,-0.0,1.0,0,0,1,0
Billardiera fraseri,1,1,1,-0.0,1.0,1,0,0,0
Billardiera fusiformis,1,1,1,-0.0,1.0,0,0,0,1
Billardiera heterophylla,1,1,1,-0.0,1.0,0,0,0,1
Billardiera lehmanniana,1,1,1,-0.0,1.0,1,0,0,0
Billbergia vittata,1,1,1,-0.0,1.0,1,0,0,0
Billburttia capensoides,1,1,1,-0.0,1.0,0,1,0,0
Biophytum aeschynomenifolia,1,1,1,-0.0,1.0,1,0,0,0
Biophytum helenae,1,1,1,-0.0,1.0,1,0,0,0
Biophytum sensitivum,1,1,1,-0.0,1.0,0,1,0,0
Bistorta bistortoides,1,1,1,-0.0,1.0,1,0,0,0
Blainvillea acmella,1,1,1,-0.0,1.0,1,0,0,0
Blainvillea gayana,1,1,1,-0.0,1.0,1,0,0,0
Blakea foliacea,1,1,1,-0.0,1.0,1,0,0,0
Blepharis maderaspatensis,1,1,1,-0.0,1.0,1,0,0,0
Blepharis obmitrata,1,1,1,-0.0,1.0,0,0,0,1
Bletia punctata,1,1,1,-0.0,1.0,1,0,0,0
Blumea barbata,1,1,1,-0.0,1.0,1,0,0,0
Blumea megacephala,1,1,1,-0.0,1.0,1,0,0,0
Blumenbachia sylvestris,1,1,1,-0.0,1.0,1,0,0,0
Boea hygroscopica,1,1,1,-0.0,1.0,0,0,0,1
Boechera angustifolia,1,1,1,-0.0,1.0,1,0,0,0
Boerhavia coccinea,1,1,1,-0.0,1.0,0,0,1,0
Boerhavia tetrandra,1,1,1,-0.0,1.0,1,0,0,0
Bolandia elongata,1,1,1,-0.0,1.0,1,0,0,0
Bomarea hirsuta,1,1,1,-0.0,1.0,0,0,1,0
Bomarea pardina,1,1,1,-0.0,1.0,0,0,1,0
Bomarea salsilla,1,1,1,-0.0,1.0,0,0,1,0
Bombax insigne,1,1,1,-0.0,1.0,1,0,0,0
Bonamia spectabilis,1,1,1,-0.0,1.0,1,0,0,0
Bonnetia stricta,1,1,1,-0.0,1.0,1,0,0,0
Borago officinalis,1,1,1,-0.0,1.0,1,0,0,0
Boronia floribunda,1,1,1,-0.0,1.0,0,0,0,1
Borrichia frutescens,1,1,1,-0.0,1.0,0,1,0,0
Borzicactus sepium,1,1,1,-0.0,1.0,0,0,1,0
Bossiaea linophylla,1,1,1,-0.0,1.0,0,1,0,0
Bossiaea praetermissa,1,1,1,-0.0,1.0,0,1,0,0
Bossiaea spinescens,1,1,1,-0.0,1.0,0,1,0,0
Bossiaea stephensonii,1,1,1,-0.0,1.0,0,1,0,0
Bossiaea webbii,1,1,1,-0.0,1.0,0,1,0,0
Bothriochloa ischaemum,1,1,1,-0.0,1.0,1,0,0,0
Bothriospermum longistylum,1,1,1,-0.0,1.0,1,0,0,0
Bothriospermum zeylanicum,1,1,1,-0.0,1.0,1,0,0,0
Bougainvillea glabra,1,1,1,-0.0,1.0,0,0,1,0
Bougainvillea spectabilis,1,1,1,-0.0,1.0,0,0,1,0
Boykinia richardsonii,1,1,1,-0.0,1.0,1,0,0,0
Brachychiton paradoxus,1,1,1,-0.0,1.0,0,0,1,0
Brachycorythis lastii,1,1,1,-0.0,1.0,0,0,1,0
Brachyglottis laxifolia,1,1,1,-0.0,1.0,0,1,0,0
Brachystele unilateralis,1,1,1,-0.0,1.0,0,1,0,0
Brassica napus,1,1,1,-0.0,1.0,0,1,0,0
Brassica rapa,1,1,1,-0.0,1.0,0,1,0,0
Braunsia apiculata,1,1,1,-0.0,1.0,0,0,0,1
Braya glabella,1,1,1,-0.0,1.0,1,0,0,0
Braya purpurascens,1,1,1,-0.0,1.0,1,0,0,0
Brickellia secundiflora,1,1,1,-0.0,1.0,0,1,0,0
Brillantaisia lamium,1,1,1,-0.0,1.0,0,0,0,1
Brillantaisia owariensis,1,1,1,-0.0,1.0,0,0,0,1
Briza minor,1,1,1,-0.0,1.0,1,0,0,0
Brocchia cinerea,1,1,1,-0.0,1.0,0,1,0,0
Brodiaea elegans,1,1,1,-0.0,1.0,0,0,0,1
Brodiaea terrestris,1,1,1,-0.0,1.0,0,1,0,0
