species,outer_appearances,evaluable_appearances,mean_rho,median_rho,q025_rho,q975_rho
Cneoridium dumosum,135,135,-0.007522892293107534,-0.03100858603751963,-0.14163751437931654,0.235506917380712
Cochlospermum vitifolium,136,136,-0.019356726810089406,-0.023372580673437202,-0.12982894142983392,0.12088047666109016
Coleogyne ramosissima,135,135,0.0429262737348834,0.03555748008765369,-0.11589313598131457,0.2434196311021883
Coleostephus myconis,135,135,0.02917872247518635,0.023133966629681812,-0.19831382701258296,0.29931614429061687
Collinsia grandiflora,135,135,0.10744398971703709,0.09016695315951312,-0.09120436343913886,0.3845907088839026
Commelina benghalensis,136,136,0.04988883598218535,0.03405211657951965,-0.10812611557649647,0.274602670182864
Commelina communis,135,135,0.06688645212021717,0.05937793873864417,-0.05404768465666786,0.22156438215958746
Commelina diffusa,135,135,0.0053687512038450465,-0.007366583999265179,-0.10398246926216065,0.20627546177835518
Conoclinium betonicifolium,135,135,0.035498461103310924,0.028658907303161923,-0.15345729069619948,0.26309648466716534
Conopholis alpina,136,136,-0.06686300496133055,-0.07553001176588942,-0.21373372348847688,0.09345024865829496
Conospermum caeruleum,136,136,0.04062239573885953,0.03013117435823416,-0.12364943773045178,0.23967554138400105
Convolvulus elegantissimus,136,136,-0.09033762966987915,-0.10422225252766149,-0.2050123126314915,0.0755803120366361
Cornus florida,136,136,0.0010007566910294945,-0.0029935221999151463,-0.15882463576043077,0.18631460851080583
Cornus sanguinea,135,135,0.016929318318743017,0.009754753375585562,-0.11568581138710651,0.19719971831848393
Cornus suecica,136,136,-0.09012246765152282,-0.10111579122325885,-0.2336677207853841,0.12340209161647575
Corydalis aurea,136,136,-0.021048682171499997,-0.027307360897881702,-0.14958578820524263,0.19068876379430252
Cotula coronopifolia,136,136,0.009402185943389443,0.0006602069940656635,-0.09867983635715818,0.17191117835278305
Crepis biennis,136,136,-0.01048385862426897,-0.01267829259011403,-0.18891420717358678,0.21228675194691074
Crepis sancta,136,136,-0.05721563868068459,-0.08085034870844021,-0.20494049613180682,0.13921660867212568
Cryptantha barbigera,135,135,0.09780275781561722,0.0743298035665079,-0.14402209712763583,0.38927047111670987
Cylindropuntia echinocarpa,135,135,-0.0626868768456595,-0.07139051818026744,-0.18578811776386867,0.13008227374719533
Cypripedium guttatum,135,135,0.032415088526046555,0.021837315802595497,-0.1712002519387474,0.32324327397901403
Dalea candida,135,135,-0.06180345446201965,-0.07303511833685436,-0.21587502788384574,0.10235415035673921
Dampiera stricta,136,136,0.19003664844278856,0.20904355128659347,-0.1090542674312308,0.49282914966298824
Delphinium glaucum,135,135,0.07430245836295868,0.061734615771540546,-0.09040410800124221,0.2627863725631706
Delphinium sutherlandii,136,136,-0.02104586484175741,-0.020830435600344668,-0.15063597037970144,0.09592545937269002
Desmanthus illinoensis,135,135,0.02888015412311432,0.0164591233756293,-0.1326918517935327,0.22261220240828958
Diplacus mephiticus,136,136,0.03386984031676973,0.022628732204383963,-0.09902483369993414,0.24360858516273232
Diplotaxis tenuifolia,136,136,-0.02395654628035992,-0.03357313408556311,-0.18329430876281896,0.16369688829207132
Disphyma crassifolium,136,136,0.2468634372091815,0.2607574783380791,-0.05881763746189208,0.5561051406876704
Distimake aegyptius,135,135,0.015043630312792024,-0.005508535737248883,-0.1314959551815376,0.21109501490428792
Distimake dissectus,136,136,0.09200462402284328,0.09590905711049003,-0.15782169210110794,0.37097761856648603
Drosera spatulata,136,136,0.148816901611384,0.14739291509751695,-0.03961824281471568,0.3731573698644518
Dyssodia pinnata,136,136,-0.0045281593295882884,-0.011318043702786738,-0.15164228746561817,0.1887812900488569
Echium gaditanum,135,135,0.02856979563510289,0.03287188302343993,-0.12551920814252038,0.20913802831686548
Echium rosulatum,135,135,0.25861503995915064,0.2545079977430487,0.04170426065162908,0.4981302295879315
Ehretia anacua,136,136,0.01620705594901189,0.011908479750860575,-0.12025548163602724,0.1818085790392211
Elephantopus carolinianus,135,135,0.10243066632620113,0.09091402152851588,-0.11810966651872684,0.3233064336233254
Epacris obtusifolia,136,136,-0.051463622098053885,-0.05179353269736296,-0.2277051704304391,0.14271805167368687
Erechtites hieraciifolius,136,136,0.08008728061813503,0.06042243479554034,-0.12071868152055533,0.39265375480586284
Erigeron foliosus,136,136,-0.048156012657657905,-0.054948015763667465,-0.1750434113206227,0.12637002628735888
Erigeron linearis,136,136,0.04850731620580721,0.04908344158826386,-0.15511356926347283,0.26367117619528757
Eriodictyon crassifolium,136,136,0.03683755122330002,0.03657923167429919,-0.08394284139668544,0.21733566026759746
Eriogonum jamesii,136,136,0.11611333795941452,0.09690456507761552,-0.08359730040633873,0.38665380729310195
Eriogonum latifolium,136,136,0.10132195801072336,0.09080029917726254,-0.16392880106024227,0.40615565965524636
Eriogonum niveum,136,136,-0.01121115847827144,-0.008809983072865409,-0.19679915320587685,0.17471952131637997
Eriophorum vaginatum,135,135,-0.06279649093647441,-0.07583618732695614,-0.15706561342273662,0.09407690255306697
Eriophyllum confertiflorum,135,135,0.030621910721826733,0.026235952992871757,-0.10496538029191653,0.22511893541133304
Eryngium planum,136,136,0.1348308534399339,0.14294987031278023,-0.13656589116770987,0.4488684626050292
Erythranthe dentata,135,135,0.020651026921525335,0.007378482977046668,-0.16125285044681303,0.22189269001001458
Erythranthe erubescens,136,136,-0.022480979164881714,-0.026925953627524313,-0.13669339141921122,0.13623369068395247
Erythrina humeana,136,136,0.26381779312257647,0.25756537941712926,0.06286199792675407,0.522329602365425
Eschscholzia minutiflora,135,135,0.10717489095032685,0.1120200222932282,-0.14311872511709256,0.4449754697698999
Euonymus obovatus,135,135,0.0008979915658105304,-0.008897742019758528,-0.08187955221842966,0.13669099711910915
Eupatorium altissimum,135,135,0.0576937279187127,0.057931040515774614,-0.1274916785856439,0.24444418200824944
Euphorbia cyparissias,136,136,-0.008569944297854307,-0.011650463737405725,-0.16636245937706398,0.18221776080690383
Eurybia divaricata,135,135,0.10718161832089758,0.09725972872845291,-0.07701487575833127,0.34273029869612953
Eutrochium fistulosum,136,136,0.17057687550946,0.1626795934852947,-0.049110559995101194,0.40089928136221886
Eutrochium maculatum,135,135,-0.007058430477141495,-0.010405595139681666,-0.16447511280963795,0.16786206353580288
Eysenhardtia texana,136,136,-0.0458571359103024,-0.04963630717281861,-0.13643248610181652,0.053567163983256574
Falcaria vulgaris,135,135,0.08921786723936077,0.09479632764284185,-0.11240789583032626,0.324443307220932
Fritillaria pyrenaica,135,135,0.13142829725857746,0.13065926241256795,-0.040501156819859725,0.3297053278921563
Galinsoga parviflora,135,135,0.032748453772917206,0.02162911642107013,-0.14796301399222317,0.2900724761292411
Gazania rigens,136,136,0.014014511975488912,0.010443182303719187,-0.15690396334748663,0.2310785895937637
Gentiana acaulis,136,136,-0.012148287256484298,-0.015389258486530465,-0.18694314319830996,0.22157400482007814
Gentiana parryi,135,135,0.051649187306320704,0.03696763724319525,-0.10654892029375358,0.2429300126406768
Geranium macrorrhizum,136,136,0.037670348749401485,0.03701837490760059,-0.10438159097569405,0.249763151333832
Geranium molle,136,136,0.0163903239260249,0.006150629628171651,-0.13168895187357574,0.19097984927414524
Geranium richardsonii,136,136,0.061063422337797074,0.0680969439305069,-0.1318787807214371,0.2761259606258229
Geranium yeoi,136,136,0.18016935078567772,0.17221850437612357,0.01665879358081067,0.3701448210403846
Geum canadense,135,135,-0.059003418881893616,-0.06637098855340796,-0.1739593311376172,0.10289801173722306
Geum macrophyllum,136,136,-0.04825395571690042,-0.07049306063462144,-0.18611352822664926,0.1699178329413857
Geum urbanum,135,135,0.03623378652707559,0.037025906300505486,-0.14014046710919137,0.21836507609908398
Gompholobium huegelii,135,135,0.1594673188478497,0.1473932400406019,-0.039424673096493404,0.39471939264610606
Goodenia ovata,135,135,0.013268948546062781,0.01566756420600624,-0.16941550943753872,0.1888789041920674
Grevillea alpina,135,135,0.02475208122432642,0.026314477292708215,-0.13740459350820333,0.18504061200120728
Grevillea lavandulacea,135,135,-0.12510608821193311,-0.13516251361387766,-0.2595786149492405,0.06320443342212427
Guzmania monostachia,136,136,0.09536576272834844,0.08011914603262084,-0.0863852475866805,0.33634391388593654
Hedypnois rhagadioloides,135,135,-0.0052117551785848815,-0.013347630619487483,-0.15843798003134654,0.19993398654499084
Helenium autumnale,136,136,-0.012279561193120205,-0.026021338637455947,-0.1739645303263583,0.20798287494823103
Helianthus divaricatus,135,135,-0.03611129464296195,-0.04216572087559586,-0.21362098147631314,0.16406721799832516
Hepatica acutiloba,136,136,-0.09808092245808032,-0.09859902811129045,-0.22347513635747313,0.05803732717483062
Hibbertia cuneiformis,135,135,-0.0063796654206004725,-0.013714040851443999,-0.18764927618340085,0.21365754832007566
Hibiscus denudatus,136,136,0.26763520938773355,0.2493490544649571,0.004876501900475448,0.5723370380576223
Hofmeisteria fasciculata,136,136,-0.05344270299963889,-0.05552625018042489,-0.19307299662769492,0.10346678213859256
Homogyne alpina,136,136,0.14151523197687269,0.1471540981598849,-0.10977181172827358,0.3693708529613738
Hyacinthoides non-scripta,136,136,-0.035657849067798335,-0.047849991470823666,-0.14825698627021305,0.11801252695438423
Hypocalymma robustum,135,135,-0.0034885157434987528,-0.00412287262659266,-0.21721432726668333,0.20180713564014754
Iliamna rivularis,136,136,0.0011641103580221468,-0.006066650045707637,-0.133205176991344,0.17776553075533513
Ipomoea cairica,136,136,-0.013937625693115045,-0.02079107017106466,-0.1695682032749672,0.18174672526857302
Ipomoea pes-caprae,135,135,0.012562063880037295,0.0023724242422919254,-0.06689828127247437,0.12777368049069437
Jacobaea adonidifolia,136,136,-0.09024797487684738,-0.10322615355057731,-0.24380510861414148,0.08850441986292085
Jaumea carnosa,136,136,0.05322978806810721,0.04498540090510071,-0.13293022143964817,0.3207900212300384
Johnstonella angustifolia,135,135,0.0033076874851468378,0.003214843391200515,-0.15863366968905687,0.1881556421595
Lachenalia reflexa,135,135,0.09828882316207745,0.08796073954519809,-0.1128788025794803,0.332393325444783
Lamprocapnos spectabilis,135,135,-0.10073947316053346,-0.11082768002029507,-0.2501813871502491,0.11107970624641901
Lantana involucrata,136,136,0.012448120609500344,-0.003168479663381841,-0.16541900125531983,0.24235545233065214
Lathyrus japonicus,135,135,0.08314536583848608,0.07103010580552604,-0.07573095041268092,0.28812283763510005
Lathyrus palustris,135,135,0.02789278801035943,0.01449435106089832,-0.08765596364383911,0.2180388143132702
Lathyrus pratensis,136,136,-0.01658543860184541,-0.04438110787006092,-0.24955294160276734,0.2956018848590211
Lepidium campestre,135,135,0.03499371530111557,0.0230917608156517,-0.09830606183871547,0.22487029091052255
Lepidium fremontii,135,135,0.010081859033207737,0.007473308051979863,-0.16010025062656644,0.17916860213360628
Leucaena leucocephala,135,135,0.011157720145553907,-0.012499059596617375,-0.11059402432783531,0.2301700149151239
Leucopogon affinis,135,135,0.12248659914928554,0.10747024629636921,-0.0803706473863542,0.36449990596036363
Leucopogon microphyllus,136,136,0.11744368363676877,0.09837683213268775,-0.09941914122129059,0.4483239074999891
Ligustrum obtusifolium,135,135,0.008396655785284425,-0.008914957550945428,-0.14595537709894282,0.1723360757915732
Linum catharticum,135,135,-0.10082651525718182,-0.10434025727495004,-0.2232294523394,0.0557990088659695
Linum lewisii,135,135,0.0015522809350310054,0.0021441037147843433,-0.1520714526280798,0.17132062267361253
Lithospermum canescens,136,136,-0.007158658795684226,-0.009588470058771104,-0.1658131126981214,0.17005438217269628
Lobelia erinus,135,135,0.06386936898188851,0.049449102686909246,-0.11816320906979491,0.2973137905846642
Loeselia glandulosa,136,136,0.056484849841470536,0.04653956006945812,-0.11956921098557916,0.29921400359537587
Ludwigia peruviana,135,135,-0.01291935305735397,-0.012829242026248844,-0.1927677020716703,0.20640647037186619
Lupinus arizonicus,136,136,0.09733903849038468,0.11277233222672739,-0.1782849357250019,0.3892396786031397
Lupinus havardii,136,136,-0.003987357779522207,-0.009271870776417484,-0.17110140097188872,0.21373088042969557
Lupinus microcarpus,136,136,-0.0667807749535012,-0.07535330472778806,-0.1905417995249905,0.1225174629418223
Lysimachia loeflingii,135,135,0.020079615365736433,0.0005887318645654276,-0.1268330512144235,0.23485432604198125
Lysimachia quadrifolia,136,136,-0.019317285536647445,-0.02140994017928168,-0.16594621846619978,0.20991430533711802
Malacothrix saxatilis,136,136,-0.002666750543332978,-0.008057665979958623,-0.18618492129101116,0.22806361453371649
Malva moschata,135,135,0.033017379170062984,0.025712623618382783,-0.10264885599688577,0.2194793265887232
Malva thuringiaca,135,135,-0.029012476897109948,-0.04478123756161784,-0.19649490217690826,0.17339841750974305
Mazus miquelii,135,135,0.024453590831840125,0.014349136366220965,-0.12188018038114486,0.19123375629300143
Mecardonia procumbens,136,136,0.10653193497898181,0.09077958160624136,-0.10212183521643117,0.4049274950348761
Medicago lupulina,136,136,0.002458194048515152,-0.029729326202648024,-0.1587971911078041,0.32306652219976356
Medicago marina,136,136,0.045354604230097115,0.027226880464687027,-0.1113939692952151,0.2352398215681103
Melaleuca citrina,135,135,0.04728618694531381,0.04326785550263093,-0.16742466987713614,0.28709924899508826
Melastoma candidum,136,136,0.050664402080588394,0.040057421951479294,-0.11965075766356656,0.28201590363342915
Melastoma malabathricum,136,136,0.011939856695730193,0.0040993197241728525,-0.11037738324869766,0.18730028621108952
Melothria pendula,135,135,-0.025823797655787697,-0.038784016136580966,-0.15702624778951713,0.2039921207838311
Micranthes petiolaris,135,135,-0.0762625262658942,-0.09231193166161478,-0.23320342741670935,0.14125741928993518
Mitchella repens,135,135,0.14766278179426706,0.14428047744962996,-0.07012908175329721,0.39496196478887785
Moraea flaccida,135,135,0.004564569480962926,-0.007319575998360003,-0.13539159782026824,0.1722890144227816
Muscari armeniacum,136,136,0.029590028350827795,0.015215175810381102,-0.1172147209209761,0.2321685540203038
Muscari botryoides,136,136,-0.0026690532923006635,-0.011723024839585877,-0.11472638839682103,0.1734213369374571
Myosotis latifolia,135,135,-0.07837923941778695,-0.0755160151688121,-0.2062036417396021,0.0793190655521877
Myosotis laxa,136,136,-0.06242210855132904,-0.07165470395010215,-0.18293814816272796,0.07672103469843895
Myosotis sparsiflora,136,136,0.125621281821211,0.12642863703762025,-0.14352263730880432,0.37610409094288955
Myrica gale,136,136,-0.03151043093824285,-0.03781093221710472,-0.17465128790562795,0.16065031689170572
Myrtus communis,135,135,0.015123575858397204,0.010800999007116396,-0.13443224116136765,0.19883618295301964
Nama hispida,136,136,0.07129818952473063,0.05450012465719273,-0.10165509760439495,0.3138994956851116
Navarretia heterodoxa,135,135,0.004778120726805701,0.001888665818122969,-0.13726042855830678,0.1745045860725112
Nelumbo nucifera,135,135,-0.006968079335243764,-0.012762584783731193,-0.10937893770737236,0.10894671312778095
Nicandra physalodes,136,136,0.02184930006843857,0.012983250412227728,-0.09673769939683415,0.20319105870646514
Nicotiana longiflora,135,135,0.07817539830408725,0.05851848352856401,-0.1432814147060496,0.3390116299346958
Ochna serrulata,136,136,0.010249979903779202,-0.008031675300698362,-0.1137851999371466,0.18503290928875635
Odontites luteus,136,136,-0.0941134508891897,-0.1010650124292794,-0.21307129079242612,0.07631660902009389
Olearia lirata,136,136,0.10632831436974534,0.09075568502407853,-0.11966062626024049,0.4175106177310642
Olsynium biflorum,136,136,0.03453302939566013,0.026980190441198985,-0.13824787444311493,0.22033003956526065
Omphalodes verna,135,135,-0.05152536826521089,-0.05854164206327337,-0.15226469314647875,0.08285233152689755
Oreomecon alpina,135,135,0.338328521238993,0.328916077949281,0.0721087733093857,0.6159868669463515
Ornithopus compressus,136,136,0.07910591929220089,0.07326859206336513,-0.10351193934927011,0.32559877670043547
Oxalis violacea,136,136,7.644097411169728e-05,-0.006426187633131696,-0.11871323159556835,0.14797180560476236
Oxytropis campestris,135,135,0.08670161603997066,0.07508561980868401,-0.07200575610054806,0.33356900103662307
Papaver dubium,136,136,-0.07918159272526867,-0.08257379924505856,-0.20933310588863085,0.08191836484754644
Parthenium confertum,135,135,-0.03685453640257285,-0.05900877849072945,-0.19966766829814506,0.24653824788848247
Passiflora mixta,135,135,0.2654278706267317,0.2583483140661427,0.04791420085991594,0.5022705104821392
Pectis multiseta,136,136,0.026503270404259167,0.00042471309259796007,-0.12332445516874692,0.24468512390936586
Pectis papposa,135,135,0.03265448109157871,0.025934819596985487,-0.14373123034462246,0.2612953966168369
Penstemon speciosus,136,136,-0.007280263074275362,-0.005752601398784921,-0.16744610216641082,0.1646362853031357
Pentanema squarrosum,136,136,-0.050908145016066504,-0.06116425444063913,-0.16720116171755744,0.10731081630778518
Persicaria nepalensis,136,136,0.04634223120680255,0.03919834490239561,-0.06810437962270424,0.1814192986830077
Persicaria pensylvanica,136,136,0.07829673248926651,0.07153573287494477,-0.10980920888608958,0.3159694611747519
Phlomoides tuberosa,135,135,0.027065679841773656,0.016893017885026704,-0.14882572924457743,0.2524480485681921
Phlox diffusa,136,136,0.07145379875106102,0.05710174213894248,-0.10521679416691818,0.3713885499088035
Phlox longifolia,135,135,0.04883202123335617,0.038928910408656904,-0.11907937382723825,0.24679307343402143
Phlox roemeriana,135,135,0.09998709526709283,0.10825055658343066,-0.12060220358925237,0.3353984437533625
Pimelea serpyllifolia,135,135,0.16611251771015945,0.15956383104357755,-0.140879585488078,0.5321419504950574
Pinguicula vulgaris,136,136,0.05705132608752145,0.04114562147077992,-0.07239346183959025,0.2379469616449501
Piqueria trinervia,136,136,-0.01722182213566974,-0.028785751464175273,-0.14031129306687312,0.2044001802061874
Pittosporum revolutum,135,135,-0.036735068289360066,-0.050467355124285414,-0.1598146232238964,0.15985477541903856
Plantago media,135,135,-0.025808137547623143,-0.028132297643018448,-0.17906257791074545,0.15393921102931857
Polycalymma stuartii,136,136,0.020980834696329165,0.008403206970305346,-0.11099957572815111,0.2636880158511462
Polygala comosa,135,135,0.00554973497994226,-0.004098378581707323,-0.15478845455698584,0.191755829363986
Portulaca suffrutescens,136,136,0.06774762077146465,0.06585923797276788,-0.19600090977881005,0.30394157295507535
Potentilla concinna,136,136,-0.02696352503585068,-0.048009389695778164,-0.20941551973465397,0.29048471965253453
Potentilla indica,136,136,0.0475646894119464,0.03998133142500675,-0.19874403120974482,0.3851076916874452
Potentilla simplex,135,135,0.13304013131959558,0.1333554745033755,-0.1106657845055607,0.34473528896298145
Primula elatior,135,135,0.013345023083855333,0.003947915163125966,-0.12404545394900866,0.15861669881510074
Prunus mahaleb,136,136,0.05568081738068609,0.03917297607019294,-0.15131349315697623,0.3335951134380454
Pseudo-fumaria lutea,135,135,-0.08901432542267036,-0.10334999803172855,-0.21832933118135658,0.0609525369499838
Pseudognaphalium affine,136,136,-0.04194324740091684,-0.04484597182310052,-0.16636420895169862,0.15032279652009609
Pulmonaria obscura,136,136,0.0022145498228684337,-0.004737848110678091,-0.13057753458690358,0.17307032852637705
Pultenaea villosa,135,135,0.014003869279990746,0.0022770713870190313,-0.12472227689642958,0.2424546532124379
Purshia stansburyana,136,136,0.1258703812194484,0.1196481605409685,-0.05492592738390479,0.3360027468321765
Pycnanthemum virginianum,135,135,-0.043532961419125354,-0.05216094337064302,-0.1802782698456438,0.11114277841199864
Pyrola elliptica,136,136,0.06776142822386894,0.05681656147349176,-0.09379636662276854,0.30902901306216635
Ranunculus kuepferi,136,136,0.05840747799073703,0.05174017067100562,-0.18660263223503787,0.3101372541300897
Ranunculus lyallii,136,136,0.0677847606388932,0.053714565646227265,-0.09781128213203168,0.30064012561945885
Ranunculus trichophyllus,136,136,0.009073062494034079,-0.018354787492290938,-0.1162192129538506,0.2732667182791184
Ranunculus uncinatus,135,135,-0.14386804191094413,-0.1473004725683947,-0.2426615273595516,-0.01428711394542194
Rhododendron canadense,136,136,-0.014748348131389966,-0.014326391895970295,-0.15037878290840545,0.1655001377790025
Rhododendron catawbiense,136,136,0.054679366005610484,0.05299286610942715,-0.11401212455221825,0.2600976700039804
Rhododendron pseudochrysanthum,135,135,-0.006142944459591225,-0.009322608440822826,-0.13186010401221204,0.13141693675725094
Rhododendron tomentosum,136,136,0.005173813807694474,0.0036749815201179217,-0.1468232098571035,0.1672632716170881
