species,n_classifiable,H1_coarse_primary_morph,H1_coarse_secondary_morph,H1_coarse_second_fraction,continuous_major_n,continuous_minor_n,continuous_minor_fraction,continuous_hellinger_separation_ratio,continuous_vs_coarse_nmi,delta_norm,coarse_n_white,coarse_n_yellow_orange,coarse_n_red_pink,coarse_n_blue_purple,mu1_white,mu2_white,delta_white,mu1_yellow,mu2_yellow,delta_yellow,mu1_orange,mu2_orange,delta_orange,mu1_red,mu2_red,delta_red,mu1_pink,mu2_pink,delta_pink,mu1_magenta,mu2_magenta,delta_magenta,mu1_purple,mu2_purple,delta_purple,mu1_blue,mu2_blue,delta_blue,mu1_bronze,mu2_bronze,delta_bronze
Celosia argentea,45,red_pink,white,0.35555555555555557,27,18,0.4,1.8410379521742402,0.9100970729414909,0.7630311022244619,16,2,27,0,0.10437020542890846,0.7343587331797334,0.629988527750825,0.00024596435312230103,0.02696231290759437,0.02671634855447207,0.0006359571361123779,0.0007471334538663557,0.0001111763177539778,0.15010545176361334,0.00770282820838375,-0.1424026235552296,0.35764217268038256,0.08971213619917241,-0.26793003648121017,0.3033845146453978,0.00904071800929858,-0.2943437966360992,0.031063098873422464,0.005463337219426701,-0.025599761653995762,0.00039477730107025934,0.0013455770951123858,0.0009507997940421264,0.05215785781797047,0.12466722372741208,0.07250936590944161
Cichorium intybus,59,white,blue_purple,0.4576271186440678,32,27,0.4576271186440678,2.0912532310517924,0.9494234266136687,0.7246054290125773,31,1,0,27,0.7489674719550804,0.24163881796250541,-0.507328653992575,0.02780507279205331,0.005967693867319834,-0.021837378924733475,7.26406322640625e-05,8.93607069014218e-06,-6.370456157392033e-05,0.0,0.0017198629919590893,0.0017198629919590893,0.00981418286457664,0.003586734542601343,-0.006227448321975297,0.0,0.0,0.0,0.009532236691122598,0.03483055813023334,0.025298321439110746,0.18338321138602204,0.6995730694113083,0.5161898580252862,0.020425183678881034,0.01267432702338263,-0.007750856655498404
Cleomella serrulata,47,white,red_pink,0.2978723404255319,34,13,0.2765957446808511,1.9531312475202705,0.5924906971712265,0.7098132324057977,22,0,14,11,0.5029659997640139,0.07960713920539672,-0.42335886055861716,0.004969111422477172,0.0007143543455068695,-0.004254757076970303,0.00014626218678586773,0.0,-0.00014626218678586773,0.0009890608996467,0.0,-0.0009890608996467,0.3134773127236289,0.1581499817795811,-0.1553273309440478,0.02377838798859003,0.09866369688583408,0.07488530889724405,0.0592906118788068,0.5986439534608864,0.5393533415820796,0.017784266145384732,0.04448642654805205,0.02670216040266732,0.0765989869906658,0.0197344477747428,-0.05686453921592299
Comesperma ericinum,42,red_pink,blue_purple,0.30952380952380953,27,15,0.35714285714285715,1.941831845322035,0.7050746877106333,0.530406137602879,6,0,23,13,0.18055137657827794,0.17841005528960854,-0.0021413212886693955,0.0064613835833177875,0.002761901990368412,-0.0036994815929493755,0.0005712866081840257,0.0005454492703165335,-2.583733786749214e-05,0.0003761342868198783,0.0,-0.0003761342868198783,0.2817370957508076,0.11815193415472199,-0.1635851615960856,0.34883408391478277,0.04252473667808919,-0.30630934723669356,0.1480812014730463,0.5339439371532142,0.38586273568016793,0.005701476172876156,0.11313617442034576,0.10743469824746961,0.027685961631887638,0.010525811043335411,-0.017160150588552227
Conoclinium coelestinum,67,white,blue_purple,0.3582089552238806,43,24,0.3582089552238806,2.204613754338973,1.0000000000000002,0.7448912741020176,43,0,0,24,0.7469047001903178,0.18015912017830502,-0.5667455800120128,0.009157293896853694,0.00023433679426186852,-0.008922957102591826,3.6739613372823366e-05,0.0006576278779733252,0.0006208882646005018,0.0006447620174763793,8.778461892394169e-05,-0.0005569773985524376,0.04350108898887152,0.04406533348783417,0.0005642444989626474,2.9675039057219433e-05,0.0021765814242433483,0.0021469063851861287,0.0137813053289357,0.12915691091918266,0.11537560559024695,0.15564877773765887,0.6248285773132262,0.4691797995755673,0.03029565718745593,0.01863372738604958,-0.011661929801406349
Dahlia coccinea,43,yellow_orange,red_pink,0.3953488372093023,24,19,0.4418604651162791,1.9319205934564987,0.30217929983338687,0.8011499977702116,2,24,17,0,0.026721361125876014,0.11098297685891753,0.08426161573304151,0.08213047218739598,0.5216829610377123,0.4395524888503163,0.162905705204321,0.19197197157027182,0.029066266365950832,0.677265573123198,0.017711606300477502,-0.6595539668227205,0.006925764492338723,0.03847669614998953,0.03155093165765081,8.573229280590005e-05,0.0024323688133701797,0.0023466365205642797,0.0,0.0005752272254830739,0.0005752272254830739,0.0,0.003922388155975501,0.003922388155975501,0.04396539157406448,0.11224380388780256,0.06827841231373807
Delphinium parishii,57,blue_purple,white,0.38596491228070173,36,21,0.3684210526315789,2.5695826794033714,0.7711431160968043,0.7361570122234192,22,1,0,34,0.26797170066090403,0.7795473990906918,0.5115756984297878,0.00013091763222350015,0.04849683329785344,0.04836591566562994,0.0,0.002726963458527784,0.002726963458527784,0.0005946875521500669,0.0,-0.0005946875521500669,0.00771615992763829,0.003079570435228912,-0.004636589492409378,3.9228608639694455e-06,0.0,-3.9228608639694455e-06,0.061750993406881345,0.004426716275833755,-0.05732427713104759,0.6520304114068688,0.12856383443358047,-0.5234665769732884,0.00980120655246976,0.03315868300828377,0.02335747645581401
Drymocallis glandulosa,50,yellow_orange,white,0.26,26,24,0.48,2.0904202336009576,0.3375546694542026,0.6144344656053963,13,37,0,0,0.5169484824319183,0.09378835866005475,-0.4231601237718635,0.39141083112973757,0.836405534535208,0.4449947034054705,0.000983490160912068,0.004995550856866501,0.0040120606959544326,0.0002076451156205731,0.0,-0.0002076451156205731,0.003683236963997197,0.00019043804677315417,-0.003492798917224043,0.0005483564623349539,0.0,-0.0005483564623349539,0.00027468880515475394,0.0,-0.00027468880515475394,0.0009836792819784153,4.018456534482917e-05,-0.0009434947166335861,0.08495958964834625,0.0645799333357527,-0.020379656312593558
Echinops ritro,74,white,blue_purple,0.33783783783783783,40,34,0.4594594594594595,2.3798196532480618,0.5401364842370324,0.751350934383454,48,1,0,25,0.8590286936674728,0.31959477561569527,-0.5394339180517775,0.022484499821977873,0.006502238411124208,-0.015982261410853665,0.0008544666376081178,0.00011189521389023636,-0.0007425714237178814,0.0009167671893848003,0.0,-0.0009167671893848003,0.0016515142404170864,0.0020757565376348514,0.00042424229721776496,2.1024304095532508e-05,1.148448446149118e-05,-9.539819634041329e-06,0.0012761929414652144,0.08414329924314017,0.08286710630167494,0.05588094464760125,0.5704242230403106,0.5145432783927093,0.05788589654997746,0.01713632745374327,-0.04074956909623419
Emilia sonchifolia,49,red_pink,white,0.40816326530612246,29,20,0.40816326530612246,1.8533963134966496,0.757884122639108,0.7844848965805687,20,1,26,2,0.1364321648017477,0.7778563552214163,0.6414241904196686,0.004767128836996669,0.02569223855934539,0.02092510972234872,0.00013993513385493454,0.0,-0.00013993513385493454,0.012947225967523415,0.00021682072349651503,-0.0127304052440269,0.537366206598877,0.12240672323306276,-0.41495948336581423,0.1375031529387223,0.001136791530675875,-0.13636636140804645,0.11951694606583242,0.008768282153059762,-0.11074866391277266,0.014233067038183517,0.009131937003822385,-0.005101130034361133,0.03709417261826214,0.05479085157512111,0.017696678956858974
Eriogonum thomasii,43,yellow_orange,white,0.37209302325581395,29,14,0.32558139534883723,2.071352244708366,0.5807023913902968,0.7516306414982623,16,25,0,2,0.21123742846128057,0.7949571739205818,0.5837197454593013,0.22374807364635907,0.0003786464507212286,-0.22336942719563785,0.01937359230576198,0.0,-0.01937359230576198,0.011700746283017212,0.002857142857142857,-0.008843603425874355,0.009478224198549812,0.003346152083296586,-0.006132072115253226,0.0,0.0,0.0,0.013247794707297518,0.05792970150588672,0.0446819067985892,0.00850681635926223,0.05025059828755084,0.041743781928288606,0.5027073240384714,0.09028058489482006,-0.41242673914365136
Eriophorum virginicum,50,white,yellow_orange,0.32,33,17,0.34,2.0438998161384845,0.6532346267907431,0.6586215687552444,34,16,0,0,0.8491468502895443,0.33905348881840275,-0.5100933614711416,0.05267642309853955,0.13564959687524095,0.0829731737767014,0.0002258998579984546,0.026782252236218156,0.0265563523782197,3.885003885003031e-06,0.001177270675101865,0.001173385671216862,0.005813455250055012,3.1329105992631394e-06,-0.005810322339455749,0.0005591658561111181,0.0,-0.0005591658561111181,0.00035006601916200304,0.0,-0.00035006601916200304,0.0012720722486497362,0.0,-0.0012720722486497362,0.08995218237605496,0.49733425848443696,0.407382076108382
Erysimum franciscanum,63,yellow_orange,white,0.3333333333333333,41,22,0.3492063492063492,3.4156467464222406,0.8912761329695155,0.9938163407528118,21,42,0,0,0.06479523564207364,0.8152036452228337,0.75040840958076,0.7904616811503397,0.14621920289852025,-0.6442424782518195,0.010970832351734931,0.004989391811232306,-0.005981440540502625,0.0010789585061235164,0.0,-0.0010789585061235164,0.0008122215855194513,8.397818173150002e-05,-0.0007282434037879513,0.0,0.0,0.0,0.0018833975301198586,0.0006602894585603334,-0.0012231080715595253,0.0032913167208030556,0.0034550288106789395,0.00016371208987588396,0.12670635651328566,0.029388463616442876,-0.09731789289684278
Escallonia pulverulenta,40,white,yellow_orange,0.3,29,11,0.275,2.102915426778971,0.8376882401905572,0.6939791766143664,28,12,0,0,0.7925868776304732,0.2299215484518611,-0.5626653291786121,0.03290828392627664,0.36940577747610914,0.3364974935498325,5.012114944202682e-05,0.005320854787044178,0.005270733637602151,0.0,0.00022367790381850006,0.00022367790381850006,2.3475802532575867e-05,3.0975309236836374e-05,7.499506704260507e-06,0.0,0.0,0.0,2.187437111183054e-06,4.474211334209093e-05,4.255467623090787e-05,0.00692589998058604,0.00014981114035615364,-0.006776088840229886,0.1675031540735784,0.394902612818232,0.22739945874465362
Gentiana sedifolia,72,white,blue_purple,0.2638888888888889,53,19,0.2638888888888889,2.9952677052399457,0.9999999999999998,0.9106126035388911,53,0,0,19,0.7948403439624092,0.16482365762086956,-0.6300166863415396,0.06028592987333592,0.02475454414738878,-0.035531385725947134,0.0007453326368118804,4.536335440348421e-05,-0.0006999692824083962,0.0037322192119357877,0.0,-0.0037322192119357877,0.0012141229351880726,0.0008778481127033992,-0.00033627482248467337,0.0,0.0,0.0,0.001090958206360895,0.022225024507311165,0.02113406630095027,0.10012759962305331,0.756269500688345,0.6561419010652917,0.037963493550904885,0.03100406156897864,-0.006959431981926244
Geranium incanum,69,blue_purple,red_pink,0.3188405797101449,52,17,0.2463768115942029,2.4562989855714012,0.7217674022145151,1.0403008347944696,17,0,22,30,0.07657351355950362,0.9486634638775203,0.8720899503180167,0.0010993914897223114,0.014540868432406815,0.013441476942684504,0.00018277262227197038,0.0012472854620660828,0.0010645128397941124,0.00026309243322993563,0.0002620524691415143,-1.039964088421334e-06,0.13592159787292354,0.004976948478870048,-0.1309446493940535,0.26684893584619285,2.2636511661211773e-05,-0.2668262993345316,0.48207379853870413,0.00030234077809498835,-0.48177145776060915,0.027256136319983214,0.0010169265707270815,-0.026239209749256132,0.009780761317468313,0.028967477419511816,0.019186716102043505
Herissantia crispa,53,white,yellow_orange,0.22641509433962265,41,12,0.22641509433962265,2.892712732738516,0.9999999999999998,0.8422775261062232,41,12,0,0,0.8201159365962679,0.13711466944902428,-0.6830012671472436,0.12159518292157397,0.5875855911541683,0.46599040823259436,0.005506637992887239,0.1057810558666767,0.10027441787378946,0.0,0.0,0.0,0.001795277652046544,0.0,-0.001795277652046544,3.0484175809500006e-05,0.0,-3.0484175809500006e-05,4.263027593777222e-06,0.0,-4.263027593777222e-06,0.00669575320385782,0.0,-0.00669575320385782,0.04425646442996331,0.16951868353013075,0.12526221910016744
Impatiens glandulifera,60,red_pink,white,0.35,33,27,0.45,1.7830030240122259,0.5831770414458229,0.6451611252554375,21,0,38,1,0.1030059409116832,0.6213256990563842,0.518319758144701,0.004102162462826266,0.00895694864083136,0.004854786178005093,0.00019949235662844434,6.847720393880743e-05,-0.00013101515268963693,0.0292895882264362,0.012399278220205161,-0.016890310006231042,0.4723555167708256,0.22337521153199716,-0.24898030523882844,0.2886044834852326,0.010994882710100906,-0.2776096007751317,0.06770104790428502,0.008235194648569746,-0.059465853255715274,0.0034052556709822527,0.01613559011082992,0.012730334439847668,0.03133651221110039,0.09850871787714278,0.0671722056660424
Indigofera spicata,44,yellow_orange,white,0.36363636363636365,23,21,0.4772727272727273,1.2131446741932528,0.38668716397026903,0.38380925880908695,16,23,5,0,0.29065647571464387,0.4469302309836105,0.15627375526896664,0.11580836358935681,0.004126685668453884,-0.11168167792090293,0.02858303047836203,0.0026174542458907244,-0.025965576232471303,0.054387622016190386,0.06225303675480436,0.007865414738613977,0.04067926998241765,0.25758728686223215,0.21690801687981448,0.0,3.7105076386069126e-05,3.7105076386069126e-05,0.0,0.004073413367099954,0.004073413367099954,8.331562876221743e-06,0.0027102012660961193,0.0027018697032198976,0.46987690665615306,0.21966458577542625,-0.2502123208807268
Ipomoea cordatotriloba,50,red_pink,white,0.34,32,18,0.36,1.5054023592970085,0.542292520644294,0.6381353626580257,17,0,19,14,0.47506444553742994,0.08510478245057856,-0.38995966308685137,0.0039566003020128065,0.0020437009975915552,-0.0019128993044212513,7.77187429346594e-05,0.0,-7.77187429346594e-05,2.3568792073740566e-05,0.0,-2.3568792073740566e-05,0.3915329903525316,0.16405983887231618,-0.2274731514802154,0.04381921611200634,0.04389129492651832,7.207881451197495e-05,0.05245463313874511,0.4307034045003372,0.3782487713615921,0.027588191694125762,0.2731661727818257,0.24557798108769993,0.005482635328139912,0.0010308054708323753,-0.004451829857307537
Jasione montana,65,blue_purple,white,0.4307692307692308,44,21,0.3230769230769231,1.8365833801047768,0.4580578391166055,0.6412734055494659,28,4,0,33,0.30272086550386385,0.6630167142478398,0.36029584874397597,0.006590357369233707,0.04966652617442973,0.043076168805196026,8.967091009145001e-05,0.00038563090068986674,0.0002959599905984167,0.0,0.0,0.0,0.0053317122282473955,0.01788232927199222,0.012550617043744824,1.488555981613357e-06,0.0,-1.488555981613357e-06,0.04436993210342856,0.005963198451478729,-0.038406733651949826,0.6056266628844343,0.09534949268580578,-0.5102771701986286,0.035269310444719044,0.16773610826776378,0.13246679782304474
Justicia pilosella,51,white,blue_purple,0.4117647058823529,33,18,0.35294117647058826,1.2431731576991139,0.2910146799666746,0.56583153371881,25,0,5,21,0.6035040144877724,0.2015098152565893,-0.40199419923118307,0.0026724039947682186,0.011285320890010029,0.00861291689524181,0.0006504442922105889,0.0,-0.0006504442922105889,0.0,0.0,0.0,0.08524448227987347,0.24871409488207993,0.16346961260220647,0.0021981169059332247,0.037931195807297396,0.03573307890136417,0.06272436961834438,0.3956329935406437,0.3329086239222993,0.23571953381118582,0.09550714129816439,-0.14021239251302142,0.0072866346099120195,0.00941943832521529,0.0021328037153032697
Kniphofia uvaria,45,yellow_orange,red_pink,0.35555555555555557,32,13,0.28888888888888886,1.409695880302752,0.2524622320560949,0.45098281026149023,0,29,16,0,0.05001977056956785,0.0337866904104683,-0.01623308015909955,0.01645084500021334,0.2977146733602207,0.2812638283600074,0.12616559691076934,0.2826692375916693,0.15650364068089995,0.43835872879711046,0.1346480759263626,-0.30371065287074783,0.06448099263223389,0.0008362406489517408,-0.06364475198328215,3.5595687467643475e-05,0.0,-3.5595687467643475e-05,0.0006916718607790907,0.0,-0.0006916718607790907,0.002900651000555079,0.006169907140352662,0.003269256139797583,0.3008961475413034,0.24417517492197474,-0.05672097261932865
Lactuca canadensis,53,yellow_orange,white,0.22641509433962265,39,14,0.2641509433962264,2.4616503412842863,0.7676005695946572,0.8805993538535138,12,41,0,0,0.0849343457484945,0.6955081595129675,0.6105738137644731,0.7386944834577671,0.10683023610993882,-0.6318642473478283,0.01685633379068646,0.005585505719996772,-0.011270828070689687,3.3739538262267166e-05,3.3921532710534e-06,-3.0347384991213767e-05,5.286687134946826e-05,0.0074663248141641336,0.007413457942814665,0.0,0.0,0.0,0.0,0.003355344470187365,0.003355344470187365,1.4808562310725643e-05,0.04946869006388092,0.04945388150157019,0.15941342203112963,0.1317823471555934,-0.027631074875536232
Lamium maculatum,43,red_pink,blue_purple,0.3023255813953488,29,14,0.32558139534883723,1.7772184403053295,0.762025810522695,0.5994336257082997,3,1,26,13,0.17727351795647547,0.16821754209908693,-0.009055975857388543,0.01629849048894046,0.023423031946214864,0.007124541457274404,1.4568132528234918e-05,2.094618088283572e-05,6.378048354600803e-06,0.0018511968925653283,0.0,-0.0018511968925653283,0.4824848915013611,0.09553373344577791,-0.38695115805558317,0.1783972992156893,0.03308212907875947,-0.14531517013692985,0.10787598168892097,0.5094757932834635,0.4015998115945425,0.0023041848077444737,0.16443852886195623,0.16213434405421176,0.03349986931577476,0.005808295103858237,-0.027691574211916526
Leptosiphon bicolor,67,red_pink,white,0.373134328358209,39,28,0.417910447761194,1.9993399472566993,0.6682804110200687,0.7008114693042226,25,4,35,3,0.13806150145301255,0.6829231999416903,0.5448616984886777,0.07765893621984081,0.18425817035824396,0.10659923413840315,0.024526229907875247,0.003334182358134271,-0.021192047549740977,0.0006430387762449499,0.0021006732479329935,0.0014576344716880436,0.35725452967370036,0.031067036697185968,-0.3261874929765144,0.2672780266897209,0.0008392515714712752,-0.2664387751182496,0.08239801409700835,0.015149479965493965,-0.06724853413151438,0.006750892563748086,0.029233096086535286,0.0224822035227872,0.04542883061884869,0.051094909773312054,0.005666079154463363
Linaria vulgaris,58,yellow_orange,white,0.2413793103448276,44,14,0.2413793103448276,1.9262879842321594,1.0,0.6703566769330237,14,44,0,0,0.2112082205596315,0.6994638964363737,0.48825567587674223,0.6829011937609574,0.2280903776446031,-0.45481081611635427,0.02538238444128356,0.006519272749498045,-0.018863111691785513,0.0,0.0,0.0,9.669733646636139e-05,0.02737443496943803,0.027277737632971668,0.0,0.0,0.0,2.1035979940089533e-06,0.0023581839710394153,0.0023560803730454066,0.0001098210295910864,0.010007034609715196,0.00989721358012411,0.08029957927407633,0.026186799619332565,-0.05411277965474376
Lithotoma axillaris,47,white,blue_purple,0.44680851063829785,26,21,0.44680851063829785,1.9080919959593983,1.0,0.6703010629950783,26,0,0,21,0.7495447882963582,0.22023636070091634,-0.5293084275954418,0.005758547314169985,0.015405279156066926,0.00964673184189694,0.0015520558444487658,0.0,-0.0015520558444487658,0.0,0.0,0.0,0.03977286561367495,0.03041064403738984,-0.00936222157628511,6.032869620461541e-05,3.840245775729525e-05,-2.1926238447320164e-05,0.026212416953186348,0.17494089970099397,0.14872848274780762,0.15507246566222027,0.5382579168672732,0.38318545120505293,0.022026531619737017,0.020710497079602267,-0.00131603454013475
Lobelia gibbosa,43,blue_purple,white,0.2558139534883721,23,20,0.46511627906976744,1.5734319782492499,0.396626085057734,0.4390683270819151,11,0,0,32,0.17101189469944064,0.5204184565921128,0.34940656189267216,0.0002847109669563364,0.0006277671920969336,0.00034305622514059725,0.0,0.0,0.0,0.0019847756036052828,0.0,-0.0019847756036052828,0.01993169884349009,0.006611642729229396,-0.013320056114260695,7.543398112264352e-05,1.2573239117861546e-06,-7.417665721085737e-05,0.2902263265510413,0.039733480825017965,-0.2504928457260233,0.5028401113425937,0.4148026473285126,-0.08803746401408108,0.013645048011750207,0.017804748009118406,0.0041596999973681995
Lobelia puberula,48,blue_purple,white,0.20833333333333334,38,10,0.20833333333333334,1.7560751646852057,1.0000000000000002,0.7200909071067654,10,0,0,38,0.12832388820825322,0.6755128605777749,0.5471889723695217,0.00815223556013444,0.025449317803987116,0.017297082243852676,0.0002563226247436764,0.0,-0.0002563226247436764,2.640089556572028e-06,0.0,-2.640089556572028e-06,0.02708529297278119,0.031037590538107555,0.003952297565326366,0.0002413542509224474,0.0,-0.0002413542509224474,0.32085975652542065,0.05712665517212036,-0.2637331013533003,0.5066960971307273,0.1276853450909542,-0.3790107520397731,0.008382412637460566,0.08318823081705566,0.0748058181795951
Lupinus argenteus,66,blue_purple,white,0.3787878787878788,39,27,0.4090909090909091,1.4906015453217438,0.41751817069675695,0.4677719027779544,25,1,0,40,0.5953212532803625,0.23724360659393162,-0.35807764668643083,0.013703023717929422,0.01135544733668369,-0.0023475763812457317,5.461025197441763e-06,0.00025585607422519267,0.0002503950490277509,0.0,0.0,0.0,0.011698326704519427,0.026310169883598716,0.014611843179079289,1.2981858779630772e-05,5.121390754304816e-05,3.8232048763417386e-05,0.021627529417053943,0.3069225697971333,0.28529504038007936,0.3208373610230271,0.41080537730653144,0.08996801628350432,0.03679406297313056,0.007055759100353163,-0.029738303872777393
