inat_taxon_id,species,raw_candidate_rows,excluded_reserve_species,n_rows_excluded_opened_observation,n_rows_excluded_opened_photo,n_rows_excluded_known_opened_observer,identity_clean_candidate_rows,identity_clean_distinct_observers,qualifying_spatial_groups,max_qualifying_group_centroid_separation_km,spatial_species_qualified,selection_rank
60527,Rhododendron occidentale,100,True,100,100,100,0,0,0,0.0,False,
60734,Polygonum paronychia,100,True,100,100,100,0,0,0,0.0,False,
60879,Ipomoea pes-caprae,100,False,0,0,57,43,43,0,0.0,False,
60885,Dactylorhiza sambucina,100,True,100,100,100,0,0,0,0.0,False,
60887,Chaenorhinum origanifolium,100,False,0,0,80,20,20,1,0.0,False,
60946,Asclepias viridis,100,False,0,0,48,52,52,2,289.4930308699095,False,
60955,Ericameria ericoides,100,True,100,100,100,0,0,0,0.0,False,
60969,Jaumea carnosa,100,False,0,0,77,23,22,1,0.0,False,
61021,Trifolium glomeratum,100,True,100,100,100,0,0,0,0.0,False,
61100,Salix sitchensis,100,False,0,0,62,38,37,1,0.0,False,
61297,Lactuca perennis,100,True,100,100,100,0,0,0,0.0,False,
61318,Arum maculatum,100,False,0,0,44,56,56,0,0.0,False,
61326,Ajuga genevensis,100,False,0,0,72,28,28,0,0.0,False,
61328,Orchis simia,100,False,0,0,63,37,37,1,0.0,False,
61509,Whipplea modesta,100,False,0,0,78,22,22,1,0.0,False,
61769,Lathraea squamaria,100,True,100,100,100,0,0,0,0.0,False,
61776,Oxalis incarnata,100,True,100,100,100,0,0,0,0.0,False,
61821,Lathyrus tingitanus,100,True,100,100,100,0,0,0,0.0,False,
61824,Trifolium hybridum,100,True,100,100,100,0,0,0,0.0,False,
62041,Platanthera lacera,100,True,100,100,100,0,0,0,0.0,False,
62200,Anchusa arvensis,100,False,0,0,80,20,20,0,0.0,False,
62220,Camassia quamash,100,False,0,0,63,37,37,1,0.0,False,
62258,Galearis rotundifolia,100,True,100,100,100,0,0,0,0.0,False,
62262,Dichelostemma multiflorum,100,True,100,100,100,0,0,0,0.0,False,
62299,Asclepias albicans,100,False,0,0,78,22,21,1,0.0,False,
62338,Lysimachia vulgaris,100,True,100,100,100,0,0,0,0.0,False,
62377,Rubus odoratus,100,False,0,0,50,50,50,2,626.6940690254216,False,
62406,Goodyera pubescens,100,True,100,100,100,0,0,0,0.0,False,
62474,Opuntia fragilis,100,True,100,100,100,0,0,0,0.0,False,
62493,Spiraea douglasii,100,True,100,100,100,0,0,0,0.0,False,
62659,Ipomopsis rubra,100,True,100,100,100,0,0,0,0.0,False,
62778,Clematis virginiana,100,False,0,0,65,35,35,0,0.0,False,
62839,Delonix regia,100,True,100,100,100,0,0,0,0.0,False,
62942,Ipomoea triloba,100,True,100,100,100,0,0,0,0.0,False,
63047,Calystegia macrostegia,100,True,100,100,100,0,0,0,0.0,False,
63311,Calochortus macrocarpus,100,True,100,100,100,0,0,0,0.0,False,
63893,Paxistima myrsinites,100,True,100,100,100,0,0,0,0.0,False,
63898,Ranunculus uncinatus,100,False,0,0,75,25,24,1,0.0,False,
63962,Calycanthus occidentalis,100,True,100,100,100,0,0,0,0.0,False,
64093,Salvia lyrata,100,True,100,100,100,0,0,0,0.0,False,
64162,Rorippa palustris,100,False,0,0,90,10,10,0,0.0,False,
64208,Symphyotrichum subulatum,100,False,0,0,77,23,23,0,0.0,False,
64268,Trifolium incarnatum,100,False,0,0,51,49,49,0,0.0,False,
64410,Calochortus bruneaunis,100,True,100,100,100,0,0,0,0.0,False,
64420,Calochortus concolor,100,False,0,0,82,18,18,1,0.0,False,
64430,Calochortus flexuosus,100,False,0,0,54,46,46,4,492.7385349846903,False,
64441,Calochortus monophyllus,100,False,0,0,54,46,46,2,146.34272415849392,False,
64519,Banksia serrata,100,False,0,0,67,33,33,1,0.0,False,
67715,Capparis spinosa,100,False,0,0,57,43,43,0,0.0,False,
67772,Uvularia sessilifolia,100,False,0,0,52,48,48,3,373.48221641407173,False,
67775,Claytonia caroliniana,100,True,100,100,100,0,0,0,0.0,False,
68034,Hieracium venosum,100,True,100,100,100,0,0,0,0.0,False,
68400,Yucca schidigera,100,False,0,0,67,33,33,1,0.0,False,
68403,Thamnosma montana,100,True,100,100,100,0,0,0,0.0,False,
68553,Rafinesquia neomexicana,100,True,100,100,100,0,0,0,0.0,False,
68559,Coleogyne ramosissima,100,False,0,0,76,24,24,1,0.0,False,
68679,Cassia fistula,100,True,100,100,100,0,0,0,0.0,False,
68848,Veronica polita,100,False,0,0,66,34,34,0,0.0,False,
69421,Lupinus arizonicus,100,False,0,0,68,32,32,1,0.0,False,
69624,Oxalis acetosella,100,True,100,100,100,0,0,0,0.0,False,
69636,Cardamine flexuosa,100,True,100,100,100,0,0,0,0.0,False,
69713,Rubus hispidus,100,True,100,100,100,0,0,0,0.0,False,
69714,Rubus trivialis,100,False,0,0,50,50,50,1,0.0,False,
69813,Sagittaria lancifolia,100,False,0,0,67,33,33,1,0.0,False,
69816,Sagittaria platyphylla,100,True,100,100,100,0,0,0,0.0,False,
69855,Lupinus excubitus,100,True,100,100,100,0,0,0,0.0,False,
69936,Prunus amygdalus,100,True,100,100,100,0,0,0,0.0,False,
705439,Veronica sublobata,100,False,0,0,66,34,34,0,0.0,False,
71105,Centranthus calcitrapae,100,False,0,0,80,20,20,0,0.0,False,
71135,Ambrosia chamissonis,100,True,100,100,100,0,0,0,0.0,False,
716947,Lysimachia europaea,100,True,100,100,100,0,0,0,0.0,False,
738046,Veronica regina-nivalis,100,True,100,100,100,0,0,0,0.0,False,
738777,Veronica elliptica,100,True,100,100,100,0,0,0,0.0,False,
738781,Veronica lyallii,100,True,100,100,100,0,0,0,0.0,False,
738834,Veronica prostrata,100,False,0,0,56,44,43,1,0.0,False,
741459,Viscaria vulgaris,100,False,0,0,60,40,39,0,0.0,False,
75255,Acacia saligna,100,True,100,100,100,0,0,0,0.0,False,
75310,Agrostemma githago,100,False,0,0,68,32,32,0,0.0,False,
75326,Aliciella latifolia,100,True,100,100,100,0,0,0,0.0,False,
75360,Allium praecox,100,False,0,0,59,41,41,2,146.87070099704965,False,
75371,Allium vineale,100,True,100,100,100,0,0,0,0.0,False,
75427,Amsonia tomentosa,100,True,100,100,100,0,0,0,0.0,False,
75469,Antennaria racemosa,100,True,100,100,100,0,0,0,0.0,False,
75573,Arnica latifolia,100,True,100,100,100,0,0,0,0.0,False,
75602,Asclepias curassavica,100,True,100,100,100,0,0,0,0.0,False,
75615,Astragalus agrestis,100,True,100,100,100,0,0,0,0.0,False,
75668,Astragalus nuttallii,100,True,100,100,100,0,0,0,0.0,False,
75723,Avicennia marina,100,True,100,100,100,0,0,0,0.0,False,
75756,Berberis nervosa,100,True,100,100,100,0,0,0,0.0,False,
75765,Bidens cernua,100,False,0,0,79,21,21,0,0.0,False,
75766,Bidens laevis,100,True,100,100,100,0,0,0,0.0,False,
75858,Bouteloua curtipendula,100,True,100,100,100,0,0,0,0.0,False,
75866,Brandegea bigelovii,100,False,0,0,80,20,20,1,0.0,False,
75916,Buddleja davidii,100,False,0,0,46,54,54,0,0.0,False,
75943,Calochortus plummerae,100,False,0,0,34,66,64,2,103.69184697096462,False,
75956,Calycoseris wrightii,100,True,100,100,100,0,0,0,0.0,False,
75991,Campanula scouleri,100,False,0,0,71,29,29,2,282.5459547482599,False,
76006,Carduus acanthoides,100,True,100,100,100,0,0,0,0.0,False,
76300,Chondrilla juncea,100,False,0,0,83,17,17,0,0.0,False,
76358,Cirsium undulatum,100,True,100,100,100,0,0,0,0.0,False,
76402,Cneoridium dumosum,100,False,0,0,59,41,41,2,114.52828634040287,False,
76409,Collinsia grandiflora,100,False,0,0,62,38,38,2,300.337118268457,False,
76425,Commelina benghalensis,100,False,0,0,57,43,43,0,0.0,False,
76435,Coprosma repens,100,True,100,100,100,0,0,0,0.0,False,
76451,Corydalis aurea,100,False,0,0,66,34,34,0,0.0,False,
76462,Cotyledon orbiculata,100,False,0,0,60,40,39,1,0.0,False,
764909,Hellenia speciosa,100,True,100,100,100,0,0,0,0.0,False,
765338,Erythranthe dentata,100,False,0,0,54,46,46,3,416.35191370147396,False,
765394,Sambucus nigra,100,True,100,100,100,0,0,0,0.0,False,
76545,Cuscuta campestris,100,True,100,100,100,0,0,0,0.0,False,
76563,Cyclospermum leptophyllum,100,True,100,100,100,0,0,0,0.0,False,
76584,Cyperus esculentus,100,False,0,0,77,23,23,0,0.0,False,
76625,Delphinium glaucum,100,False,0,0,75,25,23,2,1240.8842515337246,False,
76630,Delphinium nuttallianum,100,True,100,100,100,0,0,0,0.0,False,
76665,Diplotaxis tenuifolia,100,False,0,0,77,23,23,0,0.0,False,
76897,Erigeron annuus,100,True,100,100,100,0,0,0,0.0,False,
769248,Andersonglossum virginianum,100,True,100,100,100,0,0,0,0.0,False,
76926,Erigeron linearis,100,False,0,0,81,19,19,1,0.0,False,
76955,Eriodictyon crassifolium,100,False,0,0,75,25,25,2,193.4697987181479,False,
76981,Eriogonum deflexum,100,False,0,0,74,26,26,1,0.0,False,
770224,Johnstonella angustifolia,100,False,0,0,75,25,25,1,0.0,False,
77069,Erysimum concinnum,100,True,100,100,100,0,0,0,0.0,False,
77119,Euphorbia terracina,100,False,0,0,80,20,19,1,0.0,False,
771851,Erythranthe bicolor,100,True,100,100,100,0,0,0,0.0,False,
771871,Erythranthe erubescens,100,False,0,0,52,48,47,2,190.91425957783207,False,
77206,Galium mollugo,100,True,100,100,100,0,0,0,0.0,False,
77260,Geranium richardsonii,100,False,0,0,71,29,29,1,0.0,False,
77266,Geum macrophyllum,100,False,0,0,63,37,37,2,244.06981148507276,False,
77281,Glebionis segetum,100,True,100,100,100,0,0,0,0.0,False,
77305,Grindelia squarrosa,100,True,100,100,100,0,0,0,0.0,False,
77349,Helenium autumnale,100,False,0,0,60,40,40,0,0.0,False,
77393,Heteranthera dubia,100,False,0,0,56,44,44,0,0.0,False,
77403,Heuchera cylindrica,100,True,100,100,100,0,0,0,0.0,False,
77408,Heuchera rubescens,100,True,100,100,100,0,0,0,0.0,False,
77409,Hibiscus denudatus,100,False,0,0,57,43,42,1,0.0,False,
77410,Hibiscus lasiocarpos,100,False,0,0,66,34,34,1,0.0,False,
77489,Iliamna rivularis,100,False,0,0,69,31,30,0,0.0,False,
77494,Ipomoea cairica,100,False,0,0,75,25,24,1,0.0,False,
775554,Malva thuringiaca,100,False,0,0,63,37,37,0,0.0,False,
77616,Lactuca biennis,100,True,100,100,100,0,0,0,0.0,False,
77638,Lathyrus japonicus,100,False,0,0,69,31,31,0,0.0,False,
77642,Lathyrus palustris,100,False,0,0,76,24,21,0,0.0,False,
77663,Lepidium campestre,100,False,0,0,84,16,16,0,0.0,False,
77668,Lepidium fremontii,100,False,0,0,80,20,20,1,0.0,False,
77672,Lepidium perfoliatum,100,True,100,100,100,0,0,0,0.0,False,
77740,Ligustrum lucidum,100,False,0,0,40,60,60,0,0.0,False,
77778,Linaria purpurea,100,True,100,100,100,0,0,0,0.0,False,
77797,Lobelia erinus,100,False,0,0,57,43,43,0,0.0,False,
77830,Lomatium triternatum,100,True,100,100,100,0,0,0,0.0,False,
77838,Lotus tenuis,100,True,100,100,100,0,0,0,0.0,False,
77940,Malacothrix saxatilis,100,False,0,0,72,28,28,2,93.59805181275588,False,
77960,Marah oregana,100,True,100,100,100,0,0,0,0.0,False,
77976,Melaleuca citrina,100,False,0,0,72,28,27,1,0.0,False,
78150,Myosotis laxa,100,False,0,0,86,14,14,0,0.0,False,
78159,Myrtus communis,100,False,0,0,49,51,51,2,401.34618440212273,False,
78217,Nicandra physalodes,100,False,0,0,63,37,37,0,0.0,False,
78245,Oenothera primiveris,100,True,100,100,100,0,0,0,0.0,False,
78283,Ornithopus pinnatus,100,True,100,100,100,0,0,0,0.0,False,
78333,Palafoxia arida,100,True,100,100,100,0,0,0,0.0,False,
78334,Pancratium maritimum,100,False,0,0,41,59,59,0,0.0,False,
78346,Papaver somniferum,100,True,100,100,100,0,0,0,0.0,False,
78362,Pectis papposa,100,False,0,0,71,29,27,1,0.0,False,
78372,Pedicularis racemosa,100,False,0,0,89,11,11,0,0.0,False,
78376,Pelargonium grossularioides,100,False,0,0,80,20,20,2,302.6797575225398,False,
78399,Penstemon davidsonii,100,True,100,100,100,0,0,0,0.0,False,
78422,Penstemon speciosus,100,False,0,0,78,22,22,1,0.0,False,
78451,Persicaria capitata,100,True,100,100,100,0,0,0,0.0,False,
78452,Persicaria hydropiper,100,True,100,100,100,0,0,0,0.0,False,
78455,Persicaria pensylvanica,100,False,0,0,69,31,31,0,0.0,False,
78460,Petalonyx thurberi,100,True,100,100,100,0,0,0,0.0,False,
78544,Phlox diffusa,100,False,0,0,76,24,24,1,0.0,False,
78569,Physalis longifolia,100,True,100,100,100,0,0,0,0.0,False,
78580,Phytolacca icosandra,100,True,100,100,100,0,0,0,0.0,False,
78590,Pittosporum crassifolium,100,True,100,100,100,0,0,0,0.0,False,
78723,Potentilla concinna,100,False,0,0,62,38,37,2,78.09939643284318,False,
78787,Purshia stansburyana,100,False,0,0,60,40,39,3,307.50746188600374,False,
78824,Ranunculus glaberrimus,100,True,100,100,100,0,0,0,0.0,False,
78847,Rhododendron columbianum,100,True,100,100,100,0,0,0,0.0,False,
78858,Ribes lacustre,100,False,0,0,76,24,23,0,0.0,False,
78872,Romanzoffia sitchensis,100,True,100,100,100,0,0,0,0.0,False,
78882,Rosa multiflora,100,False,0,0,42,58,58,0,0.0,False,
78886,Rosa rubiginosa,100,True,100,100,100,0,0,0,0.0,False,
78887,Rosa woodsii,100,True,100,100,100,0,0,0,0.0,False,
78955,Salsola australis,100,True,100,100,100,0,0,0,0.0,False,
79050,Senecio mohavensis,100,False,0,0,86,14,13,1,0.0,False,
79055,Senecio triangularis,100,False,0,0,84,16,16,0,0.0,False,
79058,Senna artemisioides,100,False,0,0,68,32,32,1,0.0,False,
79072,Shepherdia canadensis,100,False,0,0,65,35,35,0,0.0,False,
79095,Sidalcea sparsifolia,100,True,100,100,100,0,0,0,0.0,False,
79137,Solanum elaeagnifolium,100,False,0,0,62,38,38,0,0.0,False,
79138,Solanum furcatum,100,False,0,0,71,29,29,1,0.0,False,
79313,Tagetes minuta,100,True,100,100,100,0,0,0,0.0,False,
79317,Taraxacum erythrospermum,100,False,0,0,59,41,41,0,0.0,False,
79367,Tiquilia plicata,100,True,100,100,100,0,0,0,0.0,False,
79499,Viburnum edule,100,True,100,100,100,0,0,0,0.0,False,
79503,Vicia lathyroides,100,False,0,0,81,19,19,0,0.0,False,
805291,Pittocaulon praecox,100,True,100,100,100,0,0,0,0.0,False,
81598,Dalea candida,100,False,0,0,76,24,24,0,0.0,False,
81694,Himantoglossum robertianum,100,True,100,100,100,0,0,0,0.0,False,
81796,Oxalis violacea,100,False,0,0,64,36,36,0,0.0,False,
82097,Potentilla simplex,100,False,0,0,75,25,25,0,0.0,False,
82203,Myrica gale,100,False,0,0,61,39,39,0,0.0,False,
82307,Symphyotrichum puniceum,100,False,0,0,66,34,34,0,0.0,False,
82468,Dalea formosa,100,False,0,0,69,31,31,1,0.0,False,
82515,Pyrola elliptica,100,False,0,0,68,32,31,0,0.0,False,
82580,Lysimachia quadrifolia,100,False,0,0,61,39,39,0,0.0,False,
82619,Arisarum vulgare,100,True,100,100,100,0,0,0,0.0,False,
82664,Lonicera implexa,100,True,100,100,100,0,0,0,0.0,False,
82672,Cistus crispus,100,False,0,0,50,50,48,2,173.25281542360815,False,
82673,Cistus albidus,100,False,0,0,68,32,32,1,0.0,False,
82688,Erica arborea,100,True,100,100,100,0,0,0,0.0,False,
82689,Arbutus unedo,100,True,100,100,100,0,0,0,0.0,False,
82741,Lathyrus clymenum,100,True,100,100,100,0,0,0,0.0,False,
82814,Nelumbo nucifera,100,False,0,0,42,58,58,0,0.0,False,
82853,Cydonia oblonga,100,True,100,100,100,0,0,0,0.0,False,
82861,Anemone palmata,100,True,100,100,100,0,0,0,0.0,False,
82875,Ophrys speculum,100,True,100,100,100,0,0,0,0.0,False,
83062,Rosa blanda,100,False,0,0,64,36,34,3,366.2355256751939,False,
83357,Glossodia major,100,True,100,100,100,0,0,0,0.0,False,
83362,Phyllota phylicoides,100,True,100,100,100,0,0,0,0.0,False,
83395,Pandorea pandorana,100,True,100,100,100,0,0,0,0.0,False,
83571,Bursaria spinosa,100,False,0,0,62,38,37,1,0.0,False,
83616,Lambertia formosa,100,True,100,100,100,0,0,0,0.0,False,
83631,Dampiera stricta,100,False,0,0,79,21,21,1,0.0,False,
83799,Mitchella repens,100,False,0,0,56,44,44,0,0.0,False,
83816,Ophrys apifera,100,True,100,100,100,0,0,0,0.0,False,
83902,Baptisia australis,100,False,0,0,34,66,66,1,0.0,False,
84113,Helianthus divaricatus,100,False,0,0,72,28,28,0,0.0,False,
84261,Arisaema dracontium,100,False,0,0,56,44,44,0,0.0,False,
84280,Linum catharticum,100,False,0,0,86,14,14,0,0.0,False,
84281,Clinopodium vulgare,100,True,100,100,100,0,0,0,0.0,False,
84344,Centaurea scabiosa,100,True,100,100,100,0,0,0,0.0,False,
84363,Castanea pumila,100,True,100,100,100,0,0,0,0.0,False,
84510,Filipendula rubra,100,True,100,100,100,0,0,0,0.0,False,
84666,Sabatia angularis,100,True,100,100,100,0,0,0,0.0,False,
84668,Sabatia campestris,100,True,100,100,100,0,0,0,0.0,False,
84732,Erigeron speciosus,100,True,100,100,100,0,0,0,0.0,False,
84744,Sairocarpus pusillus,100,False,0,0,86,14,14,1,0.0,False,
84776,Falcaria vulgaris,100,False,0,0,78,22,22,1,0.0,False,
84838,Syzygium jambos,100,False,0,0,49,51,50,1,0.0,False,
85027,Lilium martagon,100,True,100,100,100,0,0,0,0.0,False,
85325,Geum canadense,100,False,0,0,80,20,20,0,0.0,False,
85331,Ratibida pinnata,100,True,100,100,100,0,0,0,0.0,False,
85441,Alchemilla alpina,100,False,0,0,69,31,30,0,0.0,False,
85490,Phryma leptostachya,100,True,100,100,100,0,0,0,0.0,False,
860746,Geobalanus oblongifolius,100,True,100,100,100,0,0,0,0.0,False,
884843,Gazania rigens,100,False,0,0,75,25,24,0,0.0,False,
898697,Senegalia berlandieri,100,False,0,0,54,46,46,4,441.82650245725006,False,
902550,Marcus-kochia littorea,100,True,100,100,100,0,0,0,0.0,False,
904615,Leucopogon affinis,100,False,0,0,74,26,26,2,285.92386470680106,False,
905463,Thymbra capitata,100,True,100,100,100,0,0,0,0.0,False,
907480,Distimake dissectus,100,False,0,0,65,35,35,0,0.0,False,
909773,Phlomoides tuberosa,100,False,0,0,68,32,32,0,0.0,False,
923031,Spiranthes australis,100,True,100,100,100,0,0,0,0.0,False,
932013,Conospermum caeruleum,100,False,0,0,75,25,25,2,78.70446354294751,False,
936421,Distimake aegyptius,100,False,0,0,59,41,39,0,0.0,False,
950598,Anemonoides quinquefolia,100,False,0,0,55,45,45,1,0.0,False,
950617,Anemonoides blanda,100,False,0,0,45,55,55,0,0.0,False,
962649,Pontederia azurea,100,True,100,100,100,0,0,0,0.0,False,
977347,Pigea calycina,100,True,100,100,100,0,0,0,0.0,False,
