inat_taxon_id,species,raw_candidate_rows,excluded_reserve_species,n_rows_excluded_opened_observation,n_rows_excluded_opened_photo,n_rows_excluded_known_opened_observer,identity_clean_candidate_rows,identity_clean_distinct_observers,qualifying_spatial_groups,max_qualifying_group_centroid_separation_km,spatial_species_qualified,selection_rank
120917,Calotropis procera,100,True,100,100,100,0,0,0,0.0,False,
121266,Pinguicula vulgaris,100,False,0,0,73,27,27,0,0.0,False,
121635,Ptilotus exaltatus,100,True,100,100,100,0,0,0,0.0,False,
121785,Tradescantia occidentalis,100,True,100,100,100,0,0,0,0.0,False,
121932,Astragalus mollissimus,100,True,100,100,100,0,0,0,0.0,False,
121968,Andropogon gerardi,100,True,100,100,100,0,0,0,0.0,False,
122208,Drosera spatulata,100,False,0,0,72,28,28,1,0.0,False,
122343,Allium tuberosum,100,False,0,0,50,50,50,0,0.0,False,
122521,Monstera deliciosa,100,True,100,100,100,0,0,0,0.0,False,
122587,Monarda citriodora,100,True,100,100,100,0,0,0,0.0,False,
123188,Aplectrum hyemale,100,False,0,0,64,36,35,1,0.0,False,
123438,Plumeria rubra,100,True,100,100,100,0,0,0,0.0,False,
124135,Saxifraga granulata,100,False,0,0,72,28,27,0,0.0,False,
124817,Ranunculus auricomus,100,True,100,100,100,0,0,0,0.0,False,
125103,Houstonia micrantha,100,True,100,100,100,0,0,0,0.0,False,
125380,Asclepias purpurascens,100,True,100,100,100,0,0,0,0.0,False,
125381,Asclepias incarnata,100,False,0,0,54,46,45,0,0.0,False,
125675,Glandularia bipinnatifida,100,True,100,100,100,0,0,0,0.0,False,
125787,Lathyrus pratensis,100,False,0,0,81,19,19,0,0.0,False,
125902,Cardamine douglassii,100,True,100,100,100,0,0,0,0.0,False,
1262449,Pentanema squarrosum,100,False,0,0,86,14,14,0,0.0,False,
126305,Hamelia patens,100,False,0,0,50,50,50,0,0.0,False,
126369,Anemone virginiana,100,True,100,100,100,0,0,0,0.0,False,
126375,Vaccinium elliottii,100,True,100,100,100,0,0,0,0.0,False,
126484,Salvia misella,100,True,100,100,100,0,0,0,0.0,False,
126485,Calycanthus floridus,100,True,100,100,100,0,0,0,0.0,False,
126516,Viola rostrata,100,False,0,0,68,32,32,0,0.0,False,
126558,Phyllodoce glanduliflora,100,True,100,100,100,0,0,0,0.0,False,
126566,Spathodea campanulata,100,True,100,100,100,0,0,0,0.0,False,
126617,Xyris ambigua,100,True,100,100,100,0,0,0,0.0,False,
126633,Ruellia simplex,100,True,100,100,100,0,0,0,0.0,False,
126657,Solidago uliginosa,100,False,0,0,70,30,30,1,0.0,False,
126671,Sphaeralcea coccinea,100,False,0,0,61,39,39,0,0.0,False,
126702,Stellaria pubera,100,True,100,100,100,0,0,0,0.0,False,
126808,Prunus mahaleb,100,False,0,0,74,26,26,0,0.0,False,
126869,Ipomoea quamoclit,100,True,100,100,100,0,0,0,0.0,False,
126887,Berberis aquifolium,100,True,100,100,100,0,0,0,0.0,False,
126892,Senecio viscosus,100,True,100,100,100,0,0,0,0.0,False,
126980,Plumbago zeylanica,100,True,100,100,100,0,0,0,0.0,False,
127010,Nandina domestica,100,True,100,100,100,0,0,0,0.0,False,
127037,Vernonia gigantea,100,True,100,100,100,0,0,0,0.0,False,
127059,Conradina canescens,100,True,100,100,100,0,0,0,0.0,False,
127156,Mazus miquelii,100,False,0,0,41,59,58,2,20819.094054370766,False,
127270,Borrichia frutescens,100,True,100,100,100,0,0,0,0.0,False,
127279,Canna flaccida,100,True,100,100,100,0,0,0,0.0,False,
127345,Vicia sepium,100,True,100,100,100,0,0,0,0.0,False,
127681,Centrosema virginianum,100,False,0,0,61,39,39,0,0.0,False,
127684,Viola blanda,100,False,0,0,62,38,38,1,0.0,False,
127685,Eurybia divaricata,100,False,0,0,64,36,36,2,159.51745857867846,False,
127899,Portulaca amilis,100,True,100,100,100,0,0,0,0.0,False,
127942,Verbena rigida,100,False,0,0,70,30,30,0,0.0,False,
128038,Corydalis flavula,100,True,100,100,100,0,0,0,0.0,False,
128040,Viola cucullata,100,False,0,0,70,30,29,0,0.0,False,
128076,Hypericum tetrapetalum,100,True,100,100,100,0,0,0,0.0,False,
128137,Limodorum abortivum,100,True,100,100,100,0,0,0,0.0,False,
128652,Salvia coccinea,100,True,100,100,100,0,0,0,0.0,False,
128667,Solanum laxum,100,False,0,0,56,44,44,1,0.0,False,
128689,Salvia verticillata,100,False,0,0,81,19,18,0,0.0,False,
128701,Desmanthus illinoensis,100,False,0,0,74,26,26,1,0.0,False,
128715,Thalictrum pubescens,100,True,100,100,100,0,0,0,0.0,False,
128731,Allium drummondii,100,False,0,0,60,40,40,2,483.78386820711637,False,
128735,Eriophorum vaginatum,100,False,0,0,56,44,44,0,0.0,False,
128770,Fritillaria camschatcensis,100,True,100,100,100,0,0,0,0.0,False,
128805,Gaylussacia baccata,100,True,100,100,100,0,0,0,0.0,False,
128848,Tolmiea menziesii,100,False,0,0,70,30,30,2,266.7920550621816,False,
129020,Veronica officinalis,100,False,0,0,79,21,21,0,0.0,False,
129036,Thunbergia grandiflora,100,True,100,100,100,0,0,0,0.0,False,
129098,Pedicularis sylvatica,100,True,100,100,100,0,0,0,0.0,False,
129278,Verbena urticifolia,100,False,0,0,75,25,25,0,0.0,False,
129347,Ilex glabra,100,True,100,100,100,0,0,0,0.0,False,
129361,Viola hastata,100,True,100,100,100,0,0,0,0.0,False,
129446,Honckenya peploides,100,True,100,100,100,0,0,0,0.0,False,
129548,Asclepias quadrifolia,100,False,0,0,58,42,41,0,0.0,False,
129652,Scutellaria parvula,100,True,100,100,100,0,0,0,0.0,False,
129677,Lespedeza bicolor,100,False,0,0,68,32,32,2,19497.365536019755,False,
129732,Disphyma crassifolium,100,False,0,0,86,14,14,0,0.0,False,
130045,Galactia elliottii,100,True,100,100,100,0,0,0,0.0,False,
130479,Homogyne alpina,100,False,0,0,75,25,25,2,322.7927251006639,False,
130492,Biscutella laevigata,100,False,0,0,84,16,16,1,0.0,False,
130545,Bistorta vivipara,100,True,100,100,100,0,0,0,0.0,False,
130558,Gentiana acaulis,100,False,0,0,64,36,35,2,309.911969221825,False,
130869,Gomphrena serrata,100,True,100,100,100,0,0,0,0.0,False,
130888,Erechtites hieraciifolius,100,False,0,0,71,29,29,0,0.0,False,
130950,Nabalus albus,100,True,100,100,100,0,0,0,0.0,False,
130951,Nabalus altissimus,100,False,0,0,79,21,21,0,0.0,False,
131140,Gentiana clusii,100,True,100,100,100,0,0,0,0.0,False,
131153,Erigeron quercifolius,100,True,100,100,100,0,0,0,0.0,False,
131557,Melothria pendula,100,False,0,0,63,37,37,0,0.0,False,
131566,Alysicarpus vaginalis,100,False,0,0,70,30,29,2,226.105944558972,False,
131605,Orchis militaris,100,False,0,0,62,38,38,0,0.0,False,
131637,Rhexia alifanus,100,True,100,100,100,0,0,0,0.0,False,
131642,Banksia ericifolia,100,True,100,100,100,0,0,0,0.0,False,
1318569,Anemone pavonina,100,False,0,0,50,50,48,4,396.5152999547023,False,
132118,Veronica spicata,100,False,0,0,70,30,30,0,0.0,False,
132130,Cochlospermum vitifolium,100,False,0,0,49,51,51,0,0.0,False,
132481,Cardamine amara,100,False,0,0,80,20,20,0,0.0,False,
132621,Orchis mascula,100,False,0,0,60,40,40,0,0.0,False,
132685,Rhynchospora colorata,100,False,0,0,73,27,27,0,0.0,False,
132855,Rubus pubescens,100,True,100,100,100,0,0,0,0.0,False,
133005,Actaea spicata,100,True,100,100,100,0,0,0,0.0,False,
133031,Chrysosplenium alternifolium,100,True,100,100,100,0,0,0,0.0,False,
133064,Linum alpinum,100,True,100,100,100,0,0,0,0.0,False,
133145,Cruciata glabra,100,True,100,100,100,0,0,0,0.0,False,
133164,Linaria triornithophora,100,False,0,0,62,38,37,2,221.75839675776933,False,
133294,Portulaca pilosa,100,True,100,100,100,0,0,0,0.0,False,
133331,Lantana involucrata,100,False,0,0,64,36,35,1,0.0,False,
133350,Impatiens balsamina,100,True,100,100,100,0,0,0,0.0,False,
133397,Buxus sempervirens,100,True,100,100,100,0,0,0,0.0,False,
133488,Hippocrepis comosa,100,True,100,100,100,0,0,0,0.0,False,
133517,Phyteuma spicatum,100,False,0,0,66,34,34,0,0.0,False,
133653,Cirsium oleraceum,100,True,100,100,100,0,0,0,0.0,False,
133665,Voyria aphylla,100,True,100,100,100,0,0,0,0.0,False,
134125,Cornus suecica,100,False,0,0,45,55,55,0,0.0,False,
1349529,Salvia polystachia,100,False,0,0,61,39,39,3,327.98061333867327,False,
136366,Gnaphalium uliginosum,100,False,0,0,96,4,4,0,0.0,False,
136376,Rudbeckia triloba,100,False,0,0,39,61,61,0,0.0,False,
136384,Verbesina occidentalis,100,True,100,100,100,0,0,0,0.0,False,
139880,Acacia ulicifolia,100,False,0,0,70,30,30,1,0.0,False,
140593,Himantoglossum adriaticum,100,True,100,100,100,0,0,0,0.0,False,
140836,Caladenia catenata,100,True,100,100,100,0,0,0,0.0,False,
1415101,Cleomella lutea,100,True,100,100,100,0,0,0,0.0,False,
141634,Leonotis nepetifolia,100,True,100,100,100,0,0,0,0.0,False,
141855,Symplocos tinctoria,100,False,0,0,70,30,30,2,893.6879966390326,False,
142279,Symphyotrichum pilosum,100,True,100,100,100,0,0,0,0.0,False,
142283,Megaskepasma erythrochlamys,100,True,100,100,100,0,0,0,0.0,False,
142979,Vernonia noveboracensis,100,True,100,100,100,0,0,0,0.0,False,
143356,Kennedia prostrata,100,True,100,100,100,0,0,0,0.0,False,
143359,Drosera macrantha,100,True,100,100,100,0,0,0,0.0,False,
1433992,Centaurea polyacantha,100,False,0,0,69,31,30,2,257.8624148236399,False,
143418,Salvia glutinosa,100,False,0,0,76,24,24,0,0.0,False,
144047,Persicaria virginiana,100,True,100,100,100,0,0,0,0.0,False,
144194,Solidago ptarmicoides,100,False,0,0,57,43,43,0,0.0,False,
144275,Fritillaria pyrenaica,100,False,0,0,68,32,31,2,293.4422010031576,False,
1449995,Palustricodon aparinoides,100,True,100,100,100,0,0,0,0.0,False,
1464017,Oxalis smalliana,100,True,100,100,100,0,0,0,0.0,False,
146622,Loeselia mexicana,100,True,100,100,100,0,0,0,0.0,False,
1467819,Lysimachia loeflingii,100,False,0,0,73,27,27,0,0.0,False,
1473089,Oreomecon alpina,100,False,0,0,52,48,48,2,338.1368202368102,False,
1473617,Asarum reflexum,100,False,0,0,57,43,43,0,0.0,False,
148019,Clematis pitcheri,100,True,100,100,100,0,0,0,0.0,False,
152133,Elephantopus tomentosus,100,True,100,100,100,0,0,0,0.0,False,
153003,Rubus chamaemorus,100,False,0,0,50,50,50,0,0.0,False,
153440,Cercis siliquastrum,100,True,100,100,100,0,0,0,0.0,False,
153953,Salvia tiliifolia,100,True,100,100,100,0,0,0,0.0,False,
153994,Tinantia erecta,100,False,0,0,59,41,40,1,0.0,False,
154022,Tithonia tubaeformis,100,False,0,0,62,38,36,3,276.9768306618391,False,
154224,Lysimachia nemorum,100,True,100,100,100,0,0,0,0.0,False,
154238,Oxytropis campestris,100,False,0,0,71,29,28,0,0.0,False,
154473,Pycnanthemum virginianum,100,False,0,0,66,34,34,1,0.0,False,
154543,Cunila origanoides,100,True,100,100,100,0,0,0,0.0,False,
1550566,Cochemiea grahamii,100,True,100,100,100,0,0,0,0.0,False,
155124,Cornus sanguinea,100,False,0,0,65,35,35,0,0.0,False,
155483,Phytolacca octandra,100,False,0,0,78,22,22,0,0.0,False,
1563130,Trollius albiflorus,100,False,0,0,63,37,37,1,0.0,False,
157838,Abutilon fruticosum,100,True,100,100,100,0,0,0,0.0,False,
158043,Aethusa cynapium,100,True,100,100,100,0,0,0,0.0,False,
158108,Ageratina havanensis,100,False,0,0,59,41,41,1,0.0,False,
158194,Allium scorodoprasum,100,True,100,100,100,0,0,0,0.0,False,
158459,Aquilegia brevistyla,100,True,100,100,100,0,0,0,0.0,False,
158552,Arbutus xalapensis,100,True,100,100,100,0,0,0,0.0,False,
158900,Astragalus glycyphyllos,100,False,0,0,91,9,9,0,0.0,False,
159273,Blephilia ciliata,100,True,100,100,100,0,0,0,0.0,False,
159507,Bryonia alba,100,False,0,0,64,36,32,1,0.0,False,
159601,Bunias orientalis,100,True,100,100,100,0,0,0,0.0,False,
159699,Calopogon barbatus,100,True,100,100,100,0,0,0,0.0,False,
159727,Calystegia spithamaea,100,True,100,100,100,0,0,0,0.0,False,
159760,Campanula latifolia,100,False,0,0,70,30,30,0,0.0,False,
159763,Campanula patula,100,False,0,0,75,25,25,0,0.0,False,
160108,Carex sprengelii,100,True,100,100,100,0,0,0,0.0,False,
160297,Centratherum punctatum,100,True,100,100,100,0,0,0,0.0,False,
160493,Chelone lyonii,100,False,0,0,47,53,53,2,743.613966489041,False,
160757,Clinopodium gracile,100,True,100,100,100,0,0,0,0.0,False,
160818,Commelina diffusa,100,False,0,0,58,42,42,0,0.0,False,
161116,Crepis biennis,100,False,0,0,82,18,18,0,0.0,False,
161429,Cyperus dentatus,100,True,100,100,100,0,0,0,0.0,False,
161505,Cypripedium guttatum,100,False,0,0,47,53,47,1,0.0,False,
161657,Delphinium bicolor,100,True,100,100,100,0,0,0,0.0,False,
161678,Delphinium sutherlandii,100,False,0,0,67,33,31,1,0.0,False,
161826,Dicliptera brachiata,100,False,0,0,61,39,37,3,361.25119987951535,False,
161947,Diplacus puniceus,100,True,100,100,100,0,0,0,0.0,False,
162093,Drosera brevifolia,100,True,100,100,100,0,0,0,0.0,False,
162206,Echium italicum,100,True,100,100,100,0,0,0,0.0,False,
162209,Ehretia anacua,100,False,0,0,41,59,59,3,416.06097844298534,False,
162431,Erica tetralix,100,True,100,100,100,0,0,0,0.0,False,
162620,Eriogonum jamesii,100,False,0,0,55,45,41,3,224.7984778149052,False,
162640,Eriogonum niveum,100,False,0,0,69,31,29,2,292.57389416061017,False,
162710,Eryngium planum,100,False,0,0,75,25,25,0,0.0,False,
162726,Escallonia rubra,100,False,0,0,65,35,35,1,0.0,False,
163075,Frasera fastigiata,100,True,100,100,100,0,0,0,0.0,False,
163184,Galium palustre,100,True,100,100,100,0,0,0,0.0,False,
163229,Gentiana linearis,100,True,100,100,100,0,0,0,0.0,False,
163256,Geranium caespitosum,100,True,100,100,100,0,0,0,0.0,False,
163265,Geranium sibiricum,100,True,100,100,100,0,0,0,0.0,False,
163518,Hamamelis vernalis,100,False,0,0,59,41,39,2,378.4942511007805,False,
163661,Helleborus viridis,100,True,100,100,100,0,0,0,0.0,False,
163683,Herbertia lahue,100,True,100,100,100,0,0,0,0.0,False,
163870,Hydrocotyle americana,100,False,0,0,68,32,32,2,190.4755804959184,False,
164076,Ipomoea amnicola,100,True,100,100,100,0,0,0,0.0,False,
164091,Ipomoea nil,100,True,100,100,100,0,0,0,0.0,False,
164720,Lomatium columbianum,100,True,100,100,100,0,0,0,0.0,False,
164730,Lomatium geyeri,100,True,100,100,100,0,0,0,0.0,False,
164898,Lupinus havardii,100,False,0,0,48,52,49,2,58.50671334656274,False,
165190,Matelea edwardsensis,100,True,100,100,100,0,0,0,0.0,False,
165207,Mecardonia procumbens,100,False,0,0,85,15,15,0,0.0,False,
165229,Melastoma candidum,100,False,0,0,60,40,39,2,240.8287165551523,False,
165230,Melastoma malabathricum,100,False,0,0,65,35,34,1,0.0,False,
165527,Moricandia arvensis,100,True,100,100,100,0,0,0,0.0,False,
165669,Nemastylis geminiflora,100,True,100,100,100,0,0,0,0.0,False,
165704,Nicotiana longiflora,100,False,0,0,62,38,36,1,0.0,False,
165759,Nymphoides indica,100,True,100,100,100,0,0,0,0.0,False,
165763,Ochna serrulata,100,False,0,0,70,30,30,2,683.2607617464938,False,
165840,Omphalodes verna,100,False,0,0,62,38,38,0,0.0,False,
165891,Opuntia macrorhiza,100,True,100,100,100,0,0,0,0.0,False,
166061,Palafoxia texana,100,True,100,100,100,0,0,0,0.0,False,
166157,Parthenium confertum,100,False,0,0,78,22,22,0,0.0,False,
166253,Pedicularis verticillata,100,False,0,0,73,27,27,1,0.0,False,
166263,Pediomelum argophyllum,100,False,0,0,54,46,45,2,119.02330023845626,False,
166706,Phlox longifolia,100,False,0,0,73,27,27,0,0.0,False,
166722,Phlox roemeriana,100,False,0,0,41,59,56,1,0.0,False,
166852,Physocarpus malvaceus,100,True,100,100,100,0,0,0,0.0,False,
167315,Portulaca suffrutescens,100,False,0,0,53,47,44,2,111.69233319733807,False,
167316,Portulaca umbraticola,100,True,100,100,100,0,0,0,0.0,False,
167723,Ranunculus glacialis,100,True,100,100,100,0,0,0,0.0,False,
168218,Ruellia metziae,100,True,100,100,100,0,0,0,0.0,False,
168387,Salvia nemorosa,100,True,100,100,100,0,0,0,0.0,False,
168400,Salvia texana,100,True,100,100,100,0,0,0,0.0,False,
168442,Satureja montana,100,False,0,0,72,28,28,2,1241.4746567711334,False,
168479,Saxifraga tridactylites,100,False,0,0,72,28,28,0,0.0,False,
1686226,Sabdariffa aculeata,100,True,100,100,100,0,0,0,0.0,False,
1686721,Sideranthus spinulosus,100,False,0,0,76,24,24,0,0.0,False,
1686778,Pseudo-fumaria lutea,100,False,0,0,53,47,47,0,0.0,False,
168725,Scutellaria serrata,100,True,100,100,100,0,0,0,0.0,False,
168843,Senna lindheimeriana,100,True,100,100,100,0,0,0,0.0,False,
168857,Sericocarpus linifolius,100,False,0,0,80,20,19,1,0.0,False,
168940,Sidalcea candida,100,False,0,0,59,41,40,2,337.2878164502257,False,
168976,Silene rotundifolia,100,True,100,100,100,0,0,0,0.0,False,
168993,Silphium integrifolium,100,True,100,100,100,0,0,0,0.0,False,
169078,Solanum pseudocapsicum,100,False,0,0,72,28,28,0,0.0,False,
169109,Solidago hispida,100,True,100,100,100,0,0,0,0.0,False,
169389,Stevia serrata,100,False,0,0,59,41,41,2,168.26281730561303,False,
169540,Talinum paniculatum,100,False,0,0,61,39,39,0,0.0,False,
169675,Thelesperma filifolium,100,True,100,100,100,0,0,0,0.0,False,
169752,Thymus praecox,100,True,100,100,100,0,0,0,0.0,False,
169769,Tillandsia tenuifolia,100,False,0,0,55,45,41,2,626.5661588403481,False,
169982,Trigonotis peduncularis,100,True,100,100,100,0,0,0,0.0,False,
170020,Tripolium pannonicum,100,False,0,0,77,23,23,0,0.0,False,
170046,Trixis inula,100,False,0,0,71,29,27,1,0.0,False,
170185,Veronica alpina,100,True,100,100,100,0,0,0,0.0,False,
170188,Veronica cymbalaria,100,False,0,0,75,25,25,0,0.0,False,
170192,Veronica longifolia,100,False,0,0,66,34,34,0,0.0,False,
170271,Vitex agnus-castus,100,False,0,0,52,48,48,0,0.0,False,
170358,Xyris caroliniana,100,True,100,100,100,0,0,0,0.0,False,
179648,Aphyllanthes monspeliensis,100,True,100,100,100,0,0,0,0.0,False,
179786,Hepatica acutiloba,100,False,0,0,55,45,44,0,0.0,False,
181615,Lycium ferocissimum,100,True,100,100,100,0,0,0,0.0,False,
181901,Zinnia elegans,100,True,100,100,100,0,0,0,0.0,False,
183233,Aegiceras corniculatum,100,True,100,100,100,0,0,0,0.0,False,
183320,Anarrhinum bellidifolium,100,True,100,100,100,0,0,0,0.0,False,
189743,Bellis annua,100,False,0,0,82,18,18,0,0.0,False,
194147,Loeselia glandulosa,100,False,0,0,80,20,20,0,0.0,False,
194529,Salvia lavanduloides,100,False,0,0,62,38,37,2,275.6439262081897,False,
199181,Gymnadenia rhellicani,100,True,100,100,100,0,0,0,0.0,False,
199324,Agapanthus praecox,100,False,0,0,57,43,43,2,209.38490180398523,False,
200052,Euphorbia nutans,100,False,0,0,91,9,9,0,0.0,False,
200054,Euphorbia serpens,100,True,100,100,100,0,0,0,0.0,False,
200074,Gonolobus suberosus,100,True,100,100,100,0,0,0,0.0,False,
200075,Smallanthus uvedalia,100,True,100,100,100,0,0,0,0.0,False,
204271,Circaea canadensis,100,True,100,100,100,0,0,0,0.0,False,
204330,Iris domestica,100,True,100,100,100,0,0,0,0.0,False,
204340,Lamprocapnos spectabilis,100,False,0,0,16,84,84,2,428.8177735567111,False,
204377,Persicaria nepalensis,100,False,0,0,67,33,33,0,0.0,False,
204420,Strophostyles helvola,100,True,100,100,100,0,0,0,0.0,False,
207816,Androsace villosa,100,False,0,0,78,22,22,1,0.0,False,
207828,Carduus carlinoides,100,False,0,0,80,20,18,1,0.0,False,
208571,Themeda triandra,100,True,100,100,100,0,0,0,0.0,False,
209347,Viola cornuta,100,True,100,100,100,0,0,0,0.0,False,
209376,Pseudorchis albida,100,True,100,100,100,0,0,0,0.0,False,
209586,Asphodelus albus,100,True,100,100,100,0,0,0,0.0,False,
210266,Ranunculus kuepferi,100,False,0,0,67,33,32,2,320.6630540985429,False,
210354,Medicago marina,100,False,0,0,82,18,18,0,0.0,False,
210990,Gardenia jasminoides,100,True,100,100,100,0,0,0,0.0,False,
243824,Potentilla indica,100,False,0,0,63,37,37,0,0.0,False,
244100,Scilla luciliae,100,False,0,0,48,52,52,1,0.0,False,
245677,Pulmonaria obscura,100,False,0,0,74,26,26,0,0.0,False,
245731,Lobelia pedunculata,100,True,100,100,100,0,0,0,0.0,False,
273980,Pectis multiseta,100,False,0,0,59,41,35,2,116.95321262568663,False,
273992,Conoclinium betonicifolium,100,False,0,0,56,44,42,3,440.22496899384515,False,
278915,Salvia amarissima,100,False,0,0,55,45,44,3,341.28370334474226,False,
278933,Salvia prunelloides,100,False,0,0,65,35,32,2,750.651092195282,False,
279747,Roldana barba-johannis,100,True,100,100,100,0,0,0,0.0,False,
280392,Dyssodia tagetiflora,100,True,100,100,100,0,0,0,0.0,False,
283656,Hypoxis decumbens,100,True,100,100,100,0,0,0,0.0,False,
285911,Cobaea scandens,100,True,100,100,100,0,0,0,0.0,False,
286612,Viola hirta,100,False,0,0,65,35,35,0,0.0,False,
286995,Salvia longispicata,100,True,100,100,100,0,0,0,0.0,False,
288699,Hofmeisteria fasciculata,100,False,0,0,58,42,37,2,233.37968153188666,False,
289775,Piqueria trinervia,100,False,0,0,68,32,30,3,346.9385727844964,False,
319120,Cynoglossum creticum,100,True,100,100,100,0,0,0,0.0,False,
