global_row_index,shard_index,species,inat_taxon_id,selected_raw_photo_target,total_results_probe,candidate_pages,candidate_pages_requested,candidate_page_errors,raw_results_from_candidate_pages,locally_eligible,prior_colour_experiment_excluded,wrong_taxon,deduplicated_metadata_rows,after_observer_cap,maximum_span_km_after_observer_cap,full_target,selected_candidate_rows
735,7,Veronica longifolia,170192,100,1048,"[4,5,3]",3,{},600,600,2,0,598,386,9784.934523406731,True,100
736,0,Vitex agnus-castus,170271,100,388,"[2,1]",2,{},388,388,1,0,387,346,13915.697029551911,True,100
737,1,Xanthorhiza simplicissima,170344,100,193,[1],1,{},193,193,0,0,193,180,1728.9979283468344,True,100
738,2,Xyris caroliniana,170358,100,219,"[1,2]",2,{},219,219,0,0,219,151,1730.6023738619024,True,100
739,3,Aphyllanthes monspeliensis,179648,100,548,"[2,1,3]",3,{},548,548,0,0,548,458,1480.5920406789344,True,100
740,4,Hepatica acutiloba,179786,100,1875,"[5,8,10]",3,{},475,475,0,0,475,388,2083.7470615821603,True,100
741,5,Lycium ferocissimum,181615,100,297,"[1,2]",2,{},297,297,1,0,296,248,19895.493844722485,True,100
742,6,Zinnia elegans,181901,100,280,"[2,1]",2,{},280,280,5,0,275,260,19986.108424873997,True,100
743,7,Aegiceras corniculatum,183233,100,197,[1],1,{},197,197,3,0,194,165,10214.919031348983,True,100
744,0,Anarrhinum bellidifolium,183320,100,213,"[1,2]",2,{},213,213,0,0,213,167,1456.5786693109053,True,100
745,1,Bellis annua,189743,100,239,"[2,1]",2,{},239,239,0,0,239,184,4069.1881665623614,True,100
746,2,Loeselia glandulosa,194147,100,272,"[2,1]",2,{},272,272,0,0,272,184,3396.72396082127,True,100
747,3,Salvia lavanduloides,194529,100,411,"[2,1,3]",3,{},411,411,8,0,403,284,2207.076290627478,True,100
748,4,Guaiacum angustifolium,194790,100,360,"[2,1]",2,{},360,360,1,0,359,314,780.7431259156461,True,100
749,5,Gymnadenia rhellicani,199181,100,146,[1],1,{},146,146,0,0,146,114,1544.970831470065,True,100
750,6,Agapanthus praecox,199324,100,464,"[2,1,3]",3,{},464,464,1,0,463,386,19759.42527938764,True,100
751,7,Euphorbia nutans,200052,100,207,"[1,2]",2,{},207,207,1,0,206,148,18670.79076230792,True,100
752,0,Euphorbia serpens,200054,100,225,"[1,2]",2,{},225,225,2,0,223,175,19618.941654300656,True,100
753,1,Gonolobus suberosus,200074,100,544,"[2,1,3]",3,{},544,544,1,0,543,454,2190.90804606232,True,100
754,2,Smallanthus uvedalia,200075,100,403,"[2,3,1]",3,{},403,403,1,0,402,355,3342.653991089573,True,100
755,3,Ligustrum obtusifolium,204160,100,982,"[4,5,2]",3,{},582,582,2,0,580,531,12726.710351456542,True,100
756,4,Circaea canadensis,204271,100,977,"[1,2,5]",3,{},577,577,0,0,577,471,2589.839357002518,True,100
757,5,Iris domestica,204330,100,167,[1],1,{},167,167,1,0,166,158,19684.368199204822,True,100
758,6,Lamprocapnos spectabilis,204340,100,214,"[2,1]",2,{},214,214,1,0,213,211,11546.114244368831,True,100
759,7,Persicaria nepalensis,204377,100,204,"[1,2]",2,{},204,204,0,0,204,159,19846.62740554876,True,100
760,0,Strophostyles helvola,204420,100,845,"[5,2,1]",3,{},445,445,0,0,445,393,2858.916358677144,True,100
761,1,Androsace villosa,207816,100,184,[1],1,{},184,184,0,0,184,150,4329.910067385282,True,100
762,2,Carduus carlinoides,207828,100,130,[1],1,{},130,130,0,0,130,107,774.0409007412835,True,100
763,3,Themeda triandra,208571,100,206,"[2,1]",2,{},206,206,1,0,205,145,13107.436954075936,True,100
764,4,Viola cornuta,209347,100,197,[1],1,{},197,197,0,0,197,168,1684.070884515101,True,100
765,5,Pseudorchis albida,209376,100,191,[1],1,{},191,191,1,0,190,147,4989.526983699814,True,100
766,6,Asphodelus albus,209586,100,237,"[2,1]",2,{},237,237,1,0,236,212,2485.451160981165,True,100
767,7,Ranunculus kuepferi,210266,100,137,[1],1,{},137,137,0,0,137,112,569.838066164321,True,100
768,0,Medicago marina,210354,100,169,[1],1,{},169,169,0,0,169,147,3979.6036691526447,True,100
769,1,Gardenia jasminoides,210990,100,261,"[1,2]",2,{},261,261,3,0,258,212,15592.348234392688,True,100
770,2,Potentilla indica,243824,100,2451,"[3,6,12]",3,{},600,600,2,0,598,538,19875.913926613302,True,100
771,3,Scilla luciliae,244100,100,179,[1],1,{},179,179,0,0,179,160,10247.41171144228,True,100
772,4,Streptosolen jamesonii,244676,100,118,[1],1,{},118,118,3,0,115,112,18173.445260138105,True,100
773,5,Pulmonaria obscura,245677,100,786,"[1,3,4]",3,{},586,586,0,0,586,394,8374.043220772846,True,100
774,6,Lobelia pedunculata,245731,100,225,"[2,1]",2,{},225,225,2,0,223,186,19341.81130049064,True,100
775,7,Pectis multiseta,273980,100,173,[1],1,{},173,173,0,0,173,118,195.6826436446867,True,100
776,0,Conoclinium betonicifolium,273992,100,274,"[2,1]",2,{},274,274,0,0,274,220,1339.385645475632,True,100
777,1,Govenia liliacea,276731,100,191,[1],1,{},191,191,1,0,190,149,4564.650126862663,True,100
778,2,Salvia amarissima,278915,100,327,"[2,1]",2,{},327,327,1,0,326,224,1068.4579143612712,True,100
779,3,Salvia prunelloides,278933,100,248,"[2,1]",2,{},248,248,0,0,248,174,1619.4785587456197,True,100
780,4,Roldana barba-johannis,279747,100,149,[1],1,{},149,149,1,0,148,125,1568.803219357073,True,100
781,5,Dyssodia tagetiflora,280392,100,257,"[2,1]",2,{},257,257,0,0,257,183,1101.1183527672215,True,100
782,6,Dyssodia pinnata,281671,100,187,[1],1,{},187,187,0,0,187,119,937.6078640650912,True,100
783,7,Cipura campanulata,283408,100,121,[1],1,{},121,121,1,0,120,112,4012.322482054572,True,100
784,0,Govenia superba,283576,100,196,[1],1,{},196,196,2,0,194,155,1367.1380943596805,True,100
785,1,Hypoxis decumbens,283656,100,121,[1],1,{},121,121,1,0,120,105,7388.577585902337,True,100
786,2,Cobaea scandens,285911,100,160,[1],1,{},160,160,3,0,157,151,18927.70218947911,True,100
787,3,Viola hirta,286612,100,552,"[3,2,1]",3,{},552,552,3,0,549,403,6439.181768088587,True,100
788,4,Salvia longispicata,286995,100,215,"[1,2]",2,{},215,215,3,0,212,134,1664.2476353408194,True,100
789,5,Hofmeisteria fasciculata,288699,100,159,[1],1,{},159,159,0,0,159,102,880.3678010332937,True,100
790,6,Piqueria trinervia,289775,100,171,[1],1,{},171,171,1,0,170,104,1401.4892999336157,True,100
791,7,Cynoglossum creticum,319120,100,464,"[1,3,2]",3,{},464,464,3,0,461,369,15241.959141810516,True,100
792,0,Embothrium coccineum,319327,100,268,"[2,1]",2,{},268,268,5,0,263,241,9303.244822569157,True,100
793,1,Geranium macrorrhizum,320685,100,218,"[1,2]",2,{},218,218,0,0,218,215,10161.405699193214,True,100
794,2,Adenostyles alliariae,320704,100,112,[1],1,{},112,112,0,0,112,103,2377.434501456868,True,100
795,3,Hottonia palustris,320809,100,219,"[2,1]",2,{},219,219,0,0,219,195,3072.811705477609,True,100
796,4,Epacris longiflora,320837,100,219,"[2,1]",2,{},219,219,1,0,218,157,646.5247608499112,True,100
797,5,Kunzea capitata,321030,100,208,"[1,2]",2,{},208,208,1,0,207,145,689.3485800437604,True,100
798,6,Bauera rubioides,321032,100,418,"[2,3,1]",3,{},418,418,3,0,415,320,1645.3470253245457,True,100
799,7,Acacia linifolia,321056,100,240,"[1,2]",2,{},240,240,0,0,240,167,177.0219758312302,True,100
800,0,Billardiera scandens,321079,100,137,[1],1,{},137,137,0,0,137,117,1943.7354627856605,True,100
801,1,Caladenia carnea,321090,100,782,"[4,1,3]",3,{},582,582,1,0,581,268,1750.3341753194163,True,100
802,2,Cryptostylis erecta,321094,100,183,[1],1,{},183,183,1,0,182,140,1112.1812795981052,True,100
803,3,Correa reflexa,321098,100,729,"[2,1,4]",3,{},529,529,1,0,528,277,1813.261657575106,True,100
804,4,Dillwynia floribunda,321102,100,143,[1],1,{},143,143,0,0,143,107,1144.076926947793,True,100
805,5,Dracophyllum secundum,321106,100,207,"[2,1]",2,{},207,207,3,0,204,177,300.31143178079543,True,100
806,6,Leucopogon microphyllus,321156,100,161,[1],1,{},161,161,0,0,161,106,982.6718074012824,True,100
807,7,Patersonia sericea,321203,100,467,"[2,3,1]",3,{},467,467,1,0,466,343,1542.0164914514369,True,100
808,0,Platysace lanceolata,321207,100,1066,"[4,2,6]",3,{},466,466,0,0,466,359,1602.017087014152,True,100
809,1,Iris japonica,322012,100,345,"[2,1]",2,{},345,345,4,0,341,313,19706.89758346996,True,100
810,2,Hydrocotyle hirta,323101,100,132,[1],1,{},132,132,1,0,131,114,3448.683695939429,True,100
811,3,Aotus ericoides,323231,100,396,"[1,2]",2,{},396,396,0,0,396,259,2081.5990101026723,True,100
812,4,Pterostylis pedunculata,323437,100,387,"[1,2]",2,{},387,387,0,0,387,219,1336.474039891274,True,100
813,5,Gompholobium huegelii,323820,100,130,[1],1,{},130,130,0,0,130,107,1627.075119065327,True,100
814,6,Goodenia ovata,323821,100,753,"[1,4,2]",3,{},553,553,1,0,552,331,1523.045198749909,True,100
815,7,Sphaerolobium minus,323866,100,172,[1],1,{},172,172,0,0,172,120,1703.9958464200204,True,100
816,0,Hibbertia aspera,323883,100,155,[1],1,{},155,155,0,0,155,124,2326.519927487762,True,100
817,1,Polycalymma stuartii,324403,100,157,[1],1,{},157,157,5,0,152,136,1651.994678730964,True,100
818,2,Euploca procumbens,324502,100,191,[1],1,{},191,191,7,0,184,141,19655.972226753103,True,100
819,3,Tetratheca thymifolia,326183,100,145,[1],1,{},145,145,0,0,145,110,1308.937534386297,True,100
820,4,Peumus boldus,326673,100,220,"[2,1]",2,{},220,220,2,0,218,156,948.9934895331614,True,100
821,5,Clinopodium alpinum,327227,100,386,"[1,2]",2,{},386,386,1,0,385,317,2433.703539584266,True,100
822,6,Turnera subulata,327909,100,1051,"[6,4,2]",3,{},451,451,85,0,366,323,19996.50968798734,True,100
823,7,Andryala integrifolia,333717,100,437,"[1,2,3]",3,{},437,437,0,0,437,273,2897.966595498757,True,100
824,0,Disphyma australe,333757,100,270,"[1,2]",2,{},270,270,2,0,268,217,1362.891746971792,True,100
825,1,Carlina hispanica,333950,100,289,"[1,2]",2,{},289,289,2,0,287,188,1545.3926335967788,True,100
826,2,Grewia occidentalis,334567,100,372,"[2,1]",2,{},372,372,2,0,370,174,17972.003734566726,True,100
827,3,Convolvulus elegantissimus,334576,100,334,"[1,2]",2,{},334,334,0,0,334,281,2228.7798399890908,True,100
828,4,Ornithopus compressus,334746,100,180,[1],1,{},180,180,1,0,179,119,19953.30890117819,True,100
829,5,Vicia onobrychioides,334755,100,130,[1],1,{},130,130,0,0,130,120,1932.861960853056,True,100
830,6,Pultenaea villosa,334802,100,299,"[2,1]",2,{},299,299,0,0,299,199,1193.5555456384084,True,100
831,7,Cicerbita alpina,336295,100,203,"[2,1]",2,{},203,203,0,0,203,178,3462.765498098321,True,100
832,0,Senecio ovatus,336370,100,184,[1],1,{},184,184,0,0,184,169,1801.0280625357857,True,100
833,1,Senecio vernalis,336378,100,642,"[4,1,2]",3,{},442,442,4,0,438,253,3981.497932896833,True,100
834,2,Hymenoxys grandiflora,336871,100,143,[1],1,{},143,143,0,0,143,126,765.1340717251226,True,100
835,3,Gastrodia sesamoides,337634,100,220,"[1,2]",2,{},220,220,0,0,220,173,11945.568389748085,True,100
836,4,Echium rosulatum,337788,100,671,"[1,2,4]",3,{},471,471,3,0,468,386,1201.3582775153131,True,100
837,5,Carissa bispinosa,337799,100,315,"[2,1]",2,{},315,315,0,0,315,176,1758.676189697516,True,100
838,6,Simethis mattiazzi,338417,100,206,"[1,2]",2,{},206,206,0,0,206,169,2052.7239577468376,True,100
839,7,Serapias cordigera,341172,100,200,[1],1,{},200,200,0,0,200,158,2347.0217338534817,True,100
840,0,Coleostephus myconis,341977,100,206,"[1,2]",2,{},206,206,0,0,206,125,12714.36212483178,True,100
841,1,Olsynium biflorum,346964,100,145,[1],1,{},145,145,10,0,135,117,983.8435104679796,True,100
842,2,Lamium orvala,348832,100,260,"[1,2]",2,{},260,260,0,0,260,231,1691.5281867187864,True,100
843,3,Muehlenbeckia axillaris,349797,100,295,"[2,1]",2,{},295,295,1,0,294,184,2439.056133979415,True,100
844,4,Schelhammera undulata,353887,100,139,[1],1,{},139,139,1,0,138,114,580.2938738816827,True,100
845,5,Viminaria juncea,353911,100,153,[1],1,{},153,153,0,0,153,134,3739.512198177965,True,100
846,6,Alyxia buxifolia,353914,100,147,[1],1,{},147,147,1,0,146,110,3472.61674439148,True,100
847,7,Stypandra glauca,353957,100,213,"[1,2]",2,{},213,213,0,0,213,166,3687.898033966693,True,100
848,0,Trachymene composita,353969,100,146,[1],1,{},146,146,0,0,146,131,1000.168021657868,True,100
849,1,Pittosporum revolutum,353972,100,282,"[1,2]",2,{},282,282,1,0,281,251,2107.3286382270885,True,100
850,2,Ranunculus lyallii,354562,100,465,"[3,2,1]",3,{},465,465,0,0,465,371,547.8111198104075,True,100
851,3,Buphthalmum salicifolium,357176,100,297,"[2,1]",2,{},297,297,0,0,297,243,930.9362848581872,True,100
852,4,Pseudognaphalium affine,357436,100,164,[1],1,{},164,164,2,0,162,102,5190.738768539829,True,100
853,5,Micranthes petiolaris,357952,100,263,"[1,2]",2,{},263,263,0,0,263,229,665.1067435285103,True,100
854,6,Telekia speciosa,358060,100,190,[1],1,{},190,190,2,0,188,169,10065.737333833727,True,100
855,7,Globularia repens,358187,100,138,[1],1,{},138,138,0,0,138,119,1121.50849219224,True,100
856,0,Nama hispida,359066,100,201,"[2,1]",2,{},201,201,0,0,201,157,2010.7002549606584,True,100
857,1,Pulmonaria mollis,361308,100,319,"[2,1]",2,{},319,319,5,0,314,205,8501.82089826272,True,100
858,2,Crocosmia aurea,361354,100,122,[1],1,{},122,122,1,0,121,105,13070.003941275989,True,100
859,3,Talinum fruticosum,361866,100,225,"[2,1]",2,{},225,225,9,0,216,192,19687.07078164572,True,100
860,4,Knightia excelsa,366632,100,260,"[2,1]",2,{},260,260,0,0,260,188,1291.798588196542,True,100
861,5,Coprosma robusta,366661,100,373,"[1,2]",2,{},373,373,1,0,372,225,3531.6068591826497,True,100
862,6,Olearia arborescens,366692,100,221,"[2,1]",2,{},221,221,0,0,221,147,1231.5576028338653,True,100
863,7,Pimelea prostrata,366715,100,168,[1],1,{},168,168,0,0,168,107,1396.4074072606477,True,100
864,0,Metrosideros diffusa,366729,100,142,[1],1,{},142,142,0,0,142,117,1362.3885190658443,True,100
865,1,Amylotheca dictyophleba,369244,100,225,"[1,2]",2,{},225,225,0,0,225,188,2832.6182128837777,True,100
866,2,Sixalix atropurpurea,372376,100,571,"[1,3,2]",3,{},571,571,3,0,568,398,19771.92362139673,True,100
867,3,Chiloglottis valida,380755,100,175,[1],1,{},175,175,1,0,174,117,2955.381027309058,True,100
868,4,Calochilus paludosus,400292,100,151,[1],1,{},151,151,0,0,151,128,1493.384955520219,True,100
869,5,Calystegia tuguriorum,400343,100,179,[1],1,{},179,179,0,0,179,138,1328.1835834480005,True,100
870,6,Corybas macranthus,401085,100,354,"[2,1]",2,{},354,354,1,0,353,180,1394.0753323487868,True,100
871,7,Dendrobium cunninghamii,401303,100,478,"[3,1,2]",3,{},478,478,1,0,477,300,1409.2242400501868,True,100
872,0,Earina mucronata,401597,100,534,"[3,1,2]",3,{},534,534,2,0,532,274,1413.1263187627983,True,100
873,1,Olearia lirata,404291,100,157,[1],1,{},157,157,0,0,157,114,957.1795509858964,True,100
874,2,Piper excelsum,404899,100,284,"[2,1]",2,{},284,284,1,0,283,201,1413.3361097397806,True,100
875,3,Polygala virgata,405101,100,136,[1],1,{},136,136,0,0,136,108,12752.271927563464,True,100
876,4,Ranunculus reflexus,405613,100,201,"[2,1]",2,{},201,201,0,0,201,107,1379.894094205923,True,100
877,5,Solanum crispum,406068,100,150,[1],1,{},150,150,0,0,150,122,19155.42538855468,True,100
878,6,Viola filicaulis,406971,100,196,[1],1,{},196,196,0,0,196,128,1336.8192417405985,True,100
879,7,Thelymitra hatchii,409807,100,174,[1],1,{},174,174,0,0,174,101,1229.3076752670684,True,100
880,0,Aechmea distichantha,410902,100,136,[1],1,{},136,136,2,0,134,123,7635.87094681476,True,100
881,1,Grevillea lavandulacea,411227,100,177,[1],1,{},177,177,1,0,176,113,714.5319099989216,True,100
882,2,Grevillea alpina,411301,100,475,"[2,1,3]",3,{},475,475,1,0,474,337,639.1642571543026,True,100
883,3,Philotheca spicata,415330,100,123,[1],1,{},123,123,1,0,122,102,567.9407128757297,True,100
884,4,Hypocalymma robustum,415333,100,127,[1],1,{},127,127,1,0,126,121,315.1223597069479,True,100
885,5,Erythrina humeana,427617,100,166,[1],1,{},166,166,0,0,166,116,1201.8445833587443,True,100
886,6,Lapageria rosea,431220,100,221,"[1,2]",2,{},221,221,7,0,214,140,701.8832638299011,True,100
887,7,Puya alpestris,431518,100,127,[1],1,{},127,127,1,0,126,117,897.4431953482377,True,100
888,0,Polygala comosa,447849,100,163,[1],1,{},163,163,0,0,163,126,5895.967089640848,True,100
889,1,Echium gaditanum,450558,100,168,[1],1,{},168,168,0,0,168,129,355.95515474613927,True,100
890,2,Crepis sancta,460587,100,149,[1],1,{},149,149,0,0,149,104,4021.9178965707033,True,100
891,3,Sarcocapnos enneaphylla,467677,100,146,[1],1,{},146,146,0,0,146,135,787.5836080785347,True,100
892,4,Erythranthe guttata,470643,100,2030,"[1,2,3]",3,{},600,600,2,0,598,512,19269.10808979344,True,100
893,5,Scaevola crassifolia,481347,100,189,[1],1,{},189,189,3,0,186,161,2976.2172754445,True,100
894,6,Amyema miquelii,481934,100,772,"[3,4,2]",3,{},572,572,3,0,569,306,4016.713400356869,True,100
895,7,Viola mirabilis,483183,100,195,[1],1,{},195,195,1,0,194,155,5283.971562230997,True,100
896,0,Sedum caeruleum,486004,100,127,[1],1,{},127,127,0,0,127,117,1885.098656580344,True,100
897,1,Ranunculus trichophyllus,486980,100,121,[1],1,{},121,121,0,0,121,108,19805.930609481195,True,100
898,2,Hibiscus pedunculatus,489547,100,265,"[1,2]",2,{},265,265,0,0,265,189,11760.421309476716,True,100
899,3,Hedypnois rhagadioloides,492864,100,315,"[1,2]",2,{},315,315,0,0,315,243,18876.72610392822,True,100
900,4,Searsia laevigata,493489,100,187,[1],1,{},187,187,0,0,187,148,739.1287346016653,True,100
901,5,Ranunculus polyanthemos,495697,100,215,"[2,1]",2,{},215,215,1,0,214,128,5296.913808278715,True,100
902,6,Odontites luteus,497526,100,189,[1],1,{},189,189,0,0,189,162,3800.913055135254,True,100
903,7,Primula pauciflora,498086,100,623,"[4,1,2]",3,{},423,423,1,0,422,301,4159.344359535985,True,100
904,0,Vincetoxicum hirundinaria,498350,100,869,"[4,2,1]",3,{},600,600,1,0,599,488,5058.201777984955,True,100
905,1,Aquilegia coerulea,501742,100,3241,"[13,17,16]",3,{},441,441,123,0,318,217,726.8946063019054,True,100
906,2,Carthamus mitissimus,509198,100,134,[1],1,{},134,134,1,0,133,116,885.7665478218635,True,100
907,3,Wahlenbergia capensis,511287,100,140,[1],1,{},140,140,2,0,138,104,9097.04503203255,True,100
908,4,Myosotis sparsiflora,513775,100,223,"[1,2]",2,{},223,223,1,0,222,132,4632.21176344597,True,100
909,5,Aconitum tauricum,515769,100,160,[1],1,{},160,160,0,0,160,127,466.9738707433433,True,100
910,6,Pelargonium luridum,515950,100,228,"[2,1]",2,{},228,228,1,0,227,146,2577.852709068111,True,100
911,7,Rhododendron tomentosum,516757,100,761,"[3,2,1]",3,{},600,600,15,0,585,491,8837.356686077797,True,100
912,0,Epacris obtusifolia,520365,100,258,"[1,2]",2,{},258,258,1,0,257,172,2039.543048831923,True,100
913,1,Cadaba aphylla,524340,100,250,"[1,2]",2,{},250,250,2,0,248,160,1575.2050726616912,True,100
914,2,Rhododendron pseudochrysanthum,524497,100,313,"[2,1]",2,{},313,313,1,0,312,201,299.4782170570167,True,100
915,3,Argentina pacifica,524900,100,204,"[2,1]",2,{},204,204,0,0,204,173,3574.5787147986493,True,100
916,4,Convolvulus angustissimus,526700,100,144,[1],1,{},144,144,1,0,143,113,1565.3907958532134,True,100
917,5,Pimelea serpyllifolia,526712,100,149,[1],1,{},149,149,0,0,149,129,1294.352719013125,True,100
918,6,Searsia rosmarinifolia,528462,100,565,"[1,2,3]",3,{},565,565,1,0,564,289,669.7930125443805,True,100
919,7,Diplacus mephiticus,533870,100,176,[1],1,{},176,176,0,0,176,134,573.7879052507003,True,100
920,0,Pultenaea spinosa,537403,100,118,[1],1,{},118,118,0,0,118,103,2063.2050304982454,True,100
921,1,Aciphylla glacialis,541375,100,132,[1],1,{},132,132,0,0,132,113,194.58330013856948,True,100
922,2,Campanula giesekiana,543632,100,216,"[1,2]",2,{},216,216,9,0,207,153,6399.583027384827,True,100
923,3,Thalictrum tuberosum,544086,100,180,[1],1,{},180,180,0,0,180,152,752.4072202439635,True,100
924,4,Hemiandra pungens,545347,100,200,[1],1,{},200,200,1,0,199,156,614.7892279193229,True,100
925,5,Kennedia coccinea,545370,100,121,[1],1,{},121,121,1,0,120,103,667.4972258496217,True,100
926,6,Erythranthe nasuta,545973,100,699,"[2,3,1]",3,{},600,600,0,0,600,446,2307.4812546834346,True,100
927,7,Jacobaea adonidifolia,547457,100,113,[1],1,{},113,113,0,0,113,101,915.7943513279936,True,100
928,0,Scaevola nitida,550645,100,129,[1],1,{},129,129,1,0,128,118,578.1459509223671,True,100
929,1,Hibbertia cuneiformis,552421,100,168,[1],1,{},168,168,1,0,167,149,2451.848743761788,True,100
930,2,Amyema cambagei,553503,100,395,"[1,2]",2,{},395,395,1,0,394,258,2144.6510466546288,True,100
931,3,Tropaeolum tricolor,554805,100,290,"[2,1]",2,{},290,290,1,0,289,233,1576.3320161736333,True,100
932,4,Dendrophthoe glabrescens,554852,100,266,"[1,2]",2,{},266,266,1,0,265,171,3101.1662619518133,True,100
933,5,Chamaenerion latifolium,564970,100,1873,"[5,3,1]",3,{},600,600,81,0,519,457,11081.926675718916,True,100
934,6,Senecio odoratus,566532,100,132,[1],1,{},132,132,1,0,131,124,1292.1929355861014,True,100
935,7,Amyema quandang,568074,100,519,"[3,1,2]",3,{},519,519,0,0,519,370,2134.0588153681338,True,100
936,0,Hemiboea bicornuta,568970,100,160,[1],1,{},160,160,0,0,160,141,324.24785490988825,True,100
937,1,Watsonia pillansii,569006,100,229,"[1,2]",2,{},229,229,0,0,229,138,1088.2801971814708,True,100
938,2,Pelargonium betulinum,574122,100,145,[1],1,{},145,145,2,0,143,107,428.3727933643307,True,100
939,3,Alkekengi officinarum,575102,100,105,[1],1,{},105,105,0,0,105,102,11294.725409084404,True,100
940,4,Adenium multiflorum,579088,100,165,[1],1,{},165,165,1,0,164,139,2459.933880701248,True,100
941,5,Lachenalia reflexa,588419,100,282,"[2,1]",2,{},282,282,0,0,282,154,8733.187859781512,True,100
942,6,Lessertia frutescens,589008,100,502,"[3,1,2]",3,{},502,502,3,0,499,341,15259.705731003463,True,100
943,7,Melaleuca quadrifida,589723,100,125,[1],1,{},125,125,2,0,123,115,3543.754123044914,True,100
944,0,Oxalis truncatula,591296,100,414,"[2,3,1]",3,{},414,414,3,0,411,188,210.5435789374452,True,100
945,1,Searsia lucida,593894,100,374,"[2,1]",2,{},374,374,1,0,373,212,1487.1089184165296,True,100
946,2,Veronica sublobata,705439,100,845,"[3,4,1]",3,{},600,600,2,0,598,433,9612.59069675803,True,100
947,3,Lysimachia europaea,716947,100,768,"[2,4,3]",3,{},568,568,9,0,559,472,9541.30295413584,True,100
948,4,Veronica regina-nivalis,738046,100,370,"[1,2]",2,{},370,370,0,0,370,269,811.2920696985261,True,100
949,5,Veronica elliptica,738777,100,230,"[2,1]",2,{},230,230,7,0,223,150,8557.157548099647,True,100
950,6,Veronica lyallii,738781,100,138,[1],1,{},138,138,3,0,135,103,678.3144985741947,True,100
951,7,Veronica prostrata,738834,100,397,"[1,2]",2,{},397,397,3,0,394,283,5774.220989162239,True,100
952,0,Viscaria vulgaris,741459,100,780,"[2,1,4]",3,{},580,580,1,0,579,503,3928.3697861424153,True,100
953,1,Hellenia speciosa,764909,100,194,[1],1,{},194,194,15,0,179,171,19948.91495280816,True,100
954,2,Erythranthe dentata,765338,100,434,"[2,1,3]",3,{},434,434,0,0,434,415,927.8525026617448,True,100
955,3,Sambucus nigra,765394,100,1538,"[1,6,7]",3,{},600,600,115,0,485,411,19932.088104551305,True,100
956,4,Andersonglossum virginianum,769248,100,366,"[1,2]",2,{},366,366,0,0,366,332,2039.935233953534,True,100
957,5,Johnstonella angustifolia,770224,100,811,"[3,5,4]",3,{},411,411,0,0,411,251,993.574171912392,True,100
958,6,Erythranthe bicolor,771851,100,150,[1],1,{},150,150,0,0,150,110,586.3335869827808,True,100
959,7,Erythranthe erubescens,771871,100,267,"[1,2]",2,{},267,267,0,0,267,247,544.7939572256587,True,100
960,0,Malva thuringiaca,775554,100,388,"[2,1]",2,{},388,388,1,0,387,266,9617.131603572716,True,100
961,1,Causonis japonica,795186,100,174,[1],1,{},174,174,0,0,174,121,13886.751287075724,True,100
962,2,Pittocaulon praecox,805291,100,212,"[1,2]",2,{},212,212,4,0,208,146,949.8228263930044,True,100
963,3,Geobalanus oblongifolius,860746,100,141,[1],1,{},141,141,0,0,141,107,1067.957126620813,True,100
964,4,Cartrema americanum,866605,100,163,[1],1,{},163,163,0,0,163,149,3357.3820275138937,True,100
965,5,Gazania rigens,884843,100,153,[1],1,{},153,153,0,0,153,103,19894.37012833188,True,100
966,6,Senegalia berlandieri,898697,100,165,[1],1,{},165,165,0,0,165,138,810.0331853225607,True,100
967,7,Marcus-kochia littorea,902550,100,228,"[2,1]",2,{},228,228,0,0,228,157,1320.6763661446305,True,100
968,0,Leucopogon affinis,904615,100,149,[1],1,{},149,149,1,0,148,123,1527.542878387289,True,100
969,1,Thymbra capitata,905463,100,245,"[2,1]",2,{},245,245,0,0,245,180,4051.84077372623,True,100
970,2,Distimake dissectus,907480,100,850,"[1,3,2]",3,{},600,600,2,0,598,541,19504.025408700614,True,100
971,3,Phlomoides tuberosa,909773,100,211,"[2,1]",2,{},211,211,5,0,206,154,9529.280677744538,True,100
972,4,Spiranthes australis,923031,100,373,"[1,2]",2,{},373,373,5,0,368,285,14176.99158678898,True,100
973,5,Conospermum caeruleum,932013,100,121,[1],1,{},121,121,3,0,118,101,316.4191326277724,True,100
974,6,Distimake aegyptius,936421,100,126,[1],1,{},126,126,10,0,116,103,19521.452496608068,True,100
975,7,Anemonoides quinquefolia,950598,100,3714,"[14,7,16]",3,{},600,600,0,0,600,527,2720.0564183662564,True,100
976,0,Anemonoides blanda,950617,100,383,"[2,1]",2,{},383,383,1,0,382,339,11506.667807104066,True,100
977,1,Pontederia azurea,962649,100,132,[1],1,{},132,132,2,0,130,123,5542.584572942768,True,100
978,2,Pigea calycina,977347,100,286,"[2,1]",2,{},286,286,2,0,284,241,451.76500333351385,True,100
979,3,Cerastium holosteoides,1005385,100,189,[1],1,{},189,189,1,0,188,142,9788.584042799086,True,100
980,4,Cornus unalaschkensis,1096279,100,783,"[1,4,3]",3,{},583,583,1,0,582,522,3251.753251954133,True,100
981,5,Sambucus mexicana,1203426,100,191,[1],1,{},191,191,0,0,191,149,789.8940504053951,True,100
982,6,Pentanema squarrosum,1262449,100,214,"[2,1]",2,{},214,214,0,0,214,146,4009.768538264264,True,100
983,7,Anemone pavonina,1318569,100,317,"[1,2]",2,{},317,317,1,0,316,217,922.9625922403908,True,100
984,0,Salvia polystachia,1349529,100,603,"[3,2,1]",3,{},600,600,3,0,597,409,2773.4164294830885,True,100
