cell_id,swlat,swlng,nelat,nelng,all_research_photo_records,all_research_photo_records_request_error,license_eligible_photo_records,license_eligible_photo_records_request_error,flowering_annotated_eligible_records,flowering_annotated_eligible_records_request_error,log1p_all_research_photo_records,log1p_license_eligible_photo_records,log1p_flowering_annotated_eligible_records,licence_eligible_fraction,flowering_annotation_fraction_given_licence,top_decile_all_photo_effort
18,-51.057558731018624,-180.0,-33.74898859588859,-160.0,4965,,4766,,1192,,8.510369966068112,8.469472455204826,7.084226422097916,0.9599194360523665,0.25010490977759126,False
19,-51.057558731018624,-160.0,-33.74898859588859,-140.0,0,,0,,0,,0.0,0.0,0.0,,,False
20,-51.057558731018624,-140.0,-33.74898859588859,-120.0,0,,0,,0,,0.0,0.0,0.0,,,False
21,-51.057558731018624,-120.0,-33.74898859588859,-100.0,0,,0,,0,,0.0,0.0,0.0,,,False
22,-51.057558731018624,-100.0,-33.74898859588859,-80.0,16,,11,,1,,2.833213344056216,2.4849066497880004,0.6931471805599453,0.6875,0.09090909090909091,False
23,-51.057558731018624,-80.0,-33.74898859588859,-60.0,151443,,113902,,16901,,11.927971198635282,11.643102487982178,9.735187237104428,0.7521113554274546,0.14838194237151237,False
24,-51.057558731018624,-60.0,-33.74898859588859,-40.0,86062,,68902,,11306,,11.362834865185434,11.140454997418148,9.333177281935246,0.800608863377565,0.16408812516327537,False
25,-51.057558731018624,-40.0,-33.74898859588859,-20.0,0,,0,,0,,0.0,0.0,0.0,,,False
26,-51.057558731018624,-20.0,-33.74898859588859,0.0,61,,31,,1,,4.127134385045092,3.4657359027997265,0.6931471805599453,0.5081967213114754,0.03225806451612903,False
27,-51.057558731018624,0.0,-33.74898859588859,20.0,762509,,666566,,57178,,13.544370902131805,13.40989593867987,10.953941977090986,0.8741745999063618,0.0857799527728687,False
28,-51.057558731018624,20.0,-33.74898859588859,40.0,272983,,230345,,31254,,12.51716846439097,12.34733780533376,10.349934642365913,0.8438071235205122,0.13568343137467712,False
29,-51.057558731018624,40.0,-33.74898859588859,60.0,34,,30,,3,,3.5553480614894135,3.4339872044851463,1.3862943611198906,0.8823529411764706,0.1,False
30,-51.057558731018624,60.0,-33.74898859588859,80.0,121,,67,,9,,4.804021044733257,4.219507705176107,2.302585092994046,0.5537190082644629,0.13432835820895522,False
31,-51.057558731018624,80.0,-33.74898859588859,100.0,0,,0,,0,,0.0,0.0,0.0,,,False
32,-51.057558731018624,100.0,-33.74898859588859,120.0,61944,,54465,,16180,,11.034002173549839,10.905331932762941,9.691592993399809,0.8792619139868268,0.2970715138162123,False
33,-51.057558731018624,120.0,-33.74898859588859,140.0,147705,,130584,,24039,,11.90297909057861,11.779779634710572,10.087474388649143,0.8840865238143597,0.18408840286712003,False
34,-51.057558731018624,140.0,-33.74898859588859,160.0,967317,,808447,,111406,,13.782282572495383,13.60287163929515,11.620945441125958,0.8357622165226084,0.13780247808452503,True
35,-51.057558731018624,160.0,-33.74898859588859,180.0,824692,,705225,,114827,,13.622766474850417,13.46627359779955,11.651190635567263,0.8551374331265491,0.16282321244992734,True
36,-33.74898859588859,-180.0,-19.471220634490695,-160.0,620,,547,,43,,6.431331081933479,6.306275286948016,3.784189633918261,0.882258064516129,0.07861060329067641,False
37,-33.74898859588859,-160.0,-19.471220634490695,-140.0,1187,,1018,,65,,7.080026499922591,6.926577033222725,4.189654742026425,0.8576242628475147,0.06385068762278978,False
38,-33.74898859588859,-140.0,-19.471220634490695,-120.0,104,,84,,7,,4.653960350157523,4.442651256490317,2.0794415416798357,0.8076923076923077,0.08333333333333333,False
39,-33.74898859588859,-120.0,-19.471220634490695,-100.0,393,,309,,17,,5.976350909297934,5.736572297479192,2.8903717578961645,0.7862595419847328,0.05501618122977346,False
40,-33.74898859588859,-100.0,-19.471220634490695,-80.0,0,,0,,0,,0.0,0.0,0.0,,,False
41,-33.74898859588859,-80.0,-19.471220634490695,-60.0,194596,,142816,,23899,,12.178686032376772,11.869319369421063,10.081633737919603,0.7339102550926021,0.16734119426394803,False
42,-33.74898859588859,-60.0,-19.471220634490695,-40.0,206595,,146258,,20589,,12.238520474396026,11.893134301662228,9.932560800021836,0.7079454972288778,0.14077178684242914,False
43,-33.74898859588859,-40.0,-19.471220634490695,-20.0,95,,51,,13,,4.564348191467836,3.9512437185814275,2.639057329615259,0.5368421052631579,0.2549019607843137,False
44,-33.74898859588859,-20.0,-19.471220634490695,0.0,0,,0,,0,,0.0,0.0,0.0,,,False
45,-33.74898859588859,0.0,-19.471220634490695,20.0,242832,,218025,,26467,,12.400129243264749,12.292369600714641,10.18369173513195,0.8978429531527969,0.12139433551198257,False
46,-33.74898859588859,20.0,-19.471220634490695,40.0,830705,,649672,,83225,,13.630031220625202,13.384224438363091,11.329315077991344,0.7820730584262765,0.12810310433572633,True
47,-33.74898859588859,40.0,-19.471220634490695,60.0,24943,,20659,,1365,,10.124388591297558,9.93595474267363,7.2196420401307355,0.8282484063665156,0.0660728980105523,False
48,-33.74898859588859,60.0,-19.471220634490695,80.0,81,,71,,13,,4.406719247264253,4.276666119016055,2.639057329615259,0.8765432098765432,0.18309859154929578,False
49,-33.74898859588859,80.0,-19.471220634490695,100.0,0,,0,,0,,0.0,0.0,0.0,,,False
50,-33.74898859588859,100.0,-19.471220634490695,120.0,133262,,115587,,30396,,11.800079898244938,11.657787423603802,10.322099198314179,0.8673665410994882,0.2629707493057178,False
51,-33.74898859588859,120.0,-19.471220634490695,140.0,32141,,27833,,5402,,10.377918865109015,10.234013573979798,8.594709633844065,0.8659655891229271,0.19408615672043977,False
52,-33.74898859588859,140.0,-19.471220634490695,160.0,624141,,519290,,68899,,13.344133185565346,13.160219698659697,11.14041145700175,0.8320075111232879,0.1326792351094764,False
53,-33.74898859588859,160.0,-19.471220634490695,180.0,15549,,13420,,1299,,9.65181591760738,9.504575923397805,7.170119543449628,0.8630780114476815,0.09679582712369597,False
54,-19.471220634490695,-180.0,-6.379370208442807,-160.0,1849,,1538,,105,,7.52294091807237,7.338888133838879,4.663439094112067,0.8318009734991888,0.06827048114434331,False
55,-19.471220634490695,-160.0,-6.379370208442807,-140.0,6000,,5071,,147,,8.699681400989514,8.531490496117062,4.997212273764115,0.8451666666666666,0.028988365213961743,False
56,-19.471220634490695,-140.0,-6.379370208442807,-120.0,124,,105,,10,,4.8283137373023015,4.663439094112067,2.3978952727983707,0.8467741935483871,0.09523809523809523,False
57,-19.471220634490695,-120.0,-6.379370208442807,-100.0,0,,0,,0,,0.0,0.0,0.0,,,False
58,-19.471220634490695,-100.0,-6.379370208442807,-80.0,17,,11,,0,,2.8903717578961645,2.4849066497880004,0.0,0.6470588235294118,0.0,False
59,-19.471220634490695,-80.0,-6.379370208442807,-60.0,145545,,77420,,7561,,11.888247466831173,11.25701334060725,8.930890984450878,0.5319317049709712,0.09766210281580986,False
60,-19.471220634490695,-60.0,-6.379370208442807,-40.0,37495,,25813,,5615,,10.531989539602542,10.158672259395132,8.633374945705647,0.6884384584611282,0.2175260527641111,False
61,-19.471220634490695,-40.0,-6.379370208442807,-20.0,24711,,18614,,6294,,10.115044234598418,9.831722986306817,8.747510946478448,0.753267775484602,0.3381325883743419,False
62,-19.471220634490695,-20.0,-6.379370208442807,0.0,1020,,769,,25,,6.928537818164665,6.646390514847729,3.258096538021482,0.753921568627451,0.032509752925877766,False
63,-19.471220634490695,0.0,-6.379370208442807,20.0,5434,,4439,,506,,8.60061479955531,8.39840965542627,6.2285110035911835,0.8168936326831063,0.11398963730569948,False
64,-19.471220634490695,20.0,-6.379370208442807,40.0,33866,,26940,,3997,,10.430196367929657,10.201404568800312,8.293549515060345,0.7954881001594519,0.14836674090571642,False
65,-19.471220634490695,40.0,-6.379370208442807,60.0,20542,,16946,,1366,,9.930275529292512,9.737846105993372,7.220373836723949,0.8249440171356246,0.08060899327274873,False
66,-19.471220634490695,60.0,-6.379370208442807,80.0,957,,945,,133,,6.86484777797086,6.852242569051878,4.897839799950911,0.987460815047022,0.14074074074074075,False
67,-19.471220634490695,80.0,-6.379370208442807,100.0,138,,134,,22,,4.9344739331306915,4.90527477843843,3.1354942159291497,0.9710144927536232,0.16417910447761194,False
68,-19.471220634490695,100.0,-6.379370208442807,120.0,30429,,20481,,1224,,10.323184242891017,9.927301730635383,7.110696122978827,0.6730750271122942,0.05976270689907719,False
69,-19.471220634490695,120.0,-6.379370208442807,140.0,27232,,20893,,2971,,10.212184752202996,9.947217315397454,7.99699040583765,0.7672223854289072,0.14220073708897718,False
70,-19.471220634490695,140.0,-6.379370208442807,160.0,50766,,44010,,4960,,10.83500181618177,10.692194881655606,8.509362612301048,0.8669188039238861,0.11270165871392865,False
71,-19.471220634490695,160.0,-6.379370208442807,180.0,6659,,5999,,224,,8.803874763534434,8.699514748210191,5.41610040220442,0.90088601892176,0.03733955659276546,False
72,-6.379370208442807,-180.0,6.379370208442807,-160.0,118,,113,,2,,4.77912349311153,4.736198448394496,1.0986122886681096,0.9576271186440678,0.017699115044247787,False
73,-6.379370208442807,-160.0,6.379370208442807,-140.0,25,,25,,0,,3.258096538021482,3.258096538021482,0.0,1.0,0.0,False
74,-6.379370208442807,-140.0,6.379370208442807,-120.0,0,,0,,0,,0.0,0.0,0.0,,,False
75,-6.379370208442807,-120.0,6.379370208442807,-100.0,0,,0,,0,,0.0,0.0,0.0,,,False
76,-6.379370208442807,-100.0,6.379370208442807,-80.0,36422,,26313,,1524,,10.502955722212086,10.177856395925783,7.329749689041512,0.7224479710065345,0.057918139322768215,False
77,-6.379370208442807,-80.0,6.379370208442807,-60.0,308923,,203600,,18762,,12.64085057093551,12.223917475237798,9.839642124487375,0.6590639091294594,0.09215127701375246,False
78,-6.379370208442807,-60.0,6.379370208442807,-40.0,48367,,37826,,4943,,10.786593717019239,10.540778412341336,8.505929999137527,0.7820621498128889,0.13067731190186643,False
79,-6.379370208442807,-40.0,6.379370208442807,-20.0,11986,,7485,,3227,,9.3915780082071,8.920789888464375,8.07961802938984,0.6244785583180377,0.43112892451569806,False
80,-6.379370208442807,-20.0,6.379370208442807,0.0,2144,,1727,,137,,7.6708948313621175,7.454719949364001,4.927253685157205,0.8055037313432836,0.07932831499710481,False
81,-6.379370208442807,0.0,6.379370208442807,20.0,5353,,4259,,541,,8.585599224080298,8.357024439263416,6.295266001439646,0.7956286194657202,0.12702512326837287,False
82,-6.379370208442807,20.0,6.379370208442807,40.0,31542,,24051,,2890,,10.359106973305016,10.08797343215946,7.969357742016346,0.7625071333460148,0.12016132385347802,False
83,-6.379370208442807,40.0,6.379370208442807,60.0,3020,,2391,,133,,8.013343181386672,7.779885115070522,4.897839799950911,0.7917218543046357,0.05562526139690506,False
84,-6.379370208442807,60.0,6.379370208442807,80.0,4317,,3402,,94,,8.370547611074752,8.132412674500905,4.553876891600541,0.788047255038221,0.027630805408583186,False
85,-6.379370208442807,80.0,6.379370208442807,100.0,5081,,3985,,352,,8.53346016388011,8.29054350077274,5.8664680569332965,0.7842944302302697,0.08833124215809285,False
86,-6.379370208442807,100.0,6.379370208442807,120.0,95798,,63940,,3074,,11.470007525491111,11.065716062153717,8.031060180240619,0.6674460844694043,0.04807632155145449,False
87,-6.379370208442807,120.0,6.379370208442807,140.0,5037,,4032,,329,,8.524764456912555,8.302265794873367,5.799092654460526,0.8004764740917213,0.08159722222222222,False
88,-6.379370208442807,140.0,6.379370208442807,160.0,845,,686,,101,,6.740519359606223,6.532334292222349,4.624972813284271,0.8118343195266272,0.14723032069970846,False
89,-6.379370208442807,160.0,6.379370208442807,180.0,251,,164,,5,,5.529429087511423,5.10594547390058,1.791759469228055,0.6533864541832669,0.03048780487804878,False
90,6.379370208442807,-180.0,19.471220634490688,-160.0,105,,104,,43,,4.663439094112067,4.653960350157523,3.784189633918261,0.9904761904761905,0.41346153846153844,False
91,6.379370208442807,-160.0,19.471220634490688,-140.0,25323,,18779,,608,,10.139507841664017,9.840547752762253,6.411818267709897,0.7415788018797141,0.032376590872783426,False
92,6.379370208442807,-140.0,19.471220634490688,-120.0,0,,0,,0,,0.0,0.0,0.0,,,False
93,6.379370208442807,-120.0,19.471220634490688,-100.0,25054,,17656,,3483,,10.128828687393826,9.778887584302797,8.155936337972394,0.7047178095314122,0.1972700498414137,False
94,6.379370208442807,-100.0,19.471220634490688,-80.0,502892,,345995,,46771,,13.128132702794938,12.754182493279394,10.75304001226021,0.6880105469961741,0.13517825402101186,False
95,6.379370208442807,-80.0,19.471220634490688,-60.0,253480,,182921,,11320,,12.443044148514096,12.116815111453745,9.334414687078109,0.7216387880700647,0.06188463872382067,False
96,6.379370208442807,-60.0,19.471220634490688,-40.0,3890,,3042,,89,,8.266421472984554,8.02059914989697,4.499809670330265,0.7820051413881748,0.02925706771860618,False
97,6.379370208442807,-40.0,19.471220634490688,-20.0,2250,,1764,,109,,7.719129840906732,7.475905969367397,4.700480365792417,0.784,0.06179138321995465,False
98,6.379370208442807,-20.0,19.471220634490688,0.0,8552,,6309,,579,,9.054037377580782,8.749890955535259,6.363028103540465,0.7377221702525725,0.091773656680932,False
99,6.379370208442807,0.0,19.471220634490688,20.0,18644,,12452,,887,,9.833333292612922,9.429716836721148,6.78897174299217,0.667882428663377,0.07123353678123996,False
100,6.379370208442807,20.0,19.471220634490688,40.0,2565,,2161,,337,,7.850103545175582,7.6787889981991535,5.823045895483019,0.8424951267056531,0.15594632114761683,False
101,6.379370208442807,40.0,19.471220634490688,60.0,4109,,3857,,422,,8.32117830749028,8.257904193465674,6.0473721790462776,0.938671209540034,0.109411459683692,False
102,6.379370208442807,60.0,19.471220634490688,80.0,136782,,92681,,8951,,11.826151007442707,11.436929557942307,9.09963224999176,0.6775818455644749,0.09657858676535644,False
103,6.379370208442807,80.0,19.471220634490688,100.0,53552,,36062,,3399,,10.888427096715661,10.493022687972363,8.131530710604252,0.6734015536301166,0.09425433974821142,False
104,6.379370208442807,100.0,19.471220634490688,120.0,50446,,34350,,2389,,10.828678559197003,10.444386409308262,7.779048644925556,0.6809261388415335,0.06954876273653567,False
105,6.379370208442807,120.0,19.471220634490688,140.0,30690,,20639,,1106,,10.33172473098649,9.9349862195955,7.009408932708637,0.6724991854024112,0.053587867629245604,False
106,6.379370208442807,140.0,19.471220634490688,160.0,9394,,5816,,1020,,9.147932911847565,8.668539943910762,6.928537818164665,0.6191185863317011,0.17537826685006877,False
107,6.379370208442807,160.0,19.471220634490688,180.0,314,,273,,17,,5.752572638825633,5.6131281063880705,2.8903717578961645,0.8694267515923567,0.06227106227106227,False
108,19.471220634490688,-180.0,33.74898859588857,-160.0,455,,319,,14,,6.1224928095143865,5.768320995793772,2.70805020110221,0.701098901098901,0.0438871473354232,False
109,19.471220634490688,-160.0,33.74898859588857,-140.0,172446,,127948,,3110,,12.057845221866902,11.759387026004443,8.042699496897637,0.7419598019090033,0.024306749617031918,False
110,19.471220634490688,-140.0,33.74898859588857,-120.0,1,,0,,0,,0.6931471805599453,0.0,0.0,0.0,,False
111,19.471220634490688,-120.0,33.74898859588857,-100.0,2243794,,1691482,,187221,,14.62367918672792,14.34111621690114,12.140050357488056,0.7538490610100571,0.11068459492918045,True
112,19.471220634490688,-100.0,33.74898859588857,-80.0,4604211,,3371731,,265035,,15.342482094679509,15.030937116890769,12.487620944798316,0.7323146137307782,0.07860502513397422,True
113,19.471220634490688,-80.0,33.74898859588857,-60.0,57958,,44847,,3027,,10.967491143007656,10.71103427340457,8.01565761455734,0.7737844646123054,0.06749615358886882,False
114,19.471220634490688,-60.0,33.74898859588857,-40.0,0,,0,,0,,0.0,0.0,0.0,,,False
115,19.471220634490688,-40.0,33.74898859588857,-20.0,0,,0,,0,,0.0,0.0,0.0,,,False
116,19.471220634490688,-20.0,33.74898859588857,0.0,155234,,120157,,9910,,11.952695376770382,11.696562822385406,9.201400530406708,0.7740379040674079,0.08247542798172391,False
117,19.471220634490688,0.0,33.74898859588857,20.0,733,,568,,118,,6.598509028614515,6.343880434126331,4.77912349311153,0.7748976807639836,0.20774647887323944,False
118,19.471220634490688,20.0,33.74898859588857,40.0,121034,,94143,,9756,,11.703835038950716,11.452580803961109,9.18574025510795,0.7778227605466232,0.10362958478059972,False
119,19.471220634490688,40.0,33.74898859588857,60.0,18618,,15602,,3005,,9.831937843696052,9.655218482441182,8.00836557031292,0.838006230529595,0.19260351237020895,False
120,19.471220634490688,60.0,33.74898859588857,80.0,47611,,33498,,3005,,10.77084010928777,10.419270866621346,8.00836557031292,0.70357690449686,0.08970684817004,False
121,19.471220634490688,80.0,33.74898859588857,100.0,55133,,39985,,4631,,10.91752186472894,10.596284671831778,8.440744019252831,0.7252462227703916,0.11581843191196699,False
122,19.471220634490688,100.0,33.74898859588857,120.0,222339,,142372,,9544,,12.311963020787607,11.866205653240808,9.163772736159848,0.6403375026423614,0.06703565307785239,False
123,19.471220634490688,120.0,33.74898859588857,140.0,1219171,,717609,,45117,,14.013682497771534,13.48368152496965,10.717036558948369,0.5886040596438071,0.06287128505913388,True
124,19.471220634490688,140.0,33.74898859588857,160.0,539,,434,,9,,6.29156913955832,6.075346031088684,2.302585092994046,0.8051948051948052,0.020737327188940093,False
125,19.471220634490688,160.0,33.74898859588857,180.0,0,,0,,0,,0.0,0.0,0.0,,,False
126,33.74898859588857,-180.0,51.05755873101861,-160.0,0,,0,,0,,0.0,0.0,0.0,,,False
127,33.74898859588857,-160.0,51.05755873101861,-140.0,0,,0,,0,,0.0,0.0,0.0,,,False
128,33.74898859588857,-140.0,51.05755873101861,-120.0,4349018,,3288372,,452720,,15.28546086039065,15.005903471546441,13.02303132068479,0.7561182777353417,0.13767298833586955,True
129,33.74898859588857,-120.0,51.05755873101861,-100.0,3475932,,2606240,,291091,,15.061373490152885,14.773419511285876,12.581394647391118,0.7497960259291608,0.11169002087298177,True
130,33.74898859588857,-100.0,51.05755873101861,-80.0,6327039,,4577743,,435116,,15.660343070220621,15.336716858315537,12.983370239423323,0.7235205915436905,0.09505033375617636,True
131,33.74898859588857,-80.0,51.05755873101861,-60.0,7248189,,5385100,,511776,,15.796262340489404,15.499146624199895,13.145644262268554,0.7429579995775496,0.09503556108521662,True
132,33.74898859588857,-60.0,51.05755873101861,-40.0,47053,,37434,,3649,,10.759051157340364,10.530361374664786,8.202482446576537,0.7955709519052983,0.09747822834856014,False
133,33.74898859588857,-40.0,51.05755873101861,-20.0,31927,,21898,,2527,,10.37123864672857,9.99419625266159,7.835183755266748,0.6858771572650108,0.11539866654488995,False
134,33.74898859588857,-20.0,51.05755873101861,0.0,1382099,,1039366,,139762,,14.139114639592117,13.854122431966454,11.847703409946766,0.7520199348961254,0.13446851253552647,True
135,33.74898859588857,0.0,51.05755873101861,20.0,4686533,,3513927,,388545,,15.360203848023403,15.072245058048578,12.870166845899028,0.7497924371811743,0.11057287188948432,True
136,33.74898859588857,20.0,51.05755873101861,40.0,1058508,,880542,,67196,,13.872371872118926,13.688294041614665,11.115383882657577,0.8318708975274632,0.0763120895993604,True
137,33.74898859588857,40.0,51.05755873101861,60.0,267416,,239956,,11884,,12.496564516797452,12.388215019605196,9.383032379794294,0.8973135489275137,0.049525746386837585,False
138,33.74898859588857,60.0,51.05755873101861,80.0,64734,,56357,,4175,,11.078057292492748,10.93947947922257,8.337109129562474,0.8705935057311459,0.07408130312117395,False
139,33.74898859588857,80.0,51.05755873101861,100.0,39206,,30429,,1607,,10.576610581265145,10.323184242891017,7.382746449738912,0.7761312044074886,0.052811462749350946,False
140,33.74898859588857,100.0,51.05755873101861,120.0,77453,,53038,,5980,,11.257439490734765,10.878782770986687,8.696343057044556,0.6847765741804708,0.11274934952298352,False
141,33.74898859588857,120.0,51.05755873101861,140.0,202778,,173863,,20689,,12.219871995041606,12.066028663385538,9.93740577073959,0.8574056357198513,0.118995991096438,False
142,33.74898859588857,140.0,51.05755873101861,160.0,29606,,24337,,1958,,10.295766098840117,10.099794193896745,7.580189417944541,0.8220293183814091,0.08045363027489008,False
143,33.74898859588857,160.0,51.05755873101861,180.0,0,,0,,0,,0.0,0.0,0.0,,,False
144,51.05755873101861,-180.0,90.0,-160.0,8146,,6609,,693,,9.005405040310642,8.796338932845732,6.542471960506805,0.811318438497422,0.10485701316386746,False
145,51.05755873101861,-160.0,90.0,-140.0,88668,,66018,,5796,,11.392665614538945,11.097697858367294,8.665095821339733,0.7445527134930302,0.08779423793510861,False
146,51.05755873101861,-140.0,90.0,-120.0,221874,,184780,,12532,,12.309869439211818,12.1269266190512,9.436120444611522,0.8328150211381234,0.06782119276978028,False
147,51.05755873101861,-120.0,90.0,-100.0,337644,,271961,,28900,,12.729750326659968,12.513417629636006,10.27163147557801,0.8054667045764178,0.10626523655965378,False
148,51.05755873101861,-100.0,90.0,-80.0,19590,,15858,,2061,,9.882825556088033,9.6714924414986,7.631431664576906,0.8094946401225115,0.12996594778660614,False
149,51.05755873101861,-80.0,90.0,-60.0,9398,,7577,,1819,,9.148358579620302,8.933004591578547,7.506591780070841,0.8062353692274952,0.24006862874488583,False
150,51.05755873101861,-60.0,90.0,-40.0,22135,,18097,,4796,,10.004960521466762,9.803556713911078,8.475746001502063,0.8175739778631127,0.265016301044372,False
151,51.05755873101861,-40.0,90.0,-20.0,27422,,20236,,2313,,10.219137356321928,9.91526789107166,7.746732907753622,0.7379476332871417,0.11430124530539633,False
152,51.05755873101861,-20.0,90.0,0.0,1610335,,1337312,,74097,,14.29195341083891,14.106172934893426,11.21314382036662,0.8304557747301028,0.05540741427580101,True
153,51.05755873101861,0.0,90.0,20.0,1577470,,1183930,,88838,,14.271333489710301,13.98435081570089,11.394581021754107,0.7505245741598889,0.07503653087598085,True
154,51.05755873101861,20.0,90.0,40.0,1923428,,1585875,,85347,,14.46962008861384,14.276647494009422,11.354492295024775,0.8245044784624119,0.05381697800898558,True
155,51.05755873101861,40.0,90.0,60.0,852072,,794776,,33990,,13.655427482892241,13.585816851143449,10.43385106267516,0.9327568562281122,0.04276676698843448,True
156,51.05755873101861,60.0,90.0,80.0,257683,,243663,,11230,,12.45948930701406,12.403545506091472,9.326433090963036,0.9455920646686045,0.04608824482994956,False
157,51.05755873101861,80.0,90.0,100.0,199782,,185193,,9433,,12.204987056491564,12.129159203261201,9.152075463844207,0.9269754031894766,0.05093605049866896,False
158,51.05755873101861,100.0,90.0,120.0,165020,,158033,,1803,,12.013828017511504,11.970565478732501,7.4977617006225685,0.9576596776148346,0.011409009510671822,False
159,51.05755873101861,120.0,90.0,140.0,10116,,9763,,330,,9.22197245620589,9.186457431512851,5.802118375377063,0.9651047844998023,0.03380108573184472,False
160,51.05755873101861,140.0,90.0,160.0,35987,,33613,,1920,,10.49094082853701,10.422697925836513,7.560601162768557,0.9340317336816073,0.057120756850028265,False
161,51.05755873101861,160.0,90.0,180.0,6326,,5756,,421,,8.752581469146884,8.65817178467581,6.045005314036012,0.9098956686689852,0.0731410701876303,False
