species,inat_taxon_id,after_observer_cap,maximum_span_km,selected_raw_photo_target
Gardenia jasminoides,210990,167,15592.348234392688,100
Scilla monophyllos,211472,141,800.3540267563683,100
Aristolochia baetica,219151,161,1019.2789693853612,100
Lilium bulbiferum,223665,181,5134.445038780816,100
Lilium michauxii,223670,190,1568.4820377905653,100
Lilium michiganense,223671,199,1659.564505903895,100
Linum austriacum,223851,103,3620.169132293874,100
Lippia alba,223926,119,17914.27923789509,100
Lithospermum matamorense,224011,168,814.3457047902843,100
Cynoglossum cheirifolium,243499,123,2747.481132895608,100
Serapias parviflora,243620,131,2296.6104813364223,100
Ophrys sphegodes,243623,162,4041.6165699244207,100
Ophrys fuciflora,243627,142,3472.624066054474,100
Sisyrinchium striatum,243780,109,19425.4167138386,100
Iris latifolia,243782,177,836.2126762624926,100
Potentilla indica,243824,190,19920.56189765767,100
Allium paradoxum,244033,125,4017.320063730122,100
Allium carinatum,244034,139,8003.024750262316,100
Scilla lilio-hyacinthus,244095,184,794.9216045915636,100
Scilla peruviana,244096,116,19964.70060587343,100
Scilla luciliae,244100,160,10247.41171144228,100
Chrysocephalum apiculatum,244345,156,2795.28366033294,100
Streptosolen jamesonii,244676,112,18173.445260138105,100
Anemone coronaria,244745,174,11165.544716824676,100
Wedelia hispida,244815,157,3454.5418320758304,100
Banksia integrifolia,244884,179,19801.42783830917,100
Symphytum caucasicum,245575,153,8681.751664420772,100
Pulmonaria obscura,245677,155,3745.1362426214696,100
Melampyrum arvense,245680,182,4017.495350356515,100
Lobelia pedunculata,245731,169,19341.81130049064,100
Gentianella campestris,245736,171,3453.354094729749,100
Blackstonia perfoliata,245746,175,19988.16257978972,100
Viola primulifolia,245813,169,2536.871042222344,100
Sphagneticola trilobata,246102,170,19972.20480872688,100
Heliconia psittacorum,260753,174,19764.047518746906,100
Cylindropuntia imbricata,273618,131,17086.52409155766,100
Pinguicula moranensis,273836,169,1378.0417022715462,100
Berberis trifoliolata,273862,184,1445.9929333665534,100
Pectis multiseta,273980,118,195.6826436446867,100
Conoclinium betonicifolium,273992,163,1025.938553215921,100
Opuntia dillenii,274370,114,19156.57083007118,100
Euphorbia hypericifolia,275384,175,19665.851678632345,100
Phytolacca rivinoides,276273,113,16099.215535139612,100
Govenia liliacea,276731,149,4564.650126862663,100
Cascabela thevetia,277115,177,19933.82591959643,100
Zephyranthes carinata,277345,104,19571.177580618827,100
Zephyranthes fosteri,277350,176,1063.6390721047258,100
Dictyanthus pavonii,277452,101,1472.7530798446676,100
Funastrum clausum,277459,182,8708.188453947352,100
Metastelma barbigerum,277522,165,885.4526571434664,100
Operculina pteripes,277807,128,6006.519988346254,100
Salvia amarissima,278915,148,1043.6224503660646,100
Salvia iodantha,278922,151,1590.9808986859264,100
Salvia prunelloides,278933,143,1619.4785587456197,100
Alternanthera ficoidea,279260,124,19630.61477489062,100
Senecio mairetianus,279468,110,280.35677875372244,100
Packera sanguisorbae,279483,134,965.6807763384692,100
Roldana barba-johannis,279747,125,1568.803219357073,100
Adenophyllum cancellatum,279803,159,1222.6779623675216,100
Campuloclinium macrocephalum,280109,135,9631.16560272407,100
Dyssodia tagetiflora,280392,149,1010.532982849896,100
Desmodium uncinatum,280785,136,19466.704438724464,100
Justicia pilosella,281124,173,1691.0942489953443,100
Gomphocarpus physocarpus,281273,120,19732.766357956727,100
Handroanthus impetiginosus,281274,151,9155.272246238035,100
Dyssodia pinnata,281671,119,937.6078640650912,100
Alonsoa meridionalis,282861,124,12386.790464194117,100
Bessera elegans,283337,122,1061.3885703003018,100
Bomarea edulis,283355,166,8507.033332238734,100
Cipura campanulata,283408,112,4012.322482054572,100
Govenia capitata,283570,115,1020.7900314278572,100
Govenia superba,283576,155,1367.1380943596805,100
Hypoxis decumbens,283656,105,7388.577585902336,100
Sisyrinchium micranthum,284004,156,19900.26509694185,100
Sisyrinchium scabrum,284009,152,1690.3742194256429,100
Trimezia steyermarkii,284175,196,19488.673877601264,100
Funastrum elegans,284359,148,831.9007228754458,100
Polystemma guatemalense,284447,138,2561.081691281729,100
Roseodendron donnell-smithii,284696,102,2452.7873862220813,100
Combretum indicum,284831,183,19842.59152530397,100
Salvia carnea,285163,126,3366.8464968343656,100
Bonplandia geminiflora,285903,121,2195.331198019126,100
Cobaea scandens,285911,151,18927.70218947911,100
Viola hirta,286612,183,6439.462144028946,100
Tecomaria capensis,286772,118,16396.803206592846,100
Salvia purpurea,286982,159,2004.7950172852425,100
Salvia cinnabarina,286991,114,1947.869113284525,100
Salvia longispicata,286995,127,1664.2476353408194,100
Passiflora pallida,287170,130,18284.608047350484,100
Linaria canadensis,287345,186,18707.05559256413,100
Buchnera floridana,287356,159,17256.670130323888,100
Hydrocotyle leucocephala,287387,189,19930.69965876377,100
Salvia reptans,287591,155,1942.552691991314,100
Conoclinium dissectum,288658,188,1478.6376253592716,100
Melampodium divaricatum,288660,110,17486.88704080701,100
Hofmeisteria fasciculata,288699,102,880.3678010332937,100
Tagetes filifolia,288710,120,7426.174377241051,100
Tagetes lucida,289050,180,2132.519258305422,100
Tagetes tenuifolia,289732,132,10031.245069788809,100
Piqueria trinervia,289775,104,1401.4892999336157,100
Ruellia tuberosa,291119,145,19769.103557480248,100
Dichromanthus aurantiacus,291338,155,2779.9788361300707,100
Dietes grandiflora,291342,125,18529.759821079893,100
Voyria tenella,291753,150,6789.701435387669,100
Erica multiflora,311358,145,2198.110813229679,100
Scoparia dulcis,317963,171,19330.20914130918,100
Melittis melissophyllum,318952,198,2801.988263952156,100
Ophrys bertolonii,319036,136,1429.100867183641,100
Cynoglossum creticum,319120,181,15241.823459320924,100
Smyrnium perfoliatum,319280,107,4299.533839371421,100
Fraxinus ornus,319281,114,16401.26178962064,100
Embothrium coccineum,319327,186,9243.823468862824,100
Symphyotrichum firmum,319564,104,1602.2875505514176,100
Phlomis lychnitis,319682,143,1412.4920183072363,100
Echinophora spinosa,319702,103,3665.9084656612968,100
Erythranthe cardinalis,319974,191,1329.4876635678906,100
Erica cerinthoides,320082,152,1605.158850414154,100
Burchellia bubalina,320155,129,1376.4249294424712,100
Cornus racemosa,320160,192,2233.124802930218,100
Veronica montana,320310,190,2594.720727689067,100
Geranium macrorrhizum,320685,198,10161.405699193214,100
Adenostyles alliariae,320704,103,2377.434501456868,100
Hottonia palustris,320809,180,3072.811705477609,100
Epacris longiflora,320837,146,646.5247608499112,100
Viola silicestris,320848,108,1130.1487489813092,100
Patersonia fragilis,320851,130,2071.6440177041363,100
Hakea decurrens,320929,110,19928.752446430684,100
Hibbertia scandens,321029,172,11987.477176131855,100
Kunzea capitata,321030,140,689.3485800437604,100
Bauera rubioides,321032,171,1641.60228756449,100
Pimelea linifolia,321037,177,1892.3389458708868,100
Callicoma serratifolia,321039,138,875.0279122835652,100
Kunzea ambigua,321043,161,1158.2528917858276,100
Hibbertia dentata,321044,170,1222.162970062177,100
Acacia linifolia,321056,145,177.0219758312302,100
Acacia floribunda,321061,192,2949.293551280969,100
Acacia suaveolens,321062,167,2021.1338469049724,100
Acacia myrtifolia,321064,153,3600.305375155668,100
Acacia oxycedrus,321065,118,1080.570045074908,100
Bossiaea heterophylla,321075,171,1565.4538057417235,100
Billardiera scandens,321079,117,1943.7354627856605,100
Caleana major,321088,147,1724.1738299741044,100
Caladenia carnea,321090,120,1681.0352125541738,100
Clematis aristata,321091,109,1318.1485558877912,100
Cryptostylis subulata,321092,140,2704.0813707848024,100
Dampiera purpurea,321093,126,1156.167231312622,100
Cryptostylis erecta,321094,140,1112.1812795981052,100
Correa reflexa,321098,127,1667.4155155023218,100
Dillwynia retorta,321100,129,1147.6299638051048,100
Dillwynia floribunda,321102,107,1144.076926947793,100
Dipodium variegatum,321105,164,1095.4558169328634,100
Dracophyllum secundum,321106,172,300.31143178079543,100
Epacris microphylla,321118,152,1297.5492008312158,100
Euryomyrtus ramosissima,321119,171,1435.5674523060648,100
Glycine clandestina,321122,168,1829.50446978005,100
Grevillea sericea,321123,151,277.5911607520403,100
Comesperma volubile,321125,144,3697.031983853531,100
Kennedia rubicunda,321133,166,2598.1498522767088,100
Hakea sericea,321137,155,12016.195169302984,100
Mitrasacme polymorpha,321147,163,2370.972397794664,100
Leucopogon microphyllus,321156,106,982.6718074012824,100
Xanthosia pilosa,321183,174,1802.739568122316,100
Woollsia pungens,321185,148,1149.6907279566774,100
Viola hederacea,321186,170,2102.2837270979794,100
Ricinocarpos pinifolius,321196,147,1871.6690901533584,100
Scaevola ramosissima,321199,176,1206.7412405460043,100
Styphelia tubiflora,321200,135,229.0103631424848,100
Patersonia sericea,321203,165,1542.0164914514369,100
Persoonia linearis,321204,122,837.14407332959,100
Lobelia purpurascens,321205,162,2717.384926003057,100
Platysace linearifolia,321206,178,1212.4053126060612,100
Platysace lanceolata,321207,182,1647.1605055747175,100
Pultenaea daphnoides,321215,155,1325.5282497810242,100
Pterostylis nutans,321216,128,1252.7786875090171,100
Nymphaea nouchali,321501,158,16364.171236046735,100
Iris japonica,322012,191,19706.89758346996,100
Farfugium japonicum,322755,146,14123.80068502502,100
Senecio pyrenaicus,323013,105,699.2927941997087,100
Hydrocotyle hirta,323101,114,3448.683695939429,100
Lobelia gibbosa,323155,161,3725.584473805013,100
Senecio lautus,323168,126,1453.4216673049764,100
Monotoca scoparia,323189,156,1755.879173012342,100
Sprengelia incarnata,323196,156,1575.3285969208946,100
Daviesia latifolia,323230,181,1614.762386007868,100
Aotus ericoides,323231,140,2081.5990101026723,100
Oxalis magellanica,323276,110,10579.992201264991,100
Pittosporum bicolor,323279,146,744.8922389392704,100
Melaleuca squarrosa,323294,105,1095.51484052587,100
Melaleuca squamea,323295,116,1316.259493755228,100
Phyllachne colensoi,323348,123,2563.9547641890786,100
Euphrasia collina,323350,129,2970.722826854968,100
Viola cunninghamii,323352,137,1164.4987715068412,100
Tetratheca pilosa,323368,100,1224.9826282785543,100
Pterostylis pedunculata,323437,138,1336.5344718869308,100
Acacia mucronata,323793,119,766.2961494902472,100
Cassytha glabella,323804,109,3685.588607381742,100
Dillwynia sericea,323816,122,1632.1720335361651,100
Dillwynia glaberrima,323817,118,1362.2078307620825,100
Daviesia ulicifolia,323818,174,1850.608181824129,100
Gompholobium huegelii,323820,107,1627.075119065327,100
Goodenia ovata,323821,148,1522.991280564098,100
Hibbertia procumbens,323822,110,1191.7385941406208,100
Lobelia anceps,323829,176,12121.836487208648,100
Leucopogon virgatus,323830,147,1957.682531738563,100
Leucopogon parviflorus,323832,152,6064.778410558536,100
Myoporum insulare,323840,154,19058.09064653115,100
Pelargonium australe,323850,176,3391.6989615228817,100
Pultenaea gunnii,323856,124,750.5620226797536,100
Sphaerolobium minus,323866,120,1703.9958464200204,100
Stackhousia monogyna,323868,170,3456.347256806336,100
Samolus repens,323870,166,11485.02766086374,100
Hibbertia aspera,323883,124,2326.519927487762,100
Hibbertia sericea,323884,127,1060.2759023652404,100
Pimelea humilis,323889,102,1269.5608258911698,100
Caesia parviflora,323895,123,1879.2998862247184,100
Pheladenia deformis,323900,133,3483.698965060325,100
Corybas diemenicus,323906,116,1212.4256245840734,100
Ficinia nodosa,323913,169,12810.95248088692,100
Pyrorchis nigricans,323928,114,3464.085631918488,100
Spiranthes sinensis,323932,159,1505.6438109981918,100
Thelymitra antennifera,323935,134,3102.702710914944,100
Thysanotus patersonii,323937,174,3219.375439551759,100
Polycalymma stuartii,324403,136,1651.994678730964,100
Euploca procumbens,324502,141,19655.972226753103,100
Arenaria montana,324710,172,1337.4741701209937,100
Spermacoce remota,326037,156,19943.100379297062,100
Praxelis clematidea,326106,157,19882.33766220185,100
Tetratheca thymifolia,326183,110,1308.937534386297,100
Peumus boldus,326673,145,948.9934895331614,100
Limbarda crithmoides,326880,157,4022.445187601702,100
Gentiana cruciata,327220,184,5400.456361986615,100
Clinopodium alpinum,327227,175,2426.403704322255,100
Oxalis triangularis,327754,195,19957.560398157864,100
Turnera subulata,327909,150,19678.073480659783,100
Genista scorpius,328040,157,1767.1822504284407,100
Pultenaea scabra,328041,110,1590.35512376353,100
Diuris orientis,328055,117,1295.749557104721,100
Solanum laciniatum,328092,169,19734.414355999463,100
Euphrasia cuneata,328096,151,481.1302157994068,100
Cirsium heterophyllum,332681,174,5869.569288368611,100
Helosciadium nodiflorum,332963,124,19932.38996359012,100
Aristolochia rotunda,333672,104,2144.517679988646,100
Andryala integrifolia,333717,149,2697.946804608048,100
Thymelaea hirsuta,333734,130,4229.127055157235,100
Disphyma australe,333757,169,1362.891746971792,100
Carlina hispanica,333950,141,1545.3926335967788,100
Erica australis,333982,117,795.081357922165,100
Aster amellus,333994,135,3890.055394383793,100
Horminum pyrenaicum,334013,186,1611.1828811556818,100
Potentilla montana,334018,151,1057.069851887569,100
Colchicum montanum,334041,176,994.2547825381414,100
Pseudoturritis turrita,334304,171,2696.7166738555547,100
Draba aizoides,334311,158,2297.9948245564387,100
Grewia occidentalis,334567,110,17972.003734566726,100
Cephalaria leucantha,334574,126,2552.541507824949,100
Convolvulus cantabrica,334575,189,5149.598555061551,100
Convolvulus elegantissimus,334576,177,2080.891872688967,100
Sempervivum arachnoideum,334591,155,1556.5802205356256,100
Astragalus danicus,334736,109,7422.78935817304,100
Astragalus monspessulanus,334737,167,2957.347655712571,100
Ornithopus compressus,334746,119,19953.30890117819,100
Trifolium alpestre,334748,148,3970.127883596629,100
Trifolium montanum,334750,172,4740.593769156638,100
Vicia onobrychioides,334755,120,1932.861960853056,100
Pultenaea villosa,334802,137,1190.8147689500329,100
Daviesia umbellulata,334807,122,1209.8297519985124,100
Goodenia rotundifolia,334811,144,1034.0497142221263,100
Linum tenuifolium,335502,153,3792.7341097934855,100
Asphodeline lutea,335852,131,4163.641218982627,100
Clematis flammula,335853,165,19989.48837851364,100
Osyris alba,335872,158,4070.91575227393,100
Viola suavis,335909,121,17719.83119469499,100
Campanula poscharskyana,336005,167,19694.96069601648,100
Sedum anglicum,336113,189,2422.072371635757,100
Campanula cochleariifolia,336223,156,2086.959199708162,100
Cirsium erisithales,336274,126,1857.0551195595388,100
Cicerbita alpina,336295,175,3462.765498098321,100
Anaphalioides bellidioides,336322,143,1636.6925971533328,100
Olearia avicenniifolia,336340,106,877.8625043403963,100
Senecio ovatus,336370,169,1801.0280625357857,100
Senecio vernalis,336378,150,3981.497932896833,100
Tephroseris palustris,336381,133,8886.881083024036,100
Brachyglottis repanda,336384,138,1440.876653729188,100
Myosotis ramosissima,336671,136,10219.911484651817,100
Solanum chenopodioides,336677,167,19975.20374691225,100
Anchusa undulata,336706,100,4085.862513678395,100
Cerbera manghas,336787,115,12155.168211427172,100
Cytisophyllum sessilifolium,336856,110,1224.730061175094,100
Hymenoxys grandiflora,336871,126,765.1340717251225,100
Lamium garganicum,337448,140,3076.2420770373205,100
Mandragora autumnalis,337454,110,3907.620649868083,100
Monotropa coccinea,337616,131,3040.855165456805,100
Gastrodia sesamoides,337634,157,11855.24004468586,100
Gastrodia cunninghamii,337635,143,1121.830850067317,100
Lotus creticus,337708,135,5563.206846054443,100
Echium rosulatum,337788,172,761.2573588860987,100
Carissa bispinosa,337799,122,1672.395738091898,100
Prasium majus,337957,159,4359.506540451625,100
Vitex lucens,338187,130,779.000678140368,100
Gentiana sedifolia,338233,139,4788.354570250459,100
Allium sphaerocephalon,338352,178,4335.268625077879,100
Arisarum simorrhinum,338357,140,2639.696942730658,100
Tanacetum corymbosum,338368,170,5088.338591389571,100
Scrophularia auriculata,338414,122,19873.26385191794,100
Simethis mattiazzi,338417,165,2052.7239577468376,100
Genista hirsuta,338636,104,644.0702813612415,100
Serapias vomeracea,340495,149,4013.9664085875934,100
Calicotome villosa,340941,139,4043.854970086498,100
Acis trichophylla,341107,101,1041.8057099994132,100
Cyclamen persicum,341141,124,19247.92429910084,100
Neottia ovata,341154,181,9152.91132509618,100
Serapias cordigera,341172,158,2347.0217338534817,100
Carpodetus serratus,341690,124,1448.179027899134,100
Coleostephus myconis,341977,122,12714.36212483178,100
Armeria pungens,342019,110,1638.849287080193,100
Echium nervosum,342069,122,55.31069605599299,100
Paeonia broteri,342132,138,648.7652139965908,100
Stylidium armeria,342322,121,1215.2176778848927,100
Zephyranthes traubii,343221,142,412.0785078133318,100
Loeselia coerulea,343473,112,1242.134331047609,100
Clerodendrum paniculatum,343901,123,19511.88901072294,100
Asystasia intrusa,344320,158,19843.843743634312,100
Ixeris chinensis,344578,142,2157.265633101345,100
Tulipa patens,344744,104,3245.341037756783,100
Tulipa agenensis,344758,113,2932.3352248508368,100
Freesia laxa,345417,125,19990.910286390696,100
Codonorchis lessonii,346959,167,2282.8302408304453,100
Olsynium biflorum,346964,117,983.8435104679796,100
Cardamine heptaphylla,346983,168,1047.966569248025,100
Papaver atlanticum,347013,107,19317.70621077768,100
Lamium orvala,348832,179,1691.5281867187864,100
Impatiens hawkeri,349271,177,19849.3462649458,100
Cleome angustifolia,349745,123,3784.844153404533,100
Muehlenbeckia axillaris,349797,142,1137.0867559504943,100
Ozothamnus leptophyllus,349798,147,1897.3427703040977,100
Leptospermum continentale,353876,115,10937.996110628988,100
Schelhammera undulata,353887,114,580.2938738816827,100
Westringia fruticosa,353888,173,18202.59168713533,100
Viminaria juncea,353911,134,3739.512198177965,100
Alyxia buxifolia,353914,110,3472.61674439148,100
Mirbelia rubiifolia,353915,145,1371.9885761235162,100
Senecio pinnatifolius,353931,174,3894.4045051386015,100
Olearia tomentosa,353936,103,532.3438856374516,100
Coronidium scorpioides,353942,136,1701.940272503773,100
Coronidium elatum,353943,117,1280.0017893604988,100
Stypandra glauca,353957,156,3687.898033966693,100
Microtis unifolia,353958,111,9953.81997267909,100
Lomandra multiflora,353960,163,2122.70581893088,100
Trachymene composita,353969,131,1000.168021657868,100
Rhytidosporum procumbens,353970,157,1713.9854298430294,100
Polyscias sambucifolia,353971,115,1455.8636626506343,100
Pittosporum revolutum,353972,190,2107.3286382270885,100
Justicia procumbens,354064,132,6732.864295144233,100
Viola calcarata,354400,161,1096.7237978292492,100
Ranunculus lyallii,354562,179,545.2116731599341,100
Platanthera transversa,355392,120,2031.1137224104427,100
Asemeia grandiflora,355607,103,1371.874441820579,100
Protea repens,355849,132,741.9983036373304,100
Parsonsia straminea,356107,128,1304.0605948304644,100
Buphthalmum salicifolium,357176,169,928.2717319937896,100
Pseudognaphalium affine,357436,102,5190.738768539829,100
Gladiolus dalenii,357461,170,19419.148374278546,100
Jacobaea maritima,357682,172,19858.43170599448,100
Micranthes stellaris,357948,171,5222.059691667463,100
Micranthes petiolaris,357952,179,665.1067435285103,100
Antirrhinum siculum,357992,141,3047.704629825166,100
Telekia speciosa,358060,169,10065.737333833727,100
Globularia repens,358187,119,1121.50849219224,100
Narcissus assoanus,358403,158,797.9330348846888,100
Nama hispida,359066,157,2010.7002549606584,100
Oenanthe javanica,359175,130,15921.764040056816,100
Orychophragmus violaceus,359576,161,12866.835314117756,100
Stachys recta,360160,172,4257.605461744039,100
Pimelea ferruginea,360179,109,803.0179278298841,100
Oxalis caprina,361074,167,10160.807216759862,100
Astragalus onobrychis,361305,155,5462.955324136852,100
Pulmonaria mollis,361308,148,8176.038018708594,100
Tragopogon orientalis,361312,181,5839.802224605041,100
Isopyrum thalictroides,361315,173,3060.164048048092,100
Chasmanthe aethiopica,361348,120,10320.25414385482,100
Crocosmia aurea,361354,105,13070.003941275989,100
Potentilla supina,361653,105,11311.128370599368,100
Talinum fruticosum,361866,170,19687.07078164572,100
Noccaea rotundifolia,362346,120,648.3543411417422,100
Moehringia muscosa,362351,188,1737.788944181735,100
Trachelium caeruleum,362516,106,20010.867403233224,100
Scaevola taccada,363481,112,18886.099774606155,100
Dianthus hyssopifolius,363514,187,1826.7300996915192,100
Solanum linnaeanum,363523,106,19985.417899660544,100
Senecio angulatus,363595,153,20007.95981723508,100
Hylodesmum pauciflorum,366376,151,1650.1108224387492,100
Oldenlandia herbacea,366505,111,10473.38825169365,100
Knightia excelsa,366632,153,1291.73374826159,100
Carmichaelia australis,366639,105,1398.4100100503656,100
Coprosma robusta,366661,141,3531.6068591826497,100
Olearia arborescens,366692,131,1231.5576028338653,100
Rhabdothamnus solandri,366711,141,761.5979350113618,100
Pimelea prostrata,366715,107,1396.4074072606477,100
Clematis forsteri,366722,135,865.6825176875211,100
Muehlenbeckia australis,366725,129,1345.3302158717763,100
Metrosideros perforata,366726,144,1217.726617852029,100
Metrosideros diffusa,366729,117,1362.3885190658443,100
Parsonsia heterophylla,366734,137,1387.2455371345118,100
Boophone disticha,367465,154,3083.2205651930003,100
Amyema congener,369242,125,2293.148880122969,100
Amylotheca dictyophleba,369244,174,2832.6182128837777,100
Persicaria attenuata,369417,153,3111.5057273536577,100
Lysiana subfalcata,369477,105,2210.92101033691,100
Persicaria decipiens,369917,153,19711.214229229787,100
Murdannia graminea,369959,143,3091.2751781187785,100
Lantana strigocamara,370492,152,9674.866620544835,100
Polymeria calycina,370497,154,1299.9020450931407,100
Dendrophthoe vitellina,370556,143,2179.0976800217954,100
Brunoniella australis,370566,105,3213.743190471343,100
Tillandsia aeranthos,370737,173,8809.154447920135,100
Allium lusitanicum,371191,175,2939.9802059267427,100
Daboecia cantabrica,371651,139,1345.6262535540243,100
Genista hispanica,371834,103,1761.9759626484745,100
Moehringia trinervia,371857,151,9113.48066417684,100
Vicia sylvatica,371892,143,5950.716735913389,100
Arabidopsis arenosa,371920,128,3550.7028147148126,100
Sternbergia lutea,371995,193,11028.521435965138,100
Sixalix atropurpurea,372376,163,19725.60966881515,100
Chiloglottis valida,380755,117,2955.381027309058,100
Salvia aurea,380967,144,10412.3055542344,100
Acianthus sinclairii,399314,117,1443.6018859971794,100
Adenochilus gracilis,399407,153,1280.4722693124636,100
Alseuosmia macrophylla,399483,127,676.6573949606998,100
Anaphalioides trinervis,399505,147,1204.1191535559806,100
Aporostylis bifolia,399619,145,1634.0950195079731,100
Calandrinia menziesii,400267,139,11997.799662793475,100
Calochilus paludosus,400292,128,1493.384955520219,100
Calystegia tuguriorum,400343,138,1328.1835834480005,100
Celmisia gracilenta,400575,143,1193.3714849145376,100
Celmisia spectabilis,400582,137,736.5972011960816,100
Corybas acuminatus,401063,118,1345.373580476569,100
Corybas cheesemanii,401071,135,1350.1999079574468,100
Corybas oblongus,401076,130,1860.975895915395,100
Corybas macranthus,401085,125,1393.6025708839204,100
Dendrobium cunninghamii,401303,146,1409.2242400501868,100
Delphinium ajacis,401314,133,19890.406891989445,100
Earina mucronata,401597,130,1355.5137958156877,100
Earina autumnalis,401599,166,1354.6254624144062,100
Gaultheria crassa,401993,139,879.7445234028451,100
Geniostoma ligustrifolium,401998,137,752.4303184858109,100
Gentianella bellidifolia,402051,145,1040.100743767059,100
Geranium brevicaule,402067,120,2647.181115716628,100
Gladiolus undulatus,402072,154,19563.01140300627,100
Halleria lucida,402272,150,1601.3706102466665,100
Pilosella officinarum,402509,190,19747.011743028903,100
Leonotis ocymifolia,403274,123,1457.223481503211,100
Libertia micrantha,403453,133,1331.308873761113,100
Lobelia angulata,403517,153,1339.444165021786,100
Metrosideros umbellata,403879,110,1802.752594014067,100
Olearia furfuracea,404269,109,701.0329937217745,100
Olearia solandri,404270,105,19227.202657887392,100
Olearia lirata,404291,114,957.1795509858964,100
Orthoceras novae-zeelandiae,404334,119,791.077679544298,100
Osteospermum moniliferum,404420,114,16945.842694337578,100
Oxalis polyphylla,404430,144,679.5395142044745,100
Parochetus communis,404643,157,12567.551082720063,100
Piper excelsum,404899,149,1420.426148007037,100
Plectranthus ciliatus,405011,109,11911.948853253954,100
Polygala virgata,405101,108,12752.271927563464,100
Prasophyllum colensoi,405236,116,1628.4159045911756,100
Pterostylis banksii,405408,113,1362.8639450844933,100
Pterostylis patens,405436,111,1028.8096397499032,100
Ranunculus insignis,405576,102,645.495502330334,100
Ranunculus reflexus,405613,107,1379.894094205923,100
Romulea minutiflora,405726,100,17249.218938536498,100
Senecio hispidulus,405973,162,3394.490189263908,100
Senecio skirrhodon,406024,156,1218.8159751347368,100
Silene chalcedonica,406034,140,11409.063951381992,100
Solanum crispum,406068,122,19155.42538855468,100
Thalictrum aquilegiifolium,406483,197,9407.247401234275,100
Thelymitra pauciflora,406514,100,3503.713578820369,100
Thelymitra longifolia,406519,103,1446.957576704173,100
Tropaeolum speciosum,406706,152,18885.82545917352,100
Viola filicaulis,406971,128,1336.8192417405985,100
Wahlenbergia albomarginata,406993,158,1119.958994010607,100
Waireia stenopetala,406996,121,1398.4417712915256,100
Bromus brevis,407432,176,14257.412488168478,100
Tetragonia implexicoma,407885,127,3481.667498923949,100
Amsinckia calycina,409046,101,19553.704355123045,100
Leucopogon fasciculatus,409552,143,1030.0771283199044,100
Pomaderris kumeraho,409566,115,776.6609207726802,100
Thelymitra hatchii,409807,101,1229.3076752670684,100
Wahlenbergia violacea,410166,132,1036.9363728006,100
Alstroemeria aurea,410471,149,18615.666082674263,100
Puya chilensis,410897,158,832.7816958646447,100
Aechmea distichantha,410902,121,7635.87094681476,100
Viola banksii,410980,191,19237.44213358479,100
Grevillea lavandulacea,411227,113,714.5319099989216,100
Grevillea alpina,411301,158,638.2701099127481,100
Philotheca spicata,415330,102,567.9407128757296,100
Hypocalymma robustum,415333,121,315.1223597069479,100
Glischrocaryon behrii,416374,100,873.9331155127679,100
Pterostylis sanguinea,416798,101,2752.070313380025,100
Laxmannia gracilis,417786,101,1637.0184809473592,100
Cynoglossum australe,417789,117,1811.6694205595063,100
Daviesia corymbosa,418318,165,496.8163518293323,100
Moraea setifolia,418435,107,11029.46729450029,100
Tetragonia tetragonoides,418653,165,19782.3779219162,100
Scaevola calendulacea,421590,110,1867.3384240244484,100
Brunonia australis,421601,126,3262.7785242359,100
Billardiera mutabilis,424084,152,1635.1486888141226,100
Solidago chilensis,424162,165,2645.818916455228,100
Drosera auriculata,424565,130,3386.149764359627,100
Glandora prostrata,425378,175,940.872950935329,100
Enkianthus quinqueflorus,425427,107,74.27959210635905,100
Spinifex sericeus,426063,126,3482.6691712237325,100
Philydrum lanuginosum,426410,114,16995.688638876854,100
Erechtites valerianifolius,427608,122,19648.50088447603,100
Erythrina humeana,427617,116,1201.8445833587443,100
Erythrina speciosa,427620,159,18831.031025095348,100
Eulophia graminea,427629,188,17652.317010246028,100
Hypoxis hemerocallidea,428341,123,1209.4394359180717,100
Quinchamalium chilense,428962,172,3746.160329276743,100
Stellaria aquatica,430124,171,13302.209992214228,100
Cenchrus setaceus,430581,132,19331.14405478045,100
Haemanthus albiflos,431086,143,1071.6482540162087,100
Lapageria rosea,431220,128,637.5438377965772,100
Puya alpestris,431518,117,897.4431953482377,100
Templetonia retusa,431678,127,3056.797535214485,100
Cynanchum acutum,438446,116,7261.157351478889,100
Eriosyce subgibbosa,438708,152,791.2338523810458,100
Pulsatilla grandis,442839,134,555.8897365097162,100
Hyoscyamus aureus,446672,124,1440.990605582445,100
Melaleuca thymifolia,446704,106,11689.942142431988,100
Lycoris squamigera,446794,111,11583.36658416632,100
Corydalis incisa,447077,161,12943.362555572045,100
Dianthus superbus,447244,172,10480.604413216368,100
Fragaria viridis,447812,148,6369.097443062493,100
Galega orientalis,447819,128,4388.683909438791,100
Polygala comosa,447849,126,5895.967089640848,100
Carduus defloratus,448073,173,1801.438369519148,100
Lonicera alpigena,448130,104,1609.7602198572783,100
Drymocallis rupestris,450251,141,4165.353438294921,100
Echium parviflorum,450269,124,2847.401819700756,100
Muscari commutatum,450280,104,2619.222030969417,100
Geranium reuteri,450399,144,18641.97382317609,100
Echium gaditanum,450558,129,355.95515474613927,100
Viola alba,450816,160,3580.7702377224537,100
Neatostema apulum,450963,137,17285.88652421049,100
Valeriana tripteris,451051,126,1898.2689659245275,100
Silene baccifera,451454,174,10909.766152785394,100
