tranche,species,n_classifiable,D,C_star,S_star,organization_state,maximum_pairwise_span_km,frag_100km,frag_250km,frag_500km,frag_multiscale,valid_dated_photos,eligible_local_dated_pairs,same_morph_local_dated_pairs,cross_morph_local_dated_pairs,phenology_proxy_gate,phenology_delta_days,phenology_within_species_perm_p
reserve,Raphanus raphanistrum,58,0.4833531510107015,False,False,unresolved_photo_state,19714.24116565949,0.9827586206896551,0.9310344827586207,0.896551724137931,0.9367816091954023,58,0,0,0,False,,
reserve,Rhexia alifanus,45,0.4019753086419754,True,False,local_cooccurrence_only,1448.8163707263213,0.2222222222222222,0.2222222222222222,0.0,0.14814814814814814,45,232,164,68,True,9.0,0.114
reserve,Rosa rubiginosa,46,0.673913043478261,False,True,spatial_segregation_only,19057.13456337068,0.8913043478260869,0.7608695652173914,0.7391304347826086,0.7971014492753623,46,15,9,6,False,,
reserve,Rosa woodsii,54,0.546639231824417,False,False,unresolved_photo_state,2270.585818543571,0.8703703703703703,0.7222222222222222,0.01851851851851849,0.5370370370370371,54,14,3,11,False,,
reserve,Ruellia simplex,63,0.3985890652557319,False,False,unresolved_photo_state,19565.795232882578,0.9841269841269842,0.9365079365079365,0.6825396825396826,0.8677248677248678,63,0,0,0,False,,
reserve,Sabatia angularis,64,0.50439453125,True,False,local_cooccurrence_only,1691.0919512488938,0.875,0.015625,0.0,0.296875,64,37,21,16,True,3.0,0.687
reserve,Salsola australis,40,0.2962500000000001,True,False,local_cooccurrence_only,13178.271995982474,0.19999999999999996,0.15000000000000002,0.15000000000000002,0.16666666666666666,40,340,242,98,True,24.5,0.056
reserve,Salvia longispicata,50,0.5376000000000001,True,False,local_cooccurrence_only,1178.2815493868147,0.07999999999999996,0.020000000000000018,0.020000000000000018,0.04,50,295,135,160,True,-13.0,0.097
reserve,Salvia misella,48,0.5425347222222223,True,False,local_cooccurrence_only,15213.656334077425,0.8125,0.5208333333333333,0.29166666666666663,0.5416666666666666,48,35,15,20,True,45.0,0.151
reserve,Salvia nemorosa,41,0.3319452706722189,False,False,unresolved_photo_state,11376.519382943416,0.9512195121951219,0.8292682926829268,0.29268292682926833,0.6910569105691057,41,1,1,0,False,,
reserve,Salvia tiliifolia,50,0.4296,True,False,local_cooccurrence_only,16084.260909991965,0.8,0.28,0.18000000000000005,0.4200000000000001,50,39,21,18,True,-8.5,0.585
reserve,Scaevola nitida,46,0.499054820415879,True,False,local_cooccurrence_only,577.6640642178322,0.10869565217391308,0.0,0.0,0.03623188405797103,46,345,164,181,True,-4.5,0.238
reserve,Schelhammera undulata,47,0.5559076505205975,True,False,local_cooccurrence_only,580.2938738816764,0.276595744680851,0.0,0.0,0.09219858156028367,47,332,153,179,True,0.0,1.0
reserve,Scutellaria serrata,62,0.3178980228928201,True,False,local_cooccurrence_only,818.8310286966126,0.4032258064516129,0.0,0.0,0.13440860215053763,62,239,155,84,True,0.5,0.774
reserve,Sidalcea sparsifolia,52,0.5036982248520709,True,False,local_cooccurrence_only,322.99929541265607,0.038461538461538436,0.0,0.0,0.012820512820512811,52,1138,524,614,True,-0.5,0.967
reserve,Simethis mattiazzi,72,0.2426697530864195,True,False,local_cooccurrence_only,2021.5459548338333,0.41666666666666663,0.19444444444444442,0.02777777777777779,0.21296296296296294,72,297,221,76,True,5.5,0.458
reserve,Solanum americanum,44,0.3047520661157024,False,False,unresolved_photo_state,19474.01109145604,0.9772727272727273,0.9772727272727273,0.8863636363636364,0.9469696969696969,44,0,0,0,False,,
reserve,Spiraea douglasii,46,0.388468809073724,True,False,local_cooccurrence_only,8752.486138027045,0.5652173913043479,0.23913043478260865,0.17391304347826086,0.32608695652173914,46,43,24,19,True,-3.0,0.936
reserve,Spiranthes australis,54,0.3367626886145405,False,False,unresolved_photo_state,12088.337981493354,0.8333333333333334,0.7037037037037037,0.5925925925925926,0.7098765432098766,54,24,19,5,False,,
reserve,Strophostyles helvola,41,0.4556811421772755,False,False,unresolved_photo_state,2734.1988599057804,0.9512195121951219,0.7317073170731707,0.0,0.5609756097560975,41,5,4,1,False,,
reserve,Tagetes minuta,50,0.48,False,False,unresolved_photo_state,19714.178489704977,0.96,0.84,0.62,0.8066666666666666,50,4,1,3,False,,
reserve,Thunbergia grandiflora,43,0.3796646836127637,False,False,unresolved_photo_state,19429.59768033638,0.9302325581395349,0.8604651162790697,0.8604651162790697,0.8837209302325583,43,11,8,3,False,,
reserve,Thymbra capitata,42,0.6451247165532881,True,False,local_cooccurrence_only,4051.84077372623,0.8333333333333334,0.5,0.23809523809523814,0.5238095238095238,42,31,15,16,True,-1.5,0.9779559118236473
reserve,Thymus praecox,45,0.5560493827160493,False,False,unresolved_photo_state,5169.17913887064,0.8222222222222222,0.6,0.33333333333333337,0.5851851851851851,45,18,7,11,False,,
reserve,Trichostema lanceolatum,44,0.5175619834710743,True,False,local_cooccurrence_only,1175.277895464408,0.13636363636363635,0.0,0.0,0.04545454545454545,44,109,47,62,True,-5.5,0.595
reserve,Trifolium depauperatum,47,0.5377999094612946,True,False,local_cooccurrence_only,1820.746099111669,0.21276595744680848,0.021276595744680882,0.021276595744680882,0.08510638297872342,47,126,50,76,True,-4.0,0.253
reserve,Trifolium hybridum,56,0.1913265306122449,False,False,unresolved_photo_state,18726.623932098566,0.9821428571428571,0.9285714285714286,0.7142857142857143,0.875,56,0,0,0,False,,
reserve,Trifolium lupinaster,51,0.5490196078431373,True,True,cooccurrence_and_segregation,6742.370448219797,0.803921568627451,0.7254901960784313,0.6274509803921569,0.7189542483660131,51,69,60,9,True,6.0,0.319
reserve,Tropaeolum tricolor,43,0.4218496484586262,True,True,cooccurrence_and_segregation,1370.023356636548,0.3023255813953488,0.023255813953488413,0.0,0.10852713178294575,43,201,157,44,True,-11.0,0.073
reserve,Vernonia gigantea,47,0.5169760072430964,False,False,unresolved_photo_state,1848.4933968575394,0.851063829787234,0.19148936170212771,0.0,0.3475177304964539,47,12,7,5,False,,
reserve,Vernonia noveboracensis,51,0.4767397154940407,True,False,local_cooccurrence_only,1873.8717454845898,0.2941176470588235,0.019607843137254943,0.019607843137254943,0.11111111111111112,51,97,45,52,True,-0.5,0.902
reserve,Veronica alpina,49,0.3565181174510621,True,False,local_cooccurrence_only,4339.436554099214,0.4897959183673469,0.4693877551020408,0.40816326530612246,0.4557823129251701,49,84,49,35,True,-1.0,0.856
reserve,Veronica elliptica,42,0.3594104308390022,True,False,local_cooccurrence_only,1361.4663601359384,0.4285714285714286,0.09523809523809523,0.0,0.17460317460317462,42,153,91,62,True,7.0,0.684
reserve,Veronica regina-nivalis,46,0.439508506616257,True,True,cooccurrence_and_segregation,728.7951174655541,0.10869565217391308,0.0,0.0,0.03623188405797103,46,293,172,121,True,0.5,0.996
reserve,Vicia ludoviciana,43,0.5105462412114657,True,False,local_cooccurrence_only,3128.6419095900847,0.4883720930232558,0.2325581395348837,0.023255813953488413,0.24806201550387597,43,150,57,93,True,2.0,0.842
reserve,Vicia sativa,45,0.6014814814814814,False,False,unresolved_photo_state,19688.29518896772,0.9777777777777777,0.9555555555555556,0.7555555555555555,0.8962962962962964,45,0,0,0,False,,
reserve,Vicia sepium,43,0.4661979448350459,False,False,unresolved_photo_state,8616.010224108239,0.9767441860465116,0.7906976744186046,0.5813953488372092,0.7829457364341085,43,0,0,0,False,,
reserve,Viola adunca,52,0.3335798816568047,False,False,unresolved_photo_state,4490.289569847892,0.9807692307692307,0.6730769230769231,0.17307692307692313,0.6089743589743589,52,0,0,0,False,,
reserve,Viola cornuta,52,0.4208579881656804,True,False,local_cooccurrence_only,1677.1102791817082,0.21153846153846156,0.21153846153846156,0.05769230769230771,0.16025641025641027,52,638,378,260,True,-1.5,0.628
reserve,Wahlenbergia capensis,49,0.4789670970428987,True,False,local_cooccurrence_only,8938.34332131302,0.4897959183673469,0.4693877551020408,0.4693877551020408,0.4761904761904761,49,336,159,177,True,7.0,0.011
reserve,Xyris caroliniana,67,0.4985520160392069,True,True,cooccurrence_and_segregation,1724.4469848176268,0.4626865671641791,0.17910447761194026,0.014925373134328401,0.21890547263681592,67,220,163,57,True,-3.0,0.752
reserve,Zinnia elegans,48,0.4262152777777779,False,False,unresolved_photo_state,19765.71285235077,0.9791666666666666,0.9791666666666666,0.9375,0.9652777777777777,48,0,0,0,False,,
