split,image_id,file_name,image_sha256,estimator_admitted,failure_reasons,flower_pixels,plant_background_control_pixels,horizontal_flip_mask_iou,horizontal_flip_colour_delta_e,predicted_flower_pixels,predicted_flower_pixels_inside_box_union,image_predicted_pixel_precision_inside_box_union,reference_boxes,source_annotation_boxes,source_not_evaluable_boxes,hit_boxes,small_reference_boxes,medium_reference_boxes,large_reference_boxes,small_hit_boxes,medium_hit_boxes,large_hit_boxes
train,48,000618.jpg,67b9cc8df37a225c529a9a564e6601945cf65d6dbdadb4ee3b63d2a0820ceeb7,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,125718,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,49,000615.jpg,8ddbe3aae5e40497ec45258c9de537c9496c1d8708e7a45db4551a638a9ce9dc,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,212290,0.0,inf,0,0,0.0,29,29,0,0,29,0,0,0,0,0
train,50,000614.jpg,bd9e16ab1a499914097458a657de96aeb37e7fa405edb30ec6eb41d9554167ce,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,6008,37353,0.0,inf,6008,2507,0.41727696404793607,61,61,0,20,61,0,0,20,0,0
train,51,000613.jpg,15ccb36b1160121752269b5af2d766da30191fc3e0c8923fd3a558c98d959509,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,228677,0.0,inf,0,0,0.0,13,13,0,0,13,0,0,0,0,0
train,52,000611.jpg,fd391c9cab2da3ad5169d3a1774c6e87b6f24702981ba37d0568885b63052cf9,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,257838,0.0,inf,0,0,0.0,12,12,0,0,11,1,0,0,0,0
train,53,000608.jpg,0641c84f05e7db17b4313938b6d20f594e457c61b6dbaf93a57a0dfab11f7eeb,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,108393,0.0,inf,0,0,0.0,9,9,0,0,9,0,0,0,0,0
train,54,000607.jpg,233d376d40dfe90b3bd8e1e48c54165ace8b3be620af550ac7fee99f87c942d8,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,86273,0.0,inf,0,0,0.0,13,13,0,0,13,0,0,0,0,0
train,55,000605.jpg,036e30be692a7b6ad5ca235bbc6da919b31d0f9dfef2426c5f24cb3c8d1634dc,False,horizontal_flip_mask_instability,4854,257290,0.18197725284339458,3.8787503242492676,4854,2184,0.449938195302843,14,14,0,11,14,0,0,11,0,0
train,56,000604.jpg,96fd7e1af86ff1129886bc98221cc396a275561e0cae3f3d6cc80b857b82fe29,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,5457,256687,0.47663096397273613,10.884795188903809,5457,4369,0.8006230529595015,31,31,0,8,28,3,0,6,2,0
train,57,000601.jpg,598ffac51a2e7a7018ea1de184d2ee37747986c3d0b9ce90cce1db7dd2124099,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,70283,0.0,inf,0,0,0.0,9,9,0,0,8,1,0,0,0,0
train,58,000600.jpg,ff40c639a0fbb6694a55e31c5332b5ce8b0bc577adcf145dcf7a4a2127c48bb6,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,27961,0.0,inf,0,0,0.0,12,12,0,0,12,0,0,0,0,0
train,59,000599.jpg,ae2b7c66e2bb3f757cfe1fcbc8735a9129c95e70e250de8a1c5a44f18aec3d46,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,229091,0.0,inf,0,0,0.0,5,5,0,0,4,1,0,0,0,0
train,60,000596.jpg,7494ed3e831a2b72154035e3d903140be184ebee47d9ce9fb0d37dd75d593a08,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,226457,0.0,inf,0,0,0.0,25,25,0,0,23,2,0,0,0,0
train,61,000594.jpg,a625389adb8112d40131a42e721b6e0a3239234b8f1f3a92692ffeeb8d00f716,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,2639,92943,0.3491827637444279,5.854720592498779,2639,1867,0.7074649488442591,29,29,0,12,29,0,0,12,0,0
train,62,000593.jpg,c4e61201cb785d0283a9b2caeb9fa7c0631434f1da113e49200d9cf19e30e6f3,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,85607,0.0,inf,0,0,0.0,12,12,0,0,12,0,0,0,0,0
train,63,000592.jpg,9b79c07c34949d653ef05617ce50fc41ca12a71f7bef760d55d7c9670b58afd3,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,13613,0.0,inf,0,0,0.0,5,5,0,0,5,0,0,0,0,0
train,64,000591.jpg,ffa039f10587c6ba825ab5742cdc8114fb5c684ef2cc2b403fe3ce465d8cf0af,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,22545,0.0,inf,0,0,0.0,30,30,0,0,28,2,0,0,0,0
train,65,000589.jpg,659f5a86f116d1d0d88a96297320c951f491f343454f46412aff874851546d68,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,206360,0.0,inf,0,0,0.0,31,31,0,0,30,1,0,0,0,0
train,66,000587.jpg,e4fedc666e211ff6016b0902a9aeff190d681d8e99f4d29b9eb3394e1d24b975,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,67,000586.jpg,18c3ecc75f6fb1262b136686cf2e1bf6f38da6aeec2a00fd39de12b13e849962,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,247338,0.0,inf,0,0,0.0,22,22,0,0,20,2,0,0,0,0
train,68,000584.jpg,09082671171b8059d7b3ce560d297bd9b484343c73b60a58aba2ac1198d634da,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,2730,259414,0.0681169757489301,9.438138961791992,2730,2521,0.9234432234432235,53,53,0,7,51,2,0,5,2,0
train,69,000583.jpg,fe88844d41c5356df70bb2dfd0a74ed76e55dce45d30c00b09a42f97e695750e,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,5394,255498,0.3498524348253812,8.081811904907227,5394,3512,0.6510938079347423,45,45,0,18,45,0,0,18,0,0
train,70,000582.jpg,782ab81b8466323b4d1b401aaa69198a62d9a095c209a4ef789edc5031dfebec,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,115707,0.0,inf,0,0,0.0,30,30,0,0,30,0,0,0,0,0
train,71,000581.jpg,49e2de6c6ae826755bde4253bf456f43105054fae1bb014d2e6889a8247d6baf,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,54721,0.0,inf,0,0,0.0,9,9,0,0,9,0,0,0,0,0
train,72,000579.jpg,b669a01e86f6581552c596068dd17406703e2a0a1dbc3520ee82fcaea8f9a4fb,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,194275,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,73,000577.jpg,9fe82b8bb4fbe36d06d83f65db753a086eeb6fb6d2af95e96b16c4dd9e912a20,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,74,000574.jpg,ff354bbf06ec891502f90cd3d5b370216c213670771011942ccec7c71881cc69,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,200565,0.0,inf,0,0,0.0,4,4,0,0,4,0,0,0,0,0
train,75,000573.jpg,5ec4ae2da4e1ed96a5ddd3b1c8aa86ac2b50234081a7423cb25b63e2462f4961,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262121,0.0,inf,0,0,0.0,8,8,0,0,8,0,0,0,0,0
train,76,000572.jpg,c49fcb755f3414ce7d735a288714a6a19ad9120a19028a880e029003034a1edb,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,6516,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,77,000571.jpg,b325805b9ddef47d48dbf7596a5d4efe14c0d8708874ea1b5187aa08800c2f2f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,14238,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,78,000567.jpg,1040eeeeda2f3165503ce9302ae1c1cebbc86e5a23a2088e5fdfb8eea7ae216d,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,16814,0.0,inf,0,0,0.0,21,21,0,0,21,0,0,0,0,0
train,79,000565.jpg,5e0b0e944bfac70b2dfcc30a03b8e9512d17acc879b6f66068124589b4201f7c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,22478,0.0,inf,0,0,0.0,27,27,0,0,27,0,0,0,0,0
train,80,000563.jpg,39b270064f703858bb7b454eeb9049b92bf794515fd4b77296ae781684c1da0b,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,84492,0.0,inf,0,0,0.0,6,6,0,0,6,0,0,0,0,0
train,81,000561.jpg,598ae0988799f8a51443c2f87345a6611ccdb1c3ab2d78896a19120e0dcb535b,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,109593,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,82,000560.jpg,67ffa0d47c6fdc0c1d99736c65076f0a9e935b66cddedac1e2c44fe41c6e8d60,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,260164,0.0,inf,0,0,0.0,21,21,0,0,20,1,0,0,0,0
train,83,000559.jpg,0479859eb53d7a42781c28bcb85149a4db03c0a0d60835413a34809a10035390,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,255111,0.0,inf,0,0,0.0,10,10,0,0,9,1,0,0,0,0
train,84,000556.jpg,a94d6dc11da31eef48f6a0a6ac51639ee09cdf3ce7e06520efca19c536bc9f75,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,176918,0.0,inf,0,0,0.0,2,2,0,0,2,0,0,0,0,0
train,85,000555.jpg,328d600315f9ad8a9004c91698320b9ea2d54a69dc723ba49b3798b0d79cb858,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,339,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,86,000552.jpg,05244bb57f8a2ee50a65d7de5049536bcbd8b4558141e366c0387da037764b52,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,281,0.0,inf,0,0,0.0,11,11,0,0,11,0,0,0,0,0
train,87,000551.jpg,31250916ef0f2666b2cda6bae41c59218a74cc25f3dd8dab57ea94ce35323663,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,2092,0.0,inf,0,0,0.0,9,9,0,0,9,0,0,0,0,0
train,88,000548.jpg,829ade032898a506e9ed323199810a93eddbdabbafdc17cd01765efffd36c9d7,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,249284,0.0,inf,0,0,0.0,2,2,0,0,2,0,0,0,0,0
train,89,000547.jpg,c81b3aea861159938eeafd97c1adb4d285831c403952f293e7fb2610a5b3339c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,10973,0.0,inf,0,0,0.0,26,26,0,0,25,1,0,0,0,0
train,90,000544.jpg,861ab5835ca14bbda67be84e89fa54d440319ad127c218a732c1ee37d201d011,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,65612,0.0,inf,0,0,0.0,4,4,0,0,4,0,0,0,0,0
train,91,000543.jpg,2ad0c51c529d398927d4719527cef6ef23c23f5693482d855849ccb3305fa66f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,162001,0.0,inf,0,0,0.0,14,14,0,0,14,0,0,0,0,0
train,92,000540.jpg,68881184e48f3d9e5405e2bb019e7c26954ce99cc93d02d7cc82aec428b3de2c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,238260,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,93,000539.jpg,c2e14fe174bd3c64fe56d71a4fd95ee48fcb39ed2372a8724df8845d389e2ae7,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,40371,0.0,inf,0,0,0.0,10,10,0,0,7,3,0,0,0,0
train,94,000537.jpg,72085d32c0e2be64721697a35fb251b71ee6542da1e65a9cbc322c90a5550ec7,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,7797,0.0,inf,0,0,0.0,10,10,0,0,9,1,0,0,0,0
train,95,000535.jpg,5b309f8565f0df39d4555e14463fc9db341c439fd8ea06d39002ab6088f4f7bb,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,6611,0.0,inf,0,0,0.0,4,4,0,0,4,0,0,0,0,0
train,96,000533.jpg,55f4ec55cf67a33a395c504a70f1c2497d11823f87d724bed3d15be886edc77e,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,13726,0.0,inf,0,0,0.0,6,6,0,0,6,0,0,0,0,0
train,97,000531.jpg,16b458e156c5e2ae2cf4f128a746c08fb1408c57059aaf81eeadcb3889736850,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,1784,0.0,inf,0,0,0.0,12,12,0,0,12,0,0,0,0,0
train,98,000530.jpg,35a31c9c7196731bde2df7a7ab43d6df2d44033b94e614ab0d2529f813fa691b,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,8811,0.0,inf,0,0,0.0,13,13,0,0,13,0,0,0,0,0
