species,genus,family,n_classifiable,D,second_fraction,maximum_span_km_after_observer_cap,log1p_span_primary,maximum_span_km,log1p_span_sensitivity,mean_latitude,abs_mean_latitude,pollination_guild_raw,pollination_guild_mapped,inat_taxon_id_endpoint,n_classifiable_reconstructed,ambiguous_count,technical_failure_count,no_biological_palette_count,ambiguous_palette_rate,technical_failure_rate,D_observed_reconstructed,D_min4,D_max4,D_interval_width,count_white,Dmin_count_white,Dmax_count_white,count_yellow_orange,Dmin_count_yellow_orange,Dmax_count_yellow_orange,count_red_pink,Dmin_count_red_pink,Dmax_count_red_pink,count_blue_purple,Dmin_count_blue_purple,Dmax_count_blue_purple
Collinsia grandiflora,Collinsia,Plantaginaceae,54,0.2297668038408779,0.1111111111111111,893.0736552260713,6.79578816017583,785.9992201164855,6.668227257459461,46.477255116447004,46.477255116447004,,,76409,54,11,35,0,0.11,0.35,0.2297668038408779,0.19502958579881646,0.4515976331360947,0.2565680473372782,6,6,6,1,1,6,0,0,6,47,58,47
Commelina benghalensis,Commelina,Commelinaceae,51,0.5159554017685506,0.2941176470588235,19866.22936296383,9.896826887623345,19442.7380511228,9.875280346110126,-2.915415379084,2.915415379084,mixed,mixed,76425,51,9,40,0,0.09,0.4,0.5159554017685506,0.46777777777777774,0.6294444444444445,0.16166666666666674,15,15,15,3,3,7,1,1,6,32,41,32
Commelina communis,Commelina,Commelinaceae,52,0.2078402366863906,0.0961538461538461,17361.615408972917,9.762074634065586,16827.042795360125,9.730801987811535,37.512807448423,37.512807448423,bumblebees,bee,52927,52,0,48,0,0.0,0.48,0.20784023668639062,0.20784023668639062,0.20784023668639062,0.0,5,5,5,1,1,1,0,0,0,46,46,46
Commelina diffusa,Commelina,Commelinaceae,59,0.4757253662740591,0.3898305084745763,19851.767365368098,9.896098690270572,19774.868817953226,9.892217726839036,7.827434038368,7.827434038368,mixed,mixed,160818,59,6,35,0,0.06,0.35,0.47572536627405915,0.4572781065088757,0.5637869822485206,0.10650887573964496,23,23,23,0,0,3,0,0,3,36,42,36
Conoclinium betonicifolium,Conoclinium,Asteraceae,73,0.1977857008819665,0.0958904109589041,1339.385645475632,7.200712646670951,1025.938553215921,6.934337376800638,26.415901752037,26.415901752037,,,273992,73,7,20,0,0.07,0.2,0.19778570088196656,0.18218749999999995,0.3271875000000001,0.14500000000000013,65,72,65,1,1,4,0,0,4,7,7,7
Conopholis alpina,Conopholis,Orobanchaceae,52,0.3106508875739644,0.1923076923076923,2804.164265798227,7.939217378024021,2592.34266478549,7.860702926744187,22.603937697449,22.603937697449,,,59983,52,8,40,0,0.08,0.4,0.3106508875739644,0.2777777777777777,0.4733333333333334,0.1955555555555557,10,10,10,42,50,42,0,0,4,0,0,4
Conospermum caeruleum,Conospermum,Proteaceae,57,0.4038165589412126,0.2807017543859649,316.4191326277724,5.760223085506126,316.4191326277724,5.760223085506126,-34.802068879763,34.802068879763,,,932013,57,4,39,0,0.04,0.39,0.4038165589412126,0.3869927438860521,0.47729105079279766,0.09029830690674556,16,16,16,0,0,2,0,0,2,41,45,41
Convolvulus elegantissimus,Convolvulus,Convolvulaceae,58,0.5826397146254458,0.3793103448275862,2228.7798399890908,7.709658133118095,2080.891872688967,7.641032313479001,39.418835910497,39.418835910497,,,334576,58,8,34,0,0.08,0.34,0.5826397146254458,0.5528007346189163,0.6597796143250689,0.10697887970615261,30,38,30,4,4,7,22,22,22,2,2,7
Cornus florida,Cornus,Cornaceae,49,0.2149104539775095,0.1224489795918367,2618.8427002889903,7.8708695568951486,2463.8711576985943,7.809894816428623,36.603847260944,36.603847260944,,,54777,49,1,50,0,0.01,0.5,0.21491045397750952,0.21120000000000005,0.24560000000000015,0.0344000000000001,43,44,43,6,6,6,0,0,1,0,0,0
Cornus sanguinea,Cornus,Cornaceae,49,0.1499375260308204,0.0816326530612244,9832.860905666572,9.193586903644334,3980.4281849417616,8.28939587434828,47.589187467207005,47.589187467207005,mixed,mixed,155124,49,4,47,0,0.04,0.47,0.14993752603082044,0.13955144179423273,0.27055891776432894,0.1310074759700962,45,49,45,4,4,4,0,0,2,0,0,2
Cornus suecica,Cornus,Cornaceae,56,0.0350765306122449,0.0178571428571428,9936.059468072595,9.204026427723129,9287.627612954053,9.136546093548953,60.842358057891,60.842358057891,mixed,mixed,134125,56,0,44,0,0.0,0.44,0.035076530612244916,0.035076530612244916,0.035076530612244916,0.0,55,55,55,1,1,1,0,0,0,0,0,0
Corydalis aurea,Corydalis,Papaveraceae,70,0.0281632653061223,0.0142857142857142,5415.522162872546,8.59720922111039,5415.522162872546,8.59720922111039,43.694824105135005,43.694824105135005,,,76451,70,0,30,0,0.0,0.3,0.028163265306122343,0.028163265306122343,0.028163265306122343,0.0,1,1,1,69,69,69,0,0,0,0,0,0
Cotula coronopifolia,Cotula,Asteraceae,82,0.0240928019036288,0.0121951219512195,19987.720775802867,9.902923432240334,19917.011885955944,9.899379721235857,-3.0024460128880004,3.0024460128880004,mixed,mixed,58812,82,0,18,0,0.0,0.18,0.024092801903628835,0.024092801903628835,0.024092801903628835,0.0,1,1,1,81,81,81,0,0,0,0,0,0
Crepis biennis,Crepis,Asteraceae,61,0.0322493953238376,0.0163934426229508,8655.12780548525,9.066022765936278,8655.12780548525,9.066022765936278,49.934707129296,49.934707129296,mixed,mixed,161116,61,2,37,0,0.02,0.37,0.03224939532383764,0.031242126480221843,0.09221466364323516,0.06097253716301332,1,1,1,60,62,60,0,0,1,0,0,1
Crepis sancta,Crepis,Asteraceae,67,0.0579193584317219,0.0298507462686567,4021.9178965707033,8.299762763233131,4021.9178965707033,8.299762763233131,43.150156847228,43.150156847228,,,460587,67,2,31,0,0.02,0.31,0.05791935843172191,0.05629069523209407,0.11132115101869366,0.0550304557865996,2,2,2,65,67,65,0,0,1,0,0,1
Cryptantha barbigera,Cryptantha,Boraginaceae,48,0.2230902777777778,0.1041666666666666,932.2339427845212,6.838655911951009,932.2339427845212,6.838655911951009,33.576146384929,33.576146384929,,,58054,48,1,51,0,0.01,0.51,0.2230902777777778,0.21907538525614334,0.2540608079966681,0.03498542274052474,42,43,42,5,5,5,0,0,1,1,1,1
Cylindropuntia echinocarpa,Cylindropuntia,Cactaceae,47,0.19013128112268,0.1063829787234042,621.8426740371008,6.434293957261003,621.8426740371008,6.434293957261003,34.666209163087004,34.666209163087004,,,49357,47,0,53,0,0.0,0.53,0.19013128112268007,0.19013128112268007,0.19013128112268007,0.0,5,5,5,42,42,42,0,0,0,0,0,0
Cypripedium guttatum,Cypripedium,Orchidaceae,46,0.3336483931947069,0.1304347826086956,9303.277353925714,9.138229503935367,9303.277353925714,9.138229503935367,55.200662551846,55.200662551846,,,161505,46,7,46,1,0.07,0.46,0.33364839319470696,0.29619081523673907,0.4820220719117124,0.18583125667497336,37,44,37,2,2,5,6,6,6,1,1,5
Dalea candida,Dalea,Fabaceae,74,0.0525931336742147,0.027027027027027,3062.8545751998936,8.027429067331983,3062.2519114379184,8.027232346819542,42.532629621571004,42.532629621571004,,,81598,74,1,25,0,0.01,0.25,0.0525931336742147,0.05191111111111102,0.07751111111111109,0.025600000000000067,72,73,72,2,2,2,0,0,1,0,0,0
Dampiera stricta,Dampiera,Goodeniaceae,79,0.1842653420926132,0.0886075949367088,1767.40981658553,7.477836013048154,1570.406973039279,7.359726658201189,-34.497708741796,34.497708741796,mixed,mixed,83631,79,4,17,0,0.04,0.17,0.18426534209261325,0.17622296414573957,0.2592538830018871,0.08303091885614755,7,7,7,1,1,3,0,0,2,71,75,71
Delphinium glaucum,Delphinium,Ranunculaceae,44,0.2014462809917354,0.1136363636363636,4256.430297830397,8.356421040783426,4256.430297830397,8.356421040783426,50.299923114575,50.299923114575,,,76625,44,7,49,0,0.07,0.49,0.20144628099173545,0.17685505574778926,0.39600153787005,0.21914648212226073,5,5,5,0,0,4,0,0,3,39,46,39
Delphinium sutherlandii,Delphinium,Ranunculaceae,53,0.1067995728017088,0.0566037735849056,530.0424260620107,6.274841916472096,530.0424260620107,6.274841916472096,49.937862201618,49.937862201618,,,161678,53,2,45,0,0.02,0.45,0.10679957280170882,0.10314049586776863,0.1699173553719009,0.06677685950413226,3,3,3,0,0,1,0,0,1,50,52,50
Desmanthus illinoensis,Desmanthus,Fabaceae,66,0.2355371900826446,0.1363636363636363,12580.244557507418,9.43996245680042,12580.244557507418,9.43996245680042,36.89309571378,36.89309571378,,,128701,66,5,29,0,0.05,0.29,0.23553719008264462,0.22138464590359064,0.33683792898234466,0.11545328307875402,57,62,57,9,9,9,0,0,3,0,0,2
Diplacus mephiticus,Diplacus,,68,0.5627162629757786,0.4117647058823529,573.7879052507003,6.354001112318042,573.7879052507003,6.354001112318042,38.469982902178,38.469982902178,,,533870,68,8,24,0,0.08,0.24,0.5627162629757786,0.5418975069252078,0.6374653739612188,0.09556786703601106,3,3,7,35,43,35,28,28,28,2,2,6
Diplotaxis tenuifolia,Diplotaxis,Brassicaceae,78,0.0973044049967126,0.0512820512820512,19893.54360662927,9.898200782493818,19893.54360662927,9.898200782493818,25.837828663055003,25.837828663055003,mixed,mixed,76665,78,1,21,0,0.01,0.21,0.09730440499671267,0.09613843935266786,0.1198525877263259,0.02371414837365804,4,4,4,74,75,74,0,0,1,0,0,0
Disphyma crassifolium,Disphyma,Aizoaceae,47,0.4717066545948393,0.1489361702127659,19360.608462751094,9.871047439133145,19360.608462751094,9.871047439133145,-32.842565576582004,32.842565576582004,mixed,mixed,129732,47,6,47,0,0.06,0.47,0.4717066545948393,0.4307582769668922,0.5646137415450339,0.13385546457814168,7,7,7,2,2,7,33,39,33,5,5,6
Distimake aegyptius,Distimake,Convolvulaceae,50,0.0767999999999999,0.04,19521.452496608068,9.8793204922701,19521.452496608068,9.8793204922701,4.502110392441,4.502110392441,,,936421,50,0,49,1,0.0,0.49,0.07679999999999998,0.07679999999999998,0.07679999999999998,0.0,48,48,48,2,2,2,0,0,0,0,0,0
Distimake dissectus,Distimake,Convolvulaceae,57,0.2228377962449986,0.0701754385964912,19504.02540870061,9.878427424616175,18827.018495391923,9.843101384854942,18.254511070131,18.254511070131,,,907480,57,1,42,0,0.01,0.42,0.22283779624499866,0.21938168846611172,0.24910820451843052,0.029726516052318797,50,51,50,4,4,4,3,3,3,0,0,1
Drosera spatulata,Drosera,Droseraceae,43,0.6803677663601947,0.3255813953488372,9409.393374098248,9.149570035541828,9409.393374098248,9.149570035541828,-25.194203066643,25.194203066643,mixed,mixed,122208,43,7,50,0,0.07,0.5,0.6803677663601947,0.6599999999999999,0.7384,0.07840000000000003,14,14,14,13,13,13,15,22,15,1,1,8
Dyssodia pinnata,Dyssodia,Asteraceae,78,0.0,0.0,937.6078640650912,6.844397781830535,937.6078640650912,6.844397781830535,21.67026463745,21.67026463745,,,281671,78,0,22,0,0.0,0.22,0.0,0.0,0.0,0.0,0,0,0,78,78,78,0,0,0,0,0,0
Echium gaditanum,Echium,Boraginaceae,62,0.2814776274713838,0.1129032258064516,355.95515474613927,5.877610156931575,355.95515474613927,5.877610156931575,36.743370726826,36.743370726826,,,450558,62,8,30,0,0.08,0.3,0.28147762747138383,0.2534693877551021,0.4257142857142856,0.17224489795918352,7,7,7,0,0,6,3,3,5,52,60,52
Echium rosulatum,Echium,Boraginaceae,53,0.4841580633677466,0.320754716981132,1201.3582775153131,7.092040138498167,761.2573588860987,6.636284239985224,41.204554404204,41.204554404204,,,337788,53,19,28,0,0.19,0.28,0.4841580633677466,0.40162037037037024,0.6786265432098766,0.27700617283950635,2,2,11,0,0,10,17,17,17,34,53,34
Ehretia anacua,Ehretia,Boraginaceae,50,0.0,0.0,1029.3311115550732,6.937635497093264,1029.3311115550732,6.937635497093264,27.440853612477,27.440853612477,,,162209,50,0,50,0,0.0,0.5,0.0,0.0,0.0,0.0,50,50,50,0,0,0,0,0,0,0,0,0
Elephantopus carolinianus,Elephantopus,Asteraceae,62,0.1227887617065557,0.032258064516129,2323.647716222676,7.751323786636931,2323.647716222676,7.751323786636931,35.569718826851,35.569718826851,,,119609,62,1,37,0,0.01,0.37,0.12278876170655573,0.12093726379440672,0.1501637692113884,0.029226505416981685,58,59,58,2,2,2,0,0,1,2,2,2
Epacris obtusifolia,Epacris,Ericaceae,41,0.2141582391433669,0.1219512195121951,2039.543048831923,7.620971251821025,2039.543048831923,7.620971251821025,-33.474109415417004,33.474109415417004,mixed,mixed,520365,41,1,58,0,0.01,0.58,0.21415823914336696,0.20975056689342408,0.2505668934240364,0.04081632653061229,36,37,36,5,5,5,0,0,1,0,0,0
Erechtites hieraciifolius,Erechtites,Asteraceae,47,0.4762335898596649,0.3404255319148936,19690.902678578062,9.8879627986852,19673.36503398204,9.887071800032022,27.800258808702,27.800258808702,wind,wind,130888,47,2,51,0,0.02,0.51,0.4762335898596649,0.4664723032069972,0.5164514785506039,0.04997917534360674,30,32,30,16,16,16,1,1,2,0,0,1
Erigeron foliosus,Erigeron,Asteraceae,50,0.6024,0.24,1460.3721745174084,7.287131118883942,1460.3721745174084,7.287131118883942,35.496794230431,35.496794230431,,,57972,50,24,26,0,0.24,0.26,0.6024,0.47662527392257137,0.7322863403944485,0.25566106647187714,27,51,27,12,12,16,0,0,16,11,11,15
Erigeron linearis,Erigeron,Asteraceae,86,0.0886965927528393,0.0465116279069767,1467.125361812876,7.291741601858699,1450.6061415417253,7.280425906207428,46.350038933574,46.350038933574,,,76926,86,0,14,0,0.0,0.14,0.08869659275283936,0.08869659275283936,0.08869659275283936,0.0,4,4,4,82,82,82,0,0,0,0,0,0
Eriodictyon crassifolium,Eriodictyon,Boraginaceae,54,0.1680384087791495,0.0925925925925925,349.7781078681017,5.860153852245376,349.7781078681017,5.860153852245376,33.726965808512,33.726965808512,,,76955,54,6,40,0,0.06,0.4,0.16803840877914955,0.1527777777777779,0.32111111111111124,0.16833333333333333,49,55,49,0,0,3,0,0,3,5,5,5
Eriogonum jamesii,Eriogonum,Polygonaceae,66,0.1400367309458219,0.0757575757575757,1094.572288181634,6.999032143331932,1094.572288181634,6.999032143331932,37.49935399385,37.49935399385,,,162620,66,4,30,0,0.04,0.3,0.14003673094582192,0.13265306122448983,0.2338775510204082,0.10122448979591836,61,65,61,5,5,5,0,0,2,0,0,2
Eriogonum latifolium,Eriogonum,Polygonaceae,70,0.2240816326530612,0.1285714285714285,717.0794345894924,6.576580196061828,713.0010634673641,6.570884451788565,38.594260717144,38.594260717144,,,57211,70,10,20,0,0.1,0.2,0.22408163265306125,0.19968750000000002,0.39812500000000006,0.19843750000000004,61,71,61,9,9,9,0,0,5,0,0,5
Eriogonum niveum,Eriogonum,Polygonaceae,44,0.0878099173553718,0.0227272727272727,768.7524987516465,6.646069032985306,768.7524987516465,6.646069032985306,46.605379705005,46.605379705005,,,162640,44,3,53,0,0.03,0.53,0.0878099173553718,0.0823902218198278,0.19737437754640108,0.11498415572657328,42,45,42,1,1,2,1,1,2,0,0,1
Eriophorum vaginatum,Eriophorum,Cyperaceae,45,0.345679012345679,0.2222222222222222,8982.93301984169,9.103193040896462,8982.93301984169,9.103193040896462,55.074976691099,55.074976691099,wind,wind,128735,45,7,48,0,0.07,0.48,0.345679012345679,0.3106508875739644,0.5007396449704142,0.19008875739644981,35,42,35,10,10,10,0,0,4,0,0,3
Eriophyllum confertiflorum,Eriophyllum,Asteraceae,82,0.0,0.0,817.1841901724592,6.707087482615456,907.298868225895,6.8115734744718255,34.93185134294,34.93185134294,,,53395,82,1,17,0,0.01,0.17,0.0,0.0,0.02380606764407034,0.02380606764407034,0,0,1,82,83,82,0,0,0,0,0,0
Eryngium planum,Eryngium,Apiaceae,51,0.2137639369473281,0.0784313725490196,19161.430959102163,9.860706920256536,19161.430959102163,9.860706920256536,51.423699752915,51.423699752915,mixed,mixed,162710,51,4,45,0,0.04,0.45,0.2137639369473281,0.19966942148760336,0.31933884297520654,0.11966942148760318,45,49,45,2,2,3,0,0,3,4,4,4
Erythranthe dentata,Erythranthe,Phrymaceae,67,0.0579193584317219,0.0298507462686567,927.8525026617448,6.83394995619966,923.264665049736,6.828998464663799,44.742328221583,44.742328221583,,,765338,67,0,33,0,0.0,0.33,0.05791935843172191,0.05791935843172191,0.05791935843172191,0.0,2,2,2,65,65,65,0,0,0,0,0,0
Erythranthe erubescens,Erythranthe,Phrymaceae,45,0.5698765432098767,0.2888888888888888,544.7939572256587,6.302241536805216,499.8472412568018,6.216301146920015,38.486284853769,38.486284853769,,,771871,45,23,32,0,0.23,0.32,0.5698765432098767,0.4385813148788926,0.726643598615917,0.28806228373702436,26,49,26,1,1,14,13,13,14,5,5,14
Erythrina humeana,Erythrina,Fabaceae,52,0.2921597633136095,0.1538461538461538,1201.8445833587443,7.09244451673833,1201.8445833587443,7.09244451673833,-28.712965217502003,28.712965217502003,mixed,mixed,427617,52,3,45,0,0.03,0.45,0.2921597633136095,0.27900826446281,0.36495867768595036,0.08595041322314034,1,1,2,8,8,8,43,46,43,0,0,2
Eschscholzia minutiflora,Eschscholzia,Papaveraceae,72,0.0,0.0,1200.9283148611817,7.0916824750980725,1102.2339402537968,7.006001091283041,34.199572401246,34.199572401246,,,57881,72,1,27,0,0.01,0.27,0.0,0.0,0.027021955338712766,0.027021955338712766,0,0,1,72,73,72,0,0,0,0,0,0
Euonymus obovatus,Euonymus,Celastraceae,41,0.4997025580011898,0.4878048780487805,1271.9686437924915,7.149106966512085,1271.9686437924915,7.149106966512085,41.531496235443,41.531496235443,,,144192,41,3,56,0,0.03,0.56,0.4997025580011898,0.49586776859504145,0.5630165289256199,0.06714876033057848,21,24,21,20,20,20,0,0,2,0,0,1
Eupatorium altissimum,Eupatorium,Asteraceae,55,0.1943801652892562,0.109090909090909,2236.600495928349,7.713159363521775,2236.600495928349,7.713159363521775,40.66347831424,40.66347831424,,,119135,55,2,43,0,0.02,0.43,0.19438016528925628,0.18836565096952906,0.24930747922437668,0.06094182825484762,49,51,49,6,6,6,0,0,1,0,0,1
Euphorbia cyparissias,Euphorbia,Euphorbiaceae,85,0.0,0.0,10759.801279065938,9.283665299257828,8719.771791754298,9.073463021215106,47.179092887347,47.179092887347,mixed,mixed,55766,85,1,14,0,0.01,0.14,0.0,0.0,0.02298539751216877,0.02298539751216877,0,0,1,85,86,85,0,0,0,0,0,0
Eurybia divaricata,Eurybia,Asteraceae,44,0.086776859504132,0.0454545454545454,1702.911691234032,7.440681881653157,1518.5198189021778,7.326149655313695,40.528032286582,40.528032286582,,,127685,44,3,53,0,0.03,0.53,0.08677685950413205,0.08148483476686263,0.19737437754640108,0.11588954277953845,42,45,42,2,2,2,0,0,2,0,0,1
Eutrochium fistulosum,Eutrochium,Asteraceae,47,0.2933454051607062,0.1276595744680851,2568.432172973561,7.851440209109199,2438.498187813396,7.799547636403965,37.961457107357,37.961457107357,,,132717,47,3,50,0,0.03,0.5,0.2933454051607062,0.2784000000000001,0.3719999999999999,0.0935999999999998,39,42,39,6,6,6,2,2,3,0,0,2
Eutrochium maculatum,Eutrochium,Asteraceae,47,0.2978723404255319,0.1063829787234042,5170.709164794058,8.550958505672208,2615.8416750170386,7.869723402043948,44.802543724584005,44.802543724584005,,,117440,47,19,34,0,0.19,0.34,0.2978723404255319,0.2208448117539027,0.5950413223140496,0.3741965105601469,39,58,39,2,2,9,5,5,9,1,1,9
Eysenhardtia texana,Eysenhardtia,Fabaceae,46,0.0831758034026464,0.0434782608695652,1052.095756383483,6.959489444735932,836.4931430322212,6.730413076241491,28.618725928628,28.618725928628,,,162927,46,2,52,0,0.02,0.52,0.08317580340264641,0.07986111111111094,0.15711805555555558,0.07725694444444464,44,46,44,2,2,2,0,0,1,0,0,1
Falcaria vulgaris,Falcaria,Apiaceae,69,0.0285654274312119,0.0144927536231884,3943.591436531552,8.28010066303249,3943.591436531552,8.28010066303249,49.67529415562299,49.67529415562299,mixed,mixed,84776,69,0,31,0,0.0,0.31,0.02856542743121193,0.02856542743121193,0.02856542743121193,0.0,68,68,68,0,0,0,0,0,0,1,1,1
Fritillaria pyrenaica,Fritillaria,Liliaceae,47,0.6889995473064736,0.3617021276595745,1001.5028707956104,6.910255022813143,1001.5028707956104,6.910255022813143,42.805233485663,42.805233485663,,,144275,47,4,49,0,0.04,0.49,0.6889995473064736,0.6743560169165705,0.7151095732410611,0.040753556324490514,17,17,17,18,22,18,7,7,8,5,5,8
Galinsoga parviflora,Galinsoga,Asteraceae,64,0.35888671875,0.234375,19951.15864379859,9.901092619161192,19888.84599017927,9.897964628740077,26.006630564525,26.006630564525,mixed,mixed,48178,64,12,24,0,0.12,0.24,0.35888671875,0.3168282548476453,0.5328947368421053,0.21606648199446,15,15,15,49,61,49,0,0,6,0,0,6
Gazania rigens,Gazania,Asteraceae,71,0.0277722674072604,0.0140845070422535,19894.37012833188,9.898242326776032,19894.37012833188,9.898242326776032,-4.279398596440999,4.279398596440999,,,884843,71,1,28,0,0.01,0.28,0.027772267407260465,0.02739197530864179,0.05439814814814814,0.02700617283950635,1,1,1,70,71,70,0,0,1,0,0,0
Gentiana acaulis,Gentiana,,71,0.2051180321364807,0.0845070422535211,2037.304764028723,7.619873743342864,2083.015885607816,7.642052025496708,45.947768278111,45.947768278111,,,130558,71,0,29,0,0.0,0.29,0.20511803213648072,0.20511803213648072,0.20511803213648072,0.0,6,6,6,1,1,1,1,1,1,63,63,63
Gentiana parryi,Gentiana,Gentianaceae,45,0.1649382716049382,0.0666666666666666,878.8050905385393,6.77970039491577,878.8050905385393,6.77970039491577,38.969908809584,38.969908809584,,,118778,45,2,53,0,0.02,0.53,0.16493827160493824,0.1584427342689,0.23268447261204162,0.07424173834314163,3,3,3,1,1,2,0,0,1,41,43,41
Geranium macrorrhizum,Geranium,Geraniaceae,45,0.5244444444444445,0.2888888888888888,10161.405699193214,9.226450474520831,10161.405699193214,9.226450474520831,47.480626262871,47.480626262871,,,320685,45,9,46,0,0.09,0.46,0.5244444444444445,0.46913580246913567,0.6440329218106997,0.17489711934156404,13,13,13,1,1,7,28,37,28,3,3,6
Geranium molle,Geranium,Geraniaceae,52,0.6427514792899409,0.2692307692307692,20000.82923928916,9.903579010318197,19949.46775094352,9.901007868205737,32.00608308931,32.00608308931,mixed,mixed,53076,52,11,37,0,0.11,0.37,0.6427514792899409,0.5875535399344923,0.7205845301083397,0.13303099017384734,14,14,14,1,1,12,25,36,25,12,12,12
Geranium richardsonii,Geranium,Geraniaceae,56,0.0695153061224488,0.0178571428571428,2946.66261912468,7.988767802772457,2958.647129953091,7.992825327358004,41.945461707877,41.945461707877,,,77260,56,0,43,1,0.0,0.43,0.06951530612244883,0.06951530612244883,0.06951530612244883,0.0,54,54,54,1,1,1,0,0,0,1,1,1
Geranium yeoi,Geranium,Geraniaceae,63,0.5840262030738221,0.4444444444444444,19155.866535175588,9.86041649614495,19152.86950858209,9.860260037308128,24.849830287081,24.849830287081,,,60360,63,6,31,0,0.06,0.31,0.5840262030738221,0.5725687880697332,0.6435622768325981,0.07099348876286493,5,5,6,1,1,6,28,28,28,29,35,29
Geum canadense,Geum,Rosaceae,51,0.0384467512495194,0.0196078431372549,3482.5013921565187,8.15579321411313,3395.095708298328,8.130381729689688,39.950388990478,39.950388990478,,,85325,51,1,48,0,0.01,0.48,0.03844675124951946,0.037721893491124314,0.07470414201183428,0.03698224852070997,50,51,50,1,1,1,0,0,1,0,0,0
Geum macrophyllum,Geum,Rosaceae,67,0.0855424370683894,0.044776119402985,9468.07703351879,9.155786719288754,9288.47705558911,9.13663753911359,49.665473245715,49.665473245715,,,77266,67,1,32,0,0.01,0.32,0.08554243706838949,0.0843425605536332,0.11202422145328716,0.02768166089965396,3,3,3,64,65,64,0,0,1,0,0,0
Geum urbanum,Geum,Rosaceae,65,0.1155029585798816,0.0615384615384615,20003.954251701645,9.903735234445511,19544.5433832959,9.880502579492983,46.37323624688,46.37323624688,mixed,mixed,55891,65,2,33,0,0.02,0.33,0.11550295857988169,0.112274448652261,0.16707507239919817,0.05480062374693717,4,4,4,61,63,61,0,0,1,0,0,1
Gompholobium huegelii,Gompholobium,Fabaceae,66,0.3673094582185492,0.2424242424242424,1627.075119065327,7.395153687429999,1627.075119065327,7.395153687429999,-38.351483731394,38.351483731394,mixed,mixed,323820,66,1,33,0,0.01,0.33,0.3673094582185492,0.36355535754065493,0.385832033860548,0.022276676319893052,16,16,16,50,51,50,0,0,1,0,0,0
Goodenia ovata,Goodenia,Goodeniaceae,74,0.0525931336742147,0.027027027027027,1523.045198749909,7.329123393779183,1522.991280564098,7.32908801481559,-37.086981444153,37.086981444153,mixed,mixed,323821,74,0,26,0,0.0,0.26,0.0525931336742147,0.0525931336742147,0.0525931336742147,0.0,2,2,2,72,72,72,0,0,0,0,0,0
Grevillea alpina,Grevillea,Proteaceae,42,0.5770975056689343,0.4047619047619047,639.1642571543026,6.461724795227876,638.2701099127481,6.460327072280705,-37.004383458577,37.004383458577,mixed,mixed,411301,42,14,44,0,0.14,0.44,0.5770975056689343,0.5121173469387755,0.715561224489796,0.20344387755102045,4,4,9,21,35,21,17,17,17,0,0,9
Grevillea lavandulacea,Grevillea,Proteaceae,46,0.1247637051039697,0.0217391304347826,714.5319099989216,6.573026196183617,714.5319099989216,6.573026196183617,-35.111415803898,35.111415803898,mixed,mixed,411227,46,1,53,0,0.01,0.53,0.12476370510396972,0.12222725215029417,0.16025350837483032,0.03802625622453615,1,1,2,1,1,1,43,44,43,1,1,1
Guzmania monostachia,Guzmania,Bromeliaceae,45,0.4404938271604938,0.2222222222222222,2939.612852324807,7.986373291781087,2939.612852324807,7.986373291781087,6.200254761014,6.200254761014,,,163447,45,6,48,1,0.06,0.48,0.4404938271604938,0.4029219530949635,0.5520953479430988,0.1491733948481353,10,10,10,3,3,5,32,38,32,0,0,4
Hedypnois rhagadioloides,Hedypnois,Asteraceae,61,0.0322493953238376,0.0163934426229508,18876.72610392822,9.845737993035502,18876.72610392822,9.845737993035502,27.780917497156,27.780917497156,mixed,mixed,492864,61,0,39,0,0.0,0.39,0.03224939532383764,0.03224939532383764,0.03224939532383764,0.0,1,1,1,60,60,60,0,0,0,0,0,0
Helenium autumnale,Helenium,Asteraceae,81,0.0,0.0,8483.357009528809,9.045979395130292,3933.056215649101,8.277426288539104,40.999999763252,40.999999763252,,,77349,81,0,19,0,0.0,0.19,0.0,0.0,0.0,0.0,0,0,0,81,81,81,0,0,0,0,0,0
Helianthus divaricatus,Helianthus,Asteraceae,57,0.0677131425053862,0.0350877192982456,2251.7160146621377,7.719891884845379,2187.556761383878,7.690997592499263,39.201164695956,39.201164695956,,,84113,57,0,43,0,0.0,0.43,0.06771314250538629,0.06771314250538629,0.06771314250538629,0.0,2,2,2,55,55,55,0,0,0,0,0,0
Hepatica acutiloba,Hepatica,Ranunculaceae,59,0.0333237575409364,0.0169491525423728,2083.7470615821603,7.642402813483986,2080.6686790446693,7.640925100605914,40.992226643330994,40.992226643330994,,,179786,59,1,40,0,0.01,0.4,0.033323757540936416,0.032777777777777795,0.06499999999999995,0.03222222222222215,58,59,58,0,0,1,0,0,0,1,1,1
Hibbertia cuneiformis,Hibbertia,Dilleniaceae,62,0.1222684703433923,0.0483870967741935,2451.848743761788,7.805005380621406,2451.848743761788,7.805005380621406,-34.106921908488,34.106921908488,,,552421,62,0,38,0,0.0,0.38,0.12226847034339239,0.12226847034339239,0.12226847034339239,0.0,1,1,1,58,58,58,3,3,3,0,0,0
Hibiscus denudatus,Hibiscus,Malvaceae,52,0.3565088757396449,0.1346153846153846,1709.10423288103,7.444309602540218,1750.088852864712,7.467993075067354,30.464494317207,30.464494317207,,,77409,52,5,43,0,0.05,0.43,0.35650887573964496,0.33056325023084043,0.4549092028316405,0.12434595260080006,41,46,41,3,3,5,7,7,7,1,1,4
