species,genus,family,n_classifiable,D,second_fraction,maximum_span_km_after_observer_cap,log1p_span_primary,maximum_span_km,log1p_span_sensitivity,mean_latitude,abs_mean_latitude,pollination_guild_raw,pollination_guild_mapped,inat_taxon_id_endpoint,n_classifiable_reconstructed,ambiguous_count,technical_failure_count,no_biological_palette_count,ambiguous_palette_rate,technical_failure_rate,D_observed_reconstructed,D_min4,D_max4,D_interval_width,count_white,Dmin_count_white,Dmax_count_white,count_yellow_orange,Dmin_count_yellow_orange,Dmax_count_yellow_orange,count_red_pink,Dmin_count_red_pink,Dmax_count_red_pink,count_blue_purple,Dmin_count_blue_purple,Dmax_count_blue_purple
Streptosolen jamesonii,Streptosolen,Solanaceae,60,0.0649999999999999,0.0166666666666666,18173.445260138105,9.807771779797704,18173.445260138105,9.807771779797704,1.2059725696769998,1.2059725696769998,birds,other_animal,244676,60,1,39,0,0.01,0.39,0.06499999999999995,0.06396130072561135,0.09513571620532113,0.031174415479709783,1,1,1,58,59,58,1,1,1,0,0,1
Stypandra glauca,Stypandra,Asphodelaceae,57,0.2505386272699291,0.087719298245614,3687.898033966693,8.213083056652644,3687.898033966693,8.213083056652644,-34.106223322532,34.106223322532,mixed,mixed,353957,57,4,39,0,0.04,0.39,0.25053862726992915,0.23595807578607908,0.3413061005106154,0.1053480247245363,5,5,5,3,3,4,0,0,3,49,53,49
Symphyotrichum puniceum,Symphyotrichum,Asteraceae,62,0.2325702393340271,0.0806451612903225,3432.754954550813,8.141409680306387,3724.242840980992,8.222887320898403,44.418778785978,44.418778785978,,,82307,62,8,30,0,0.08,0.3,0.2325702393340271,0.20857142857142863,0.3873469387755103,0.17877551020408167,54,62,54,5,5,6,0,0,5,3,3,5
Symphyotrichum subulatum,Symphyotrichum,Asteraceae,68,0.1379757785467126,0.0588235294117647,19948.595222508087,9.90096413251358,19763.406323146504,9.891637938504894,14.763749859217,14.763749859217,mixed,mixed,64208,68,0,32,0,0.0,0.32,0.1379757785467126,0.1379757785467126,0.1379757785467126,0.0,63,63,63,4,4,4,0,0,0,1,1,1
Symphytum officinale,Symphytum,Boraginaceae,46,0.5189035916824196,0.217391304347826,10987.123668588078,9.304570302028791,9943.462771841396,9.204771169903491,48.724441988518,48.724441988518,mixed,mixed,55724,46,14,40,0,0.14,0.4,0.5189035916824196,0.42944444444444463,0.6666666666666666,0.237222222222222,30,44,30,3,3,10,3,3,10,10,10,10
Symplocos tinctoria,Symplocos,Symplocaceae,45,0.5175308641975309,0.4444444444444444,1943.9461218520305,7.572989554821586,1943.9461218520305,7.572989554821586,33.056780003728,33.056780003728,,,141855,45,5,50,0,0.05,0.5,0.5175308641975309,0.5032,0.6024,0.09920000000000007,24,29,24,20,20,20,1,1,3,0,0,3
Talinum fruticosum,Talinum,,48,0.3541666666666666,0.125,19687.07078164572,9.887768187231318,19687.07078164572,9.887768187231318,2.053298072656,2.053298072656,,,361866,48,7,45,0,0.07,0.45,0.35416666666666663,0.3160330578512395,0.49057851239669426,0.17454545454545478,6,6,6,2,2,6,38,45,38,2,2,5
Talinum paniculatum,Talinum,Talinaceae,45,0.422716049382716,0.2666666666666666,19796.700051831136,9.89332105093722,19796.700051831136,9.89332105093722,3.116765960087,3.116765960087,mixed,mixed,169540,45,13,42,0,0.13,0.42,0.422716049382716,0.3549346016646848,0.6236623067776457,0.26872770511296085,12,12,12,1,1,7,32,45,32,0,0,7
Tanacetum vulgare,Tanacetum,Asteraceae,85,0.0232525951557092,0.0117647058823529,10320.617117756125,9.241995724216778,9622.352170395754,9.1719479414233,50.136693105525,50.136693105525,mixed,mixed,55971,85,3,12,0,0.03,0.12,0.02325259515570921,0.022469008264462742,0.08806818181818166,0.06559917355371891,1,1,2,84,87,84,0,0,1,0,0,1
Taraxacum erythrospermum,Taraxacum,Asteraceae,75,0.231111111111111,0.1333333333333333,11917.237691531674,9.38582508501908,11917.237691531674,9.38582508501908,41.265041651209,41.265041651209,,,79317,75,1,24,0,0.01,0.24,0.23111111111111104,0.2285318559556786,0.2510387811634349,0.022506925207756323,10,10,10,65,66,65,0,0,1,0,0,0
Telekia speciosa,Telekia,Asteraceae,62,0.0317377731529655,0.0161290322580645,10065.737333833727,9.216991934587467,10065.737333833727,9.216991934587467,49.807720347857,49.807720347857,mixed,mixed,358060,62,0,38,0,0.0,0.38,0.031737773152965554,0.031737773152965554,0.031737773152965554,0.0,1,1,1,61,61,61,0,0,0,0,0,0
Tetratheca thymifolia,Tetratheca,Elaeocarpaceae,48,0.5590277777777778,0.375,1308.937534386297,7.177734731383712,1308.937534386297,7.177734731383712,-33.988404057678,33.988404057678,mixed,mixed,326183,48,10,42,0,0.1,0.42,0.5590277777777778,0.5136741973840666,0.673602853745541,0.15992865636147435,4,4,7,0,0,7,18,18,18,26,36,26
Thysanocarpus curvipes,Thysanocarpus,Brassicaceae,59,0.2585463947141626,0.1525423728813559,2151.166103034718,7.674230103728088,2151.166103034718,7.674230103728088,36.896644139416,36.896644139416,,,58088,59,1,40,0,0.01,0.4,0.25854639471416263,0.2550000000000001,0.2827777777777777,0.027777777777777568,50,51,50,9,9,9,0,0,1,0,0,0
Tiarella stolonifera,Tiarella,Saxifragaceae,54,0.1049382716049383,0.0555555555555555,1861.5039186339832,7.529677054216056,1749.5391307017946,7.467679094159037,42.546020824088,42.546020824088,,,1351707,54,2,44,0,0.02,0.44,0.1049382716049383,0.10140306122448983,0.16709183673469385,0.06568877551020402,51,53,51,3,3,3,0,0,1,0,0,1
Tinantia erecta,Tinantia,Commelinaceae,45,0.5659259259259259,0.2444444444444444,8925.266631128496,9.0967535160324,8925.266631128496,9.0967535160324,15.01723073858,15.01723073858,,,153994,45,7,48,0,0.07,0.48,0.5659259259259259,0.5170118343195267,0.6494082840236686,0.13239644970414188,11,11,11,2,2,7,5,5,7,27,34,27
Tithonia tubaeformis,Tithonia,Asteraceae,48,0.0807291666666665,0.0208333333333333,17540.25475539649,9.772310800163234,17540.25475539649,9.772310800163234,18.333226230762,18.333226230762,,,154022,48,2,50,0,0.02,0.5,0.08072916666666652,0.07760000000000011,0.1512,0.07359999999999989,1,1,2,46,48,46,0,0,1,1,1,1
Trachymene composita,Trachymene,Araliaceae,60,0.1244444444444443,0.0666666666666666,1000.168021657868,6.908922619033411,1000.168021657868,6.908922619033411,-37.914669223601,37.914669223601,mixed,mixed,353969,60,2,38,0,0.02,0.38,0.12444444444444436,0.12070759625390237,0.1795005202913632,0.058792924037460836,56,58,56,4,4,4,0,0,1,0,0,1
Tragopogon porrifolius,Tragopogon,,44,0.7076446280991735,0.2727272727272727,20008.54220485432,9.90396454899794,19944.853880439583,9.900776575177414,24.221818663256,24.221818663256,mixed,mixed,54141,44,18,38,0,0.18,0.38,0.7076446280991735,0.5998959417273673,0.7476586888657648,0.14776274713839754,12,12,15,7,7,15,18,36,18,7,7,14
Trifolium incarnatum,Trifolium,Fabaceae,52,0.2714497041420118,0.0961538461538461,19878.878675383767,9.897463377344044,19772.464820678262,9.892096157292512,41.183941624606994,41.183941624606994,mixed,mixed,64268,52,11,37,0,0.11,0.37,0.27144970414201186,0.2292768959435626,0.4817334341143865,0.2524565381708239,3,3,7,5,5,6,44,55,44,0,0,6
Trifolium repens,Trifolium,,72,0.0798611111111109,0.0416666666666666,19886.111672067986,9.897827146223747,19414.93090359153,9.873849188664606,32.672328167916,32.672328167916,mixed,mixed,55745,72,3,25,0,0.03,0.25,0.07986111111111094,0.07679999999999998,0.15111111111111097,0.074311111111111,69,72,69,3,3,3,0,0,2,0,0,1
Tripolium pannonicum,Tripolium,Asteraceae,70,0.1604081632653061,0.0428571428571428,10320.9843719094,9.242031304651084,5866.579111663976,8.677197410661805,50.925388878091,50.925388878091,mixed,mixed,170020,70,15,15,0,0.15,0.15,0.16040816326530616,0.13370242214532868,0.412733564013841,0.2790311418685123,64,79,64,3,3,7,0,0,7,3,3,7
Triteleia laxa,Triteleia,Asparagaceae,61,0.2956194571351787,0.180327868852459,799.1445926589637,6.684792452159977,845.6601560637325,6.741299381626402,38.244586984473,38.244586984473,,,51085,61,11,28,0,0.11,0.28,0.2956194571351787,0.2588734567901234,0.48263888888888895,0.22376543209876554,11,11,11,0,0,6,0,0,5,50,61,50
Trixis inula,Trixis,Asteraceae,83,0.0,0.0,2253.3555277569385,7.720619414085458,2253.3555277569385,7.720619414085458,25.527121945324,25.527121945324,,,170046,83,0,17,0,0.0,0.17,0.0,0.0,0.0,0.0,0,0,0,83,83,83,0,0,0,0,0,0
Trollius albiflorus,Trollius,Ranunculaceae,62,0.2003121748178979,0.1129032258064516,2282.674506182153,7.733541050192196,2282.674506182153,7.733541050192196,46.29735445765501,46.29735445765501,,,1563130,62,5,33,0,0.05,0.33,0.20031217481789798,0.18712408108710177,0.3123190020049008,0.12519492091779905,55,60,55,7,7,7,0,0,3,0,0,2
Turnera subulata,Turnera,Passifloraceae,60,0.3394444444444444,0.2166666666666666,19996.50968798734,9.903363029182785,19678.073480659783,9.887311090263216,-3.869195871968,3.869195871968,,,327909,60,3,37,0,0.03,0.37,0.33944444444444444,0.3275384227765181,0.39959687578735203,0.07205845301083391,47,50,47,13,13,13,0,0,2,0,0,1
Verbascum thapsus,Verbascum,Scrophulariaceae,52,0.2921597633136095,0.1538461538461538,19798.57114275291,9.893415556991132,19188.084042107697,9.862096856862465,33.511930268883,33.511930268883,mixed,mixed,59029,52,1,47,0,0.01,0.47,0.2921597633136095,0.2876468494126023,0.3182627269490922,0.030615877536489866,8,8,8,43,44,43,1,1,1,0,0,1
Verbena rigida,Verbena,,64,0.52978515625,0.484375,19774.42811888055,9.89219544190242,19668.30817948045,9.886814739411273,-2.397650613336,2.397650613336,mixed,mixed,127942,64,9,27,0,0.09,0.27,0.52978515625,0.51867142052918,0.6278851566898105,0.10921373616063046,2,2,6,0,0,5,31,40,31,31,31,31
Veronica cymbalaria,Veronica,Plantaginaceae,52,0.2921597633136095,0.1538461538461538,20001.911174059973,9.903633100646486,11985.433723684288,9.39153076622063,39.174482075987,39.174482075987,,,170188,52,2,46,0,0.02,0.46,0.2921597633136095,0.28326474622770914,0.34224965706447197,0.05898491083676283,43,45,43,8,8,8,1,1,2,0,0,1
Veronica longifolia,Veronica,Plantaginaceae,43,0.4694429421308814,0.3255813953488372,9784.934523406731,9.18870138098331,9038.526271745744,9.109362048445158,54.65032859142401,54.65032859142401,mixed,mixed,170192,43,11,46,0,0.11,0.46,0.46944294213088145,0.4108367626886146,0.6392318244170097,0.22839506172839508,14,14,14,0,0,6,1,1,6,28,39,28
Veronica officinalis,Veronica,Plantaginaceae,66,0.086776859504132,0.0454545454545454,19420.07487194742,9.874114089023593,17602.93963047293,9.775877998617725,48.34438533959701,48.34438533959701,mixed,mixed,129020,66,2,32,0,0.02,0.32,0.08677685950413205,0.0843425605536332,0.13927335640138394,0.054930795847750735,63,65,63,0,0,1,0,0,1,3,3,3
Veronica polita,Veronica,Plantaginaceae,44,0.5423553719008264,0.3636363636363636,19583.512141079005,9.88249433596476,13525.29456040672,9.51239081524559,41.032019088485,41.032019088485,mixed,mixed,68848,44,8,48,0,0.08,0.48,0.5423553719008264,0.5007396449704142,0.6516272189349113,0.15088757396449703,25,33,25,2,2,6,1,1,5,16,16,16
Veronica prostrata,Veronica,Plantaginaceae,73,0.3918183524113342,0.2465753424657534,5774.220989162239,8.661331801179449,5220.670464605299,8.560572642060139,49.83001542291501,49.83001542291501,mixed,mixed,738834,73,5,22,0,0.05,0.22,0.3918183524113342,0.3744247205785667,0.4644970414201184,0.0900723208415517,54,59,54,1,1,3,0,0,3,18,18,18
Veronica spicata,Veronica,Plantaginaceae,51,0.3867743175701653,0.1568627450980392,6019.939781124623,8.702998635940363,5979.810182101371,8.696311319724577,52.754126131665,52.754126131665,mixed,mixed,132118,51,8,41,0,0.08,0.41,0.38677431757016534,0.3441539787417409,0.5239873599540361,0.1798333812122952,8,8,8,3,3,6,1,1,6,39,47,39
Vicia lathyroides,Vicia,Fabaceae,42,0.5975056689342404,0.238095238095238,10779.20634646385,9.28546698588126,10779.20634646385,9.28546698588126,45.744900810521,45.744900810521,mixed,mixed,79503,42,9,49,0,0.09,0.49,0.5975056689342404,0.5367166474432911,0.6958861976163014,0.15916955017301038,9,9,9,0,0,9,10,10,10,23,32,23
Viminaria juncea,Viminaria,Fabaceae,54,0.0363511659807955,0.0185185185185185,3739.512198177965,8.226977832416075,3739.512198177965,8.226977832416075,-33.831015839414,33.831015839414,mixed,mixed,353911,54,0,46,0,0.0,0.46,0.036351165980795574,0.036351165980795574,0.036351165980795574,0.0,0,0,0,53,53,53,0,0,0,1,1,1
Vincetoxicum hirundinaria,Vincetoxicum,Apocynaceae,62,0.297086368366285,0.1612903225806451,5058.201777984955,8.52896399845108,4767.076326001392,8.46969821658715,49.10116751274499,49.10116751274499,mixed,mixed,498350,62,5,33,0,0.05,0.33,0.297086368366285,0.2789039875250614,0.39429717086210747,0.11539318333704607,51,56,51,10,10,10,0,0,3,1,1,3
Viola blanda,Viola,Violaceae,50,0.0767999999999999,0.04,2198.643379303339,7.696050525890067,2198.6433793033384,7.696050525890066,40.473795735476,40.473795735476,,,127684,50,0,50,0,0.0,0.5,0.07679999999999998,0.07679999999999998,0.07679999999999998,0.0,48,48,48,2,2,2,0,0,0,0,0,0
Viola cucullata,Viola,Violaceae,60,0.3394444444444444,0.2166666666666666,3457.431904470728,8.148570558522161,2993.812417332711,8.004636876645755,42.730226738588,42.730226738588,,,128040,60,4,36,0,0.04,0.36,0.33944444444444444,0.32373046875,0.41748046875,0.09375,13,13,13,0,0,2,0,0,2,47,51,47
Viola hirta,Viola,Violaceae,65,0.1675739644970415,0.0923076923076923,6439.181768088587,8.770312043558562,6439.462144028946,8.770355578018844,51.659567889375005,51.659567889375005,mixed,mixed,286612,65,5,30,0,0.05,0.3,0.16757396449704154,0.15673469387755112,0.2795918367346939,0.12285714285714278,6,6,6,0,0,3,0,0,2,59,64,59
Viola lutea,Viola,Violaceae,71,0.5776631620710176,0.3943661971830985,2047.696142880994,7.624958841917998,2047.696142880994,7.624958841917998,49.554836762311,49.554836762311,,,60898,71,3,26,0,0.03,0.26,0.5776631620710176,0.5701241782322864,0.6095690284879474,0.03944485025566091,7,7,7,28,28,28,0,0,3,36,39,36
Viola mirabilis,Viola,Violaceae,42,0.4886621315192743,0.3095238095238095,5283.971562230997,8.57262251744426,5283.971562230997,8.57262251744426,53.46728553052301,53.46728553052301,mixed,mixed,483183,42,8,50,0,0.08,0.5,0.4886621315192743,0.4408000000000001,0.6208,0.17999999999999994,27,35,27,2,2,5,0,0,5,13,13,13
Viola pedunculata,Viola,Violaceae,73,0.0,0.0,806.899364021618,6.69443750128597,801.5336406512944,6.687773773940257,35.129153549308,35.129153549308,,,50825,73,1,26,0,0.01,0.26,0.0,0.0,0.02666179693206705,0.02666179693206705,0,0,1,73,74,73,0,0,0,0,0,0
Viola rostrata,Viola,Violaceae,47,0.3349932095971026,0.2127659574468085,10744.63176055189,9.282254603118508,1693.7007424849478,7.435261451120991,40.18643443143,40.18643443143,,,126516,47,6,47,0,0.06,0.47,0.33499320959710266,0.30615877536489844,0.4706301174795302,0.16447134211463177,37,43,37,0,0,3,0,0,3,10,10,10
Viola tricolor,Viola,Violaceae,55,0.5328925619834712,0.4545454545454545,19554.813515614365,9.88102788773644,19347.13168738875,9.870351140173009,50.501782369324,50.501782369324,mixed,mixed,55739,55,16,29,0,0.16,0.29,0.5328925619834712,0.4911723864312637,0.688355485022813,0.19718309859154926,25,25,25,2,2,9,0,0,9,28,44,28
Viscaria vulgaris,Viscaria,Caryophyllaceae,60,0.3166666666666667,0.1166666666666666,3928.3697861424153,8.276234332244107,3928.13840762506,8.276175446126864,53.203309476554,53.203309476554,mixed,mixed,741459,60,10,30,0,0.1,0.3,0.31666666666666676,0.27755102040816326,0.4800000000000001,0.20244897959183683,7,7,7,1,1,7,49,59,49,3,3,7
Vitex agnus-castus,Vitex,Lamiaceae,52,0.4260355029585799,0.3076923076923077,13915.697029551911,9.54084462337272,13870.94042018564,9.537623404041785,35.736802050261,35.736802050261,,,170271,52,14,34,0,0.14,0.34,0.42603550295857995,0.3673094582185492,0.6212121212121212,0.253902662993572,36,50,36,0,0,7,0,0,7,16,16,16
Whipplea modesta,Whipplea,Hydrangeaceae,62,0.0317377731529655,0.0161290322580645,1377.3668768731548,7.228654654798145,1377.366876873151,7.2286546547981425,40.909855955486,40.909855955486,,,61509,62,0,38,0,0.0,0.38,0.031737773152965554,0.031737773152965554,0.031737773152965554,0.0,61,61,61,1,1,1,0,0,0,0,0,0
Wyethia angustifolia,Wyethia,Asteraceae,64,0.11865234375,0.046875,1149.2811047339712,7.047761630386081,989.8526797710324,6.898565865126931,39.722834353653,39.722834353653,,,56987,64,1,35,0,0.01,0.35,0.11865234375,0.11692307692307691,0.1453254437869821,0.028402366863905182,3,3,3,60,61,60,0,0,1,1,1,1
Zanthoxylum americanum,Zanthoxylum,Rutaceae,56,0.1913265306122449,0.1071428571428571,2279.668790089411,7.732224007922534,2279.668790089411,7.732224007922534,42.722391446222,42.722391446222,,,54836,56,1,43,0,0.01,0.43,0.19132653061224492,0.18836565096952906,0.21914435210834116,0.030778701138812092,6,6,6,50,51,50,0,0,1,0,0,0
Zephyranthes atamasco,Zephyranthes,Amaryllidaceae,50,0.3271999999999999,0.18,3151.519805632912,8.055957350335728,3151.519805632912,8.055957350335728,33.091930412199,33.091930412199,,,127264,50,0,50,0,0.0,0.5,0.32719999999999994,0.32719999999999994,0.32719999999999994,0.0,40,40,40,9,9,9,0,0,0,1,1,1
