species,inat_taxon_id,family,family_taxon_id,retrieved_taxon_name,retrieved_taxon_rank,retrieval_status,source_url,retrieved_at_utc
Telekia speciosa,358060,Asteraceae,47604.0,Telekia speciosa,species,ok,https://api.inaturalist.org/v1/taxa/358060,2026-09-10T06:59:27.197693+00:00
Tetratheca thymifolia,326183,Elaeocarpaceae,70234.0,Tetratheca thymifolia,species,ok,https://api.inaturalist.org/v1/taxa/326183,2026-09-10T06:59:29.033534+00:00
Thysanocarpus curvipes,58088,Brassicaceae,47204.0,Thysanocarpus curvipes,species,ok,https://api.inaturalist.org/v1/taxa/58088,2026-09-10T06:59:30.934037+00:00
Tiarella stolonifera,1351707,Saxifragaceae,48386.0,Tiarella stolonifera,species,ok,https://api.inaturalist.org/v1/taxa/1351707,2026-09-10T06:59:32.769176+00:00
Tinantia erecta,153994,Commelinaceae,49147.0,Tinantia erecta,species,ok,https://api.inaturalist.org/v1/taxa/153994,2026-09-10T06:59:34.066675+00:00
Tithonia tubaeformis,154022,Asteraceae,47604.0,Tithonia tubaeformis,species,ok,https://api.inaturalist.org/v1/taxa/154022,2026-09-10T06:59:35.866036+00:00
Trachymene composita,353969,Araliaceae,52849.0,Trachymene composita,species,ok,https://api.inaturalist.org/v1/taxa/353969,2026-09-10T06:59:37.360639+00:00
Tragopogon porrifolius,54141,,,,,error:HTTPError:HTTP Error 429: normal_throttling,https://api.inaturalist.org/v1/taxa/54141,2026-09-10T06:59:39.155905+00:00
Trifolium incarnatum,64268,Fabaceae,47122.0,Trifolium incarnatum,species,ok,https://api.inaturalist.org/v1/taxa/64268,2026-09-10T06:59:40.786473+00:00
Trifolium repens,55745,,,,,error:HTTPError:HTTP Error 429: normal_throttling,https://api.inaturalist.org/v1/taxa/55745,2026-09-10T06:59:42.732399+00:00
Tripolium pannonicum,170020,Asteraceae,47604.0,Tripolium pannonicum,species,ok,https://api.inaturalist.org/v1/taxa/170020,2026-09-10T06:59:43.820961+00:00
Triteleia laxa,51085,Asparagaceae,47599.0,Triteleia laxa,species,ok,https://api.inaturalist.org/v1/taxa/51085,2026-09-10T06:59:45.649260+00:00
Trixis inula,170046,Asteraceae,47604.0,Trixis inula,species,ok,https://api.inaturalist.org/v1/taxa/170046,2026-09-10T06:59:46.090302+00:00
Trollius albiflorus,1563130,Ranunculaceae,48231.0,Trollius albiflorus,species,ok,https://api.inaturalist.org/v1/taxa/1563130,2026-09-10T06:59:47.467090+00:00
Turnera subulata,327909,Passifloraceae,51451.0,Turnera subulata,species,ok,https://api.inaturalist.org/v1/taxa/327909,2026-09-10T06:59:49.363090+00:00
Verbascum thapsus,59029,Scrophulariaceae,47151.0,Verbascum thapsus,species,ok,https://api.inaturalist.org/v1/taxa/59029,2026-09-10T06:59:51.007641+00:00
Verbena rigida,127942,,,,,error:HTTPError:HTTP Error 429: normal_throttling,https://api.inaturalist.org/v1/taxa/127942,2026-09-10T06:59:53.136211+00:00
Veronica cymbalaria,170188,Plantaginaceae,50638.0,Veronica cymbalaria,species,ok,https://api.inaturalist.org/v1/taxa/170188,2026-09-10T06:59:54.428256+00:00
Veronica longifolia,170192,Plantaginaceae,50638.0,Veronica longifolia,species,ok,https://api.inaturalist.org/v1/taxa/170192,2026-09-10T06:59:56.250452+00:00
Veronica officinalis,129020,Plantaginaceae,50638.0,Veronica officinalis,species,ok,https://api.inaturalist.org/v1/taxa/129020,2026-09-10T06:59:58.119135+00:00
Veronica polita,68848,Plantaginaceae,50638.0,Veronica polita,species,ok,https://api.inaturalist.org/v1/taxa/68848,2026-09-10T07:00:00.008022+00:00
Veronica prostrata,738834,Plantaginaceae,50638.0,Veronica prostrata,species,ok,https://api.inaturalist.org/v1/taxa/738834,2026-09-10T07:00:01.866783+00:00
Veronica spicata,132118,Plantaginaceae,50638.0,Veronica spicata,species,ok,https://api.inaturalist.org/v1/taxa/132118,2026-09-10T07:00:02.478823+00:00
Vicia lathyroides,79503,Fabaceae,47122.0,Vicia lathyroides,species,ok,https://api.inaturalist.org/v1/taxa/79503,2026-09-10T07:00:03.851797+00:00
Viminaria juncea,353911,Fabaceae,47122.0,Viminaria juncea,species,ok,https://api.inaturalist.org/v1/taxa/353911,2026-09-10T07:00:05.676665+00:00
Vincetoxicum hirundinaria,498350,Apocynaceae,47362.0,Vincetoxicum hirundinaria,species,ok,https://api.inaturalist.org/v1/taxa/498350,2026-09-10T07:00:05.873024+00:00
Viola blanda,127684,Violaceae,50828.0,Viola blanda,species,ok,https://api.inaturalist.org/v1/taxa/127684,2026-09-10T07:00:05.942935+00:00
Viola cucullata,128040,Violaceae,50828.0,Viola cucullata,species,ok,https://api.inaturalist.org/v1/taxa/128040,2026-09-10T07:00:07.437399+00:00
Viola hirta,286612,Violaceae,50828.0,Viola hirta,species,ok,https://api.inaturalist.org/v1/taxa/286612,2026-09-10T07:00:09.267306+00:00
Viola lutea,60898,Violaceae,50828.0,Viola lutea,species,ok,https://api.inaturalist.org/v1/taxa/60898,2026-09-10T07:00:10.860502+00:00
Viola mirabilis,483183,Violaceae,50828.0,Viola mirabilis,species,ok,https://api.inaturalist.org/v1/taxa/483183,2026-09-10T07:00:12.665183+00:00
Viola pedunculata,50825,Violaceae,50828.0,Viola pedunculata,species,ok,https://api.inaturalist.org/v1/taxa/50825,2026-09-10T07:00:14.220931+00:00
Viola rostrata,126516,Violaceae,50828.0,Viola rostrata,species,ok,https://api.inaturalist.org/v1/taxa/126516,2026-09-10T07:00:16.060560+00:00
Viola tricolor,55739,Violaceae,50828.0,Viola tricolor,species,ok,https://api.inaturalist.org/v1/taxa/55739,2026-09-10T07:00:16.405578+00:00
Viscaria vulgaris,741459,Caryophyllaceae,48567.0,Viscaria vulgaris,species,ok,https://api.inaturalist.org/v1/taxa/741459,2026-09-10T07:00:17.666379+00:00
Vitex agnus-castus,170271,Lamiaceae,48623.0,Vitex agnus-castus,species,ok,https://api.inaturalist.org/v1/taxa/170271,2026-09-10T07:00:19.597273+00:00
Whipplea modesta,61509,Hydrangeaceae,52469.0,Whipplea modesta,species,ok,https://api.inaturalist.org/v1/taxa/61509,2026-09-10T07:00:21.270527+00:00
Wyethia angustifolia,56987,Asteraceae,47604.0,Wyethia angustifolia,species,ok,https://api.inaturalist.org/v1/taxa/56987,2026-09-10T07:00:23.071523+00:00
Zanthoxylum americanum,54836,Rutaceae,50623.0,Zanthoxylum americanum,species,ok,https://api.inaturalist.org/v1/taxa/54836,2026-09-10T07:00:24.583439+00:00
Zephyranthes atamasco,127264,Amaryllidaceae,55849.0,Zephyranthes atamasco,species,ok,https://api.inaturalist.org/v1/taxa/127264,2026-09-10T07:00:26.394024+00:00
